site,year,plotid,pre_post_fire,postFire,tag_id,status,species,dbh_cm,ht_m,ht2crown_m,livecrownratio_perc,ht2dead_m,crownclass,crownwidth_m,decay,scorch_ht_m,scorch_percent,torch_ht_m,torch_percent,bolechar_m,healthCode,healthCode2,resprout,stump_diameter_cm,stump_ht_m,presentPostThin,StatusPostThin,notes,diamclass,PlotType
Valentine,2020,VR12,prefire,,754,L,ABCO,21.3,15.6,3.7,,,in,-,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,755,D,ABMA,17.1,20.2,6.4,,,in,-,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR12,prefire,,756,L,ABMA,69,34.4,11.8,,,co,4.5,"",,,,,,,,,,,yes,L,ABMA,[60-80],UpperMontane
Valentine,2020,VR12,prefire,,757,L,ABMA,71.8,40.8,18.8,,,co,7,"",,,,,,,,,,,yes,L,ABMA,[60-80],UpperMontane
Valentine,2020,VR12,prefire,,758,L,ABMA,33.4,23.1,5.9,,,co,3.5,"",,,,,,,,,,,yes,L,ABMA,[20-40],UpperMontane
Valentine,2020,VR12,prefire,,759,L,ABMA,34.2,24.2,5.7,,,co,3,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,760,L,ABCO,63.5,39.6,17.2,,,co,6.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR12,prefire,,761,L,ABMA,39.2,42,16.4,,,co,4.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1147,L,ABMA,23.6,7.8,6.2,,,in,3.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1148,L,ABMA,44.2,25.6,11,,,co,5.5,"",,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1149,L,ABMA,52.3,25.2,7.6,,,co,6.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1150,L,ABMA,74.7,24.8,12.6,,,co,6,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR12N,prefire,,1151,L,ABMA,14.3,4.6,1.8,,,ov,2.5,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR12N,prefire,,1152,L,ABMA,15,5.4,2.8,,,ov,2,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR12N,prefire,,1153,L,ABMA,37.5,29.6,11.4,,,co,3,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1154,L,ABMA,35.5,26,11.2,,,co,2.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1155,L,ABMA,50.8,35,15.4,,,co,4,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1156,L,ABMA,29.7,16.6,8,,,in,4.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1157,L,ABMA,51.6,24,11.2,,,do,5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1158,L,ABMA,25.1,9.6,4,,,in,3.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1159,L,ABMA,31.2,18,9.4,,,co,3.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1160,L,ABMA,30.5,12.8,5.6,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1161,L,ABMA,25.3,10.4,3.6,,,in,2,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1162,L,ABMA,48,18.6,6.2,,,co,6.5,"",,,,,,,,,,,yes,L,ABCO!,[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1163,L,PICO,56,21.2,10.8,,,do,7,"",,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1164,L,ABMA,39,23.2,7,,,co,4,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1165,L,ABMA,58.5,28.2,10,,,co,7.5,"",,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR12N,prefire,,1166,L,ABMA,9.8,3.6,1.6,,,in,2,"",,,,,,,,,,,no,"","",[>100],UpperMontane
Valentine,2020,VR12N,prefire,,1167,L,ABMA,72.7,28.4,13,,,op,7.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR12N,prefire,,1168,L,ABMA,20.2,9.6,2.2,,,in,4,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12N,prefire,,1169,L,ABMA,41.2,21.8,7.2,,,co,5.5,"",,,,,,,,,,,yes,L,ABCO,[40-60],UpperMontane
Valentine,2020,VR13,prefire,,762,L,ABCO,11.5,4,0.2,,,in,1.96,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,763,L,ABCO,31.9,21,1.3,,,co,2.82,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,764,L,PICO,78.6,23.4,4.4,,,co,4.7,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR13,prefire,,765,L,ABCO,33.9,21,1.4,,,co,1.88,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,766,L,ABCO,22.3,9.4,3.2,,,co,3.52,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,767,L,ABCO,30.9,16.6,5.8,,,co,3.53,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,768,D,PICO,15.1,10.4,0,,,-,-,2,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,769,L,ABCO,16.4,5.8,1.3,,,ov,2.82,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,770,L,ABCO,26.9,25.4,7.8,,,do,3.76,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,771,L,PICO,51,22.2,10.8,,,co,2.82,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13,prefire,,772,L,ABCO,26.1,8.8,2.2,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,773,L,ABCO,14.3,7.6,2.2,,,in,2.1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,774,L,ABCO,13.3,8.6,2.2,,,ov,1.8,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,775,L,ABCO,18.9,8.5,1.6,,,in,2.82,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,776,L,ABCO,9.6,3.4,0.5,,,ov,1.6,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR13,prefire,,777,L,ABCO,140.6,31.8,8.2,,,do,5.64,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13,prefire,,778,L,PICO,51.6,33,20.6,,,op,2.35,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13,prefire,,779,L,ABCO,34.2,17.2,3,,,in,4.23,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13,prefire,,780,D,POTR,18.3,19,0,,,-,-,1,,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR13,prefire,,781,D,PICO,45,23,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR13,prefire,,782,L,ABCO,50.6,24.4,3.2,,,co,3.76,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13,prefire,,783,D,ABCO,60.4,3.1,0,,,-,-,5,,,,,,,,,,,yes,D,"",[60-80],UpperMontane
Valentine,2020,VR13,prefire,,784,L,ABCO,56.4,24.2,5.6,,,co,5.17,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13,prefire,,785,D,PICO,70.5,24.4,0,,,-,-,1,,,,,,,,,,,yes,D,"",[60-80],UpperMontane
Valentine,2020,VR13,prefire,,786,L,ABCO,45.7,10.6,2.4,,,co,4,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13,prefire,,787,L,PICO,66,30.2,3.4,,,co,4.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR13N,prefire,,1170,L,PICO,25.8,24,8.4,,,co,1,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1171,L,PICO,39.5,20.4,11.8,,,do,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1172,D,PICO,36.3,13,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1173,L,ABMA,9.4,3.2,2,,,in,1,"",,,,,,,,,,,no,"","",[>100],UpperMontane
Valentine,2020,VR13N,prefire,,1174,L,ABMA,19.3,10,6.6,,,in,2,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1175,L,PICO,29.9,20.8,12.2,,,co,1,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1176,L,PICO,28.3,18,12,,,co,1,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1177,L,PICO,45.8,27.2,13.6,,,co,2.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13N,prefire,,1178,L,PICO,25.5,19.6,13.8,,,co,1,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1179,L,ABCO,31,19.4,8.6,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1180,L,PICO,17.1,17.8,12,,,in,0.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1181,D,PICO,12.6,8.6,0,,,-,-,2,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1182,L,PICO,19.3,16,10.4,,,in,0.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1183,L,ABCO,23.7,7.6,2.6,,,in,3,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1184,L,ABCO,52.2,24,12.8,,,do,4.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13N,prefire,,1185,L,ABCO,31.9,14,5.2,,,co,5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1186,L,PIJE,156.7,32.4,12.2,,,op,12,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1187,D,ABCO,24.5,11.6,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1188,D,PICO,15.3,7.6,0,,,-,-,2,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1189,D,ABCO,15.9,7,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1190,D,ABMA,17,11.6,7.8,,,co,1.5,"",,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1191,L,ABCO,31.6,15,8.8,,,in,5.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1192,L,ABCO,52.3,28.4,12.8,,,do,6.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13N,prefire,,1193,L,PICO,24.1,16.4,14,,,co,2,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1194,L,ABCO,56.2,31.2,16.4,,,do,7,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13N,prefire,,1195,L,ABCO,22,9.6,2.2,,,in,5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1196,L,PICO,29.6,17.2,5.6,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1197,L,PICO,4.8,17,4.6,,,co,1,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1198,L,PICO,22,16.6,6.4,,,op,0.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1199,L,ABMA,15.7,5.2,1.6,,,in,2,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1200,L,ABCO,10.3,7,3.2,,,in,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1201,L,ABCO,28.7,14.6,3.6,,,co,5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR13N,prefire,,1202,L,PICO,13.3,6.2,3.8,,,in,2.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR13N,prefire,,1203,L,PICO,41.7,20,8.6,,,do,3.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR13N,prefire,,1204,L,ABMA,17.3,4.8,1.8,,,in,2,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR14,prefire,,312,L,ABCO,7.6,2.4,0.8,,,ov,1,"",,,,,,,,,,,"","","",[60-80],MixedConifer
Valentine,2020,VR14,prefire,,313,L,ABCO,11,4.2,0.4,,,ov,1.2,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,314,L,ABCO,10.4,3.4,0.8,,,ov,1.5,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,315,D,ABMA,62,17.8,0,,,-,-,1,,,,,,,,,,,"","","",[60-80],MixedConifer
Valentine,2020,VR14,prefire,,316,L,ABCO,13.2,5,1.3,,,in,1.5,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,317,L,ABCO,10.5,2.6,0.8,,,ov,1.5,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,318,L,ABCO,18,4.8,1,,,in,2.4,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,319,L,ABCO,12.6,2.6,0.4,,,in,1,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,320,L,ABMA,15,4.8,1.3,,,in,1.2,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,321,L,ABMA,24,6.4,1.4,,,in,2.1,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,322,L,ABCO,37.4,14.4,3.2,,,do,3.9,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,323,L,ABCO,110.5,22.6,8.4,,,do,8,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,324,D,ABMA,69,10.2,0,,,-,-,2,,,,,,,,,,,"","","",[60-80],MixedConifer
Valentine,2020,VR14,prefire,,325,L,ABCO,15.1,6,1.5,,,in,1.5,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,326,L,ABMA,10.4,3.6,1.6,,,in,1.2,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,327,L,ABCO,10.7,3.4,1.3,,,in,1,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,328,L,ABMA,13,3.4,1.2,,,in,1.7,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,329,L,ABCO,23,8.4,2,,,co,3.3,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,330,L,ABCO,22.5,10.4,2,,,in,2.4,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,331,L,ABCO,10.8,3,1,,,in,1.2,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,332,L,ABMA,36.7,11.6,5.2,,,co,3,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,333,L,ABCO,61.1,17.2,3.2,,,do,3,"",,,,,,,,,,,"","","",[60-80],MixedConifer
Valentine,2020,VR14,prefire,,334,D,ABMA,50,14.2,0,,,-,-,1,,,,,,,,,,,"","","",[40-60],MixedConifer
Valentine,2020,VR14,prefire,,335,L,ABCO,10.6,3.2,1.2,,,in,1,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,336,L,ABCO,37.2,13.8,2.4,,,co,3,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,337,L,ABCO,12.1,3,1.2,,,in,2.4,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,338,L,ABCO,12,4.2,0.3,,,in,1.2,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,339,L,ABCO,35.6,15.4,2.6,,,co,2.4,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14,prefire,,340,L,ABMA,11.4,3.8,1.6,,,in,1,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14,prefire,,341,L,ABCO,59.8,16,5,,,co,5.4,"",,,,,,,,,,,"","","",[40-60],MixedConifer
Valentine,2020,VR14,prefire,,342,L,ABCO,54,15,4,,,co,5,"",,,,,,,,,,,"","","",[40-60],MixedConifer
Valentine,2020,VR14N,prefire,,302,L,poincon,54.9,24.5,13,,,op,6,"",,,,,,,,,,,"","","",[40-60],MixedConifer
Valentine,2020,VR14N,prefire,,303,L,ABMA,53,28.5,3,,,do,5.5,"",,,,,,,,,,,"","","",[40-60],MixedConifer
Valentine,2020,VR14N,prefire,,304,L,ABCO,20.5,13.5,1.3,,,ov,3,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14N,prefire,,305,L,ABMA,34.9,13.4,3,,,ov,4,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14N,prefire,,306,L,ABMA,91.8,25.2,7.8,,,do,9.5,"",,,,,,,,,,,"","","",[>100],MixedConifer
Valentine,2020,VR14N,prefire,,307,L,ABCO,22,9,3,,,ov,4,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14N,prefire,,308,L,ABCO,32,12.4,2.8,,,co,5,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14N,prefire,,309,L,ABCO,32.8,11.6,3,,,co,5,"",,,,,,,,,,,"","","",[20-40],MixedConifer
Valentine,2020,VR14N,prefire,,310,L,ABCO,10,3.2,0.5,,,ov,2.5,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR14N,prefire,,311,L,ABMA,17.8,5.2,0.5,,,ov,3,"",,,,,,,,,,,"","","",[<20],MixedConifer
Valentine,2020,VR16,prefire,,788,L,PICO,40.5,37.2,4.6,,,do,2.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR16,prefire,,789,L,PIJE,36,36.5,8.4,,,co,1.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,790,L,ABCO,35.4,17.1,2.7,,,in,2.83,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,791,L,PIJE,54.4,31.5,6.6,,,do,3.56,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR16,prefire,,792,L,ABCO,24.8,12,1.9,,,in,2.2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,793,L,ABCO,33.8,13.7,2.1,,,in,4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,794,L,PIJE,34.9,23.7,3.7,,,in,2.3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,795,L,PICO,17.5,4.4,1.6,,,ab,0.6,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16,prefire,,796,L,ABCO,39.4,27.7,6.6,,,co,2.8,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,797,L,ABCO,43.1,27.5,3.4,,,co,3.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR16,prefire,,798,L,ABCO,13.1,7.3,6.5,,,ab,0.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16,prefire,,799,L,ABCO,31.6,17.7,4.3,,,on,3.2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,800,L,PIJE,81.7,43.5,13.1,,,do,3.83,"",,,,,,,,,,,yes,L,"",[>100],MixedConifer
Valentine,2020,VR16,prefire,,801,L,ABCO,19.6,12.6,4,,,in,1.9,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR16,prefire,,802,L,PIJE,33.5,41.1,12.8,,,do,2.76,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,803,L,ABCO,16.2,5.6,1.2,,,ab,1.9,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16,prefire,,804,L,PIJE,23.5,7.3,2.2,,,op,2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16,prefire,,805,L,ABCO,12.2,5.7,0.8,,,op,0.8,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR16,prefire,,806,L,ABCO,9.5,3.3,1.1,,,ab,0.7,"",,,,,,,,,,,yes,L,"",[>100],MixedConifer
Valentine,2020,VR16,prefire,,807,L,ABCO,9,3.3,0.6,,,ab,1.2,"",,,,,,,,,,,yes,L,"",[>100],MixedConifer
Valentine,2020,VR16,prefire,,808,L,PIJE,37.5,13.2,1.7,,,op,2.23,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,70,L,ABCO,14.9,6.2,2,,,ov,3.7,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16N,prefire,,71,L,ABCO,49.5,21.8,11.2,,,co,5.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR16N,prefire,,72,L,PICO,32.7,19.6,12.8,,,do,5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,73,L,ABCO,26.2,13.2,5.2,,,in,4.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,74,L,ABCO,13.6,5.6,3.2,,,ov,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16N,prefire,,75,L,PICO,60.6,23.6,14.2,,,co,5.5,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR16N,prefire,,76,L,PICO,40.8,26.6,11.8,,,co,5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR16N,prefire,,77,L,PICO,26.8,20.6,9.2,,,co,3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,78,L,PICO,35.6,22,15.2,,,co,2.7,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,79,L,ABCO,14.3,4.6,3,,,ov,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16N,prefire,,80,L,ABCO,21.7,10.8,3.6,,,in,4,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,81,L,PICO,34.7,24.2,13.6,,,co,3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,82,L,PICO,48,26.4,19.8,,,co,4.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR16N,prefire,,83,D,PICO,29.9,4.8,0,,,-,-,4,,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,84,L,PICO,37.5,21.6,11.4,,,do,5.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,85,L,PICO,36.3,23.2,6.8,,,do,2.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,86,L,PICO,49.5,27.6,15.2,,,do,2.4,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR16N,prefire,,87,L,ABCO,5.8,7,2.6,,,in,4.2,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR16N,prefire,,88,D,PICO,23.8,19,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,89,L,PICO,28.6,22,10,,,do,2.7,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,90,L,ABCO,17.5,8.8,1.7,,,ov,1.7,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16N,prefire,,91,L,PICO,23.2,19.8,11.2,,,do,2.2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,92,L,ABCO,18,7.2,1.5,,,ov,2.2,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16N,prefire,,93,L,PICO,71.8,26.2,18.8,,,do,4.6,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR16N,prefire,,94,L,ABCO,20,5.4,2.6,,,ov,2.3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,95,L,PICO,79.8,31.6,14.2,,,do,5,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR16N,prefire,,96,L,ABCO,24.1,9.6,7.6,,,co,3.6,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,97,L,ABCO,24.2,9.8,3.4,,,ov,3.2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,98,L,ABCO,16.5,5.6,1.3,,,ov,3.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR16N,prefire,,99,L,ABCO,57.9,26.2,11.8,,,co,4.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR16N,prefire,,100,L,ABCO,30,19.8,6,,,in,3.7,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR16N,prefire,,101,L,ABCO,17.2,7.4,2.4,,,ov,2,"",,,,,,,,,,,no,"","",[<20],MixedConifer
