site,year,plotid,pre_post_fire,postFire,tag_id,status,species,dbh_cm,ht_m,ht2crown_m,livecrownratio_perc,ht2dead_m,crownclass,crownwidth_m,decay,scorch_ht_m,scorch_percent,torch_ht_m,torch_percent,bolechar_m,healthCode,healthCode2,resprout,stump_diameter_cm,stump_ht_m,presentPostThin,StatusPostThin,notes,diamclass,PlotType
Valentine,2020,VR1N,prefire,,490,L,ABMA,36.7,14.6,5.2,,,co,3.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,491,L,PICO,9.8,2.4,0.5,,,do,0.5,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR1N,prefire,,492,L,PICO,48.5,19.9,9.4,,,ov,3,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1N,prefire,,493,L,ABMA,60.3,16.7,3.6,,,do,6,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR1N,prefire,,494,L,ABMA,40.8,14.5,3.4,,,co,3,"",,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1N,prefire,,495,D,ABMA,48.2,16.6,0,,,-,-,2,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1N,prefire,,496,L,ABMA,65.7,16.6,8,,,co,3,"",,,,,,,,,,,yes,D,"",[60-80],UpperMontane
Valentine,2020,VR1N,prefire,,497,D,ABMA,18.2,4.8,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,498,L,PICO,15.7,9.2,3.6,,,in,0.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,499,L,ABMA,19.2,4.4,1.5,,,ov,2.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,500,L,ABMA,33,11.4,2.8,,,in,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,501,L,PICO,30.2,14.4,4.6,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,502,L,PICO,11.5,4.2,1,,,op,0.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,503,L,PICO,42.7,15.4,3.2,,,co,4,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1N,prefire,,504,L,ABCO,10,2.2,1.5,,,ov,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,505,L,PICO,35.2,12.4,1.4,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,506,L,PICO,32.4,13.2,3,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,507,D,ABCO,53.6,15.8,0,,,-,-,2,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1N,prefire,,508,D,PICO,16.7,13.4,0,,,-,-,3,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,509,L,ABMA,41.2,17.8,6.4,,,co,4.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1N,prefire,,510,L,PICO,8.1,3,1.6,,,ov,0.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR1N,prefire,,511,D,ABMA,61.5,15.8,0,,,-,-,1,,,,,,,,,,,yes,D,"",[60-80],UpperMontane
Valentine,2020,VR1N,prefire,,512,L,PICO,25.5,14.4,3,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,513,L,ABMA,32.2,14.6,3.2,,,co,3,"",,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,514,D,ABMA,36.1,12.4,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,515,L,PICO,20.8,12.4,4.2,,,co,1.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,516,D,ABMA,32.6,14.2,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,517,L,PICO,24,11.6,4.6,,,op,1,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,518,L,ABMA,29.8,10.4,2.4,,,co,5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1N,prefire,,519,L,ABMA,14.6,3.6,1,,,in,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1N,prefire,,520,D,PICO,14.5,4.4,0,,,-,-,2,,,,,,,,,,,no,"",Naturally fell I believe,[<20],UpperMontane
Valentine,2020,VR1N,prefire,,521,L,ABMA,29.2,7.8,4.6,,,in,3.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,414,L,ABCO,16,5.4,3,,,OV,2,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR2N,prefire,,415,L,ABCO,9.8,3.8,1.7,,,AB,1.5,"",,,,,,,,,,,yes,"","",[>100],UpperMontane
Valentine,2020,VR2N,prefire,,416,L,PICO,61.9,17.2,8.8,,,DO,2.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR2N,prefire,,417,L,ABMA,61.4,24.8,18.6,,,DO,2.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR2N,prefire,,418,D,ABCO,38,15.2,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,419,L,ABCO,41.6,20.4,9.2,,,DO,2.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR2N,prefire,,420,D,ABMA,38.5,15.2,0,,,-,-,1,,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,421,L,ABMA,46,20.4,6.4,,,DO,2,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR2N,prefire,,422,L,ABMA,21.4,7.2,4.8,,,OV,1,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,423,L,ABMA,21,9.2,4.2,,,OV,1,"",,,,,,,,,,,yes,"","",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,424,L,ABCO,13.3,5,1,,,AB,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR2N,prefire,,425,L,ABMA,66,24.8,5.2,,,DO,3,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR2N,prefire,,426,D,ABMA,12.4,4.2,0,,,-,-,3,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR2N,prefire,,427,L,ABCO,56.3,15.4,6,,,CO,3,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR2N,prefire,,428,L,ABCO,22.3,11,7,,,OV,1.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,429,L,ABMA,56.6,22.4,8.8,,,DO,2,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR2N,prefire,,430,L,ABCO,50.5,18.2,4,,,CO,2.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR2N,prefire,,431,D,ABMA,20.4,6,0,,,OV,-,"",,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,432,L,ABCO,24.4,8.2,4.6,,,OV,2.5,"",,,,,,,,,,,yes,"","",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,433,D,ABMA,39.3,20.4,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,434,D,ABMA,20,7.4,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,435,L,ABMA,55,20.8,8.6,,,DO,3,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR2N,prefire,,436,L,ABCO,25,7.2,6.6,,,IN,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,437,L,ABMA,35.3,28.4,7.2,,,CO,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR2N,prefire,,438,L,PICO,17.3,6.8,3.5,,,AB,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR2N,prefire,,439,L,ABMA,83.7,28.9,12,,,DO,2,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR2N,prefire,,440,L,ABCO,23,8.2,3.6,,,OV,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR26N,prefire,,191,D,PIJE,194,31.8,0,,,-,-,2,,,,,,,,,,,yes,D,grandfather,[<20],MixedConifer
Valentine,2020,VR26N,prefire,,192,L,ABCO,28.2,18.4,2,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,193,L,ABCO,22.5,9.8,3,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,194,L,PICO,28.4,20.8,11.4,,,do,1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,195,L,PICO,31,19.6,11.4,,,do,1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,196,L,ABCO,12,4.4,1.5,,,ov,2,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,197,L,PICO,19,15.8,0,,,-,-,1,,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,198,L,ABCO,16.3,5,1.8,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,199,L,PICO,24.5,23,15.8,,,do,1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,200,L,ABCO,20,8.4,1.3,,,ov,1.7,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,201,L,ABCO,19.8,7.8,1.3,,,ov,2,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,202,L,PICO,24,21.2,13.8,,,do,1.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,203,L,PICO,28.8,14.4,13.1,,,do,1.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,204,L,ABCO,26.8,10,1.6,,,ov,2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,205,L,ABCO,9.6,3.4,1,,,ov,1.7,"",,,,,,,,,,,no,"","",[>100],MixedConifer
Valentine,2020,VR26N,prefire,,206,L,ABCO,65.1,23,4.2,,,do,1,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR26N,prefire,,207,L,PICO,35.6,23.2,14.2,,,do,3.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,208,L,PICO,30.5,23.7,14.2,,,do,3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,209,L,ABCO,17,5.6,1,,,ov,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,210,L,ABCO,29,7.6,1.7,,,ov,4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,211,L,PICO,36.5,23.2,13.6,,,do,3.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,212,L,ABCO,14,4.5,2,,,ov,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,213,L,PICO,28,23.2,13.6,,,do,2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,214,L,ABCO,21.8,6.4,3,,,ov,4,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,215,L,PICO,30,22,12.2,,,do,3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,216,L,ABCO,16.1,5.2,1.7,,,ov,2.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,217,L,PICO,24.5,18.4,9.8,,,do,2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,218,L,PICO,27.6,19.4,11.4,,,do,2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,219,L,PICO,19,13.8,8,,,co,2,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26N,prefire,,220,L,PICO,22,16.8,11,,,co,2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,221,L,PICO,31.8,21.4,9.8,,,co,4,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,222,L,ABCO,21.1,6.9,1.8,,,ov,4,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,223,L,ABCO,34,16.6,3.2,,,co,5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26N,prefire,,224,L,ABCO,16.7,6.8,4,,,in,3.5,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR26S,prefire,,114,L,ABCO,46.9,16,5.4,,,do,3.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,115,L,ABCO,21,8,1.8,,,in,2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,116,L,ABCO,23.5,9.2,1.8,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,117,L,ABCO,61.5,15.2,2.8,,,do,5.5,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR26S,prefire,,118,L,ABCO,36,11.4,5,,,co,2.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,119,L,PICO,59.3,21,6.4,,,do,5.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,120,L,ABCO,19.5,4.8,2.8,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26S,prefire,,121,L,ABCO,42.7,13.6,4.8,,,do,2.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,122,L,ABCO,23,10.6,3.2,,,in,3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,123,L,ABCO,44.5,14,4,,,do,3.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,124,L,ABCO,24,7.2,2.2,,,in,2.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,125,L,ABCO,40.8,12.8,2.4,,,co,3.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,126,L,ABCO,36,12.8,2.4,,,co,3.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,127,L,PICO,44.5,18,8,,,co,3.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,128,L,ABCO,52,16.8,3.8,,,co,3,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,129,L,PICO,14.6,11.4,3.4,,,ov,1,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26S,prefire,,130,L,PICO,49.7,18.2,7,,,do,3.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,131,L,PICO,41.6,15.8,9.4,,,co,2.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,132,L,ABCO,17.5,7,3,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR26S,prefire,,133,L,ABCO,21.3,6,1,,,ov,2,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,134,L,ABCO,42,14.8,8,,,in,3.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR26S,prefire,,135,L,ABCO,38.7,11.8,5.8,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR26S,prefire,,136,L,PICO,42.7,16.8,3,,,do,2.5,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR30N,prefire,,614,D,ABMA,42.6,21.8,0,,,-,-,1,,,,,,,,,,,no,"","",[40-60],Riparian
Valentine,2020,VR30N,prefire,,615,L,PICO,32,18.8,3,,,do,1.5,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR30N,prefire,,616,D,ABMA,10.2,3.6,0,,,-,-,1,,,,,,,,,,,no,"","",[<20],Riparian
Valentine,2020,VR30N,prefire,,617,L,PICO,41.1,22.8,3.7,,,do,2.5,"",,,,,,,,,,,no,"","",[40-60],Riparian
Valentine,2020,VR30N,prefire,,618,L,ABMA,39.8,18.8,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],Riparian
Valentine,2020,VR30N,prefire,,619,D,ABMA,130.6,4.6,0,,,-,-,4,,,,,,,,,,,yes,D,"",[<20],Riparian
Valentine,2020,VR30N,prefire,,620,L,ABMA,53.1,19.4,5.6,,,do,3,"",,,,,,,,,,,no,"","",[40-60],Riparian
Valentine,2020,VR30N,prefire,,621,L,PIJE,23.8,10.7,1.9,,,in,2,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR30N,prefire,,622,L,PICO,16.3,7.4,1,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],Riparian
Valentine,2020,VR30N,prefire,,623,D,ABMA,54.7,19.4,0,,,-,-,1,,,,,,,,,,,no,"","",[40-60],Riparian
Valentine,2020,VR30N,prefire,,624,D,ABMA,38,18.8,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],Riparian
Valentine,2020,VR30N,prefire,,625,L,ABMA,17.7,5.3,1.9,,,ov,2,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR30N,prefire,,626,D,ABMA,39.9,18.8,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],Riparian
Valentine,2020,VR30N,prefire,,627,D,ABMA,41.5,20.3,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],Riparian
Valentine,2020,VR30N,prefire,,628,D,ABMA,42.5,20.3,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],Riparian
Valentine,2020,VR30N,prefire,,629,D,ABMA,57.5,22.9,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],Riparian
Valentine,2020,VR33N,prefire,,990,L,POTR,33.9,18.7,15.6,,,CO,6,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR33N,prefire,,991,L,POTR,8,3.3,2.4,,,CO,2,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,992,L,POTR,14,8.8,6.2,,,IN,2.5,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,993,L,POTR,38.6,23,13.1,,,CO,7,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR33N,prefire,,994,L,alninc,8.2,4,2.2,,,OV,5,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,995,L,alninc,8.4,4.8,2,,,OV,2,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,996,L,alninc,9,3.9,2.9,,,OV,2,"",,,,,,,,,,,yes,L,"",[>100],Riparian
Valentine,2020,VR33N,prefire,,997,L,alninc,29,5.5,3.2,,,OV,2,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR33N,prefire,,998,L,alninc,10.2,5.9,3.4,,,IN,2.5,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,999,L,PICO,61.4,33.2,15.3,,,DO,3.5,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,1000,L,PICO,60.6,24.3,18.5,,,CO,2.5,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,1001,L,ABCO,18.5,8.8,6.5,,,IN,3,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,1002,L,ABCO,16.1,6.5,3.2,,,OV,2.5,"",,,,,,,,,,,no,"","",[<20],Riparian
Valentine,2020,VR33N,prefire,,1003,L,PICO,56.9,20.7,9.8,,,IN,6,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR33N,prefire,,1004,L,POTR,24.8,19.8,7.2,,,CO,5,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR33N,prefire,,1005,L,ABCO,17.6,6.5,2.8,,,OV,3,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,1006,L,POTR,18.8,9.5,7.7,,,IN,4.5,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,1007,L,POTR,17.5,8.3,3.9,,,IN,4,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,1008,L,alninc,9.4,6.2,0.8,,,IN,1.5,"",,,,,,,,,,,yes,L,"",[>100],Riparian
Valentine,2020,VR33N,prefire,,1009,L,alninc,8.2,5.2,1.2,,,IN,1.5,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,1010,L,alninc,8.3,5.4,3.1,,,IN,1,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR33N,prefire,,1011,L,alninc,11.3,5.8,2.6,,,IN,2.5,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR33N,prefire,,1012,L,alninc,8.1,4.9,1.9,,,IN,2,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR35N,prefire,,246,L,POTR,42.3,19.8,11.8,,,co,6,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,247,L,PICO,24.3,19,13.8,,,co,1.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,248,L,PICO,46.8,20.2,12.4,,,co,3.3,"",,,,,,,,,,,no,"",NEED TO CHECK THESE! MESS UP,[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,249,D,PICO,15.1,14,0,,,-,-,2,,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR35N,prefire,,250,L,ABCO,12.5,5.4,2.6,,,ov,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR35N,prefire,,251,D,PICO,10.8,8.8,0,,,-,-,2,,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR35N,prefire,,252,D,PICO,29.7,12.8,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,253,L,PICO,27.7,21.6,14.4,,,co,2.4,"",,,,,,,,,,,yes,L,tag fell off,[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,254,L,ABCO,41.2,19.8,3.2,,,co,6.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,255,L,PICO,36.4,25.6,15.2,,,co,2.1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,256,D,PICO,24.7,14.8,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,257,L,PICO,32.4,20.6,14,,,co,2.4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,258,D,PICO,16.4,9.2,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],MixedConifer
Valentine,2020,VR35N,prefire,,259,L,PICO,43.2,21,17,,,co,6.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,260,L,PICO,31.8,25.8,11,,,co,3.9,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,261,L,PICO,34.6,26,14.4,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,262,L,PICO,37.9,26,14.5,,,co,3.1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,263,L,PICO,45.2,26.5,15,,,co,3.9,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,264,L,PICO,44.4,27.2,17,,,co,4.2,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,265,L,PICO,38.4,18.8,15,,,co,3.9,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,266,L,PICO,36.8,21.4,15.2,,,co,3.6,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,267,L,PICO,29.2,16.6,13.8,,,co,1.8,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,268,L,ABCO,51.4,24.8,7.4,,,co,4.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,269,L,PICO,28.4,19.4,13.2,,,co,2.7,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,270,L,POTR,36.1,17.4,9.4,,,in,3.6,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,271,L,ABCO,53,21.4,6,,,do,4.9,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,272,L,POTR,21.1,9.6,5.6,,,in,3.6,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,273,L,PICO,40,21.8,5.8,,,co,2.6,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35N,prefire,,274,L,ABCO,61,25.8,4.6,,,co,3.3,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR35N,prefire,,275,L,ABCO,33.8,11.4,2.6,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
