Jurisdiction,site,year,plotid,obs,pre_post_fire,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,0.05E_percent,0.05E_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,CWD,CONES,Boulder/Bedrock,SMROCK,ROCK,ASH,BASALVEG,CRYPTOGRAMS,STUMPS,RD,TOT_Black_percent,PRE % SHRUB COVER,% SHRUB TORCHED,% SHRUB SCORCHED,% SHRUB UNBURNED,History,NOTES,
LakesDistrict,BurtonSP,2019,burton3,all,prefire,NA,no,0,25,50,LL,LL,"abco, abma, pico",5,11,437,96,80,14,0.05,4,70,2,5,2,5,0.4,0,,35,0.3,0.05,0.2,0,,3.5,0.7,35,0.3,2,0.3,0.05,0.4,0.05,73,0,20,0.05,0,1,4,0,2,0,,0,,,,,,close proximity to burton creek ,,
LakesDistrict,BurtonSP,2019,burton4,all,prefire,NA,no,0,13,273,LL,LL,"abco,pije,abma",6.1,2,473,85,50,7,0.5,6,59.5,1,18,2.5,2,0.5,0,,25,0.35,0.05,0.35,0,,3,0.65,25,0.1,1,0.3,0.05,0.35,4,92,0,0.05,0.05,0,0.5,0.5,0,3,0.05,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton5,all,prefire,NA,no,0,8,125,LL,LL,"abco, pije, abma",10.9,14,521,70,58,13,0,,57,13,1,2,0.05,0.3,0,,10.5,0.45,0.05,0.6,0,,10,1,10.5,0.3,0.05,0.2,0,,0.05,96.5,0,0.05,0.05,0,0.05,2,0,1.5,0,,0,,,,,,,lots of rock under soil,
LakesDistrict,BurtonSP,2019,burton6,all,prefire,NA,no,0,10,136,LL,LL,"abco, abma, ceco",3.15,8,550,63,64,17,2,16,61,17,1.5,5,0.05,0.02,0,,1,0.3,0.05,0.05,0,,0.5,0.55,1,0.15,0.05,0.05,0,,0.05,93.5,0,3,0.05,0,0.05,0.5,0,3,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton7,la nr ms rh,prefire,NA,no,0,11,126,LL,LL,"abco, pije, abma",2.3,53,597,60,33,15,1,15,32,15,1,1.9,0.05,0.03,0,,27,0.4,0,,0,,8,0.55,19,0.07,0.05,0.08,0,,2,91,0,3,0.05,0,0.05,1,0,3,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton8,la nr ms rh,prefire,NA,no,0,10,139,LL,LL,"abco,abma,ceco",3.15,56,611,85,25,25,1,20,24,25,0,,0.05,0.04,0,,61,0.4,0,,0,,0.75,0.55,61,0.2,0.05,0.15,0,,3,94,0,1.5,0.05,0,0.5,0,0,1,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton9,la nr ms rh,prefire,NA,no,0,12,129,LL,LL,"abco,abma,ceco",7.4,1,618,35,20,17.5,2,4,18,17.5,0.5,,0.05,0.1,0,,15,0.3,0,,0,,5,0.65,15,0.2,0.05,0.15,0,,0.05,96,0,2,0.05,0,0.05,1,0,1,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton10,la nr ms rh,prefire,NA,no,0,14,115,LL,LL,"abco,abma,ceco",7,42,626,30,20,9,0.05,6,19.5,9,0.05,2.5,0.05,0.04,0,,9,0.45,0,,0,,5,0.6,0.3,9,0.05,0.3,0,,1,92,0,4,0.05,0,1,1,0,1,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton11,la nr ms rh,prefire,NA,no,0,8,139,LL,LL,"abco,abma,ceco",6.4,78,640,25.5,25,25,0.5,6.5,24.5,25,0,,0.05,0.02,0,,0.5,0.25,2,,0,,0,,0.5,0.25,0.05,0.1,0,,0.05,96,0,2,0.05,0,0.05,1,0,1,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton12,all,prefire,NA,no,0,7,47,LL,LL,"abco,cade,pije",9,10,646,95,40,9,2,11,36,9,1,,0.05,0.02,2,2.5,18,,0,,0,,0,,18,0.1,6,0.2,0,,1,95,0,2,0.05,0,0.05,1,0,1,0,,0,,,,,,,control,
LakesDistrict,BurtonSP,2019,burton13,all,prefire,NA,no,0,16,150,LL,LL,"abco,pije,pila",4,4,662,65,60,15,0,,60,15,1,3.5,0.05,0.02,0,,6,0.5,0,,0,,3.5,0.75,6,0.5,0.05,0.3,0,,0.05,91.5,0,5,0.05,0,0.05,1.5,0,2,0,,0,,,,,,,control,
LakesDistrict,BurtonSP,2019,burton14,all,prefire,NA,no,0,14,155,LL,LL,"abco,pije,pila",7.2,22,689,60,45,11,0.05,12,45,11,0,,0.05,0.1,0,,14,0.35,0,,0,,6,0.75,14,0.15,0.05,0.1,0,,0.05,96.5,0,0.5,0.05,0,0.05,2,0,1,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton15,all,prefire,NA,no,0,6,125,LL,LL,"abma,pije,abco",4,25,707,50,50,30,0.05,5,50,30,0,,0.05,0.07,0,,0.5,0.2,0,,0,,0,,0.5,0.2,0.05,0.1,0,,0.05,95.5,0,3,0.5,0,0.05,0,0,1,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton16,all,prefire,NA,no,0,4,137,LL,LL,"abco, abma, pije",3.7,32,718,61,25,24,0,,25,24,0.5,1.7,0.5,1.1,0,,35,,0,,0,,3.5,0.6,35,0.2,0.5,0.35,0.05,0.15,0.05,96.5,0,2,0.05,0,0.05,1,0,0.5,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton17,all,prefire,NA,no,0,13,66,LL,LL,"abco,pije,ceco",4.5,50,816,33,30,16.8,0.5,14.6,30,16.8,0,,0.05,0.17,0,,2.5,0.25,0.5,,0,,0.5,0.45,2.5,0.2,0.05,0.1,0,,0.5,95.5,0,1.5,0.05,0,0.05,2,0,0.5,0,,0,,,,,,,most trees were already tagged. did not re tag. tags are not all facing center,
LakesDistrict,BurtonSP,2019,burton18,all,prefire,NA,no,0,6,140,LL,LL,"abco,abma,quva",7.6,15,724,80,60,11.5,0.05,2,60,11.5,0.05,,0.05,0.9,0,,44,0.6,0,,0.5,2.5,33,0.6,44,0.2,0.05,0.1,0,,0.05,83.5,0,12,0.05,0,0.05,2.5,0,2,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton19,all,prefire,NA,no,0,3,200,LL,LL,"abco,pije,cade",2.7,11,752,85,65,5.5,0.05,25,61,5.5,3,2,1,0.75,0,,20,,0,,0,,0.05,0.6,20,0.15,1,0.2,0.05,0.15,1,94.5,0,1.5,0.05,0,0.05,0.5,0,2.5,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton20,all,prefire,NA,no,0,1,169,LL,LL,"abco,pije,cade",8.8,13,797,30,30,25,0.05,4,30,25,0.05,2,0.05,0.05,0,,2,1,0,,0,,1,1.5,2,0.3,0.05,0.2,0.05,0.15,0.5,97.5,0,1,0.05,0,0.05,0.5,0,0.5,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton21,all,prefire,NA,no,0,11,230,LL,LL,"abco,pije,quva",8,11,807,90,75,16,0.05,5,75,16,0.05,2.5,5,1.15,0,,8,1,0,,0,,5,1.25,8,0.25,0.05,0.15,0,,0.05,97,0,0.5,0.05,0,0.5,0.05,0,2,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton22,all,prefire,NA,no,0,16,160,LL,LL,"abco,pije,quva",8.7,23,850,80,75,14,0.05,6.5,75,14,0.05,2.5,0.05,0.07,0,,16.5,0.4,0,,0,,3,1.25,16.5,0.3,0.05,0.15,0,,0.05,82.5,0,6,0.05,0,0.05,10,0,1.5,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton23,all,prefire,NA,no,0,10,158,LL,LL,"abco,pije,cade",5.8,45,879,60,50,20,0,,50,20,0.05,2,1,1,0,0,15,0.4,0,,0,,0.05,1.15,15,0.35,0.05,0.2,0,,0.5,98,0,0.05,0.05,0,0.05,0.05,0,1.5,0,,0,,,,,,,,
LakesDistrict,BurtonSP,2019,burton24,all,prefire,NA,no,0,7,123,LL,LL,"pila,cade,wymo",8.1,6,896,85,85,4.5,0,,85,4.5,25,3,0.05,,0,0,0.5,0.35,0,,0.05,2.3,0.05,0.65,0.5,0.15,0.05,0.35,0,,0.05,97.5,0,0.05,0.05,0,0.05,0,0,2.5,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs1,rh.nr.ag.ms.jf,prefire,NA,no,0,6,310,LL,LL,"pije, artr, putr",11,12,1,35,26,14,0,,26,14,0,,0.05,0.3,0,,18,0.5,0.05,0.4,0,,10,0.6,18,0.5,0.05,0.3,0.05,0.3,0.05,97,0,2,0.05,0,0.05,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs2,rh.nr.ag.ms.jf,prefire,NA,no,0,13,358,LL,LL,"pije, putr, leppun",10.1,2,12,30,20,14,0,,20,14,0.5,1.5,0.05,0.4,0,,15,0.5,1,0.4,0,,10,0.6,15,0.5,1,0.3,0.05,0.2,5,93,0,1,0.05,0,0.05,0,0,1,0,,0,,,,,,2013 rx burn,,
InyoNF,springsfire,2019,springs3,rh.nr.ag.ms.jf,prefire,NA,no,0,3,252,CC,CC,"pije, putr, leppun",10.4,12,18,55,40,10.25,0,,40,10.25,0,,0.05,1,0,,20,0.6,0.05,0.3,0,,15,0.6,20,0.5,0.05,0.2,0.05,0.3,5,93,0,0.05,1,0,0.05,0,0,1,0,,0,,,,,,2013 rx burn,,
InyoNF,springsfire,2019,springs4,rh.ms.ag.nr,prefire,NA,no,0,8,48,LL,LL,"pije, putr, rice",6.3,48,28,15,6,11.8,0,,6,11.8,0,,0.05,0.2,0,,10,0.5,0.05,0.4,0,,9,0.6,10,0.5,0.05,0.3,0.05,0.4,15,84,0,0.05,0.05,0,1,0,0,0.05,0,,0,,,,,,2013 rx burn,slightly conave,
InyoNF,springsfire,2019,springs5,rh.ms.ag.nr,prefire,NA,no,0,32,280,LL,LL,"pije, putr, elel",,,,40,30,18,0,,30,18,0,,0.05,0.2,0,,15,0.5,0.05,0.2,0,,14,0.8,15,0.5,0.05,0.25,0.05,0.4,18,79,0,0.05,0.05,0,1,1,0,1,0,,0,,,,,,apparantly no previous treatment but bole char sooooo,,
InyoNF,springsfire,2019,springs6,da crew,prefire,NA,no,0,4,38,LL,LL,"pico, putr, pije",10.5,22,36,50,41,8,0.05,5.9,41,8,1,7,0.05,0.4,0,,12,0.35,0.05,0.3,0,,0.05,0.6,12,0.4,0.05,0.2,0.05,0.3,10,89,0,0.05,0.05,0,0.05,0,0,1,0,,0,,,,,,no rx hist,close to 10 split,
InyoNF,springsfire,2019,springs7,da crew,prefire,NA,no,0,13,320,LL,LL,"pico,elel,elci",5.4,1,65,33,30,17,0.05,9.4,30,17,0.05,2.5,1,0.5,0,,0.05,0.35,0.05,0.15,0,,0,,0.05,0.2,0.05,0.2,2,0.15,5,80,0,0.05,15,0,0.05,0,0,0,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs8,,prefire,NA,no,0,6,19,LL,LL,"pico,pije,putr",9.3,2,82,45,35,16,0,0,35,16,1,,0.05,0.5,0,,7,0.75,0,,0,,5,0.75,7,0.5,0.05,0.1,1,0.15,3,95,0,1,0.05,0,0.05,0,0,1,0,,0,,,,,,no treatment,,
InyoNF,springsfire,2019,springs9,,prefire,NA,no,0,4,316,LL,LL,"pico, pije, putr",3.3,19,99,35,24,,0.05,7,24,0,0.05,4,0.05,0.05,0,,8,0.5,1,0.2,0,,6,0.75,7,0.5,0.05,0.25,1,0.1,5,93,0,1,0.05,0,0.05,0,0,1,0,,0,,,,,,no treatment,,
InyoNF,springsfire,2019,springs10,,prefire,NA,no,0,5,8,LL,LL,"pico, pije, putr",7.7,19,113,55,50,13,0,,50,13,0.05,2,0.05,0.04,0,,5,0.6,0,,0,,5,0.6,5,0.5,0.05,0.1,0.05,0.1,2,94.5,0,2,0.05,0,0.05,0,0,1.5,0,,0,,,,,,no treatment,,
InyoNF,springsfire,2019,springs11,ag nr rh ms gv,prefire,NA,no,0,18,360,LL,LL,"pije, lupinenarrow, putr",4.6,136,126,46,32,13.8,0,,30,13.8,0,,0.05,0.02,0,,2.5,0.6,0,,0,,2,0.6,2.5,0.5,12,0.3,2,0.15,1,96.5,0,2,0.05,0,0.05,0,0,0.5,0,,0,,,,,,2013 rx ,,
InyoNF,springsfire,2019,springs12,ag nr rh ms gv,prefire,NA,no,0,26,38,LL,LL,"pije, lupinenarrow, putr",4.73,50,131,40,25,13.3,0,,25,13.3,0,,0.05,0.05,0,,3,0.4,0,,0,,1,0.6,3,0.4,12,0.2,3,0.1,0.5,99,0,0.05,0.05,0,0.05,0,0,0.5,0,,0,,,,,,2013 rx ,,
InyoNF,springsfire,2019,springs13,ag nr rh ms gv,prefire,NA,no,0,13,1,LL,LL,"pije, lupinenarrow, putr",7.4,44,140,35,12,10,0,,12,10,0.05,2,0.05,0.5,0,,2,0.5,0,,0,,1.5,0.7,2,0.5,15,0.3,1.5,0.25,4,95,0,0.5,0.05,0,0.05,0,0,0.5,0,,0,,,,,,2013 rx ,,
InyoNF,springsfire,2019,springs14,ag nr rh ms gv,prefire,NA,no,0,7,356,LL,LL,"pije, putr, lupinenarrow ",10.1,4,145,35,32,15.2,0,,32,15.2,0,,0.05,0.02,0,,1.5,0.5,0.05,0.3,0,,0.5,0.65,1.5,0.5,1,0.25,1,0.15,0.05,99.5,0,0.05,0.05,0,0.05,0,0,0.5,0,,0,,,,,,2013 rx ,,
InyoNF,springsfire,2019,springs15,nr,prefire,NA,no,0,8,272,LL,LL,"pije, pico, putr",9,54,155,45,20,12.5,0,,20,12.5,0,,0.05,15,0,,23,0.5,0.05,0.25,0,,15,0.75,23,0.25,1,0.2,1,0.15,3,96,0,1,0.05,0,0.05,0,0,0.05,0,,0,,,,,,2007 rx burn,,
InyoNF,springsfire,2019,springs16,nr,prefire,NA,no,0,4,316,LL,LL,"pije,artr,putr",11,8,162,34,25,23.7,0,,25,23.7,0,,0.05,0.13,0,,10,,0.05,0.2,0,,5,1,12,0.3,0.05,0.15,0.05,0.1,2,95,0,0,0.05,0,3,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs17,nr,prefire,NA,no,0,4,244,LL,LL,"pije,artr,putr",3,99,167,23,20,15,0,,20,15,0,,0.05,,0,,2,0.6,0,,0,,0.7,0.75,2,0.2,0.05,0.15,0.05,0.2,1,98,0,0.05,0.05,0,1,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs18,nr,prefire,NA,no,0,6,356,LL,LL,"pije,putr,leppun",9,24,170,58,35,14.5,0,,35,14.5,0,,0.05,0.12,0,,22,0.6,0.05,0.3,0,,5,1,25,0.25,1,0.3,0.05,0.2,1,97.5,0,0.5,0.05,0,0.05,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs19,nr,prefire,NA,no,0,9,250,LL,LL,"pije,putr,elci",2.9,2,179,35,24,14,0,,24,14,0,,0.05,0.08,0,,11,,0.05,0.2,0,,5,0.55,11,0.3,0.05,0.25,0.05,0.15,2,97,0,0.05,0.05,0,1,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs20,nr,prefire,NA,no,0,17,38,LL,LL,"pije,putr,leppun",5,44,187,23,15,12.5,0,,15,12.5,0,,0.05,0.1,0,,7,0.55,0.05,0.25,0,,4,0.65,77,0.25,0.05,0.2,0.05,0.12,1,97,0,2,0.05,0,0.05,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs21,nr,prefire,NA,no,0,12,8,LL,LL,"pije,putr,",6.7,44,193,38,30,13.9,0,,30,13.9,0,,0.05,0.3,0,,7,0.75,0.05,0.35,0,,3,1.22,7,0.35,0.05,0.15,0.05,0.1,0.05,99,0,,0.05,0,0.05,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs22,ag,prefire,NA,no,0,8,299,LL,LL,"pije, artr, putr",8,109,201,25,20,17,0,,20,17,0,,0.05,0.2,0,,4,0.5,0.05,0.3,0,,3,0.6,4,0.5,1,0.4,0.5,0.1,0.05,98.75,0,0.5,0.05,0,0.05,0,0,0.75,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs23,ag,prefire,NA,no,0,5,317,LL,LL,"pije,artr,putr",6,60,208,40,30,12.5,0,,30,12.5,0,,0.05,0.02,0,,12,0.5,0.05,0.2,0,,6,0.75,12,0.45,0.05,0.1,1,0.15,1,98.5,0,0.05,0.05,0,0.05,0,0,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs24,ag,prefire,NA,no,0,8,354,LL,LL,"pije, putr, artr",12,8.8,214,32,20,15.4,0,,20,15.4,0.05,1.5,0.05,0.3,0,,12,0.55,0.05,0.2,0,,10,0.6,12,0.5,0.05,0.2,0.25,0.15,0.05,99.5,0,0.05,0.05,0,0.05,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs25,ag,prefire,NA,no,0,18,265,LL,LL,"pije, putr, elel",11,36,220,31,15.5,10.9,0,,15,10.9,0.05,2.1,0.5,1.2,0,,17,0.7,1.5,0.3,0,,16,0.8,17,0.5,0.05,0.25,0.4,0.3,15,82.2,0,1,0.05,0,1.5,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs26,ag,prefire,NA,no,0,6,327,LL,LL,"pije,pico,elci",6.9,3,223,54,52,8,5,14.5,45,8,3,3,0.05,0.05,0,,0.05,0.25,0,,0,,0.05,0.55,0.05,0.3,0.05,0.2,1,0.25,2,94,0,1,0.05,0,1,0,0,2,0,,0,,,,,,2010 rx burn,,
InyoNF,springsfire,2019,springs27,nr,prefire,NA,no,0,7,334,LL,LL,"pije,pico,putr",9.7,14,254,43,36,15.3,2,10,34,15.3,0.05,1.25,0.05,0.05,0,,6,0.3,1,0.25,0,,1,0.65,4,0.2,0.05,0.2,1,0.15,1,96,0,1,0.05,0,2,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs28,nr,prefire,NA,no,0,7,322,LL,LL,"pijekputr,elci",11.1,25,270,40,35,5.7,0,,35,5.7,3,2.3,0.05,0.2,0,,2,0.4,0.05,0.12,0,,1,0.55,2,0.35,1,0.2,2,0.15,1,97,0,0.05,0.05,0,1,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs29,nr,prefire,NA,no,0,7,301,LL,LL,"pije,pico,elci",4.2,2,299,20,15,15,0,,15,15,0,,0.05,0.02,0,,4,0.35,0.05,0.3,0,,2,0.55,4,0.3,0.05,0.2,0.25,0.15,15,79.5,0,0.5,0.05,0,5,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs30,nr,prefire,NA,no,0,12,296,LL,LL,"pije,putr,lupinnarrow",3.5,7,304,41,35,5,0,,35,5,1,2.5,0.05,0.25,0,,3,0.3,0.05,0.3,0,,1,1.25,3,0.4,1,0.3,1,0.15,2,94.75,0,1,0.05,0,1,0,0,1.25,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs37,nr,prefire,NA,no,0,4,285,LL,LL,"pije,pico,putr",8.6,48,386,24,23,14.8,0,,23,14.8,0.05,2,0.05,1,0,,1,,0,,0,,0.5,0.75,0.5,0.45,0.05,0.15,0.05,0.15,0.05,96.5,0,0.05,1,0,2,0,0,0.5,0,,0,,,,,,no treatment,,
InyoNF,springsfire,2019,springs38,nr,prefire,NA,no,0,5,319,LL,LL,"pije,pico,putr",9.5,4,402,21,20,18,2,15,18,18,0,,0.05,0.05,0,,0.05,,0,,0,,0.05,0.55,0.05,0.35,0.05,0.2,0.05,0.25,0.05,99,0,0.05,0.05,0,0.05,0,0,0.05,0,,0,,,,,,2013burn,tr add up to 1,
InyoNF,springsfire,2019,springs39,nr,prefire,NA,no,0,5,15,LL,LL,"pije,pico,putr",2.1,13,411,22,17,17.8,4,13.7,13,17.8,0,,0.05,0.065,0,,4,,1,0.3,0,,0.05,0.55,3,0.3,0.05,0.2,1,0.15,0.5,98,0,0,0.05,0,1,0,0,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs40,nr,prefire,NA,no,0,5,300,CC,LL,"pico,pije,putr",5,14,415,57,17,5,0,,17,5,0.05,2,0.05,,0,,40,,1,,0,,28,0.55,38,0.5,0.05,0.15,0.05,0.1,1,97,0,0.05,0.05,0,2,0,0,0.05,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs31,,prefire,NA,no,0,,,,,,,,,26,25,,0.5,,25,,0,,0.05,0.15,0,,0.5,0.4,0.05,0.5,0,,0.25,0.6,0.5,0.3,0.05,0.1,0.5,0.2,0.5,96.75,0,0.75,0.05,0,0.5,0,0,1.5,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs32,,prefire,NA,no,0,,,,,,3,12,353,,,16.9,,,,,,,,,,,,,,,,,,,,,0.05,0.15,0.05,0.1,1,97,0,0.05,0.05,0,1,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs33,,prefire,NA,no,0,,,,,,,,,,40,,0,,,,0,,0.05,0.02,0,,3,,1,,0,,3,,3,,0.05,0.4,0.05,0.2,0.5,,0,,,,0.5,,0,,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs34,,prefire,NA,no,0,,,,,,,,,,22,,0,,,,0,,0.05,1,0,,4,0.25,0.05,0.3,0,,4,0.55,4,0.25,0.05,0.2,0.25,0.05,3,94,0,0.05,0.05,0,2,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2019,springs35,,prefire,NA,no,0,,,,,,6.4,12,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
InyoNF,springsfire,2019,springs36,,prefire,NA,no,0,,,,,,,,,,35,,0,,,,0,,0.05,0.1,0,,7,0.4,0,,0,,4,0.55,7,0.4,0.05,0.1,,,,,0,,,,,,0,,,,,,,,,,,,
InyoNF,springsfire,2019,springs1,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.05,93.25,0.5,0.05,,0.05,0,5,1,0,,0,99.5,,,,,,,
InyoNF,springsfire,2019,springs2,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,40,0.5,0.05,,10,0,25,0.5,0,,0,55,,,,,,,
InyoNF,springsfire,2019,springs3,all,postfire,immediate,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,69.5,0,,,0.5,0,25,0.5,0,,0,95,,,,,,,
InyoNF,springsfire,2019,springs4,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,30,7,0.05,0.05,,25,0,3,0.05,0,,0,10,,,,,,,
InyoNF,springsfire,2019,springs11,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5,89.5,1,0.05,,1,0,3,1,0,,0,95,,,,,,,
InyoNF,springsfire,2019,springs12,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,85.5,0.05,0.05,,1,0,3,0.5,0,,0,89,,,,,,,
InyoNF,springsfire,2019,springs13,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,15,0.5,0.05,,24.5,0,10,0.05,0,,0,25,,,,,,,
InyoNF,springsfire,2019,springs14,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,53,0.05,0.05,,9.5,0,2,0.5,0,,0,55,,,,,,,
InyoNF,springsfire,2019,springs15,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,45,0.05,0.05,,4.5,0,15,0.5,0,,0,60,,,,,,,
InyoNF,springsfire,2019,springs16,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,40,0.05,0.05,,14.5,0,15,0.5,0,,0,65,,,,,,,
InyoNF,springsfire,2019,springs17,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,44,0.5,0.05,,24,0.05,1,0.5,0,,0,45,,,,,,,
InyoNF,springsfire,2019,springs18,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,88,0.05,0.05,,0.5,0,7,1,0,,0,95,,,,,,,
InyoNF,springsfire,2019,springs19,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,55,0.05,0.05,,5,0,10,0.5,0,,0,65,,,,,,,
InyoNF,springsfire,2019,springs20,all,postfire,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,80,0.05,0.05,,0.5,0,18,0.5,0,,0,98,,,,,,,
InyoNF,springsfire,2019,springs21,all,postfire,immediate,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,30,0.05,0.05,,0.05,0,69.5,0.5,0,,0,100,,,,,,,
InyoNF,springsfire,2019,springs22,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,96.5,0.05,0.05,,0.05,0,1.5,2,0,,0,99,,,,,,,
InyoNF,springsfire,2019,springs23,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,46,50,0,,,0.5,0,2,0.5,0,,0,52,,,,,,,
InyoNF,springsfire,2019,springs24,all,postfire,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,92.5,0.05,0,,0.05,0,6,0.5,0,,0,99,,,,,,,
InyoNF,springsfire,2019,springs25,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,10,0.05,0.05,,18,0,20,0.05,0,,0,30,,,,,,,
InyoNF,springsfire,2019,springs26,all,postfire,immediate,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.5,,1,0.05,,0.05,0,93,2,0,,0,93,,,,,,,
InyoNF,springsfire,2019,springs27,all,postfire,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,0.05,0.05,,0.05,0,70,1,0,,0,75,,,,,,,
InyoNF,springsfire,2019,springs28,all,postfire,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5,48,0.05,0.05,,0.05,0,47,1.5,0,,0,94,,,,,,,
InyoNF,springsfire,2019,springs29,all,postfire,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,20,0.25,0.05,,19.25,0,10,0.5,0,,0,30,,,,,,,
InyoNF,springsfire,2019,springs30,all,postfire,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.05,72,0.05,0.05,,0.05,0,26,1.5,0,,0,98,,,,,,,
