Jurisdiction,site,year,plotid,obs,pre_post_fire,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,0.05E_percent,0.05E_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,CWD,CONES,Boulder/Bedrock,SMROCK,ROCK,ASH,BASALVEG,CRYPTOGRAMS,STUMPS,RD,TOT_Black_percent,PRE % SHRUB COVER,% SHRUB TORCHED,% SHRUB SCORCHED,% SHRUB UNBURNED,History,NOTES,
SaveTheRedwoods,calaveras,2020,BigTrees02,"jw, vs, mm",prefire,NA,no,0,12,275,UN,UN,"CONU, PILA, ABCO",8,41,ABCO,26,13,33,0.05,24,13,32,24,2.4,6,0.4,0,na,9,2,0,na,2,4,9,1.6,9,0.5,0.05,0.2,0.05,0.7,0.05,96,0.05,2,0.05,0,0.05,0,0,2,0.05,0,0,,,,,,,deer trail,
SaveTheRedwoods,calaveras,2020,BigTrees03,"vs, mm",prefire,NA,no,0,3,280,CV,LL,"CADE, ABCO, PILA",9.7,65,ABCO,32,19,19.3,1,3,19,31,12,1.1,1,0.1,0,na,1,0,0,na,0.05,1.3,1,1.1,1,0.5,0,0,0.05,0.9,0.05,88,0.05,10,0.05,0,0.05,0,0,1.5,0.05,0.5,0,,,,,,,"treated, deer browse",
SaveTheRedwoods,calaveras,2020,BigTrees31,"vs, mm",prefire,NA,no,0,27,250,LL,CV,"CADE, PIPO, stipa",na,na,na,9,2,1.3,0.05,7,0.05,na,0.05,1.3,0.05,0.5,0,na,0.05,1,0,na,0,na,0.05,1,0.05,0.5,1,0.5,5,1,9,2,0,1,0,0,87,0.05,0,0.05,1,0,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees30,"vs, mm",prefire,NA,no,0,29,260,LL,CV,"CONU, PILA, CADE",10,108,CADE,50,43,20,2,19,40,25,3,0.9,0.05,0.5,0,na,40,2,0,na,20,3,40,1.8,40,0.5,0.05,0.1,0.05,1,2,77,0.05,18,0.05,0,0.05,0,0,3,0.05,0,0,,,,,,,deer present n browsing,
SaveTheRedwoods,calaveras,2020,BigTrees13,"vs, mm",prefire,NA,no,0,19,220,LL,LL,"PIPO, ABCO, PILA",7.1,56,ABCO,55,39,41,0,na,39,40,4,1,0.05,0.5,0,na,5,3,0,na,5,3,5,1.8,5,0.5,0.05,0.3,0.05,0.8,1,89,0.05,5,2.5,0,0,0,0,2.5,0.05,0,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees11,"vs, mm",prefire,NA,no,0,5,22,LL,LL,"CADE, PIPO, QUKE",1.5,5,CADE,30,18,5.5,0,na,13,5,4,2,1,0.4,0,na,12,3,0.05,3,10,3,12,1.8,12,0.5,0.1,0.1,0.05,1.5,10,85,0.05,4,0,0,0.05,0.05,0,1,0.05,0,0,,,,,,,"deer track, bear scat, small mammal burrows; not 100% on DT Xref tree data jic",
SaveTheRedwoods,calaveras,2020,BigTrees12,"vs, mm",prefire,NA,no,0,5,238,CV,CV,"CADE, ABCO, PILA",10,,CADE,46,32,6,0.05,4,32,7,34,1.7,8,0.3,0,na,2,2,0,na,1,3,2,1.8,2,0.5,0.05,0.3,0.05,1,1,92.5,0.05,4,0.05,0,0.05,0.05,0,2.5,0.05,0,0,,,,,,,"deer track, bear scat, small mammal burrows",
SaveTheRedwoods,calaveras,2020,BigTrees10,"vs, mm",prefire,NA,no,0,18,0,UN,UN,"CADE, ABCO, PILA",8,50,PILA,60,54,13,1,4,49,5.5,3,0.6,2,0.1,0,na,6,1.8,0,na,1,3,5,1.8,6,0.5,0.05,0.2,0.05,0.5,1,91.5,1,4,0.05,0,0.05,0,0,2.5,0.05,0.05,0,,,,,,,pile and cut wood,
SaveTheRedwoods,calaveras,2020,BigTrees07,"vs, mm",prefire,NA,no,0,44,0,LL,LL,"PIPO, ABCO, PILA",,,ABCO,59,26,42,0.05,2,1.1,42,57,1.6,5,0.1,0,na,6,1.8,0,na,4,3.5,6,1.8,6,0.5,0.05,0.2,0.05,0.5,0.05,91,0.05,8,0.05,0,0.05,0,0,1,0.05,0.05,0,,,,,,,small mammal burrows,
SaveTheRedwoods,calaveras,2020,BigTrees15,"vs, mm",prefire,NA,no,0,37,230,UN,UN,"PILA, ABCO, CADE",5.2,22,ABCO,63,58,7.5,0.05,47,40,7.5,18,2.5,0.05,0.7,0,na,16,1.8,0.05,3,0.05,2,16,1.8,16,0.5,0.05,0.2,0,na,0.05,96,0.05,3,0.05,0,0.05,0.05,0,1,0.05,0.05,0,,,,,,,"slash pile in plot & margins, ephemeral stream, mammal burrows",
SaveTheRedwoods,calaveras,2020,BigTrees33,"vs, mm",prefire,NA,no,0,16,200,CV,LL,"PILA, ABCO, CADE",8,188,CADE,46,45,6,0.05,13,26,7,11,1.8,0.05,0.1,0,na,8,3,0,na,6,3,8,1.8,8,0.5,0.05,0.1,0.05,1.6,0.05,90,1,5,0.05,0,0.05,0,0,4,0.05,0,0,,,,,,,deer scat,
InyoNF,Antelope,2020,Antelope01,"ag, mm, km, pm",prefire,NA,no,0,49,146,LL,LL,"PIJE, ARTR, PURTRI",8.4,7.5,1449,75,55,10,0,na,55,10,0.05,1.8,0.05,1,0,na,20,0.7,0.05,0.4,0,na,20,0.7,20,0.5,0.05,0.2,2,0.2,5,83,0,0.05,0.05,7,0.05,4,0,1,0,,0,,,,,,,slope originally recorded as 26 degrees and later converted to percent,
InyoNF,Antelope,2020,Antelope02,"ag, mm, km, pm",prefire,NA,no,0,18,285,LL,LL,"PIJE, ARTR, PURTRI",9,30,1471,55,30,13,0,na,30,13,0,na,0.05,1,0,na,25,0.8,0.05,0.7,0,na,25,0.8,25,0.5,0.05,0.3,18,0.3,1,95.5,0.05,3,0.05,0,0.05,0,0,0.5,0,,0,,,,,,,slope originally recorded as 10 degrees and later converted to percent,
InyoNF,Antelope,2020,Antelope03,"vs, mm",prefire,NA,no,0,15,350,LL,LL,"PIJE, PURTRI, ARTTRI",3.5,135,2448,52,9,10,0,na,9,10,0.05,,1,0.5,0,na,34,0.9,0.05,0.8,0,na,31,0.9,34,0.5,0,na,11,0.1,41,16,0,0.5,0.05,0,42,0,0,0.5,0,,0,,,,,,,sm mammal burrows; midslope,
InyoNF,Antelope,2020,Antelope04,"ag, km, pm",prefire,NA,no,0,42,208,LL,LL,"PIJE, PIMONO, ARTR",8,62,2601,55,26,4.5,0,na,20,4.5,6,3,0.05,0.6,0,na,25,0.6,0.25,0.2,0,na,24,0.6,25,0.5,2,0.4,5,0.35,62.5,33,0,0.05,0.05,2,1.5,0.5,0,0.5,0.05,,0,,,,,,,slope originally recorded as 23 degrees and later converted to percent,
InyoNF,Antelope,2020,Antelope05,"vs, mm",prefire,NA,no,0,12,170,LL,CV,"PIJE, PURTRI, ARTTRI",11,2,2451,33,9,11,0,na,9,11,0,na,0,na,0,na,20,0.9,3,0.4,0,na,16,0.7,20,0.5,0,na,4,0.2,32.5,24,0.05,3,0.05,0,40,0,0.05,0.5,0,,0,,,,,,,"sm mammal burrows, rabbit n deer poop, cut stumps, char0 campfire likely",
InyoNF,Antelope,2020,Antelope06,"ag, km, pm",prefire,NA,no,0,45,224,LL,LL,"PIJE, ARTR, PURTRI",10,85,2614,43,3,7,15,18,3,7,0,na,0.05,0.8,0,na,30,0.7,0.05,0.3,0,na,30,0.7,30,0.5,0.05,0.4,10,0.3,25,67.5,0,0.5,0.05,6,1,0.05,0,0.05,0.05,,0,,,,,,,slope originally recorded as 24 degrees and later converted to percent,
InyoNF,Antelope,2020,Antelope07,"vs, mm",prefire,NA,no,0,5,315,LL,LL,"PIJE, PURTRI, ARTTRI",6,24,2454,55,17,5,0,na,17,5,5,2,0.05,0.5,0,na,47,0.7,6,0.7,0,na,44,0.7,47,0.5,0,na,2,0.3,60,10,0.05,0.05,0.05,0,29,0,0.05,1,0,,0,,,,,,,"tree stakes found, plantation; small mammal burrows, deer poop, anthills; fire ring char, undulating microtopo",
InyoNF,Antelope,2020,Antelope08,"ag, km, pm",prefire,NA,no,0,21,26,LL,LL,"PIJE, ARTR, CEVE",5.5,39,2616,75,45,13,0,na,45,13,0,na,0,na,0,na,30,0.7,0.05,0.2,0,na,30,0.7,30,0.5,0.05,0.3,0.5,0.3,1,97.25,0.05,0.05,0.5,0,0.05,0.5,0.05,0.75,0.05,,0,,,,,,,pile burnt edge of plot,
InyoNF,Antelope,2020,Antelope09,"vs, mm",prefire,NA,no,0,4,45,CC,CC,"PIJE, PURTRI, ARTTRI",11,4,2468,32,25,5,0,na,25,5,3,2,0.05,0.3,0,na,18,0.9,4,0.9,0,na,17,0.9,18,0.5,0,na,1,0.2,53,37,0,1,1,0,6,0,0,2,0,,0,,,,,,,"cut stumps, ant hills",
InyoNF,Antelope,2020,Antelope10,"ag, km, pm",prefire,NA,no,0,51,211,LL,LL,"PIJE, ARTR, PURTRI",6.9,130,2622,45,25,7,0,na,25,7,0,na,0.05,0.5,0.05,0.1,20,0.7,0.05,0.3,0,na,20,0.7,20,0.5,0.05,0.3,0.05,0.3,35,48.5,0,0.5,5/PIJE,0,1,10,0,0.05,0,,0,,,,,,,slope originally recorded as 27 degrees and later converted to percent,
InyoNF,Antelope,2020,Antelope11,"vs, mm",prefire,NA,no,0,34,175,LL,LL,"PIJE, PURTRI, ARTTRI",,,2485,60,51,9,1,13.7,51,9,4,2,0.05,0.8,0,na,9,0.7,1,0.7,0,na,9,0.7,9,0.5,0.05,0.2,0.05,0.3,16,81,0,0.05,0.05,0,2,0,0,1,0,,0,,,,,,,"deer tracks, ant hills",
InyoNF,Antelope,2020,Antelope12,"ag, km, pm",prefire,NA,no,0,12,332,LL,LL,"PIJE, ARTR, PURTRI",5.9,29,2624,70,55,10,0,na,55,10,0,na,0.05,0.3,0,na,30,0.7,0.05,0.2,0,na,30,0.7,30,0.5,0.05,0.2,17,0.2,0.05,96,0,1.5,0.05,0,1,0,0,1.5,0,,0,,,,,,,slope originally recorded as 7 degrees and later converted to percent,
InyoNF,Antelope,2020,Antelope13,"vs, mm",prefire,NA,no,0,2,35,CC,CC,"PIJE, PURTRI, ARTTRI",8,45,2494,40,21,14,0,na,21,14,0.05,1,0.05,0.5,0,na,28,1,2,0.2,0,na,26,1,28,0.5,0.05,0.2,2,0.2,48,40,1,2,1,0,7,0,r,1,0,,0,,,,,,,"sm mammal burrows, cut stumps, possible camp fire",
InyoNF,Antelope,2020,Antelope14,"km, pm",prefire,NA,no,0,14,311,LL,LL,"PIJE, ARTR, PURTRI",10.7,12,1301,50,23,14,0,na,23,14,0,na,0,na,0,na,28,0.7,1,0.5,0,na,28,0.7,28,0.5,0.05,0.2,12,0.1,0.5,96.5,0,2,0.25,0,0.05,0,0,0.75,0.05,,0,,,,,,,coordinates originally taken in decimal degress and converted to UTM later,
InyoNF,Antelope,2020,Antelope15,"vs, mm",prefire,NA,no,0,23,180,CV,LL,"PIJE, PURTRI, ARTTRI",7,101,1483,42,26,19,0,na,26,19,0,na,0,na,0,na,14,1,0.05,0.5,0,na,14,1,14,0.5,0.05,0.3,1,0.2,8,49.5,0,0.05,0.05,38,0.05,4,0,0.5,0,,0,,,,,,,sm mammal burrows,
InyoNF,Antelope,2020,Antelope16,"km, pm",prefire,NA,no,0,27,279,LL,LL,"PIJE, PURTRI, ARTR",10.5,5,1304,75,12,9,2,5,12,9,1,2,0,na,0.05,0.3,70,0.7,2,0.5,0,na,60,0.7,70,0.5,1,0.2,4,0.15,53,45,0,0.75,0.05,0,0.75,0,0,0.5,0,,0,,,,,,,coordinates originally taken in decimal degress and converted to UTM later,
InyoNF,Antelope,2020,Antelope17,"vs, mm",prefire,NA,no,0,1,,LL,LL,"PIJE, PURTRI, ARTTRI",9,50,1486,18,7,15,0,na,7,15,0,na,0.05,1.1,0,na,16,0.6,2,0.2,0,na,11,0.6,16,0.5,0.05,0.1,0.05,0.3,75,25,0,0,0.05,0,0.05,0,0,0.05,0,,0,,,,,,,"very disturbd, mixed sage samples, lizard!small mammal burrows, motorbike playground",
InyoNF,Antelope,2020,Antelope18,"km, pm",prefire,NA,no,0,16,202,LL,LL,"PIJE, ARTR, PURTRI",5.9,12,1310,55,10,12.5,0,na,10,12.5,0,na,0,na,0.05,0.3,45,0.7,3,0.3,0,na,45,0.7,45,0.5,0.5,0.3,3,0.3,40.25,49.5,0,7.5,0.25,0,2,0.05,0,0.5,0,0.05,0,,,,,,,coordinates originally taken in decimal degress and converted to UTM later,
InyoNF,Antelope,2020,Antelope19,"vs, mm",prefire,NA,no,0,3,,LL,LL,"PIJE, PURTRI, ARTTRI",6.5,75,1487,38,22,11,0,na,22,11,1,2,0,na,0,na,19,0.7,0.05,0.7,0,na,15,0.05,19,0.5,1,0.1,3,0.1,53,42,0.05,1,0.05,0,3,0.05,0.05,1,0,,0,,,,,,,"toe of rocky outcrop, shoulder of hilltop, campfire ring",
InyoNF,DryCreek,2020,DryCreek21,"ag, km, pm",prefire,NA,no,0,0,na,LL,LL,"PIJE, PURTRI, ARTR",8,62,1354,90,75,25,0,na,75,25,0,na,0.05,0.2,0,na,5,0.7,0,na,0,na,5,0.7,5,0.5,3.5,0.25,10,0.3,0.05,80.75,0,0,15 (PIJE and PICO!!),0,2,0,0,2,0,0.25,0,,,,,,,tons of PICO cones in plot but no PICO nearby,
InyoNF,DryCreek,2020,DryCreek22,"ag, km, pm",prefire,NA,no,0,25,38,LL,LL,"PIJE, carexrossii, STIOCC",5.2,4,1337,40,40,20.5,,11,40,20.5,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.2,0.05,83.5,0,15,0.05,0,0.05,0,0,1.5,0,0.05,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek23,"ag, km, pm",prefire,NA,no,0,0,na,LL,LL,"PIJE, carexrossii, STIOCC",10.5,99,1332,30,30,25,0.05,10,30,25,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.25,0.1,0,97.35,0,0.05,1.5,0,0.05,0,0,0.75,0,0.4,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek24,"vs, mm",prefire,NA,no,0,1,264,LL,LL,"PIJE, PURTRI, ARTTRI",6,15,1297,53,23,16,0,na,32,16,1,1.8,0.05,0.5,0,na,51,1,3,1,0,na,50,1,51,0.3,0.05,0.2,14,0.2,2,27,0,0,2,0,68,0,0,1,0,0,0,,,,,,,0 stump,
InyoNF,DryCreek,2020,DryCreek25,"ag, km, pm",prefire,NA,no,0,7,230,LL,LL,"PIJE, PURTRI, carexrossii",11,81,1350,30,30,22,0,na,30,22,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.2,0,88.5,0,0.05,10,0,0.05,0,0,1,0,0.5,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek26,"ag, km, pm",prefire,NA,no,0,10,140,LL,LL,"PIJE, PURTRI, carexrossii",9.65,38,1324,30,25,20,0,na,25,20,0,na,0.05,0.02,0,na,4,0.6,0,na,0,na,4,0.6,4,0.5,0.5,0.1,1,0.2,5,90.5,0,2,0.25,0,0.75,0.05,0,1,0,0.5,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek27,"vs, mm",prefire,NA,no,0,1,315,CC,CC,"PIJE, SYMO, STIOCC",10,30,2672,40,40,26,0,na,40,26,0,0,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,1,94.5,0,0.05,1,0,2,0.05,0,1,0,0.5,0,,,,,,,0.5 stump,
InyoNF,DryCreek,2020,DryCreek28,"vs, mm",prefire,NA,no,0,2,0,LL,LL,"PIJE, SYMO, STIOCC",7,21,2665,30,30,23,0,na,28,23,0.05,2,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,2,0.2,0.05,93,0.05,1,1,0,3,1,0,0.5,0,0.5,0,,,,,,,0.5 stump,
InyoNF,DryCreek,2020,DryCreek29,"ag, km, pm",prefire,NA,no,0,2,236,LL,LL,"PIJE, PURTRI, ERINAU",5.2,38,1313,36,30,15,0,na,30,15,0.5,2,0.05,0.02,0,na,8,0.8,0,na,0,na,7,0.8,8,0.5,0.05,0.15,0.5,0.1,1,78.75,0,18,0.25,0,0.5,0.05,0,1.5,0,0.05,0,,,,,,,red turpentine in plot,
InyoNF,DryCreek,2020,DryCreek30,"vs, mm",prefire,NA,no,0,2,120,CV,LL,"PIJE, SYMO, STIOCC",,,2658,38,38,19.5,0,na,38,19.5,0,0,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.3,0.05,0.05,97.5,0,0.5,0.05,0,1,0.05,0,0.5,0,0.5,0,,,,,,,0.5 stump,
InyoNF,DryCreek,2020,DryCreek31,"vs, mm",prefire,NA,no,0,4,40,CC,CV,"PIJE, SYMO, STIOCC",,,2647,43,43,23.5,0,na,43,23.5,0.05,1.9,0,na,0,na,0.05,0.6,0,na,0,na,0.05,0.6,0.05,0.5,0,na,0.05,0.3,0.05,96,0,1,1,0,0.05,0.05,0,1.5,0,0.5,0,,,,,,,0.5 stump,
InyoNF,DryCreek,2020,DryCreek32,"vs, mm",postfire,2yr,yes,4,1,100,LL,LL,"PIJE, stipa",,,2679,5,3,4,8,18.5,3,4,0,na,0.05,0.1,0,na,0.05,0.1,2,0.5,0,na,0.05,0.6,0.05,0.2,0.05,0.2,2,0.4,2,92,1,1,0.05,0,3,0,0.05,1,0,,0,,,,,,,"toeslope, valley bottom; lots of woodpecker holes",
InyoNF,DryCreek,2020,DryCreek33,"vs, mm",postfire,2yr,yes,3,7,225,LL,CV,"PIJE, stipa",9,16,dead,4,5,12.5,5,12.5,0,na,0,na,0.05,0.1,0,na,2,0.1,2,0.2,0,na,0,na,2,0.1,2,0.4,2,0.4,15,24,1,3,0.05,0.05,55.5,0,1,0.5,0,,0,,,,,,,browsed,
InyoNF,DryCreek,2020,DryCreek34,"vs, mm",postfire,2yr,yes,3,11,48,LL,LL,"PIJE, stipa",6,8,2697,17,15,20,0.05,na,15,20,0,na,0.05,0.1,0,na,3,0.6,1,0.6,0,na,3,0.6,3,0.5,0.05,0.1,2,0.3,73.5,9,0.05,0.05,0.05,0,16,0,1,0.5,0,,0,,,,,,,"sm mammal burrows, bear tracks and browsing",
InyoNF,DryCreek,2020,DryCreek35,"vs, mm",postfire,2yr,yes,3,3,5,CV,LL,"PIJE, stipa",9,84,2681,22,21,16.75,0.05,18,21,16.75,0,na,0,na,0,na,0,na,3,0.5,0,na,0,na,0,na,0.05,0.1,1,0.3,10,60,2,0.05,0.05,0,27,0,0.05,1,0,,0,,,,,,,"sm mammal burrows, motorbike disturbance",
InyoNF,DryCreek,2020,DryCreek36,"vs, mm",postfire,2yr,yes,4,21,170,UN,UN,"PIJE, stipa",5,98,2692,17,17,22,0.75,7,17,22,0,na,0,na,0,na,0.05,0.4,2,0.2,0,na,0.05,0.6,0.05,0.5,0.05,0.3,0.05,0.3,3,42,3,4,0.05,36,9,2,0.05,1,0,,0,,,,,,,"sm mammal burrows, motorbike disturbance",
InyoNF,DryCreek,2020,DryCreek37,"ag, km, pm",postfire,2yr,yes,3,6,90,UN,UN,"PIJE, PURTRI, carexrossii",8.1,142,1368,14,10,18.5,30,18,10,20,0,na,0,na,0,na,0.05,0.1,2,0.2,0,na,0,na,0.05,0.1,1,0.4,3,0.3,3,85.5,0.05,3,0.05,4,3,0.05,0,1.5,0,0.05,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek38,"ag, km, pm",postfire,2yr,yes,4,27/24,69/90,CV,CV,"PIJE, PICO, BROCAR",8.45,40,dead,3,0,na,31,17.2,0,na,0,na,0,na,0,na,0.05,0.3,0,na,0,na,0,na,0.05,0.3,1,0.3,2,0.2,3,84,1,3,0.05/PIJE PICO,2,5,1,0.05,1,0,0.05,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek39,"ag, km, pm",postfire,2yr,yes,4,4//5,218/32,CC,CC,"PIJE, PICO, PURTRI",7,158,1366,15,11,12,25,12,11,13.5,0,na,0,na,0.05,0.15,0.05,0.15,0.25,0.3,0,na,0,na,0.05,0.15,2.5,0.5,3,0.2,30,29.5,3,0.05,0.05,4,31,1,0,1.5,0,0.05,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek40,"ag, km, pm",postfire,2yr,yes,4,0,na,LL,LL,"PIJE, PURTRI, STIOCC",6.4,34,dead,13,0,na,27,22,0,na,0,na,0,na,0,na,0.05,0.2,4,0.5,0,na,0,na,0.05,0.2,1,0.5,12,0.3,5,89,1,0.05,0.05,0,3,0.05,0,1.5,0,0.5,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek41,"ag, km, pm",postfire,2yr,yes,4,9,132,UN,UN,"PIJE, PICO, PURTRI",8.5,5,dead,5,0,na,25,10,0,na,0,na,0,na,0.05,0.1,0.05,0.1,5,0.5,0,na,0,na,0.05,0.1,0.05,0.4,5,0.2,10,50.75,5,0.75,0.05,6,25,0.05,0,1,0,1.5,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek43,"ag, km, pm",postfire,2yr,yes,2,14/18,208/103,CC,CC,"PIJE, PURTRI, STIOCC",10.05,21,1362,28,20,16,0,na,20,16,0,na,0,na,0,na,1,0.8,20,0.5,0,na,1,0.8,1,0.5,0.05,0.2,7,0.3,25,25,0.05,0.05,0.05,9,40,0.05,0,0.5,0,0.5,0,,,,,,,two slope due to concave plot,
InyoNF,DryCreek,2020,DryCreek46,"ag, km, pm",prefire,NA,no,0,2,51,LL,LL,"PIJE, PICO, PURTRI",10.3,11,1378,56,46,5,0.05,5,45,5,0.5,4,0.5,0.7,0,na,7,0.6,0,na,0,na,7,0.6,7,0.5,0.05,0.3,1,0.2,0.05,84.5,0,12,0.05,0.05,2,0,0,1.5,0,0,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek48,"vs, mm",prefire,NA,no,0,1,110,LL,LL,"PIJE, PICO, PURTRI",10,164,1266,29,27,24,0,na,27,24,0.05,1.8,0,na,0,na,1,0.7,1,0.7,0,na,1,0.7,1,0.5,1,0.1,0.05,0.3,1,82.5,0,0.05,13,0,3,0.05,0,0.5,0,,0,,,,,,,"sm mammal burrows; valley bottom, unlike the other sites visited",
InyoNF,DryCreek,2020,DryCreek50,"ag, km, pm",prefire,NA,no,0,5,32,LL,LL,"PIJE, PURTRI, ARTR",6.2,62,1370,60,35,7,0,na,35,7,0.05,1.8,0.05,0.9,0,na,20.5,0.6,0.05,0.5,0,na,20.5,0.6,20.5,0.5,0.05,0.1,4,0.2,0.05,84.5,0,0,11/PIJE,0,3,0.05,0,1.5,0,0,0,,,,,,,,
InyoNF,DryCreek,2020,DryCreek52,"vs, mm",prefire,NA,no,0,1,basin,LL,LL,"PIJE, PURTRI",6.5,55,1270,12,9,3,0,na,9,3,3,2.2,0.05,0.6,0,na,13,1,0,na,0,na,13,1,13,0.5,0.05,0.2,0.05,0.3,40,7,0,0.05,2,0,50,0,0,1,0,,0,,,,,,,"sm mammal burrows, anthills; valley bottom, unlike the other sites visited; dead and down, snags just outside plot",
TNC,frenchmeadows,2020,FM55,"km, pm",prefire,NA,no,0,30,117,LL,LL,"ABCO, CADE, ARCNEV",7.7,4,2937,67,67,,2,,65,,3,3,0.5,0.5,0,na,4,0.1,0,na,0,na,0,na,4,0.1,0.05,0.1,0,na,0.05,92,0,5,0.05,0,0.25,0.25,0,2.5,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM40,"km, pm",prefire,NA,no,0,38,144,LL,LL,"ABCO, CELE, yellowaster",11.3,5,2953,85,54,,0.5,,52,,3,1.7,1,0.5,0,na,27,1,0.5,0.7,0.05,1.9,23,1,27,0.5,21,0.1,0.5,0.5,0.25,86.25,0,3,".25, pila",0,8,0,0,2.25,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM39,"km, pm",prefire,NA,no,0,54,353,LL,CV,"SYMO, CELE, MONODO",9.6,46,2967,85,20,,1,,10,,9,2.8,6,0.8,0,na,43,0.15,0,na,0,na,26,1.2,43,0.5,26,0.4,1,0.5,0.05,95.5,0,2,0,0.5,0.75,0.25,0,1,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM46,"km, pm",prefire,NA,no,0,53,115,LL,LL,"ABCO, QUEVAC, CADE",5.8,1,2975,96,50,,2,,45,,7,3,0.5,0.05,0,na,60,1.3,0,na,2,2,53,1.3,60,0.5,12,0.2,1.75,0.5,0.5,95.5,0,1.5,0.05,0.25,0.05,0.25,0,1.75,0.05,0.25,0,,,,,,,,
TNC,frenchmeadows,2020,FM47,"km, pm",prefire,NA,no,0,40,54,LL,LL,"ABCO, QUEVAC, ABMA",3.9,1,1705,92,52,,3,,45,,6,2.8,0.05,0.05,0,na,50,1,0,na,4,2,35,1,50,0.5,5,0.2,1.25,0.5,0.05,89.5,0,8,0.05,0,0.05,0.25,0,2.25,0.05,0.05,0,,,,,,,,
TNC,frenchmeadows,2020,FM57,"km, pm",prefire,NA,no,0,18,90,LL,CV,"CADE, PILA, ABCO",7.7,84,1731,64,60.5,,2,,6,,1,2.1,0.5,0.07,0,na,4.25,3,0,na,4,3,4,1.8,0.25,0.15,0.25,0.5,0.05,0.4,0.05,77.75,0,20,0.05,0,0.05,0.05,0,2,0.05,0.25,0,,,,,,,,
TNC,frenchmeadows,2020,FM69,"km, pm",prefire,NA,no,0,25,142,LL,LL,"SYMO, QUEVAC, CELE",8.7,82,1751,98,22,,0,na,13,,6,2.2,5,0.7,0,na,93,0.3,1,0.4,0.05,1.9,70,1.3,93,0.5,2,0.3,20,0.5,0.05,91.75,0,5,0.05,0.25,0.05,0.05,0,3,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM68,"km, pm",prefire,NA,no,0,32,96,LL,LL,"QUEVAC, CEA sm lvs, ARPA",30,176,dead large PILA,66,0,na,0,na,0,na,0,na,0.25,0.8,0,na,65,0.6,0,na,0,na,62,0.6,65,0.5,0.75,0.07,0,na,7,28,0,0,0,0,64.5,0.25,0,0.25,0,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM62,"km, pm (vs, mm for trees)",prefire,NA,no,0,50,99,LL,LL,"ABCO, SYMO, ABMA",8.5,12,1757,85,44,,0.05,,40,,7,3,1.5,0.8,0,na,25,0.2,0,na,8,2,18,0.6,25,0.5,10,0.4,3.5,0.4,0.05,90,0,6,0.05,0.05,0.05,2,0,2,0.05,0.05,0,,,,,,,,
TNC,frenchmeadows,2020,FM44,"vs, mm, jw, pm, km",prefire,NA,no,0,27,120,LL,LL,,,,,64,62,,2,,62,,0.05,,0.05,,0.05,,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,68,0.05,29.5,0.05,0.05,0.05,0.05,0,2.5,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM45,"vs, mm, jw, pm, km",prefire,NA,no,0,28,120,CV,CV,,4.2,2,2924,80,29,,1,,29,,0.05,,0.05,,0,na,59,1.8,0.05,1.8,31,2.3,54,1.8,57,0.5,1,0.5,0,na,1,93.5,0,3,0.05,0,1,0.05,0,1.5,0.05,0,0,,,,,,,,
