project,site,plot_id,year,pre_post_fire,postTime,azimuth,intersect_cm,species,large_cm,small_cm,distance_m,length_m,decay,FieldNotes
CPFMP,downieville,RedAnt59,2020,prefire,,S,24.7,,25,5.7,,3,4,
CPFMP,downieville,RedAnt59,2020,prefire,,S,37.5,,22.4,20,,11,5,
CPFMP,downieville,RedAnt59,2020,prefire,,N,13.2,,14,5,,1.5,3,
CPFMP,downieville,RedAnt59,2020,prefire,,E,52.8,,28,23,,17,4,
CPFMP,downieville,RedAnt60,2020,prefire,,S,9,,10.5,3,,3,3,
CPFMP,downieville,RedAnt60,2020,prefire,,S,17,,20.5,9.3,,6,2,
CPFMP,downieville,RedAnt60,2020,prefire,,S,19,,20,18,,3,2,
CPFMP,downieville,RedAnt60,2020,prefire,,S,15,,15,13,,0.5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,S,10,,12,2,,7.5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,S,11.5,,23,10,,5,2,
CPFMP,downieville,RedAnt60,2020,prefire,,E,9.3,,11,3,,5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,E,9.3,,13,3,,3,3,
CPFMP,downieville,RedAnt60,2020,prefire,,E,11.5,,12,5,,5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,E,22.4,,24,20,,5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,N,11,,18,9,,2.5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,N,21.5,,20.6,2.4,,9,2,
CPFMP,downieville,RedAnt60,2020,prefire,,N,11.2,,32,12,,5,3,
CPFMP,downieville,RedAnt60,2020,prefire,,W,10,,10,8.2,,1,3,
CPFMP,downieville,RedAnt60,2020,prefire,,W,24,,49,25.5,,5,3,
CPFMP,downieville,RedAnt61,2020,prefire,,E,11,,12,6,,1.5,3,
CPFMP,downieville,RedAnt61,2020,prefire,,N,12,,15,1,,4,2,
CPFMP,downieville,RedAnt61,2020,prefire,,W,20,,48,1,,5,2,
CPFMP,downieville,RedAnt61,2020,prefire,,W,13,,15,9,,0.8,5,
CPFMP,DryCreek,DryCreek21,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,DryCreek,DryCreek22,2020,prefire,,90,90,,125,53,,25.7,4,
CPFMP,DryCreek,DryCreek22,2020,prefire,,0,8,,8,11,,1.7,2,
CPFMP,DryCreek,DryCreek22,2020,prefire,,0,18,,32,5.5,,15,2,
CPFMP,DryCreek,DryCreek22,2020,prefire,,270,11.5,,12,8,,1.6,3,
CPFMP,DryCreek,DryCreek23,2020,prefire,,0,14.5,,31,12.5,,10.2,2,
CPFMP,DryCreek,DryCreek23,2020,prefire,,270,19,,31,12.5,,10.2,2,
CPFMP,DryCreek,DryCreek24,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,DryCreek,DryCreek25,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,DryCreek,DryCreek26,2020,prefire,,180,11.5,,13.5,4,,2.3,2,
CPFMP,DryCreek,DryCreek26,2020,prefire,,180,12,,22,10,,4.7,2,
CPFMP,DryCreek,DryCreek26,2020,prefire,,180,9,,13,10,,1.4,2,
CPFMP,DryCreek,DryCreek27,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,DryCreek,DryCreek28,2020,prefire,,0,12,,13,11,,1.2,4,
CPFMP,DryCreek,DryCreek28,2020,prefire,,90,9.5,,10,8.7,,1.2,2,
CPFMP,DryCreek,DryCreek28,2020,prefire,,90,10.2,,18,10.2,,2.4,3,
CPFMP,DryCreek,DryCreek29,2020,prefire,,0,95,,135,11,,35.7,5,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,12,,14.5,7,,1.2,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,17,,9,8,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,10,,9,7,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,8,,9,1,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,12,,9,2.5,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,17,,2,1,,1.9,3,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,19,,9,2,,40,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,13,,9,2,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,14,,9,2,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,90,8,,9,2,,39.1,4,
CPFMP,DryCreek,DryCreek29,2020,prefire,,270,30,,11.5,10,,4,3,
CPFMP,DryCreek,DryCreek29,2020,prefire,,270,72,,23,9,,1.5,3,
CPFMP,DryCreek,DryCreek30,2020,prefire,,90,9.3,,10,5.4,,1.8,1,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,13.6,,8,6,,1,4,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,11,,14,5,,1.2,4,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,9.6,,9.8,7.3,,1.5,2,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,1,,8.9,8.4,,1.8,4,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,10.5,,8.4,4,,1.1,4,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,9,,11.5,6,,0.8,3,
CPFMP,DryCreek,DryCreek31,2020,prefire,,270,7.3,,7.8,5,,1,5,
CPFMP,DryCreek,DryCreek46,2020,prefire,,0,40,,36,4.8,,19.3,5,
CPFMP,DryCreek,DryCreek46,2020,prefire,,0,35,,36,8,,7,5,
CPFMP,DryCreek,DryCreek48,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,DryCreek,DryCreek50,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,DryCreek,DryCreek52,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,frenchmeadows,fm37,2020,prefire,,N,21,,23.7,3.4,,2,3,
CPFMP,frenchmeadows,fm37,2020,prefire,,N,18.2,,37,2.8,,1,3,
CPFMP,frenchmeadows,fm37,2020,prefire,,S,12.4,,13.7,1,,3.5,3,
CPFMP,frenchmeadows,fm37,2020,prefire,,E,12.6,,33.3,7.3,,8,4,
CPFMP,frenchmeadows,fm37,2020,prefire,,E,60,,66.4,10,,3,3,
CPFMP,frenchmeadows,fm38,2020,prefire,,S,14.8,,20.4,8,,1.2,5-rotten,
CPFMP,frenchmeadows,fm38,2020,prefire,,S,25,,23.4,16.4,,0.5,5-rotten,
CPFMP,frenchmeadows,fm38,2020,prefire,,S,10.8,,13,10.8,,1,5-rotten,
CPFMP,frenchmeadows,fm38,2020,prefire,,S,54.4,,46.4,18,,2,5-rotten,
CPFMP,frenchmeadows,fm38,2020,prefire,,E,56.4,,60,33,,4,5-rotten,
CPFMP,frenchmeadows,fm39,2020,prefire,,E,38.5,,72,30,,8.4,3,
CPFMP,frenchmeadows,fm39,2020,prefire,,S,70,,65,60,,6,4,
CPFMP,frenchmeadows,fm39,2020,prefire,,S,22,,28,14,,0.5,5,
CPFMP,frenchmeadows,fm39,2020,prefire,,N,30,,21,17,,1.4,4,
CPFMP,frenchmeadows,fm39,2020,prefire,,N,8,,9,6.5,,1.2,4,
CPFMP,frenchmeadows,fm39,2020,prefire,,N,44,,46,35,,3.6,4,
CPFMP,frenchmeadows,fm40,2020,prefire,,W,55,,57,49,,10.2,5,
CPFMP,frenchmeadows,fm40,2020,prefire,,E,10,,11.5,1,,4.2,3,
CPFMP,frenchmeadows,fm40,2020,prefire,,E,22,,23,17.5,,1.9,4,
CPFMP,frenchmeadows,fm40,2020,prefire,,S,62,,57,49,,10.2,5,
CPFMP,frenchmeadows,fm40,2020,prefire,,S,14.5,,15,13,,0.8,4,
CPFMP,frenchmeadows,fm40,2020,prefire,,S,14,,14,11,,1.8,4,
CPFMP,frenchmeadows,fm40,2020,prefire,,N,10,,12,2,,2.4,3,
CPFMP,frenchmeadows,fm41,2020,prefire,,N,150,,150,15,,33,3,
CPFMP,frenchmeadows,fm41,2020,prefire,,N,63,,90,69,,5,5-rotten,
CPFMP,frenchmeadows,fm41,2020,prefire,,W,11.5,,13,6,,1.8,3,
CPFMP,frenchmeadows,fm41,2020,prefire,,S,11.2,,9.5,5,,1.5,3,
CPFMP,frenchmeadows,fm41,2020,prefire,,S,15,,22,5,,8,4,
CPFMP,frenchmeadows,fm41,2020,prefire,,S,28,,34,1,,17,3,
CPFMP,frenchmeadows,fm42,2020,prefire,,W,10,,23,1,,8,2,
CPFMP,frenchmeadows,fm42,2020,prefire,,W,23,,8,4,,2,3,
CPFMP,frenchmeadows,fm42,2020,prefire,,S,13.3,,18.2,8,,2.3,3,
CPFMP,frenchmeadows,fm42,2020,prefire,,E,8.2,,9.3,1,,5,2,
CPFMP,frenchmeadows,fm42,2020,prefire,,E,18.2,,36,4,,4.5,2,
CPFMP,frenchmeadows,fm42,2020,prefire,,E,55,,60,50,,1.5,5-rotten,
CPFMP,frenchmeadows,fm42,2020,prefire,,S,16.4,,20,4.5,,3,4,
CPFMP,frenchmeadows,fm43,2020,prefire,,N,11.2,,34.3,7,,6,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,N,10.8,,34.3,8,,6,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,N,13.7,,34.3,12,,6,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,N,11.2,,34.3,8,,6,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,W,37.7,,27.5,15,,20.5,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,S,15,,27,4.8,,8,2,
CPFMP,frenchmeadows,fm43,2020,prefire,,S,9.5,,11.2,6,,0.8,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,S,11,,6,3.2,,2.2,1-intact,
CPFMP,frenchmeadows,fm43,2020,prefire,,S,8.4,,8,5.6,,1.2,2,
CPFMP,frenchmeadows,fm43,2020,prefire,,E,13,,12,4.2,,1,2,
CPFMP,frenchmeadows,fm43,2020,prefire,,E,80,,100,75,,5,5-rotten,
CPFMP,frenchmeadows,fm44,2020,prefire,,S,13,,15,9.3,,8,5-rotten,
CPFMP,frenchmeadows,fm44,2020,prefire,,S,19.6,,32.8,10.2,,10,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,S,27.3,,35.4,8.5,,18,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,S,26.4,,37.3,12,,8,2,
CPFMP,frenchmeadows,fm44,2020,prefire,,E,23.7,,35.4,8.5,,18,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,E,20.4,,14.8,9.8,,3.7,4,
CPFMP,frenchmeadows,fm44,2020,prefire,,E,22.2,,37.7,3.3,,15,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,W,17,,28.5,8,,9.6,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,W,16,,15.5,1.5,,10.8,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,W,35,,35,33,,7.2,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,W,27,,36,28,,9.6,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,W,30,,37.3,12,,8,2,
CPFMP,frenchmeadows,fm44,2020,prefire,,N,63,,63,18.5,,16.8,4,
CPFMP,frenchmeadows,fm44,2020,prefire,,N,11.5,,27.5,11.5,,12.6,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,N,18.5,,32,13,,15.3,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,N,9.5,,14.5,4.5,,9,3,
CPFMP,frenchmeadows,fm44,2020,prefire,,N,12.5,,29,8,,10.8,4,
CPFMP,frenchmeadows,fm45,2020,prefire,,N,18,,17,3.5,,10.2,3,
CPFMP,frenchmeadows,fm45,2020,prefire,,N,36,,37,2,,10.8,4,
CPFMP,frenchmeadows,fm46,2020,prefire,,S,38,,40,26,,3,4,
CPFMP,frenchmeadows,fm46,2020,prefire,,W,9,,13,0.25,,3.6,3,
CPFMP,frenchmeadows,fm46,2020,prefire,,W,30,,60,30,,4.5,5,
CPFMP,frenchmeadows,fm48,2020,prefire,,N,27,,21.2,8.4,,5,2,
CPFMP,frenchmeadows,fm48,2020,prefire,,N,24.2,,41,17.3,,4,2,
CPFMP,frenchmeadows,fm48,2020,prefire,,N,9,,13,6.3,,2,2,
CPFMP,frenchmeadows,fm48,2020,prefire,,W,12.3,,7.3,3,,3,3,
CPFMP,frenchmeadows,fm48,2020,prefire,,W,17.5,,28,8,,2,4,
CPFMP,frenchmeadows,fm48,2020,prefire,,S,13.3,,25.6,4.2,,2.5,4,
CPFMP,frenchmeadows,fm48,2020,prefire,,S,52.8,,41.4,23,,12,3,
CPFMP,frenchmeadows,fm48,2020,prefire,,S,23,,25,23,,1.2,5-rotten,
CPFMP,frenchmeadows,fm48,2020,prefire,,E,42,,70,2,,5,4,
CPFMP,frenchmeadows,fm48,2020,prefire,,E,36,,17.7,12.3,,5,3,
CPFMP,frenchmeadows,fm48,2020,prefire,,E,45,,42,34,,14,4,
CPFMP,frenchmeadows,fm49,2020,prefire,,S,13.3,,18.4,3.3,,9,3,
CPFMP,frenchmeadows,fm49,2020,prefire,,S,8.2,,8.4,1.5,,4,1-intact,
CPFMP,frenchmeadows,fm49,2020,prefire,,S,11.3,,20,1,,6,3,
CPFMP,frenchmeadows,fm49,2020,prefire,,S,9.3,,10.8,9.1,,1,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,N,19.6,,19.3,16.9,,5,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,N,12.4,,27.5,3,,6,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,N,27.3,,30.6,15,,4.5,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,N,19.3,,20,9.3,,4,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,W,13.9,,33,3.6,,13,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,W,38.4,,40,17.3,,8,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,S,28.2,,40,17.3,,8,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,S,28.7,,16.6,12,,2.3,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,S,27.5,,15.6,8.5,,1.2,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,S,20.8,,25,20.4,,1,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,S,13,,18.4,4.8,,2,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,E,22,,27.3,15,,4,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,E,40.8,,34.3,9.3,,4,3,
CPFMP,frenchmeadows,fm50,2020,prefire,,E,9,,10.8,8.2,,1,4,
CPFMP,frenchmeadows,fm51,2020,prefire,,W,10.1,,17.7,7.6,,3,3,
CPFMP,frenchmeadows,fm51,2020,prefire,,S,24.2,,39.6,3,,10,3,
CPFMP,frenchmeadows,fm51,2020,prefire,,E,11.8,,16,2,,4,3,
CPFMP,frenchmeadows,fm51,2020,prefire,,E,7.3,,17,1,,3,3,
CPFMP,frenchmeadows,fm51,2020,prefire,,E,47.5,,51,24.4,,4.6,3,
CPFMP,frenchmeadows,fm52,2020,prefire,,S,19.8,,18,1.2,,9,3,
CPFMP,frenchmeadows,fm52,2020,prefire,,S,20.4,,18,1,,11,3,
CPFMP,frenchmeadows,fm52,2020,prefire,,W,9.8,,7.3,3,,2.2,3,
CPFMP,frenchmeadows,fm53,2020,prefire,,W,53,,55,51,,2,2,
CPFMP,frenchmeadows,fm53,2020,prefire,,S,45,,56,34,,9,4,
CPFMP,frenchmeadows,fm53,2020,prefire,,E,50,,56,34,,9,4,
CPFMP,frenchmeadows,fm54,2020,prefire,,S,9.6,,7,6,,1.8,3,
CPFMP,frenchmeadows,fm54,2020,prefire,,S,10,,6.3,2,,4,2,
CPFMP,frenchmeadows,fm54,2020,prefire,,S,45,,48,34,,3,3,
CPFMP,frenchmeadows,fm54,2020,prefire,,S,66,,45,31.3,,15,3,
CPFMP,frenchmeadows,fm54,2020,prefire,,E,9.1,,8,5,,1,4,
CPFMP,frenchmeadows,fm54,2020,prefire,,N,9,,10,3,,1.2,3,
CPFMP,frenchmeadows,fm54,2020,prefire,,N,39,,44,6.6,,3.7,4,
CPFMP,frenchmeadows,fm54,2020,prefire,,W,27,,27,23,,1,5-rotten,
CPFMP,frenchmeadows,fm54,2020,prefire,,W,9,,6,3,,3,3,
CPFMP,frenchmeadows,fm55,2020,prefire,,N,49,,57,47.5,,4.2,3,
CPFMP,frenchmeadows,fm55,2020,prefire,,S,8.5,,9,2.5,,2.4,3,
CPFMP,frenchmeadows,fm55,2020,prefire,,S,21.5,,34,1,,6,3,
CPFMP,frenchmeadows,fm55,2020,prefire,,W,8,,8,7.5,,0.9,2,
CPFMP,frenchmeadows,fm55,2020,prefire,,W,48,,46,37.5,,2.7,2,
CPFMP,frenchmeadows,fm55,2020,prefire,,E,9,,10,1,,3,2,
CPFMP,frenchmeadows,fm55,2020,prefire,,E,17.5,,18,2,,5.4,2,
CPFMP,frenchmeadows,fm55,2020,prefire,,W,11,,12,7.5,,0.4,3,
CPFMP,frenchmeadows,fm55,2020,prefire,,W,10.5,,11.5,3,,0.8,3,
CPFMP,frenchmeadows,fm55,2020,prefire,,W,14,,16.5,3.5,,1.9,3,
CPFMP,frenchmeadows,fm56,2020,prefire,,N,23,,28,8.4,,1.5,2,
CPFMP,frenchmeadows,fm56,2020,prefire,,E,23.2,,31.9,2,,6.5,3,
CPFMP,frenchmeadows,fm57,2020,prefire,,N,29,,30,15.5,,7.8,4,
CPFMP,frenchmeadows,fm57,2020,prefire,,E,26,,30,15.5,,7.8,4,
CPFMP,frenchmeadows,fm57,2020,prefire,,E,16.5,,21,14,,2.4,4,
CPFMP,frenchmeadows,fm57,2020,prefire,,W,14,,12,7.5,,1.4,3,
CPFMP,frenchmeadows,fm57,2020,prefire,,W,10,,11,3,,2.1,3,
CPFMP,frenchmeadows,fm57,2020,prefire,,S,10,,11.5,8.5,,1.14,3,
CPFMP,frenchmeadows,fm57,2020,prefire,,S,8.5,,9,9,,2.1,4,
CPFMP,frenchmeadows,fm57,2020,prefire,,S,9,,7.5,7,,2.1,4,
CPFMP,frenchmeadows,fm57,2020,prefire,,S,10,,9,8.5,,1.8,3,
CPFMP,frenchmeadows,fm57,2020,prefire,,S,70,,75,80,,4.2,4,
CPFMP,frenchmeadows,fm62,2020,prefire,,N,10,,16,0.5,,6.6,4,
CPFMP,frenchmeadows,fm62,2020,prefire,,N,15,,15,0.5,,4.8,2,
CPFMP,frenchmeadows,fm63,2020,prefire,,N,20.2,,31.5,11.2,,7,3,
CPFMP,frenchmeadows,fm63,2020,prefire,,N,64.5,,50,36.6,,7,5-rotten,
CPFMP,frenchmeadows,fm63,2020,prefire,,N,10,,12,3.3,,1.2,4,
CPFMP,frenchmeadows,fm63,2020,prefire,,N,12,,22,2,,4.5,4,
CPFMP,frenchmeadows,fm63,2020,prefire,,N,11,,14.8,4.8,,4.5,3,
CPFMP,frenchmeadows,fm63,2020,prefire,,W,20.7,,35.3,18.8,,5,1-intact,
CPFMP,frenchmeadows,fm63,2020,prefire,,W,13,,12,33.3,,9,2,
CPFMP,frenchmeadows,fm63,2020,prefire,,E,10,,11.5,6,,5,3,
CPFMP,frenchmeadows,fm64,2020,prefire,,S,15.5,,30,12.8,,3,3,
CPFMP,frenchmeadows,fm64,2020,prefire,,S,11,,27,1,,5,3,
CPFMP,frenchmeadows,fm64,2020,prefire,,W,8.7,,8,3.3,,0.8,4,
CPFMP,frenchmeadows,fm64,2020,prefire,,W,21,,31,12,,5,5-rotten,
CPFMP,frenchmeadows,fm68,2020,prefire,,na,,,,,,,,
CPFMP,frenchmeadows,fm69,2020,prefire,,N,95,,105,80,,7.8,4,
CPFMP,frenchmeadows,fm69,2020,prefire,,S,19.5,,16,4,,3,4,
CPFMP,frenchmeadows,fm69,2020,prefire,,W,15,,9.5,4,,2.8,3,
CPFMP,Independence,Indy01,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,Independence,Indy03,2020,prefire,,270,10,,8,5,,1.5,4,
CPFMP,Independence,Indy03,2020,prefire,,180,9,,13,7,,1,5,
CPFMP,Independence,Indy03,2020,prefire,,180,23,,22,20,,1,5,
CPFMP,Independence,Indy05,2020,prefire,,90,10.2,,13,7.7,,2.5,3,
CPFMP,Independence,Indy05,2020,prefire,,270,13.7,,20.5,10,,3,3,
CPFMP,Independence,Indy05,2020,prefire,,180,20.5,,26.3,15,,5,3,
CPFMP,Independence,Indy06,2020,prefire,,0,na,,na,na,,na,na,
CPFMP,Independence,Indy07,2020,prefire,,90,8.8,,13,3,,3,3,
CPFMP,Independence,Indy07,2020,prefire,,90,30,,33,27,,7,5,
CPFMP,Independence,Indy07,2020,prefire,,0,20,,24,10,,10,5,
CPFMP,Independence,Indy08,2020,prefire,,0,na,,na,na,,na,na,
CPFMP,Independence,Indy09,2020,prefire,,180,20,,20,13,,2,4,
CPFMP,Independence,Indy09,2020,prefire,,180,33.6,,50,3,,16,3,
CPFMP,Independence,Indy09,2020,prefire,,90,33.6,,50,3,,16,3,
CPFMP,Independence,Indy09,2020,prefire,,270,27,,27,9,,1,4,
CPFMP,Independence,Indy10,2020,prefire,,0,na,,na,na,,na,na,
CPFMP,Independence,Indy11,2020,prefire,,180,27,,30,13,,0.5,4,
CPFMP,Independence,Indy12,2020,prefire,,0,13,,11,8,,1,3,
CPFMP,Independence,Indy12,2020,prefire,,270,23.5,,29,23.5,,2.1,3,
CPFMP,Independence,Indy13,2020,prefire,,0,8,,8.5,2,,5.7,3,
CPFMP,Independence,Indy13,2020,prefire,,0,15.5,,24,11,,1.1,3,
CPFMP,Independence,Indy13,2020,prefire,,0,13.5,,11.5,6,,1.2,3,
CPFMP,Independence,Indy13,2020,prefire,,270,20,,29.5,13.5,,0.7,4,
CPFMP,Independence,Indy13,2020,prefire,,180,13,,14.5,11,,0.4,3,
CPFMP,Independence,Indy14,2020,prefire,,180,54,,33,30,,9,5,
CPFMP,Independence,Indy14,2020,prefire,,270,15,,40,8,,6,5,
CPFMP,Independence,Indy16,2020,prefire,,90,10,,20,1,,5.5,3,
CPFMP,Independence,Indy16,2020,prefire,,270,15,,12,3,,5.5,4,
CPFMP,Independence,Indy16,2020,prefire,,270,9,,22,1,,10,3,
CPFMP,Independence,Indy17,2020,prefire,,270,45,,50,35,,10,5,
CPFMP,Independence,Indy18,2020,prefire,,0,14,,14,9.5,,1,3,
CPFMP,Independence,Indy18,2020,prefire,,0,38,,55,42,,6.3,5,
CPFMP,Independence,Indy18,2020,prefire,,0,19.5,,16.5,9.5,,1.5,4,
CPFMP,Independence,Indy18,2020,prefire,,0,19,,32,1,,12.5,2,
CPFMP,Independence,Indy18,2020,prefire,,270,27,,32,1,,12.5,2,
CPFMP,Independence,Indy18,2020,prefire,,90,12,,12.5,4.5,,2.3,2,
CPFMP,Independence,Indy18,2020,prefire,,90,10,,38.5,9.5,,10.3,2,
CPFMP,Independence,Indy18,2020,prefire,,180,12.5,,12.5,4.5,,2.3,2,
CPFMP,Independence,Indy18,2020,prefire,,180,13.5,,38.5,9.5,,10.3,2,
CPFMP,Independence,Indy18,2020,prefire,,180,11.5,,23,1.5,,10.3,2,
CPFMP,Independence,Indy18,2020,prefire,,180,27.5,,26.5,4,,10.3,2,
CPFMP,Independence,Indy19,2020,prefire,,0,28,,31,17,,4,4,
CPFMP,Independence,Indy19,2020,prefire,,90,15,,15.5,10.5,,1.2,3,
CPFMP,Independence,Indy20,2020,prefire,,0,9,,11,9,,1,5,
CPFMP,Independence,Indy20,2020,prefire,,270,10,,10,5,,1.5,5,
CPFMP,Independence,Indy21,2020,prefire,,270,15,,30,8,,7,5,
CPFMP,Independence,Indy21,2020,prefire,,270,13,,15,6.5,,3,5,
CPFMP,Independence,Indy21,2020,prefire,,270,12,,12,5.5,,2,5,
CPFMP,Independence,Indy22,2020,prefire,,90,10.5,,15,4,,5.1,3,
CPFMP,Independence,Indy23,2020,prefire,,180,12,,30,17,,1.5,3,
CPFMP,Independence,Indy23,2020,prefire,,180,80,,90,21,,10.3,5,
CPFMP,Independence,Indy24,2020,prefire,,180,13.3,,15,3,,3,4,
CPFMP,Independence,Indy24,2020,prefire,,180,21.2,,18,5,,6,4,
CPFMP,Independence,Indy24,2020,prefire,,180,29.5,,33,3,,6,4,
CPFMP,Independence,Indy24,2020,prefire,,180,11,,9,5,,2,5,
CPFMP,Independence,Indy24,2020,prefire,,90,30,,30,25,,2.5,5,
CPFMP,Independence,Indy24,2020,prefire,,0,8,,10,3,,4,4,
CPFMP,Independence,Indy24,2020,prefire,,0,7.3,,10,8,,3,4,
CPFMP,Independence,Indy24,2020,prefire,,270,7.3,,10,8,,3,4,
CPFMP,Independence,Indy24,2020,prefire,,270,11,,9,5,,2,5,
CPFMP,Independence,Indy25,2020,prefire,,,none,,26,,,none,,
CPFMP,Independence,Indy26,2020,prefire,,90,27,,30,25,,5,5,
CPFMP,Independence,Indy27,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,Independence,Indy28,2020,prefire,,180,13,,15,1,,7,4,
CPFMP,Independence,Indy28,2020,prefire,,180,10,,15,7,,4,4,
CPFMP,Independence,Indy28,2020,prefire,,180,15,,33,1,,8,3,
CPFMP,Independence,Indy28,2020,prefire,,180,15,,13,15,,3,5,
CPFMP,Independence,Indy28,2020,prefire,,90,18.4,,39,10.5,,10,3,
CPFMP,Independence,Indy28,2020,prefire,,90,27.7,,39,17.7,,11,2,
CPFMP,Independence,Indy28,2020,prefire,,90,25,,30,8,,8,5,
CPFMP,Independence,Indy28,2020,prefire,,270,10,,12.3,2,,2,3,
CPFMP,Independence,Indy28,2020,prefire,,270,20,,25,11,,10,4,
CPFMP,Independence,Indy29,2020,prefire,,0,na,,na,na,,na,na,
CPFMP,Independence,Indy30,2020,prefire,,0,na,,na,na,,na,na,
CPFMP,Independence,Indy31,2020,prefire,,180,11,,15,10,,5,3,
CPFMP,Independence,Indy31,2020,prefire,,180,9,,25,1,,7,4,
CPFMP,Independence,Indy31,2020,prefire,,90,11.2,,13,3,,5,4,
CPFMP,Independence,Indy31,2020,prefire,,90,28,,32,11.5,,9,3,
CPFMP,Independence,Indy31,2020,prefire,,0,17,,17,15,,4,5,
CPFMP,Independence,Indy31,2020,prefire,,270,22,,30,15,,3,5,
CPFMP,Independence,Indy32,2020,prefire,,270,37,,44,20.5,,30.2,4,
CPFMP,Independence,Indy33,2020,prefire,,180,21.5,,24,14,,0.3,3,
CPFMP,Independence,Indy33,2020,prefire,,270,11.5,,15,6.5,,3,3,
CPFMP,Independence,Indy34,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,Independence,Indy35,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,Independence,Indy36,2020,prefire,,180,40,,36,13,,10,5,
CPFMP,Independence,Indy36,2020,prefire,,180,9.3,,12.3,3,,3,3,
CPFMP,Independence,Indy36,2020,prefire,,270,15,,18,15,,1,4,
CPFMP,Independence,Indy37,2020,prefire,,180,13.4,,12,1,,5,2,
CPFMP,Independence,Indy37,2020,prefire,,180,10.5,,11,1,,3,2,
CPFMP,Independence,Indy38,2020,prefire,,90,15,,13,11,,2,4,
CPFMP,Independence,Indy38,2020,prefire,,0,10,,12,6,,2,4,
CPFMP,Independence,Indy39,2020,prefire,,na,na,,na,na,,na,na,
CPFMP,Independence,Indy40,2020,prefire,,180,13,,10,8,,1,5,
CPFMP,Independence,Indy40,2020,prefire,,90,23,,25,23,,1,5,
CPFMP,Independence,Indy40,2020,prefire,,90,7.8,,9.3,5.2,,2,3,
CPFMP,Independence,Indy40,2020,prefire,,90,11.1,,10,15,,2,4,
CPFMP,Independence,Indy40,2020,prefire,,90,8.4,,10,6,,1,5,
