site,PlotID,year,pre_post_fire,postTime,OBS,Species,Status,Lifeform,TSE#(by plot by sp.),TSE_HT_m(Of Tallest),TSE_Age(Of Tallest),TSA_DBH,TSA_Age,TSA_HT(m),TSA_cohort_ct,#resp,TRE# (by plot by sp.),TRE_HT_m(of tallest),TRE_Age(Of Tallest),NOTES,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.14,>1,1.52,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.15,>1,1.6,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.3,>1,1.66,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.9,>1,1.85,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,1.6,>1,2.5,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.15,>1,1.5,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.9,>1,1.8,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.8,>1,1.5,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.9,>1,1.82,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.4,>1,1.63,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.4,>1,1.59,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,1.9,>1,1.95,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSA,na,na,na,1,>1,1.86,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,CADE,live,TSE,106,1.3,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,PILA,live,TSE,1,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,PILA,live,TSE,2,na,>10,na,na,na,,,na,na,na,,
calaveras,BigTrees14,2020,prefire,NA,km,QUEKEL,live,TSE,1,na,>10,na,na,na,,,na,na,na,,
calaveras,BigTrees15,2020,prefire,NA,VS,CADE,live,TSE,5,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees15,2020,prefire,NA,VS,PILA,live,TSE,2,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,4,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,5,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,2,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,2,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,ABCO,live,TSE,1,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,CADE,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,CADE,live,TSE,1,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,CADE,live,TSE,4,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,CADE,live,TSE,3,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,8,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,1,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,1,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,2,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,5,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,2,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees17,2020,prefire,NA,VS,PILA,live,TSE,1,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees18,2020,prefire,NA,VS,CADE,live,TSE,4,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,ABCO,live,TSE,6,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,ABCO,live,TSE,1,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,CADE,live,TSE,87,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,CADE,live,TSE,6,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,PILA,live,TSE,11,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,PILA,dead,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,PIPO,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees20,2020,prefire,NA,VS,TAXBRE,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,6,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,6,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,4,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,2,0.4,9,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,4,0.7,10,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,2,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",ABCO,live,TSE,4,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",CADE,live,TSE,1,na,0,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",CADE,live,TSE,94,0.97,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",CADE,live,TSE,36,1.2,>5,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",CONU,live,TSE,66,na,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,144 count,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",PILA,live,TSE,2,na,0,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",PILA,live,TSE,2,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",PILA,live,TSE,2,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees22,2020,prefire,NA,"ag, lh",PILA,live,TSE,4,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,ABCO,live,TSE,22,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,ABCO,live,TSE,6,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,ABCO,live,TSE,1,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,ABCO,live,TSE,1,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,CADE,live,TSE,36,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,CADE,live,TSE,2,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,PILA,live,TSE,41,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,PILA,live,TSE,4,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,PILA,live,TSE,1,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees23,2020,prefire,NA,VS,QUEKEL,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,4,na,0,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,4,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,4,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,2,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,2,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,6,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,6,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,4,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,4,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,2,na,11,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,ABCO,live,TSE,2,1.1,12,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,CONU,live,TSE,52,na,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,144 count,
calaveras,BigTrees24,2020,prefire,NA,lh,PILA,live,TSE,2,1.01,12,na,na,na,,,na,na,na,,
calaveras,BigTrees24,2020,prefire,NA,lh,PILA,live,TSA,na,na,na,1.2,na,1.82,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,ABCO,live,TSE,4,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,ABCO,live,TSE,2,1,14,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,ABCO,live,TSE,4,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,ABCO,live,TSE,2,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,CONU,live,TSA,na,na,>1,na,na,na,,,na,na,na,152 count,
calaveras,BigTrees25,2020,prefire,NA,ag,CONU,live,TSE,77,na,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,PILA,live,TSE,6,1.3,10,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,PILA,live,TSE,2,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,PILA,live,TSE,4,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,PILA,live,TSE,4,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,PILA,live,TSE,4,na,12,na,na,na,,,na,na,na,,
calaveras,BigTrees25,2020,prefire,NA,ag,PILA,live,TSE,2,na,13,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,8,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,8,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,16,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,24,0.5,7,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,4,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,16,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,4,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,4,na,11,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,ABCO,live,TSE,8,na,12,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,CADE,live,TSE,556,0.9,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,CADE,live,TSE,8,na,0,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,CONU,live,TSE,84,na,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,124 count,
calaveras,BigTrees27,2020,prefire,NA,lh,PILA,live,TSE,4,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,PILA,live,TSE,4,1.5,8,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,PIPO,live,TSE,4,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees27,2020,prefire,NA,lh,QUEKEL,live,TSE,28,1.2,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees28,2020,prefire,NA,VS,ABCO,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees28,2020,prefire,NA,VS,ABCO,live,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees28,2020,prefire,NA,VS,CADE,live,TSE,7,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees28,2020,prefire,NA,VS,PILA,live,TSE,40,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,ABCO,live,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,ABCO,live,TSE,1,1.3,11,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,ABCO,live,TSA,na,na,na,0.2,12,1.5,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,CONU,live,TSE,28,na,na,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,26 count,
calaveras,BigTrees29,2020,prefire,NA,ag,PILA,live,TSE,1,1.3,11,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,PILA,live,TSE,1,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,PILA,live,TSE,2,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,PILA,live,TSE,1,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees29,2020,prefire,NA,ag,pinus,live,TSE,2,0.1,1,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,ABCO,live,TSE,20,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,CADE,live,TSE,53,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,CADE,live,TSE,3,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,CADE,live,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,PILA,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,PIPO,live,TSE,1,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,QUEKEL,live,TSE,2,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees30,2020,prefire,NA,VS,QUEKEL,live,TSE,1,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees31,2020,prefire,NA,VS,na,na,na,na,na,na,na,na,na,,,na,na,na,no regen,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,2,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,1,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,3,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,4,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,5,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,3,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,6,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,4,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSE,23,1.2,>10,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,dead,TSE,2,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,dead,TSE,1,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,dead,TSE,1,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,dead,TSE,1,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,dead,TSE,1,na,>10,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSA,na,na,na,0.6,43,1.42,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,ABCO,live,TSA,na,na,na,1.8,52,1.73,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,CADE,live,TSE,170,1,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,CADE,live,TSA,na,na,na,0.3,>1,1.47,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,PILA,live,TSE,1,0.3,5,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,PILA,live,TSA,na,na,na,1,28,1.5,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,PIPO,live,TSE,2,1.1,>10,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,PIPO,live,TSE,1,0.5,8,na,na,na,,,na,na,na,,
calaveras,BigTrees32,2020,prefire,NA,km,QUEKEL,live,TSE,21,0.5,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees33,2020,prefire,NA,VS,CADE,live,TSE,1,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees33,2020,prefire,NA,VS,CADE,live,tse,2,,10,na,na,na,,,na,na,na,,
calaveras,BigTrees33,2020,prefire,NA,VS,QUEKEL,live,TSE,1,na,8,na,na,na,,,na,na,na,,
calaveras,BigTrees33,2020,prefire,NA,VS,QUEKEL,live,TSE,1,na,6,na,na,na,,,na,na,na,,
calaveras,BigTrees33,2020,prefire,NA,VS,QUEKEL,live,TSE,1,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees33,2020,prefire,NA,VS,QUEKEL,live,TSE,1,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,ABCO,live,TSE,1,0.1,1,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,ABCO,live,TSE,1,0.2,2,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,ABCO,live,TSE,1,0.2,3,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,ABCO,live,TSE,3,0.4,>10,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,ACEMAC,live,TSE,4,0.1,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,CADE,live,TSE,4,0.5,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,CONU,live,TSE,112,na,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees34,2020,prefire,NA,km,CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,43 count,
calaveras,BigTrees34,2020,prefire,NA,km,CONU,live,TSA,na,na,na,5.6,>10,4.7,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,ABCO,live,TSE,6,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,ABCO,live,TSE,6,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,ABCO,live,TSE,8,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,ABCO,live,TSE,4,0.5,7,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,ABCO,live,TSE,4,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,ABCO,live,TSE,2,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,CADE,live,TSE,8,0.5,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,CADE,live,TSE,2,na,0,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,CONU,live,TSE,74,na,>1,na,na,na,,,na,na,na,74 count,
calaveras,BigTrees35,2020,prefire,NA,ag,CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,98 count,
calaveras,BigTrees35,2020,prefire,NA,ag,PILA,live,TSE,4,0.8,8,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,PILA,live,TSE,12,na,3,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,PILA,live,TSE,4,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,PILA,live,TSE,4,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees35,2020,prefire,NA,ag,PILA,live,TSE,2,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,8,na,7,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,12,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,10,na,2,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,8,na,5,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,2,na,9,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,4,na,17,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,2,na,4,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,4,na,13,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,10,na,12,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,2,na,1,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,4,na,15,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,dead,TSE,2,na,10,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,2,1.2,19,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSE,2,na,11,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSA,na,na,na,1.9,18,2,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSA,na,na,na,2.8,17,2.4,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSA,na,na,na,0.7,15,1.8,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,ABCO,live,TSA,na,na,na,0.5,16,1.8,,,na,na,na,PILA tse in macroplot,
calaveras,BigTrees36,2020,prefire,NA,ag,CADE,live,TSE,76,0.5,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,CONU,live,TSE,82,na,>1,na,na,na,,,na,na,na,,
calaveras,BigTrees36,2020,prefire,NA,ag,CONU,live,TSA,na,na,na,na,na,na,,,na,na,na,108 count,
calaveras,BigTrees36,2020,prefire,NA,ag,QUEKEL,live,TSE,4,0.3,>1,na,na,na,,,na,na,na,,
concow,CONCOW001,2021,prefire,NA,mm,ACEMAC,live,TSE,23,0.1,>1,na,na,na,,,na,na,,,
concow,CONCOW001,2021,prefire,NA,mm,CONU,live,TSE,7,0.1,>1,na,na,na,,,na,na,,,
concow,CONCOW001,2021,prefire,NA,mm,node,live,TSE,42,0.5,>1,na,na,na,,,na,na,,,
concow,CONCOW001,2021,prefire,NA,mm,node,live,TRE,na,na,na,na,na,na,,,15,1.7,,,
concow,CONCOW001,2021,prefire,NA,mm,node,dead,TSA,na,na,na,6.5,>1,3.6,,,na,na,,,
concow,CONCOW001,2021,prefire,NA,mm,node,live,TRE,na,na,na,na,na,na,,,na,na,,,
concow,CONCOW001,2021,prefire,NA,mm,psme,live,TSE,2,0.1,2,na,na,na,,,8,1,,,
concow,CONCOW002,2021,prefire,NA,sb,ABCO,live,TSE,7,0.1,1,na,na,na,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,sb,ABCO,live,TSE,3,0.12,0,na,na,na,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,sb,ACEMAC,live,TSE,70,0.19,>1,na,na,na,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,sb,CADE,live,TSE,15,0.2,>1,na,na,na,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,sb,CADE,dead,TSE,1,1.1,>1,na,na,na,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,sb,CADE,dead,TSA,na,na,na,3.5,>1,2,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,km,CONU,live,TSE,7,1.2,>1,na,na,na,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,km,CONU,live,TSA,na,na,na,0.4,>1,1.7,,,na,na,,,
concow,CONCOW002,2021,prefire,NA,km,node,live,TSA,na,na,na,0.8,>1,1.9,,,na,na,,na,
