project,site,year,plotid,obs,pre_post_fire,pre_post_thin,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,TRE_percent,TRE_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,ASH,CWD,stumps,CONES,Boulder/Bedrock,ROCK,SMROCK,BASALVEG,CRYPTOGRAMS,RD,BURNPILE,TOT_Black_percent,PRE % SHRUB COVER,%FORB SCORCH,%GRAM SCORCH,shrub_scorch_percent,shrub_torch_percent,shrub_unburn_percent,%UNDERSTORY TORCH,%UNDERSTORY SCORCH,history,NOTES,
CPFMP,springsfire,2019,springs11,ag nr rh ms gv,prefire,,NA,no,0,18,360,LL,LL,"pije, lupinenarrow, putr",4.6,136,126,46,32,13.8,0,,30,13.8,0,,0.05,0.02,0,,2.5,0.6,0,,0,,2,0.6,2.5,0.5,12,0.3,2,0.15,1,96.5,0,0,2,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,2013 rx ,,
CPFMP,springsfire,2020,springs12,"km, ag, pm",postfire,,1yr,yes,2,26,38,LL,LL,"PIJE, luparg, PURTRI",4.73,50,131,55,37,14,0,na,37,14,0,na,0.05,0.2,0.05,0.2,0.05,0.6,4,0.5,0,na,0.05,0.6,0.05,0.5,14,0.2,5,0.2,14,85.5,0.05,0.05,0.05,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs12,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,85.5,3,0.05,,0.05,,0,1,0.5,0,0,,89,,,,,,,,,,,
CPFMP,springsfire,2019,springs12,ag nr rh ms gv,prefire,,NA,no,0,26,38,LL,LL,"pije, lupinenarrow, putr",4.73,50,131,40,25,13.3,0,,25,13.3,0,,0.05,0.05,0,,3,0.4,0,,0,,1,0.6,3,0.4,12,0.2,3,0.1,0.5,99,0,0,0.05,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,2013 rx ,,
CPFMP,springsfire,2020,springs13,"km, ag, pm",postfire,,1yr,yes,2,13,1,LL,LL,"PIJE, luparg, RIVI",7.4,44,140,25,13,12,0,na,13,12,0.05,2,0.05,0.05,0.05,0.4,0.75,0.5,4,1.2,0,na,0,na,0.75,0.5,11,0.2,5,0.2,12,86.75,1,0.05,0.05,,0.05,0,0,0.05,0.25,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs13,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,15,10,0.5,,0.05,,0,24.5,0.05,0,0,,25,,,,,,,,,,,
CPFMP,springsfire,2019,springs13,ag nr rh ms gv,prefire,,NA,no,0,13,1,LL,LL,"pije, lupinenarrow, putr",7.4,44,140,35,12,10,0,,12,10,0.05,2,0.05,0.5,0,,2,0.5,0,,0,,1.5,0.7,2,0.5,15,0.3,1.5,0.25,4,95,0,0,0.5,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,2013 rx ,,
CPFMP,springsfire,2020,springs14,"km, ag, pm, be",postfire,,1yr,yes,2,7,356,LL,LL,"PIJE, PURTRI, elyeli",10.1,4,145,38,35,16,0,na,35,16,0,na,0.05,0.02,0.05,0.3,0.05,0.5,2,0.5,0,na,0.05,0.6,0.05,0.5,0.5,0.2,3,0.1,4,94.75,0.5,0.05,0.05,,0.05,0,0,0.05,0.75,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs14,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,53,2,0.05,,0.05,,0,9.5,0.5,0,0,,55,,,,,,,,,,,
CPFMP,springsfire,2019,springs14,ag nr rh ms gv,prefire,,NA,no,0,7,356,LL,LL,"pije, putr, lupinenarrow ",10.1,4,145,35,32,15.2,0,,32,15.2,0,,0.05,0.02,0,,1.5,0.5,0.05,0.3,0,,0.5,0.65,1.5,0.5,1,0.25,1,0.15,0.05,99.5,0,0,0.05,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,2013 rx ,,
CPFMP,springsfire,2020,springs15,"km, ag, pm",postfire,,1yr,yes,2,8,272,LL,LL,"PIJE, PICO, PURTRI",9,54,155,38,25,14,0.05,5,25,14,0,na,0.05,0.02,0.05,0.5,12,0.6,15,0.6,0,na,12,0.6,12,0.5,0.05,0.1,2,0.1,10,82,7,0.05,0.05,,0.05,0,0,0.5,0.5,0,0,,,,,,,,,,,,half plot severity 1 other 2,
CPFMP,springsfire,2019,springs15,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,45,15,0.05,,0.05,,0,4.5,0.5,0,0,,60,,,,,,,,,,,
CPFMP,springsfire,2019,springs15,nr,prefire,,NA,no,0,8,272,LL,LL,"pije, pico, putr",9,54,155,45,20,12.5,0,,20,12.5,0,,0.05,15,0,,23,0.5,0.05,0.25,0,,15,0.75,23,0.25,1,0.2,1,0.15,3,96,0,0,1,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,2007 rx burn,,
CPFMP,springsfire,2020,springs16,"km, ag, pm",postfire,,1yr,yes,1,4,316,LL,LL,"PIJE, PURTRI, ARTR",11,8,162,44,33,14,0,na,33,14,0,na,0.05,0.02,0.05,0.5,11,0.6,2,0.5,0,na,11,0.6,11,0.5,0.05,0.05,2.5,0.1,20,60.25,18,0.05,0.05,,0.05,0,0,0.75,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs16,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,40,15,0.05,,0.05,,0,14.5,0.5,0,0,,65,,,,,,,,,,,
CPFMP,springsfire,2019,springs16,nr,prefire,,NA,no,0,4,316,LL,LL,"pije,artr,putr",11,8,162,34,25,23.7,0,,25,23.7,0,,0.05,0.13,0,,10,,0.05,0.2,0,,5,1,12,0.3,0.05,0.15,0.05,0.1,2,95,0,0,0,,0.05,0,0,3,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs17,"km, ag, pm",postfire,,1yr,yes,1,4,244,LL,LL,"PIJE, carex1, elyeli",3,99,167,23,17,15,0,na,17,15,0,na,0.05,0.02,0.05,0.3,1,0.6,0.05,0.5,0,na,1,0.6,1,0.5,0.05,0.1,5,0.1,30,67.5,1.5,0.05,0.05,,0.05,0,0,1,0.05,0,0,,,,,,,,,,,,chipping sparrow,
CPFMP,springsfire,2019,springs17,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,44,1,0.5,,0.05,,0.05,24,0.5,0,0,,45,,,,,,,,,,,
CPFMP,springsfire,2019,springs17,nr,prefire,,NA,no,0,4,244,LL,LL,"pije,artr,putr",3,99,167,23,20,15,0,,20,15,0,,0.05,,0,,2,0.6,0,,0,,0.7,0.75,2,0.2,0.05,0.15,0.05,0.2,1,98,0,0,0.05,,0.05,0,0,1,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs18,"km, ag, pm",postfire,,1yr,yes,2,6,344,LL,LL,"PIJE, PURTRI, carex1",9,24,170,41,40,15,0,na,40,15,0,na,0.05,0.02,0,na,1,0.6,40,0.55,0,na,1,0.55,1,0.5,0.05,0.3,2,0.07,9,45,45,0.05,0.05,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs18,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,88,7,0.05,,0.05,,0,0.5,1,0,0,,95,,,,,,,,,,,
CPFMP,springsfire,2019,springs18,nr,prefire,,NA,no,0,6,356,LL,LL,"pije,putr,leppun",9,24,170,58,35,14.5,0,,35,14.5,0,,0.05,0.12,0,,22,0.6,0.05,0.3,0,,5,1,25,0.25,1,0.3,0.05,0.2,1,97.5,0,0,0.5,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs19,"vs, mm",postfire,,1yr,yes,2,9,250,LL,LL,"PIJE, PURTRI, carex1",2.9,2,179,25,16,13,0,na,16,13,0,na,0.05,0.1,0,na,1,0.6,7,0.6,0,na,1,0.6,1,0.5,2,0.1,4,0.2,30,17,7,1,0,,0.05,0,0,44,1,0,0,,,,,,,,,,,,lots of anthills,
CPFMP,springsfire,2019,springs19,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,55,10,0.05,,0.05,,0,5,0.5,0,0,,65,,,,,,,,,,,
CPFMP,springsfire,2019,springs19,nr,prefire,,NA,no,0,9,250,LL,LL,"pije,putr,elci",2.9,2,179,35,24,14,0,,24,14,0,,0.05,0.08,0,,11,,0.05,0.2,0,,5,0.55,11,0.3,0.05,0.25,0.05,0.15,2,97,0,0,0.05,,0.05,0,0,1,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs20,"vs, mm",postfire,,1yr,yes,2,17,38,LL,LL,"PIJE, PURTRI, carex1",5,44,187,32,28,12,0.05,4,28,12,0,na,0.05,0.1,0,na,1,0.7,7,0.7,0,na,1,0.7,1,0.5,0.05,0.1,2,0.2,21,27,11,10,0,,0.05,0,0,30,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs20,all,postfire,,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,80,18,0.05,,0.05,,0,0.5,0.5,0,0,,98,,,,,,,,,,,
CPFMP,springsfire,2019,springs20,nr,prefire,,NA,no,0,17,38,LL,LL,"pije,putr,leppun",5,44,187,23,15,12.5,0,,15,12.5,0,,0.05,0.1,0,,7,0.55,0.05,0.25,0,,4,0.65,77,0.25,0.05,0.2,0.05,0.12,1,97,0,0,2,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs21,"km, ag, pm",postfire,,1yr,yes,3,12,8,LL,LL,"PIJE, PURTRI, carex1",6.7,44,193,65,60,16,0,na,60,16,0,na,0.05,0.02,0,na,0.05,0.05,12,0.4,0,na,0,na,0.05,0.05,2,0.1,3,0.1,3,96,0.05,0.05,0.05,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs21,all,postfire,,immediate,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,30,69.5,0.05,,0.05,,0,0.05,0.5,0,0,,100,,,,,,,,,,,
CPFMP,springsfire,2019,springs21,nr,prefire,,NA,no,0,12,8,LL,LL,"pije,putr,",6.7,44,193,38,30,13.9,0,,30,13.9,0,,0.05,0.3,0,,7,0.75,0.05,0.35,0,,3,1.22,7,0.35,0.05,0.15,0.05,0.1,0.05,99,0,0,,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs22,"km, ag, pm",postfire,,1yr,yes,1,8,298,LL,LL,"PIJE, luparg, carex1",8,109,201,25,22,17,0,na,22,17,0,na,0.05,0.05,0.05,0.15,0.05,0.2,2.5,0.5,0,na,0.05,0.6,0.05,0.5,3,0.3,1,0.05,5,93,1,0.05,0.05,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs22,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,96.5,1.5,0.05,,0.05,,0,0.05,2,0,0,,99,,,,,,,,,,,
CPFMP,springsfire,2019,springs22,ag,prefire,,NA,no,0,8,299,LL,LL,"pije, artr, putr",8,109,201,25,20,17,0,,20,17,0,,0.05,0.2,0,,4,0.5,0.05,0.3,0,,3,0.6,4,0.5,1,0.4,0.5,0.1,0.05,98.75,0,0,0.5,,0.05,0,0,0.05,0.75,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs23,"jw, vs, mm",postfire,,1yr,yes,1,5,317,LL,LL,"PIJE, ARTR, carex1",6,60,208,45,25,16,0,na,25,16,0,na,0.05,0.1,0,na,15,0.7,3,0.5,0,na,15,0.7,15,0.5,0.05,0.3,8,0.2,24,70,3,0.05,0,,0.05,0,0,2,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs23,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,46,50,2,0,,,,0,0.5,0.5,0,0,,52,,,,,,,,,,,
CPFMP,springsfire,2019,springs23,ag,prefire,,NA,no,0,5,317,LL,LL,"pije,artr,putr",6,60,208,40,30,12.5,0,,30,12.5,0,,0.05,0.02,0,,12,0.5,0.05,0.2,0,,6,0.75,12,0.45,0.05,0.1,1,0.15,1,98.5,0,0,0.05,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs24,whole gang,postfire,,1yr,yes,3,8,354,LL,LL,"PIJE, PURTRI, carex1",12,8.8,214,25,22,16,2,5,22,16,0,na,0.05,0.02,0,na,0.05,0.1,10,0.5,0,na,0,na,0.05,0.1,1,0.1,1,0.1,5,94.25,0.05,0.05,0,,0.05,0,0,0.05,0.75,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs24,all,postfire,,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,92.5,6,0.05,,0,,0,0.05,0.5,0,0,,99,,,,,,,,,,,
CPFMP,springsfire,2019,springs24,ag,prefire,,NA,no,0,8,354,LL,LL,"pije, putr, artr",12,8.8,214,32,20,15.4,0,,20,15.4,0.05,1.5,0.05,0.3,0,,12,0.55,0.05,0.2,0,,10,0.6,12,0.5,0.05,0.2,0.25,0.15,0.05,99.5,0,0,0.05,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs25,"vs, mm",postfire,,1yr,yes,2,18,265,LL,LL,"PIJE, PURTRI, stipa1",11,36,220,29,17,11,0,na,17,11,0.05,1.6,0,na,0,na,9,0.7,6,0.7,0,na,9,0.7,9,0.5,0.05,0.1,3,0.3,31,19,0,2,0,,0.05,0,0,47,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs25,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,10,20,0.05,,0.05,,0,18,0.05,0,0,,30,,,,,,,,,,,
CPFMP,springsfire,2019,springs25,ag,prefire,,NA,no,0,18,265,LL,LL,"pije, putr, elel",11,36,220,31,15.5,10.9,0,,15,10.9,0.05,2.1,0.5,1.2,0,,17,0.7,1.5,0.3,0,,16,0.8,17,0.5,0.05,0.25,0.4,0.3,15,82.2,0,0,1,,0.05,0,0,1.5,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs26,"km, ag, pm",postfire,,1yr,yes,3,6,327,LL,LL,"PIJE, PICO, carex1",6.9,3,223,27,27,15,15,8,27,15,2,3,0,na,0,na,0.05,0.15,0.05,0.2,0,na,0.05,0.6,0.05,0.15,0.05,0.05,0.75,0.1,27,65.5,3,0.05,2,,0.05,0,0,1,1.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs26,all,postfire,,immediate,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.5,,93,1,,0.05,,0,0.05,2,0,0,,93,,,,,,,,,,,
CPFMP,springsfire,2019,springs26,ag,prefire,,NA,no,0,6,327,LL,LL,"pije,pico,elci",6.9,3,223,54,52,8,5,14.5,45,8,3,3,0.05,0.05,0,,0.05,0.25,0,,0,,0.05,0.55,0.05,0.3,0.05,0.2,1,0.25,2,94,0,0,1,,0.05,0,0,1,2,0,0,,,,,,,,,,,2010 rx burn,,
CPFMP,springsfire,2020,springs27,"km, ag, pm",postfire,,1yr,yes,3,7,334,LL,LL,"PICO, PIJE, carex1",9.7,14,254,27,25,9,0.05,9,25,9,0,na,0,na,0.05,0.3,0.5,0.5,0.5,0.4,0,na,0.05,0.7,0.05,0.4,0.05,0.1,2,0.1,25,54.5,18,0.05,0.05,,0.05,0,0,1.5,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs27,all,postfire,,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,70,0.05,,0.05,,0,0.05,1,0,0,,75,,,,,,,,,,,
CPFMP,springsfire,2019,springs27,nr,prefire,,NA,no,0,7,334,LL,LL,"pije,pico,putr",9.7,14,254,43,36,15.3,2,10,34,15.3,0.05,1.25,0.05,0.05,0,,6,0.3,1,0.25,0,,1,0.65,4,0.2,0.05,0.2,1,0.15,1,96,0,0,1,,0.05,0,0,2,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs28,"jw, vs, mm",postfire,,1yr,yes,2,7,322,LL,LL,"PIJE, carex1, PURTRI",11.1,25,270,30,28,5.5,5,5.5,26,6,2,1.8,0,na,0,na,1,0.3,1,0.3,0,na,1,0.5,1,0.5,0.05,0.2,2,0.2,27,29.5,15,2,0.05,,0.05,0,0,26,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs28,all,postfire,,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5,48,47,0.05,,0.05,,0,0.05,1.5,0,0,,94,,,,,,,,,,,
CPFMP,springsfire,2019,springs28,nr,prefire,,NA,no,0,7,322,LL,LL,"pijekputr,elci",11.1,25,270,40,35,5.7,0,,35,5.7,3,2.3,0.05,0.2,0,,2,0.4,0.05,0.12,0,,1,0.55,2,0.35,1,0.2,2,0.15,1,97,0,0,0.05,,0.05,0,0,1,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs29,"jw, vs, mm",postfire,,1yr,yes,1,7,301,LL,LL,"PIJE, PURTRI, carex1",4.2,2,299,17,8,15,0,na,8,15,0.05,1.5,0.05,0.1,0,na,6,0.7,0.05,0.4,0,na,5,0.7,6,0.5,0.05,0.1,8,0.3,30,26,5.5,1,0,,0.05,0,0,37,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs29,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,20,10,0.25,,0.05,,0,19.25,0.5,0,0,,30,,,,,,,,,,,
CPFMP,springsfire,2019,springs29,nr,prefire,,NA,no,0,7,301,LL,LL,"pije,pico,elci",4.2,2,299,20,15,15,0,,15,15,0,,0.05,0.02,0,,4,0.35,0.05,0.3,0,,2,0.55,4,0.3,0.05,0.2,0.25,0.15,15,79.5,0,0,0.5,,0.05,0,0,5,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs30,"jw, vs, mm",postfire,,1yr,yes,2,12,296,LL,LL,"PIJE, LUPARG, carex1",3.5,7,304,20,20,6,7,5,15,6.5,0.05,3,0,na,0,na,1,0.3,0.05,0.5,0,na,1,0.5,1,0.5,1,0.1,1,0.2,16.5,70,10,0.05,0.05,,0.05,0,0,2,1.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs30,all,postfire,,immediate,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.05,72,26,0.05,,0.05,,0,0.05,1.5,0,0,,98,,,,,,,,,,,
CPFMP,springsfire,2019,springs30,nr,prefire,,NA,no,0,12,296,LL,LL,"pije,putr,lupinnarrow",3.5,7,304,41,35,5,0,,35,5,1,2.5,0.05,0.25,0,,3,0.3,0.05,0.3,0,,1,1.25,3,0.4,1,0.3,1,0.15,2,94.75,0,0,1,,0.05,0,0,1,1.25,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs31,"vs, mm",postfire,,1yr,yes,2,,,,,"PIJE, carex, elyeli",,,,38,34,14,1,8,32,14,2,2,0.05,0.1,0.05,0.5,0.05,0.5,0.05,0.5,0,na,0.05,0.5,0.05,0.2,0.05,0.1,4,0.3,10,24,24,2,0,,0.05,0,0,38,2,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs31,,prefire,,NA,no,0,,,,,,,,,26,25,,0.5,,25,,0,,0.05,0.15,0,,0.5,0.4,0.05,0.5,0,,0.25,0.6,0.5,0.3,0.05,0.1,0.5,0.2,0.5,96.75,0,0,0.75,,0.05,0,0,0.5,1.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs32,,prefire,,NA,no,0,,,,,,3,12,353,,,16.9,,,,,,,,,,,,,,,,,,,,,0.05,0.15,0.05,0.1,1,97,0,0,0.05,,0.05,0,0,1,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs33,"vs, mm",postfire,,1yr,yes,2,,,,,"PIJE, PURTRI, ARTR",,,,28,22,15,0,na,22,15,0,na,0,na,0,na,3,0.6,6,0.6,0,na,3,0.6,3,0.5,0.05,0.1,3,0.3,19,17,6,0.05,0,,0.05,0,0,57,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs33,,prefire,,NA,no,0,,,,,,,,,,40,,0,,,,0,,0.05,0.02,0,,3,,1,,0,,3,,3,,0.05,0.4,0.05,0.2,0.5,,0,0,,,,,,0.5,,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs34,"vs, mm",postfire,,1yr,yes,2,,,,,"PIJE, PURTRI, elyeli",,,,28,22,18,0,na,22,18,0.05,1.4,1,0.4,1,0.4,3,0.6,6,0.6,0,na,3,0.6,3,0.5,0.05,0.1,3,0.3,19,17,6,0.05,0,,0.05,0,0,57,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs34,,prefire,,NA,no,0,,,,,,,,,,22,,0,,,,0,,0.05,1,0,,4,0.25,0.05,0.3,0,,4,0.55,4,0.25,0.05,0.2,0.25,0.05,3,94,0,0,0.05,,0.05,0,0,2,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs35,"vs, mm, pm, km",postfire,,1yr,yes,2,,,,,"PICO, PIJE, carex",6.4,12,368,35,23,13.2,0,na,33,13.2,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,2,0.2,12,27,12,2,6,,10,0,0,30,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs35,,prefire,,NA,no,0,,,,,,6.4,12,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs36,,prefire,,NA,no,0,,,,,,,,,,35,,0,,,,0,,0.05,0.1,0,,7,0.4,0,,0,,4,0.55,7,0.4,0.05,0.1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs37,"vs, mm",postfire,,1yr,yes,2,4,285,LL,LL,"PIJE, PICO, PURTRI",8.6,48,386,38,38,16,2,5,38,16,0,na,0,na,0.05,0.7,0.05,0.7,1,0.7,0,na,0.05,0.7,0.05,0.2,0.05,0.1,0.05,0.2,10,25,25.5,1,0,,1,0,0,36,1.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs37,nr,prefire,,NA,no,0,4,285,LL,LL,"pije,pico,putr",8.6,48,386,24,23,14.8,0,,23,14.8,0.05,2,0.05,1,0,,1,,0,,0,,0.5,0.75,0.5,0.45,0.05,0.15,0.05,0.15,0.05,96.5,0,0,0.05,,1,0,0,2,0.5,0,0,,,,,,,,,,,no treatment,,
CPFMP,springsfire,2020,springs38,"km, ag, pm",postfire,,1yr,yes,1,5,319,LL,LL,"PIJE, PICO, carex1",9.5,4,402,35,35,17,4,16,35,18,0,na,0.05,0.02,0,na,0.05,0.1,0.05,0.3,0,na,0,na,0.05,0.2,0.05,0.1,1,0.1,10,86,1,0.05,0.05,,0.05,0,0,2,1,0,0,,,,,,,,,,,,most bare ground is ant hills,
CPFMP,springsfire,2019,springs38,nr,prefire,,NA,no,0,5,319,LL,LL,"pije,pico,putr",9.5,4,402,21,20,18,2,15,18,18,0,,0.05,0.05,0,,0.05,,0,,0,,0.05,0.55,0.05,0.35,0.05,0.2,0.05,0.25,0.05,99,0,0,0.05,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,2013burn,tr add up to 1,
CPFMP,springsfire,2020,springs39,"km, ag, pm",postfire,,1yr,yes,1,5,15,LL,LL,"PIJE, PICO, elyeli",2.1,13,411,26,25,17,5,13,25,18,0,na,0.05,0.03,0.05,0.2,0.05,0.3,2,0.5,0,na,0.05,0.6,0.05,0.3,0.05,0.15,2,0.1,20,69.5,0.05,0.05,0.05,,0.05,0,0,10,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs39,nr,prefire,,NA,no,0,5,15,LL,LL,"pije,pico,putr",2.1,13,411,22,17,17.8,4,13.7,13,17.8,0,,0.05,0.065,0,,4,,1,0.3,0,,0.05,0.55,3,0.3,0.05,0.2,1,0.15,0.5,98,0,0,0,,0.05,0,0,1,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs40,"km, ag, pm",postfire,,1yr,yes,2,5,300,LL,LL,"PICO, PIJE, PURTRI",5,14,415,36,27,4,2,6,27,5,0,na,0,na,0,na,8,0.55,12,0.5,0,na,8,0.6,8,0.5,0.05,0.15,1,0.1,25,71.5,0.05,0.05,1,,0.05,0,0,2,0.5,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs40,nr,prefire,,NA,no,0,5,300,CC,LL,"pico,pije,putr",5,14,415,57,17,5,0,,17,5,0.05,2,0.05,,0,,40,,1,,0,,28,0.55,38,0.5,0.05,0.15,0.05,0.1,1,97,0,0,0.05,,0.05,0,0,2,0.05,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs41,"vs, mm",prefire,,NA,no,0,3,290,LL,LL,"PIJE, putr, ARTR",9,33,2351,29,38,17,0,na,38,17,0,na,0,na,0,na,27,1,0,na,0,na,27,1,1,0.5,0.05,0.1,0.05,0.2,10,66,0,0,0,,3,0,0,20,1,0,0,,,,,,,,,,,,lots of anthills,
CPFMP,springsfire,2020,springs42,"km, ag, pm",prefire,,NA,no,0,5,320,LL,LL,"PIJE, PURTRI, ARTR",5,86,1401,65,25,15,0,na,22,15,0,na,0.05,0.6,0,na,40,0.6,0.05,0.2,0,na,40,0.6,40,0.5,0.05,0.06,0.05,0.1,2,95.25,0,0,0.75,,0.5,0,0,0.5,1,0,0,,,,,,,,,,,,no burn light grazing,
CPFMP,springsfire,2020,springs43,"vs, mm",prefire,,NA,no,0,5,290,LL,LL,"PIJE, putr, ARTR",4.5,20,2359,66,36,6,0,na,35,6,1,2.2,0.05,0.4,0,na,44,0.7,2,0.2,0,na,41,0.7,44,0.5,0.05,0.1,1,0.1,21,45.5,0,0,0,,2,0,0,30,1.5,0,0,,,,,,,,,,,,lots of anthills,
CPFMP,springsfire,2020,springs44,"km, ag, pm",prefire,,NA,no,0,10,152,LL,LL,"PIJE, PURTRI, ARTR",6,26,1405,60,43,16,2,12.9,43,16,0,na,0.05,0.1,0,na,15,0.65,0.05,0.2,0,na,12,0.65,15,0.5,0.05,0.1,0.05,0.1,0.05,98.5,0,0,0.05,,0.5,0,0,0.05,1,0,0,,,,,,,,,,,,no burn light grazing,
