site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm
frenchmeadows,fm10-6,2019,prefire,,0,,2,2,4,11.3,10,11,3,3,3,,7,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-6,2019,prefire,,180,,2,2,4,11.3,90,21,1,5,3,,5,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-6,2019,prefire,,270,,2,2,4,11.3,76,37,1,4.5,6,,7,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-6,2019,prefire,,90,,2,2,4,11.3,37,8,2,3.5,0.5,,0,0.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-7,2019,prefire,,0,,2,2,4,11.3,26,4,2,2,1,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-7,2019,prefire,,180,,2,2,4,11.3,33,2,3,3,1,,6,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-7,2019,prefire,,270,,2,2,4,11.3,36,6,3,1,5,,1,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-7,2019,prefire,,90,,2,2,4,11.3,40,5,4,8,2,,10,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-8,2019,prefire,,0,,2,2,4,11.3,35,9,4,0,2,,0,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-8,2019,prefire,,180,,2,2,4,11.3,34,3,0,3,2,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-8,2019,prefire,,270,,2,2,4,11.3,20,6,3,18,3,,27,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-8,2019,prefire,,90,,2,2,4,11.3,13,6,0,3,2,,15,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-9,2019,prefire,,0,,2,2,4,11.3,6,6,1,2,5,,2,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-9,2019,prefire,,180,,2,2,4,11.3,13,4,0,1,2,,3,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-9,2019,prefire,,270,,2,2,4,11.3,9,7,3,0,1,,4,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-9,2019,prefire,,90,,2,2,4,11.3,25,3,1,0,2,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-1,2019,prefire,,0,,2,2,4,11.3,0,4,2,0.05,2,,3,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-1,2019,prefire,,180,,2,2,4,11.3,46,21,2,9,1,,5,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-1,2019,prefire,,270,,2,2,4,11.3,8,6,5,15,1,,9.5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-1,2019,prefire,,90,,2,2,4,11.3,27,8,0,6,0,,8,1.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-10,2019,prefire,,0,20,2,2,4,11.3,38,4,0,2,3,,1,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-10,2019,prefire,,180,21,2,2,4,11.3,22,3,3,1,6,,4,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-10,2019,prefire,,270,44,2,2,4,11.3,21,3,3,5,1,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-10,2019,prefire,,90,41,2,2,4,11.3,58,14,0,6,0.05,,6,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-11,2019,prefire,,0,,2,2,4,11.3,25,9,8,2,3,,2,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-11,2019,prefire,,180,,2,2,4,11.3,18,3,0,3,3,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-11,2019,prefire,,270,38,2,2,4,11.3,25,5,2,0,3,,0.05,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-11,2019,prefire,,90,53,2,2,4,11.3,56,8,3,4,3,,4,8,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-12,2019,prefire,,0,,2,2,4,11.3,25,20,1,0.05,0.05,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-12,2019,prefire,,180,,2,2,4,11.3,86,20,9,5,1,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-12,2019,prefire,,270,27,2,2,4,11.3,14,8,0,0.05,2,,0.05,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-12,2019,prefire,,90,30,2,2,4,11.3,52,21,3,5,6,,5,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-13,2019,prefire,,0,30,2,2,4,11.3,21,10,2,1,0.05,,5,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-13,2019,prefire,,180,29,2,2,4,11.3,13,13,4,8,3,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-13,2019,prefire,,270,,2,2,4,11.3,36,13,6,8,0.5,,8,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-13,2019,prefire,,90,20,2,2,4,11.3,26,3,1,6.5,1,,11,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-14,2019,prefire,,0,,2,2,4,11.3,2,0,0,0,0.05,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-14,2019,prefire,,180,,2,2,4,11.3,5,2,0,0,2,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-14,2019,prefire,,270,25,2,2,4,11.3,8,9,0,0.05,2.5,,4,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-14,2019,prefire,,90,24,2,2,4,11.3,20,6,1,2,3,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-15,2019,prefire,,0,28,2,2,4,11.3,28,3,3,3,5,,1,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-15,2019,prefire,,180,32,2,2,4,11.3,6,4,2,0.05,2,,3,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-15,2019,prefire,,270,,2,2,4,11.3,19,30,6,5,4,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-15,2019,prefire,,90,,2,2,4,11.3,39,19,8,5,2,,1,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-16,2019,prefire,,0,,2,2,4,11.3,26,7,3,0.05,0.05,,0.5,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-16,2019,prefire,,180,,2,2,4,11.3,44,14,8,2.5,0.05,,12,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-16,2019,prefire,,270,45,2,2,4,11.3,137,37,5,4,0.5,,6,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-16,2019,prefire,,90,44,2,2,4,11.3,73,27,2,2,1,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-17,2019,prefire,,0,,2,2,4,11.3,8,1,0,3,12.5,,1,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-17,2019,prefire,,180,,2,2,4,11.3,8,1,0,5,2,,1,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-17,2019,prefire,,270,,2,2,4,11.3,8,1,0,4,5,,3,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-17,2019,prefire,,90,,2,2,4,11.3,4,1,0,4,7,,7,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-18,2019,prefire,,0,25,2,2,4,11.3,10,5,1,11,4,,8,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-18,2019,prefire,,180,20,2,2,4,11.3,11,5,5,5,15,,3,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-18,2019,prefire,,270,,2,2,4,11.3,11,10,3,2.5,0.5,,3,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-18,2019,prefire,,90,,2,2,4,11.3,12,8,4,6,4,,4.5,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-19,2019,prefire,,0,27,2,2,4,11.3,2,6,1,2,3.5,,3,1.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-19,2019,prefire,,180,25,2,2,4,11.3,24,14,2,3,0.05,,2,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-19,2019,prefire,,270,,2,2,4,11.3,30,8,5,8,2,,2.5,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-19,2019,prefire,,90,,2,2,4,11.3,45,15,7,3,1,,2.5,2.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-2,2019,prefire,,0,,2,2,4,11.3,19,13,3,1,5,,2,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-2,2019,prefire,,180,,2,2,4,11.3,49,10,1,4,5,,2,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-2,2019,prefire,,270,33,2,2,4,11.3,19,3,1,5,2,,5,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-2,2019,prefire,,90,30,2,2,4,11.3,20,10,3,4,1,,4,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-20,2019,prefire,,0,37,2,2,4,11.3,78,28,10,3,2,,0,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-20,2019,prefire,,180,31,2,2,4,11.3,88,17,3,4,2,,2,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-20,2019,prefire,,270,,2,2,4,11.3,60,26,3,5,2,,5,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-20,2019,prefire,,90,,2,2,4,11.3,36,16,2,4,3,,3,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-20,2021,postfire,immediate,E,,2,2,3,11.3,0,0,0,0,0.5,0.2,0,0,0,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-20,2021,postfire,immediate,N,37,2,2,3,11.3,2,1,0,0,0,0.1,0,0.1,1,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-20,2021,postfire,immediate,S,31,2,2,3,11.3,0,0,0,0,2,2.2,0,0,0,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-20,2021,postfire,immediate,W,,2,2,3,11.3,0,2,0,0,0,0.1,0,0,0.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,FM19-20,2022,postfire,1yr,E,,2,2,4,11.3,2,1,0,0,0.3,0.5,0,1.5,1.5,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,FM19-20,2022,postfire,1yr,N,37,2,2,4,11.3,30,7,1,0,1,3,0.1,0.5,0.5,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM19-20,2022,postfire,1yr,S,31,2,2,4,11.3,26,0,1,0,0.2,2,0,0.2,15,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM19-20,2022,postfire,1yr,W,,2,2,4,11.3,8,1,0,0,0.5,0.5,0,2.2,9,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-21,2019,prefire,,0,,2,2,4,11.3,24,9,2,1,2.5,,4,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-21,2019,prefire,,180,,2,2,4,11.3,4,2,4,0.05,0.05,,2,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-21,2019,prefire,,270,27,2,2,4,11.3,5,3,1,3,5,,3,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-21,2019,prefire,,90,27,2,2,4,11.3,39,10,6,0.05,2,,2,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-3,2019,prefire,,0,,2,2,4,11.3,58,24,3,6,3,,10,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-3,2019,prefire,,180,,2,2,4,11.3,37,10,2,15,0.05,,5,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-3,2019,prefire,,270,32,2,2,4,11.3,11,7,2,5.5,4.5,,8.5,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-3,2019,prefire,,90,25,2,2,4,11.3,26,5,3,4,5,,3,2.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-3,2021,postfire,immediate,E,25,2,2,3,11.3,0,0,0,0,0.5,0.3,0,0,0.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-3,2021,postfire,immediate,N,,2,2,3,11.3,0,0,0,8,4.5,5.8,0,0,0,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-3,2021,postfire,immediate,S,,2,2,3,11.3,0,0,1,0,0,0,0,0,1.1,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-3,2021,postfire,immediate,W,32,2,2,3,11.3,13,1,0,0,3,3.2,0,0,0.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,FM19-3,2022,postfire,1yr,E,25,2,2,3,11.3,9,1,0,0,0,0.2,0,5,3,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM19-3,2022,postfire,1yr,N,,2,2,3,11.3,12,0,2,0,0.5,1,0,0.7,2,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM19-3,2022,postfire,1yr,S,,2,2,3,11.3,2,0,0,0,0,0.8,0,1,2,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM19-3,2022,postfire,1yr,W,32,2,2,3,11.3,10,0,0,2,2,1.7,0,0.2,0.5,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,fm19-4,2019,prefire,,0,,2,2,4,11.3,2,1,3,3,1,,0,1.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-4,2019,prefire,,180,,2,2,4,11.3,14,9,4,5,0.5,,7,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-4,2019,prefire,,270,27,2,2,4,11.3,32,14,1,0,0.5,,6.5,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-4,2019,prefire,,90,30,2,2,4,11.3,24,6,1,2,3,,1,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-5,2019,prefire,,0,27,2,2,4,11.3,59,20,3,3,1,,7,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-5,2019,prefire,,180,27,2,2,4,11.3,41,22,1,2,2,,6,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-5,2019,prefire,,270,,2,2,4,11.3,152,10,3,0,0.5,,6,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-5,2019,prefire,,90,,2,2,4,11.3,80,25,2,8,0.5,,9,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-6,2019,prefire,,0,21,2,2,4,11.3,1,1,0,0,0,,0,0,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-6,2019,prefire,,180,30,2,2,4,11.3,10,15,0,2,1,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-6,2019,prefire,,270,35,2,2,4,11.3,2,2,0,0,0.05,,1,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-6,2019,prefire,,90,36,2,2,4,11.3,6,0,2,3,3,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-6,2021,postfire,immediate,E,36,2,2,3,11.3,4,0,0,0,1.9,1.5,0,0.8,1.8,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm19-6,2021,postfire,immediate,N,21,2,2,3,11.3,4,0,0,0,1,1,0,3.2,2.3,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm19-6,2021,postfire,immediate,S,30,2,2,3,11.3,0,1,0,5,2.8,2.4,3.3,2.6,1.9,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm19-6,2021,postfire,immediate,W,35,2,2,3,11.3,1,1,0,0,0.7,0.8,0,3,3.4,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,FM19-6,2022,postfire,1yr,E,36,2,2,3,11.3,4,2,1,0,0.5,2,0,2,1.3,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM19-6,2022,postfire,1yr,N,21,2,2,3,11.3,6,1,0,0,0.1,0.2,0,0.2,0.6,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM19-6,2022,postfire,1yr,S,30,2,2,3,11.3,17,6,0,6.1,4.5,6.2,1.2,1.7,2.1,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM19-6,2022,postfire,1yr,W,35,2,2,3,11.3,1,0,0,0,2,1.8,0,3,4,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,fm19-7,2019,prefire,,0,,2,2,4,11.3,24,2,0,0.05,5,,0.5,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-7,2019,prefire,,180,,2,2,4,11.3,88,32,0,6,3,,4,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-7,2019,prefire,,270,,2,2,4,11.3,18,6,5,2,3,,2,0.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-7,2019,prefire,,90,45,2,2,4,11.3,2,3,0,2,3,,2,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-7,2021,postfire,immediate,E,45,2,2,3,11.3,18,5,0,9.3,13,9.3,11,15,30,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm19-7,2021,postfire,immediate,N,,2,2,3,11.3,7,3,0,0,4.4,0,1.2,40,0.7,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm19-7,2021,postfire,immediate,S,,2,2,3,11.3,5,1,0,0,0.5,0.3,0,3.2,2.4,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm19-7,2021,postfire,immediate,W,,2,2,3,11.3,18,5,3,7,1.4,1.8,0,4,5.7,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,FM19-7,2022,postfire,1yr,E,45,2,2,3,11.3,10,5,0,15,6.6,6.9,5,1.5,9.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,FM19-7,2022,postfire,1yr,N,,2,2,3,11.3,13,4,1,7,2.4,2.5,0.2,0.3,0.5,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM19-7,2022,postfire,1yr,S,,2,2,3,11.3,11,2,2,0.1,0.3,0.6,1.8,1.2,2.2,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM19-7,2022,postfire,1yr,W,,2,2,3,11.3,8,7,5,8.8,0,0.2,3,1.8,11.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm19-8,2019,prefire,,0,,2,2,4,11.3,47,21,3,2,1,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-8,2019,prefire,,180,,2,2,4,11.3,19,5,1,0,1,,3,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-8,2019,prefire,,270,40,2,2,4,11.3,67,20,0,7,2,,3,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-8,2019,prefire,,90,41,2,2,4,11.3,11,7,0,1,5,,2,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-9,2019,prefire,,0,30,2,2,4,11.3,3,1,0,0.05,1,,1,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-9,2019,prefire,,180,24,2,2,4,11.3,4,0,0,0.5,0.5,,0.05,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-9,2019,prefire,,270,29,2,2,4,11.3,47,5,0,0,0.05,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm19-9,2019,prefire,,90,30,2,2,4,11.3,59,20,0,4,1,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
henrycoe,HCM001,2021,prefire,,E,,2,2,3,11.3,4,1,0,7,6.3,56.6,2.8,36,36,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM001,2021,prefire,,N,,2,2,3,11.3,4,1,1,1,9.3,9.5,4,7.5,7.5,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM001,2021,prefire,,S,,2,2,3,11.3,8,9,0,5,6.4,6.6,5.4,5.5,5.5,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM001,2021,prefire,,W,,2,2,3,11.3,10,4,0,3,9.8,10,0.8,8.8,8.8,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM001,2022,postfire,1yr,E,,2,2,4,11.3,5,5,3,9,7.7,60,4.5,5,5,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM001,2022,postfire,1yr,N,,2,2,4,11.3,1,1,1,4,4,4.5,4.5,4.2,4.2,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM001,2022,postfire,1yr,S,,2,2,4,11.3,6,3,1,0,1.9,2.2,0,2,2.3,,,CPFMP,kw,,,NA,NA,NA
henrycoe,HCM001,2022,postfire,1yr,W,,2,2,4,11.3,4,2,0,0,2.8,3.1,0.2,4,4.2,,,CPFMP,kw,,,NA,NA,NA
henrycoe,HCM002,2021,prefire,,E,,2,2,3,11.3,5,1,0,4.6,6.9,17.7,5.5,5.6,11,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2021,prefire,,N,,2,2,3,11.3,5,0,1,3,7,7,6,8.2,7.8,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2021,prefire,,S,,2,2,3,11.3,2,1,0,6,9.6,12.3,4.5,9.6,10,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2021,prefire,,W,,2,2,3,11.3,2,0,0,2.8,5,6,3,8.4,9,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2022,postfire,1yr,E,,2,2,4,11.3,3,0,0,1,8.5,8.5,3,4.2,4.2,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2022,postfire,1yr,N,,2,2,4,11.3,5,0,0,1.5,2,2,5.5,8.4,8.4,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2022,postfire,1yr,S,,2,2,4,11.3,5,0,0,0,0,22,2.2,9,9,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM002,2022,postfire,1yr,W,,2,2,4,11.3,8,2,0,2,5.5,5.5,5.5,4,4,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2021,prefire,,E,20,2,2,3,11.3,8,3,0,0,7.6,8,0,4.2,6,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2021,prefire,,N,23,2,2,3,11.3,3,3,0,4.2,4,16,0,4.8,5,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2021,prefire,,S,24,2,2,3,11.3,10,3,1,2,7.5,8,0,3.2,3.4,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2021,prefire,,W,22,2,2,3,11.3,6,3,0,0,12.3,45,0,5.4,7.6,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2022,postfire,1yr,E,20,2,2,4,11.3,13,1,0,0,0,12,0,0.8,1,,,CPFMP,kw,offset 0m pit to 20.6m and 4m pit at 16.6 due to toxdiv,,NA,NA,NA
henrycoe,HCM003,2022,postfire,1yr,N,23,2,2,4,11.3,3,1,0,2.5,3,3,0.5,2,2,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2022,postfire,1yr,S,24,2,2,4,11.3,2,5,2,1.2,0.8,1,1.8,8.8,8.8,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM003,2022,postfire,1yr,W,22,2,2,4,11.3,5,2,0,0,10.6,9.5,0,4.3,5,,,CPFMP,kw,offset 0m pit to 18.6m and 4m pit at 14.6 due to toxdiv,,NA,NA,NA
henrycoe,HCM004,2021,prefire,,E,,2,2,3,11.3,0,0,0,bp,bp,bp,0,6.3,28,,,CPFMP,mm,,1.4,NA,NA,NA
henrycoe,HCM004,2021,prefire,,N,,2,2,3,11.3,5,2,0,0,1.8,2,2,5,5,,,CPFMP,mm,,1&1.4,NA,NA,NA
henrycoe,HCM004,2021,prefire,,S,,2,2,3,11.3,3,5,1,2.2,6,4,0,7,15,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM004,2021,prefire,,W,,2,2,3,11.3,18,2,0,0,3,3,0,6,3.3,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM004,2022,postfire,1yr,E,,2,2,4,11.3,3,1,0,0,0,0,0,0,5,,,CPFMP,bk,,,NA,NA,NA
henrycoe,HCM004,2022,postfire,1yr,N,,2,2,4,11.3,2,1,0,0,8.6,0,0,0.3,0.3,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM004,2022,postfire,1yr,S,,2,2,4,11.3,7,7,2,3.5,4,4,9,5.5,6,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM004,2022,postfire,1yr,W,,2,2,4,11.3,5,0,0,0,3,4.8,0,2,2.5,,,CPFMP,bk,,,NA,NA,NA
henrycoe,HCM005,2021,prefire,,E,28,2,2,3,11.3,10,6,1,0,6.3,7,0,7.8,28,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM005,2021,prefire,,N,,2,2,3,11.3,12,3,0,2,5,4.6,2.2,3.9,5,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM005,2021,prefire,,S,,2,2,3,11.3,15,3,0,0,7,7.5,0,8.2,15,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM005,2021,prefire,,W,23,2,2,3,11.3,3,0,0,0,6,6,0,1.8,3.3,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM005,2022,postfire,1yr,E,28,2,2,4,11.3,6,3,0,2,4,4,2.5,2.2,3,,,CPFMP,mm,,,NA,NA,NA
henrycoe,HCM005,2022,postfire,1yr,N,,2,2,4,11.3,15,1,0,0,7.4,8,0.5,9,9.6,,,CPFMP,kw,,,NA,NA,NA
henrycoe,HCM005,2022,postfire,1yr,S,,2,2,4,11.3,8,0,0,0,6.9,8,0,6.5,7,,,CPFMP,kw,,,NA,NA,NA
henrycoe,HCM005,2022,postfire,1yr,W,23,2,2,4,11.3,5,1,1,3,6,6,2,2.5,2.5,,,CPFMP,mm,,,NA,NA,NA
