site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm
frenchmeadows,fm039,2022,postfire,1yr,N,53,2,2,3,11.3,12,2,0,0.1,0.2,0.3,0,0.2,0.5,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm039,2022,postfire,1yr,S,,2,2,3,11.3,12,0,0,0.9,1.1,1.6,0,0.3,0.5,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm039,2022,postfire,1yr,W,,2,2,3,11.3,9,3,0,0,1.5,1.8,0,1.2,1,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm040,2020,prefire,,E,23,2,2,4,11.3,85,14,1,0.5,4,8.7,7,3.5,14.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm040,2020,prefire,,N,31,2,2,4,11.3,69,5,3,4,2,12.1,0,2,25.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm040,2020,prefire,,S,,2,2,4,11.3,28,1,0,1,2.5,5.8,0,1.5,5.3,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm040,2020,prefire,,W,23,2,2,4,11.3,61,13,2,1.5,1.5,3.7,14.5,4,11.3,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm040,2021,postfire,immediate,E,23,2,2,3,11.3,0,3,1,2,2.2,2,0,0.5,0.5,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm040,2021,postfire,immediate,N,31,2,2,3,11.3,13,5,1,0,2.8,3.2,0,4.1,2,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm040,2021,postfire,immediate,S,,2,2,3,11.3,25,7,0,0,3.8,3.5,0,2,1.4,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm040,2021,postfire,immediate,W,23,2,2,3,11.3,1,0,0,1.5,1.7,1.5,0,0,0.3,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm040,2022,postfire,1yr,E,23,2,2,3,11.3,19,2,0,0.3,0.5,1.2,0,0.1,0.6,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm040,2022,postfire,1yr,N,31,2,2,3,11.3,46,2,0,3.6,2.1,2.2,2.1,0.4,0.8,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm040,2022,postfire,1yr,S,,2,2,3,11.3,22,5,0,3.2,2.4,2.6,0.7,1.1,0.9,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm040,2022,postfire,1yr,W,23,2,2,3,11.3,26,1,0,1.3,0.9,0.7,0,0.3,0.2,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm041,2020,prefire,,E,,2,2,3,11.3,24,4,0,0,4.8,5.4,6.7,1.8,8.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm041,2020,prefire,,N,,2,2,3,11.3,51,12,1,3,1.2,7.3,5.4,3.4,11.5,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm041,2020,prefire,,S,,2,2,3,11.3,18,3,1,6.9,2.2,9.3,9.3,2.4,12.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm041,2020,prefire,,W,,2,2,3,11.3,31,13,1,8.2,4,12.6,3.9,2.4,7.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm042,2020,prefire,,E,23,2,2,3,11.3,14,7,1,3,1,3.4,1,1,2,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm042,2020,prefire,,N,,2,2,3,11.3,3,5,7,4.3,1.8,6.3,23.4,3.3,42,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm042,2020,prefire,,S,28,2,2,3,11.3,49,7,1,5,2.2,7.5,6,1,7,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm042,2020,prefire,,W,26,2,2,3,11.3,26,7,1,2.2,1.5,3.7,9.3,2.7,12.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm043,2020,prefire,,E,,2,2,3,11.3,39,31,1,2.7,2.7,11.2,5.5,18,36,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm043,2020,prefire,,N,,2,2,3,11.3,8,4,8,0,18,9.3,0.5,1,13.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm043,2020,prefire,,S,,2,2,3,11.3,8,5,2,0.3,1,1,8.7,6.7,18.2,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm043,2020,prefire,,W,,2,2,3,11.3,65,8,0,2.8,1.5,4.6,6.4,3.7,10,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm044,2020,prefire,,E,25,2,2,3,11.3,84,18,3,4.2,2.1,6.9,7.3,3.6,18.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm044,2020,prefire,,N,,2,2,4,11.3,,,,,,,,,,,missingdata,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm044,2020,prefire,,N,0,2,2,3,11.3,23,4,1,4,5.5,18.2,1,5.5,13,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm044,2020,prefire,,S,,2,2,4,11.3,78,15,1,5.4,4.6,12,3.2,2.6,9.3,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm044,2020,prefire,,S,0,2,2,3,11.3,77,4,2,7.5,4.5,12.2,4.5,3.5,16.1,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm044,2020,prefire,,W,26,2,2,3,11.3,,,,,,,,,,,missingdata,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm045,2020,prefire,,E,0,2,2,3,11.3,44,2,0,3.5,3,41.3,0,0,6.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm045,2020,prefire,,E,24,2,2,3,11.3,34,7,0,7.7,3.3,154,4.3,3.4,133,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm045,2020,prefire,,N,,2,2,4,11.3,,,,,,,,,,,missingdata,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm045,2020,prefire,,S,,2,2,4,11.3,7,3,6,3.9,3,6.6,2.8,3.1,6.9,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm045,2020,prefire,,W,21,2,2,3,11.3,,,,,,,,,,,missingdata,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm045,2020,prefire,,W,21,2,2,3,11.3,30,2,1,3,6.5,26,0,1.5,4.5,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm046,2020,prefire,,E,38,2,2,4,11.3,27,2,0,3.5,1,22,0,1.5,32.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm046,2020,prefire,,N,21,2,2,4,11.3,27,0,0,0,1.5,13.2,0.25,1,36.7,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm046,2020,prefire,,S,,2,2,4,11.3,71,14,4,0,1.5,7.3,3.5,5.5,16.8,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm046,2020,prefire,,W,51,2,2,4,11.3,30,4,3,6.5,3.5,31.8,1.5,1,22.7,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm046,2021,postfire,immediate,E,38,2,2,3,11.3,1,0,0,0,1.7,5.8,3.5,3,1.1,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm046,2021,postfire,immediate,N,21,2,2,3,11.3,9,0,0,0,0,0,0,0.5,0.3,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm046,2021,postfire,immediate,S,,2,2,3,11.3,0,0,1,0,0.5,3.2,0,0.5,0.5,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm046,2021,postfire,immediate,W,51,2,2,3,11.3,0,0,0,0,0.5,0.3,0,1.5,1.8,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,FM046,2022,postfire,1yr,E,38,2,2,4,11.3,14,3,0,0.6,13.3,14,0,0.9,0.9,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM046,2022,postfire,1yr,N,21,2,2,4,11.3,2,0,2,0.5,1.2,1.2,0,1,1,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,FM046,2022,postfire,1yr,S,,2,2,4,11.3,6,0,1,0,0,0,0,3.6,4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,FM046,2022,postfire,1yr,W,51,2,2,4,11.3,9,4,1,0,0.3,0.6,0,0,0.9,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm047,2021,postfire,immediate,E,,2,2,3,11.3,0,0,0,0,1,0.8,0,0,0,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm047,2021,postfire,immediate,N,,2,2,3,11.3,0,0,0,0,1.2,0.6,0,0.5,0.8,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm047,2021,postfire,immediate,S,,2,2,3,11.3,0,1,0,0,0.8,1.2,0,0.1,0.2,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm047,2021,postfire,immediate,W,,2,2,3,11.3,9,1,0,0,3.2,3,0,1.5,0.5,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,FM047,2022,postfire,1yr,E,,2,2,4,11.3,6,1,3,0,1,2.3,1,0.2,0.2,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,FM047,2022,postfire,1yr,N,,2,2,4,11.3,14,1,0,0.1,4.6,5,0,5.4,5.6,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM047,2022,postfire,1yr,S,,2,2,4,11.3,8,1,3,0,0.3,0.6,0.8,1.7,2.1,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,FM047,2022,postfire,1yr,W,,2,2,4,11.3,12,5,0,0,0.5,0.7,0,4,6,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,fm048,2020,prefire,,E,37,2,2,3,11.3,2,1,3,2.4,4.4,6.6,6.3,3.4,9.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm048,2020,prefire,,N,,2,2,3,11.3,13,2,7,3.7,2.8,6.4,7.5,6,14.7,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm048,2020,prefire,,S,,2,2,3,11.3,4,5,5,7.6,1.3,8.7,5.6,4.3,9.8,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm048,2020,prefire,,W,39,2,2,3,11.3,8,6,4,3,2,5,2,3.4,5.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm048,2021,postfire,immediate,E,37,2,2,3,11.3,0,0,1,0,0.5,0.5,0,0,0,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm048,2021,postfire,immediate,N,,2,2,3,11.3,1,0,1,0,1,0.6,0,0.5,0.5,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm048,2021,postfire,immediate,S,,2,2,3,11.3,0,0,0,0,0.5,0.3,0,0.7,0.4,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm048,2021,postfire,immediate,W,39,2,2,3,11.3,2,1,4,0,1,1,0,0.5,0.8,,,CPFMP,mv,,,NA,NA,NA
frenchmeadows,fm048,2022,postfire,1yr,E,37,2,2,3,11.3,12,0,3,0.5,2.5,2,0,2,2,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,fm048,2022,postfire,1yr,N,,2,2,3,11.3,6,0,0,1.5,1.1,1.4,0.6,0.4,0.8,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm048,2022,postfire,1yr,S,,2,2,3,11.3,8,0,0,2,0.9,1.5,0.6,0.9,1.2,,,CPFMP,kw,,,NA,NA,NA
frenchmeadows,fm048,2022,postfire,1yr,W,39,2,2,3,11.3,3,1,0,0,0.5,0.7,0,0.1,0.3,,,CPFMP,bk,,,NA,NA,NA
frenchmeadows,fm049,2020,prefire,,E,24,2,2,3,11.3,9,4,4,7.8,3.6,13.6,3.7,8.4,12.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm049,2020,prefire,,N,26,2,2,3,11.3,27,8,0,4.4,5.6,10,1.1,1.8,2.7,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm049,2020,prefire,,S,,2,2,3,11.3,9,12,1,1.8,2.4,4.4,2.5,4.2,6.9,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm049,2020,prefire,,W,25,2,2,3,11.3,0,0,4,0.5,0.8,2.4,1.2,1.1,2.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm050,2020,prefire,,E,37,2,2,3,11.3,36,3,1,0.8,4.2,5,4,4.4,8.2,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm050,2020,prefire,,N,,2,2,3,11.3,22,18,3,7.7,3.9,12.3,2.7,2.3,5.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm050,2020,prefire,,S,,2,2,3,11.3,9,0,0,0.7,3.2,84,5,7.3,12.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm050,2020,prefire,,W,41,2,2,3,11.3,3,3,1,15,12.3,27.6,8.2,8,16.9,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm051,2020,prefire,,E,42,2,2,3,11.3,39,19,2,1.5,1,1.3,0,0,1.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm051,2020,prefire,,N,,2,2,3,11.3,27,16,2,6.3,4.8,12.6,2.8,3,6.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm051,2020,prefire,,S,,2,2,3,11.3,3,2,3,1.1,1.2,2,0,4.6,5.5,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm051,2020,prefire,,W,42,2,2,3,11.3,13,2,0,2.2,1.1,84,0,1.8,3.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm052,2020,prefire,,E,37,2,2,3,11.3,3,0,0,0.3,0.4,18,0.3,0.6,13,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm052,2020,prefire,,N,,2,2,3,11.3,8,2,0,1.8,3.3,113,1.1,2.3,110,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm052,2020,prefire,,S,,2,2,3,11.3,2,1,0,0.3,0.5,10,0,0.3,11,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm052,2020,prefire,,W,38,2,2,3,11.3,20,4,0,4.2,4,150,5.6,2.3,100,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm053,2020,prefire,,E,,2,2,3,11.3,36,6,1,1.5,1.8,3.4,4.8,2.4,7.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm053,2020,prefire,,N,,2,2,3,11.3,5,3,1,4.2,1.8,6.6,3.4,3,6.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm053,2020,prefire,,S,,2,2,3,11.3,21,12,3,16.8,2.8,20.2,16.4,3.7,22.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm053,2020,prefire,,W,27,2,2,3,11.3,12,5,2,4.2,2.3,6.7,3.2,1.8,5.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm054,2020,prefire,,E,29,2,2,3,11.3,12,9,2,0,1.8,2.2,4.8,2.2,7.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm054,2020,prefire,,N,,2,2,3,11.3,3,5,2,42,2,51,46,7.3,55,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm054,2020,prefire,,S,,2,2,3,11.3,12,6,3,14,3.2,18,6,2.4,8.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm054,2020,prefire,,W,34,2,2,3,11.3,2,3,4,6.6,4.8,12.6,0,1.8,2.4,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm055,2020,prefire,,E,26,2,2,4,11.3,51,4,2,0,2.5,5,0,3.5,14,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm055,2020,prefire,,N,0,2,2,4,11.3,56,7,2,8.5,4.5,10.7,6,6.5,14,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm055,2020,prefire,,S,0,2,2,4,11.3,35,13,1,0.25,8.75,13.7,6,4.5,26.8,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm055,2020,prefire,,W,25,2,2,4,11.3,79,9,3,10,2.5,11.7,1,5.5,12.2,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm056,2020,prefire,,E,43,2,2,3,11.3,12,2,0,2.7,2.8,5.6,0,1.2,1.5,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm056,2020,prefire,,N,,2,2,3,11.3,67,5,5,1.5,2.3,20.2,2.6,4.2,7.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm056,2020,prefire,,S,,2,2,3,11.3,19,9,0,1.8,8.4,12.4,0,3.7,7.7,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm056,2020,prefire,,W,37,2,2,3,11.3,26,5,0,2.8,4,7,7.3,4.6,14.3,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm057,2020,prefire,,E,28,2,2,4,11.3,41,7,3,11,5,14,5,6.5,9.8,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm057,2020,prefire,,N,43,2,2,4,11.3,3,3,2,3.5,4,8.3,5.5,6,18.8,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm057,2020,prefire,,S,0,2,2,4,11.3,46,8,2,4,5,11.2,12.5,12,16.7,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm057,2020,prefire,,W,0,2,2,4,11.3,10,10,6,4,4.5,68.5,0,9,11.3,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm062,2020,prefire,,E,47,2,2,4,11.3,8,4,1,0,3.5,26.5,0,1.5,7.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm062,2020,prefire,,N,0,2,2,4,11.3,60,12,4,3,3,15.8,0,4.5,33.2,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm062,2020,prefire,,S,0,2,2,4,11.3,52,8,1,0,7.5,15.6,2,1,22.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm062,2020,prefire,,W,47,2,2,3,11.3,25,10,2,3.5,5,17.2,5.5,5.5,17.2,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm063,2020,prefire,,E,,2,2,3,11.3,1,1,3,11.2,4.8,16.8,3.6,4.2,8,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm063,2020,prefire,,N,27,2,2,3,11.3,6,5,4,6,4.8,11.2,4.4,3,7.7,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm063,2020,prefire,,S,28,2,2,3,11.3,22,8,1,9.3,3.7,27,6,4.4,18,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm063,2020,prefire,,W,,2,2,4,11.3,2,8,0,9.8,8.8,20,6.6,3.9,10.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm064,2020,prefire,,E,,2,2,3,11.3,7,0,0,2.4,2.8,150,8,3.7,170,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm064,2020,prefire,,N,27,2,2,3,11.3,22,4,4,7.8,8,110,14.6,4.6,50,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm064,2020,prefire,,S,24,2,2,3,11.3,11,6,0,2.5,3.2,5.4,2.7,3.9,6.6,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm064,2020,prefire,,W,,2,2,3,11.3,0,6,0,8.4,5,18.5,5.4,7.3,42,,,CPFMP,mm,,,NA,NA,NA
frenchmeadows,fm068,2020,prefire,,E,32,2,2,4,11.3,1,0,0,0,0,0,0,0.3,12.9,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm068,2020,prefire,,N,0,2,2,4,11.3,18,3,0,0,3.5,8.2,0,0,4,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm068,2020,prefire,,S,0,2,2,4,11.3,15,4,0,0,3.5,29.5,0,0.3,1.3,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm068,2020,prefire,,W,32,2,2,4,11.3,10,0,0,0,1,4,0,1,52.7,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm069,2020,prefire,,E,,2,2,4,11.3,21,3,0,0,0.5,18.8,0,1,20,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm069,2020,prefire,,N,,2,2,4,11.3,23,3,0,3,10,22.8,7,8.5,10.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm069,2020,prefire,,S,,2,2,4,11.3,21,2,1,0,2,16.2,0,0.5,14.5,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm069,2020,prefire,,W,,2,2,4,11.3,11,4,3,0,0,26,0,1,4.3,,,CPFMP,pm,,,NA,NA,NA
frenchmeadows,fm10-1,2019,prefire,,0,,2,2,4,11.3,15,5,0,5,3,,5,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-1,2019,prefire,,180,16,2,2,4,11.3,17,5,0,0,1,,0,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-1,2019,prefire,,270,,2,2,4,11.3,13,10,1,2,6,,3,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-1,2019,prefire,,90,,2,2,4,11.3,6,3,8,12,3,,3,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-10,2019,prefire,,0,,2,2,4,11.3,6,2,1,2,4,,2,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-10,2019,prefire,,180,,2,2,4,11.3,19,3,0,4,4,,7,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-10,2019,prefire,,270,,2,2,4,11.3,35,16,0,14,2,,4,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-10,2019,prefire,,90,,2,2,4,11.3,98,51,2,6,1,,11,0.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-11,2019,prefire,,0,,2,2,4,11.3,22,20,4,4,2,,0,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-11,2019,prefire,,180,22,2,2,4,11.3,43,18,4,2,1,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-11,2019,prefire,,270,,2,2,4,11.3,37,12,3,5,1,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-11,2019,prefire,,90,,2,2,4,11.3,36,4,0,16,1,,1,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-12,2019,prefire,,0,27,2,2,4,11.3,23,2,1,12,4,,5,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-12,2019,prefire,,180,20,2,2,4,11.3,22,4,0,2,4,,4,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-12,2019,prefire,,270,,2,2,4,11.3,48,9,5,14,2,,4,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-12,2019,prefire,,90,,2,2,4,11.3,24,4,0,6,0.5,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-13,2019,prefire,,0,,2,2,4,11.3,45,2,0,3,4,,0.05,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-13,2019,prefire,,180,,2,2,4,11.3,6,0,1,1,2,,2,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-13,2019,prefire,,270,,2,2,4,11.3,15,5,3,10,1,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-13,2019,prefire,,90,,2,2,4,11.3,10,3,1,0,0,,0,0,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-14,2019,prefire,,0,,2,2,4,11.3,4,1,1,1,3,,1,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-14,2019,prefire,,180,,2,2,4,11.3,29,18,3,1,3,,1,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-14,2019,prefire,,270,,2,2,4,11.3,29,2,0,1,1,,6,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-14,2019,prefire,,90,,2,2,4,11.3,32,6,2,10,3,,15,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-15,2019,prefire,,0,38,2,2,4,11.3,12,2,5,2,2,,8,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-15,2019,prefire,,180,36,2,2,4,11.3,44,1,2,2,0.05,,4,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-15,2019,prefire,,270,,2,2,4,11.3,21,3,1,1,0.05,,2,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-15,2019,prefire,,90,,2,2,4,11.3,66,24,1,12,3,,10,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-2,2019,prefire,,0,25,2,2,4,11.3,36,10,0,0,1,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-2,2019,prefire,,180,26,2,2,4,11.3,88,16,6,4,2,,5,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-2,2019,prefire,,270,20,2,2,4,11.3,82,8,2,4,1,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-2,2019,prefire,,90,,2,2,4,11.3,92,26,1,17,1,,9,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-3,2019,prefire,,0,,2,2,4,11.3,6,5,2,2,5,,6,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-3,2019,prefire,,180,,2,2,4,11.3,22,4,2,5,3,,1,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-3,2019,prefire,,270,,2,2,4,11.3,43,11,2,2,2,,6,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-3,2019,prefire,,90,,2,2,4,11.3,62,19,2,1,0.5,,7,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-4,2019,prefire,,0,,2,2,4,11.3,77,15,0,0,0,,0,2.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-4,2019,prefire,,180,,2,2,4,11.3,47,10,0,7,0.5,,5,0.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-4,2019,prefire,,270,29,2,2,4,11.3,39,41,2,5,5,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-4,2019,prefire,,90,37,2,2,4,11.3,4,2,3,5,10,,2,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-5,2019,prefire,,0,,2,2,4,11.3,12,1,1,1,3,,2,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-5,2019,prefire,,180,,2,2,4,11.3,43,21,5,2,2,,7,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-5,2019,prefire,,270,,2,2,4,11.3,5,18,7,2,3,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
frenchmeadows,fm10-5,2019,prefire,,90,,2,2,4,11.3,11,12,0,20,1,,6,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
