site,plot_id,year,pre_post_fire,azimuth,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes
bearmountain,BM24,2019,prefire,S,10,22,5,3.6,2,
bearmountain,BM24,2019,prefire,S,9,15,5,6,1,
bearmountain,BM25,2019,prefire,W,38.6,46,1,27,1,
bearmountain,BM25,2019,prefire,W,37,52,7,28,2,
bearmountain,BM25,2019,prefire,W,13,14,13,2.25,2,
bearmountain,BM25,2019,prefire,W,10,10,10,1,2,
bearmountain,BM25,2019,prefire,S,50,52,7,28,2,
bearmountain,BM26,2019,prefire,N,33,38,34,10.7,3,
bearmountain,BM26,2019,prefire,W,8,10,3,2,1,
bearmountain,BM26,2019,prefire,E,9.5,20,1,8,2,
bearmountain,BM26,2019,prefire,E,10,8,3,4.2,3,
bearmountain,BM27,2019,prefire,N,17,49,5,12,3,
bearmountain,BM27,2019,prefire,N,14,49,6,8,3,
bearmountain,BM27,2019,prefire,S,18,19,8,7.2,2,
bearmountain,BM27,2019,prefire,S,19,44,19,15,2,
bearmountain,BM27,2019,prefire,E,18,35,9,13,3,
bearmountain,BM27,2019,prefire,E,20,73,20,7,3,
bearmountain,BM27,2019,prefire,E,12,12,8,1.65,2,
bearmountain,BM27,2019,prefire,W,10,10,5,0.5,3,
bearmountain,BM27,2019,prefire,W,11,49,6,8,3,
calaveras,BigTrees22,2020,prefire,S,10,11,8,1.1,3,
calaveras,BigTrees24,2020,prefire,W,34,35,20,1.4,4,
calaveras,BigTrees24,2020,prefire,W,16,29,7,1.1,5,
calaveras,BigTrees24,2020,prefire,W,33,45,10,15,5,
calaveras,BigTrees24,2020,prefire,W,14,20,14,0.85,1,
calaveras,BigTrees24,2020,prefire,N,11,11,4,3.5,2,
calaveras,BigTrees24,2020,prefire,S,10,12,9,0.8,1,
calaveras,BigTrees24,2020,prefire,S,9,10,5,0.6,1,
calaveras,BigTrees24,2020,prefire,S,43,85,29,65,4,
calaveras,BigTrees24,2020,prefire,S,40,47,10,19,1,
calaveras,BigTrees25,2020,prefire,S,86,130,36,47,3,
calaveras,BigTrees25,2020,prefire,S,110,130,35,47,3,
calaveras,BigTrees25,2020,prefire,S,11,15,10,1.7,1,
calaveras,BigTrees25,2020,prefire,S,22,27,14,1.34,2,
calaveras,BigTrees25,2020,prefire,S,8.9,8.5,8,1,1,
calaveras,BigTrees25,2020,prefire,S,14,14,12,0.9,2,
calaveras,BigTrees25,2020,prefire,S,10,10,8,1,1,
calaveras,BigTrees25,2020,prefire,S,11,11,9,1.1,1,
calaveras,BigTrees25,2020,prefire,S,8,9,5,1,4,
calaveras,BigTrees25,2020,prefire,W,130,130,36,47,3,
calaveras,BigTrees25,2020,prefire,W,20,21,19,2.2,3,
calaveras,BigTrees29,2020,prefire,W,80,130,50,35,3,
calaveras,BigTrees29,2020,prefire,W,58,72,26,44.95,3,
calaveras,BigTrees06,2020,prefire,W,20,36,23,2,5,
calaveras,BigTrees06,2020,prefire,W,10.3,10.3,1.5,4.6,1,
calaveras,BigTrees22,2020,prefire,N,11.5,16,5.5,20.1,1,
calaveras,BigTrees22,2020,prefire,N,110,180,50,53,4,
calaveras,BigTrees22,2020,prefire,N,22,24,27,3.1,2,
calaveras,BigTrees22,2020,prefire,W,100,180,50,53,4,
calaveras,BigTrees22,2020,prefire,W,18,19,17,1.2,2,
calaveras,BigTrees22,2020,prefire,W,11,18.7,1.5,5,1,
calaveras,BigTrees22,2020,prefire,W,9.5,7,9.5,2.7,2,
calaveras,BigTrees22,2020,prefire,W,11,14,3,4.4,2,
calaveras,BigTrees22,2020,prefire,W,19.5,19,17,0.7,3,
calaveras,BigTrees22,2020,prefire,S,17,18.7,1.5,5,1,
calaveras,BigTrees24,2020,prefire,E,13,15.5,11,2.2,3,
calaveras,BigTrees24,2020,prefire,E,53,80,20,46.8,2,
calaveras,BigTrees24,2020,prefire,E,27,31,5,6.8,3,
calaveras,BigTrees24,2020,prefire,E,10,11.5,5,2.8,3,
calaveras,BigTrees24,2020,prefire,E,55,85,33,65,3,
calaveras,BigTrees24,2020,prefire,E,51,47,10,19,3,
calaveras,BigTrees36,2020,prefire,W,20,24.5,1,6.5,1,
calaveras,BigTrees36,2020,prefire,W,16.5,21.5,5,12.9,3,
calaveras,BigTrees36,2020,prefire,W,65,117,42,36.7,3,
calaveras,BigTrees27,2020,prefire,E,10.5,12.5,1,3.7,1,
calaveras,BigTrees27,2020,prefire,S,25.5,35.5,59,27.9,3,
calaveras,BigTrees27,2020,prefire,W,27.5,59,35.5,27.9,3,
calaveras,BigTrees27,2020,prefire,S,11,11,6,2.5,3,
calaveras,BigTrees27,2020,prefire,N,20.5,43,14.5,13.3,3,
calaveras,BigTrees25,2020,prefire,E,11,11,4,1.9,2,
calaveras,BigTrees25,2020,prefire,E,80,130,36,47,3,
calaveras,BigTrees25,2020,prefire,N,21,22,19,1,3,
calaveras,BigTrees25,2020,prefire,N,9,10,8.5,0.9,2,
calaveras,BigTrees25,2020,prefire,N,10,9.5,9,0.3,2,
calaveras,BigTrees25,2020,prefire,N,10,13.5,10,0.3,2,
calaveras,BigTrees25,2020,prefire,N,74,130,36,47,3,
calaveras,BigTrees25,2020,prefire,N,10.5,12,7.5,1.9,2,
calaveras,BigTrees25,2020,prefire,W,8,12,7.5,1.9,2,
calaveras,BigTrees25,2020,prefire,W,9,10.5,8,2,3,
calaveras,BigTrees25,2020,prefire,W,47,44,32,0.9,3,
calaveras,BigTrees17,2020,prefire,W,60,70,30,13,5,
calaveras,BigTrees29,2020,prefire,N,28,46.5,18,13.6,2,
calaveras,BigTrees29,2020,prefire,N,10.5,10,8.5,0.7,3,
calaveras,BigTrees29,2020,prefire,N,10,12,9,0.9,3,
calaveras,BigTrees29,2020,prefire,N,9.5,13.5,8,0.6,3,
calaveras,BigTrees29,2020,prefire,S,30,82,8.5,40,3,
calaveras,BigTrees01,2020,prefire,N,63,60,19,16.4,3,
calaveras,BigTrees01,2020,prefire,W,15.5,23,1,12,3,
calaveras,BigTrees01,2020,prefire,W,14,20,4,6.5,3,
calaveras,BigTrees01,2020,prefire,W,14.5,15.5,13,3.4,5,
calaveras,BigTrees01,2020,prefire,W,13,15,13,1.6,5,
calaveras,BigTrees01,2020,prefire,E,19,14.5,6.5,2,3,
calaveras,BigTrees01,2020,prefire,E,13.5,25,3.5,5.9,3,
calaveras,BigTrees01,2020,prefire,E,9,11,6.5,1.6,3,
calaveras,BigTrees01,2020,prefire,S,45,40,15,15.5,3,
calaveras,BigTrees01,2020,prefire,S,95,80,25,33.5,2,
calaveras,BigTrees01,2020,prefire,S,85,70,40,10,4,
calaveras,BigTrees35,2020,prefire,na,na,na,na,na,na,
calaveras,BigTrees06,2020,prefire,N,9,9.5,4,1.6,3,
calaveras,BigTrees06,2020,prefire,N,10,9.5,8,0.7,3,
calaveras,BigTrees06,2020,prefire,N,8,9,6.5,1.9,3,
calaveras,BigTrees06,2020,prefire,E,32,34,18,13,1,
calaveras,BigTrees06,2020,prefire,E,27,51.5,26,4.7,3,
calaveras,BigTrees06,2020,prefire,E,52,90,50,18,4,
calaveras,BigTrees06,2020,prefire,S,8.5,49.5,6.5,33.8,3,
calaveras,BigTrees06,2020,prefire,W,8,8,1,3.7,2,
calaveras,BigTrees32,2020,prefire,N,23.5,37,1,20.3,2,
calaveras,BigTrees32,2020,prefire,N,8.5,10,5,2.9,2,
calaveras,BigTrees32,2020,prefire,N,14.5,18,11.5,4.3,2,
calaveras,BigTrees32,2020,prefire,W,19,36.5,11.5,11.6,3,
calaveras,BigTrees32,2020,prefire,W,23,21,3,0.3,4,
calaveras,BigTrees32,2020,prefire,W,18,25,14.5,5.6,2,
calaveras,BigTrees32,2020,prefire,W,26,29.5,17.5,6.4,2,
calaveras,BigTrees32,2020,prefire,W,17,16.5,1,12.6,2,
calaveras,BigTrees32,2020,prefire,W,29,36.5,4.5,15.8,2,
calaveras,BigTrees32,2020,prefire,W,18,16,14,4,2,
calaveras,BigTrees32,2020,prefire,S,48.5,46,33,10.8,2,
calaveras,BigTrees32,2020,prefire,S,16,16,14,4,2,
calaveras,BigTrees32,2020,prefire,S,19.5,22,21,9.9,4,
calaveras,BigTrees32,2020,prefire,S,15.5,8.5,14,9,4,
calaveras,BigTrees32,2020,prefire,E,8.5,12,3.5,5.3,2,
calaveras,BigTrees32,2020,prefire,E,11.5,56,1,11.9,1,
calaveras,BigTrees32,2020,prefire,E,10,14,5.5,4,1,
calaveras,BigTrees14,2020,prefire,N,17,23.5,12.5,12.71,2,
calaveras,BigTrees14,2020,prefire,N,17,29,1,11.78,1,
calaveras,BigTrees14,2020,prefire,N,11.5,9,6,9.3,4,
calaveras,BigTrees14,2020,prefire,E,32,44,7.5,17.67,2,
calaveras,BigTrees14,2020,prefire,S,13,63,1,21.08,2,
calaveras,BigTrees14,2020,prefire,W,18.5,34,9,18.6,3,
calaveras,BigTrees14,2020,prefire,W,17.5,19.5,8.5,5.6,3,
calaveras,BigTrees14,2020,prefire,W,8,7.5,3,4.3,2,
calaveras,BigTrees14,2020,prefire,W,10,18.5,1,9.3,1,
calaveras,BigTrees14,2020,prefire,W,9.5,9,5.5,2.5,2,
calaveras,BigTrees14,2020,prefire,W,20,26,1,9.3,2,
calaveras,BigTrees04,2020,prefire,N,51,41,28.5,6.8,3,
calaveras,BigTrees04,2020,prefire,N,43,57,40,12.7,4,
calaveras,BigTrees04,2020,prefire,N,13.5,48,1,27.3,1,
calaveras,BigTrees04,2020,prefire,N,9,10.5,7.5,0.7,3,
calaveras,BigTrees04,2020,prefire,E,22.5,48,1,27.5,1,
calaveras,BigTrees04,2020,prefire,S,16,16.5,15,1,1,
calaveras,BigTrees04,2020,prefire,S,12,12,10,13,1,
calaveras,BigTrees04,2020,prefire,S,11.5,12,10.5,0.7,1,
calaveras,BigTrees04,2020,prefire,S,19,25,19,0.4,1,
calaveras,BigTrees04,2020,prefire,S,18,3.5,14,10.9,3,
calaveras,BigTrees04,2020,prefire,S,39.5,42,5.5,25.7,3,
calaveras,BigTrees04,2020,prefire,S,21,22,14,9,3,
calaveras,BigTrees04,2020,prefire,S,62,82,19,43.4,4,
calaveras,BigTrees04,2020,prefire,S,23,53,13,15.2,2,
calaveras,BigTrees04,2020,prefire,S,10.5,14,1,4,2,
calaveras,BigTrees04,2020,prefire,S,20,30,23,5.6,4,
calaveras,BigTrees04,2020,prefire,E,18.5,30,23,5.6,4,
calaveras,BigTrees04,2020,prefire,W,18,16.5,12,1,4,
calaveras,BigTrees05,2020,prefire,E,13.5,11,7.5,2.7,3,
calaveras,BigTrees05,2020,prefire,E,52,53.5,45,2.4,2,
calaveras,BigTrees05,2020,prefire,E,70,143.5,60,21.4,2,
calaveras,BigTrees05,2020,prefire,E,13.5,17.5,10,3.1,3,
calaveras,BigTrees05,2020,prefire,E,16.5,15,13,4.3,4,
calaveras,BigTrees05,2020,prefire,S,2.64,2.64,165,14.1,3,
calaveras,BigTrees05,2020,prefire,S,11,12,8,2,3,
calaveras,BigTrees05,2020,prefire,W,17,59.5,5,23.6,2,
calaveras,BigTrees05,2020,prefire,W,10,12.5,5,3.4,3,
calaveras,BigTrees05,2020,prefire,W,13.5,19.5,5.5,7.1,2,
calaveras,BigTrees05,2020,prefire,S,14.5,17,6,0.8,2,
calaveras,BigTrees34,2020,prefire,N,48.5,93,33,39.4,2,
calaveras,BigTrees34,2020,prefire,N,35.5,65.5,34,17.1,4,
calaveras,BigTrees34,2020,prefire,N,12.5,17.5,12,3.4,3,
calaveras,BigTrees34,2020,prefire,N,8,10.5,7,3.7,3,
calaveras,BigTrees34,2020,prefire,N,15.5,16,9,1.9,3,
calaveras,BigTrees34,2020,prefire,E,11,17.5,2,9.3,2,
calaveras,BigTrees34,2020,prefire,E,56,73.5,56,1,5,
calaveras,BigTrees34,2020,prefire,E,17.5,30,1,12.7,2,
calaveras,BigTrees34,2020,prefire,S,75,87,60,11.2,5,
calaveras,BigTrees34,2020,prefire,W,8.5,12,7,4.2,3,
calaveras,BigTrees34,2020,prefire,W,8,9,7,1.9,3,
calaveras,BigTrees34,2020,prefire,W,12.5,10,5,1.6,3,
calaveras,BigTrees34,2020,prefire,W,11,11,10.5,1.1,3,
calaveras,BigTrees21,2020,prefire,W,66,70,36,25,5,
calaveras,BigTrees21,2020,prefire,W,13.7,12.4,3.6,4,1,
calaveras,BigTrees21,2020,prefire,W,36,42,7,8,3,
calaveras,BigTrees21,2020,prefire,W,10,6,5,0.8,1,
calaveras,BigTrees21,2020,prefire,N,30,33,5,7.5,5,
calaveras,BigTrees21,2020,prefire,E,23.4,25,4.5,10,1,
calaveras,BigTrees21,2020,prefire,E,12.5,9,5,2.5,2,
calaveras,BigTrees21,2020,prefire,S,12.5,9,5,2.5,2,
calaveras,BigTrees23,2020,prefire,E,15.4,32,3,18,2,
calaveras,BigTrees23,2020,prefire,E,33,36,13,13,2,
calaveras,BigTrees20,2020,prefire,N,20,25,12,8,4,
calaveras,BigTrees20,2020,prefire,N,20,21,10,1.5,4,
calaveras,BigTrees20,2020,prefire,E,49.6,73,27,28,1,
calaveras,BigTrees20,2020,prefire,E,20,21,20,1.5,4,
calaveras,BigTrees20,2020,prefire,E,50.5,50,48,2.7,1,
calaveras,BigTrees20,2020,prefire,S,49.6,73,27,28,1,
calaveras,BigTrees20,2020,prefire,S,15,15,3.6,6,1,
calaveras,BigTrees20,2020,prefire,W,9.3,9.8,7.5,1,3,
calaveras,BigTrees19,2020,prefire,N,7.7,8,7.5,1,2,
calaveras,BigTrees19,2020,prefire,E,15,15,8.4,1.5,5,
calaveras,BigTrees19,2020,prefire,S,10,6.6,3,1.2,4,
calaveras,BigTrees19,2020,prefire,S,25,27,5,3,5,
calaveras,BigTrees19,2020,prefire,S,11,11,10.5,1.5,4,
calaveras,BigTrees19,2020,prefire,S,15,24.5,1,13,2,
calaveras,BigTrees19,2020,prefire,S,80,84,63,32,1,
calaveras,BigTrees19,2020,prefire,W,11.2,13,9.1,3,3,
calaveras,BigTrees28,2020,prefire,E,14.5,15,4.2,2,3,
calaveras,BigTrees28,2020,prefire,E,17.3,21,18,2,4,
calaveras,BigTrees28,2020,prefire,E,22,23,3.6,2.5,4,
calaveras,BigTrees28,2020,prefire,E,16.8,22,11.1,7,1,
calaveras,BigTrees28,2020,prefire,S,16.8,22,11.1,7,1,
calaveras,BigTrees28,2020,prefire,S,33.6,34,20,10,1,
calaveras,BigTrees28,2020,prefire,W,32,63,5.6,3,5,
calaveras,BigTrees28,2020,prefire,W,11.1,13,11,2,3,
calaveras,BigTrees28,2020,prefire,W,25,33.4,3,20,1,
calaveras,BigTrees28,2020,prefire,N,25,33.4,3,20,1,
calaveras,BigTrees18,2020,prefire,W,12,12.3,11.5,1,3,
calaveras,BigTrees18,2020,prefire,W,10.2,12,8.4,1.2,2,
calaveras,BigTrees18,2020,prefire,E,50,69,27,13,3,
calaveras,BigTrees18,2020,prefire,E,25,27,25,1,3,
calaveras,BigTrees18,2020,prefire,S,69,75,63,30,3,
calaveras,BigTrees09,2020,prefire,N,41,41,29,12,1,
calaveras,BigTrees09,2020,prefire,S,26,30,18,6,2,
calaveras,BigTrees09,2020,prefire,S,22,23,21,1,2,
calaveras,BigTrees09,2020,prefire,S,40,60,8.4,30,4,
calaveras,BigTrees08,2020,prefire,E,23.4,30,10,1.2,5,
calaveras,BigTrees08,2020,prefire,N,26,28,20,15,5,
calaveras,BigTrees08,2020,prefire,W,23,24,1.2,15,2,
calaveras,BigTrees02,2020,prefire,W,22.8,23,22,1,5,
calaveras,BigTrees02,2020,prefire,W,58,60,43,15.5,2,
calaveras,BigTrees02,2020,prefire,W,20,20,8,3.2,5,
calaveras,BigTrees02,2020,prefire,S,44,50,25,20,5,
calaveras,BigTrees02,2020,prefire,S,16,16,11.1,5.5,3,
calaveras,BigTrees02,2020,prefire,E,18,18,5,3,5,
calaveras,BigTrees03,2020,prefire,S,26,24,18,1.5,3,
calaveras,BigTrees03,2020,prefire,N,24,33,10,11,2,
calaveras,BigTrees03,2020,prefire,N,17,22,1,9,1,
calaveras,BigTrees03,2020,prefire,W,23.6,50,4.5,27,3,
calaveras,BigTrees31,2020,prefire,S,18,23,13,4,5,
calaveras,BigTrees30,2020,prefire,S,9.3,25,1,11,1,
calaveras,BigTrees30,2020,prefire,S,25,26,20,5,5,
calaveras,BigTrees30,2020,prefire,E,22,20,18,3,3,
calaveras,BigTrees30,2020,prefire,E,22,22,20,3.5,2,
calaveras,BigTrees30,2020,prefire,E,9.3,25,1,11,1,
calaveras,BigTrees30,2020,prefire,N,20,24.6,19,3.5,1,
calaveras,BigTrees30,2020,prefire,W,12.4,26,3,18,1,
calaveras,BigTrees30,2020,prefire,W,69,105,45,37,1,
calaveras,BigTrees30,2020,prefire,W,67.8,101,20,45,1,
calaveras,BigTrees17,2020,prefire,E,9,23,4.4,1.5,1,
calaveras,BigTrees17,2020,prefire,E,9,4,1.5,1.2,2,
calaveras,BigTrees17,2020,prefire,S,9,4,1.5,1.2,2,
calaveras,BigTrees17,2020,prefire,W,9.3,7,5,3.2,2,
calaveras,BigTrees17,2020,prefire,W,23.7,31.3,11,10,1,
calaveras,BigTrees13,2020,prefire,N,30,43,40,13,5,
calaveras,BigTrees13,2020,prefire,N,15,20,5,8,5,
calaveras,BigTrees13,2020,prefire,N,7,10,7,1,5,
calaveras,BigTrees13,2020,prefire,N,15,18,8,4,5,
calaveras,BigTrees13,2020,prefire,N,27,34,8,4,5,
calaveras,BigTrees13,2020,prefire,W,23,27,18,15,5,
calaveras,BigTrees13,2020,prefire,W,11,15,1,6,2,
calaveras,BigTrees13,2020,prefire,S,11,13,8,5.5,4,
calaveras,BigTrees13,2020,prefire,S,18,23,20,8,5,
calaveras,BigTrees13,2020,prefire,S,18,20,17,3,3,
calaveras,BigTrees13,2020,prefire,S,20.5,26,8,6,1,
calaveras,BigTrees13,2020,prefire,S,21,32,18,15,3,
calaveras,BigTrees13,2020,prefire,E,10,13,3,5.5,4,
calaveras,BigTrees13,2020,prefire,E,15,10,8,6,4,
calaveras,BigTrees13,2020,prefire,E,26,28,5,5,5,
calaveras,BigTrees13,2020,prefire,E,14.3,18,13,7,3,
calaveras,BigTrees13,2020,prefire,E,15,20,2,10,3,
calaveras,BigTrees13,2020,prefire,E,30,43,40,13,5,
calaveras,BigTrees13,2020,prefire,E,13,15,13,7,3,
calaveras,BigTrees13,2020,prefire,E,13,10,18,5,4,
calaveras,BigTrees13,2020,prefire,E,20,25,20,7,5,
calaveras,BigTrees11,2020,prefire,N,8.2,20,4,10,4,
calaveras,BigTrees11,2020,prefire,S,7.7,30,7.6,11,3,
calaveras,BigTrees11,2020,prefire,W,15,20,5,5,4,
calaveras,BigTrees11,2020,prefire,W,15,20,12,1,3,
calaveras,BigTrees11,2020,prefire,W,18,34,3,12,1,
calaveras,BigTrees12,2020,prefire,W,34,36,23,10,5,
calaveras,BigTrees12,2020,prefire,S,10,13,8,2.2,2,
calaveras,BigTrees12,2020,prefire,S,18,20,9,10,2,
calaveras,BigTrees12,2020,prefire,E,12.4,15,5,7,1,
calaveras,BigTrees12,2020,prefire,N,26,30,15,2.5,3,
calaveras,BigTrees12,2020,prefire,N,12,20,10,7,3,
calaveras,BigTrees12,2020,prefire,N,13,7,2,6,4,
calaveras,BigTrees07,2020,prefire,E,8.8,11,8,6,3,
calaveras,BigTrees07,2020,prefire,N,8.8,11,8,6,3,
calaveras,BigTrees07,2020,prefire,N,18,3.4,18,15,3,
calaveras,BigTrees07,2020,prefire,W,73,93,50,23,4,
calaveras,BigTrees07,2020,prefire,W,75,84,42,23,3,
calaveras,BigTrees07,2020,prefire,W,33,34,8,0.8,5,
calaveras,BigTrees07,2020,prefire,S,75,84,42,23,3,
calaveras,BigTrees10,2020,prefire,S,23,27,2,10,1,
calaveras,BigTrees10,2020,prefire,E,18,36,10,15,2,
calaveras,BigTrees10,2020,prefire,N,20.5,23,3,7,1,
calaveras,BigTrees10,2020,prefire,N,13,10,3,6,5,
calaveras,BigTrees33,2020,prefire,E,55,50,10.5,22,2,
calaveras,BigTrees33,2020,prefire,N,22,5.5,3,8,1,
calaveras,BigTrees15,2020,prefire,E,25,20,10,9,1,
calaveras,BigTrees15,2020,prefire,N,12.4,12.4,9.3,1,5,
calaveras,BigTrees15,2020,prefire,W,8,16,5,6,5,
caples,Caples03,2020,postfire,N,no cwd,,,,,:)
caples,Caples02,2020,postfire,N,30,32,18.5,2.8,2,
caples,Caples77,2020,postfire,S,15.5,21.2,14,2.5,3,
caples,Caples77,2020,postfire,S,11.5,13,8.5,1.8,3,
caples,Caples77,2020,postfire,N,10,12.5,7,1.9,3,
caples,Caples77,2020,postfire,N,9.5,9.5,2,2.5,2,
caples,Caples77,2020,postfire,N,9.5,11,10.5,2.7,2,
caples,Caples77,2020,postfire,N,27.5,67,17.5,9.9,2,
caples,Caples77,2020,postfire,E,53,60,52,7.8,3,
caples,Caples128,2020,postfire,N,42,49.5,27.5,18,4,
caples,Caples128,2020,postfire,E,11.5,17,4.5,6.5,4,
caples,Caples128,2020,postfire,E,16,16,1,6.2,2,
caples,Caples128,2020,postfire,S,6.5,16,1,6.2,2,
caples,Caples128,2020,postfire,S,22.5,49,1,18,2,
caples,Caples128,2020,postfire,W,23.5,27.5,9.5,9.3,3,
caples,Caples128,2020,postfire,W,56,44,55,2.5,5,
caples,Caples21,2020,postfire,S,9,24,8,5,3,
caples,Caples28,2020,postfire,S,9.3,9,8.4,1,3,
caples,Caples29,2020,postfire,E,18,34,0.5,5,1,
caples,Caples29,2020,postfire,W,22.8,18,3,1.5,5,
caples,Caples32,2020,postfire,S,18,14,3.6,5,5,
caples,Caples14,2020,postfire,N,no cwd,,,,,
caples,Caples125,2020,postfire,N,no cwd,,,,,
caples,Caples17,2020,postfire,S,21,50,11.2,15,3,abco
caples,Caples17,2020,postfire,W,21,50,11.2,15,3,abco
caples,Caples17,2020,postfire,W,8.2,11.5,0.3,3.5,4,abco
caples,Caples17,2020,postfire,W,26,12,8,2,4,abco
caples,Caples17,2020,postfire,N,20.5,23,20,3.5,4,abco
caples,Caples17,2020,postfire,N,19.6,19.6,2,7.3,3,abco
caples,Caples17,2020,postfire,N,15,18,5,2.3,5,abco
caples,Caples17,2020,postfire,N,7.3,7,5,2,4,abco
caples,Caples17,2020,postfire,N,7.7,9.5,7.3,1.2,3,abco
caples,Caples17,2020,postfire,N,33,34,30,2.4,4,abco
caples,Caples16,2020,postfire,S,18,9,8,3,4,abco
caples,Caples16,2020,postfire,W,18,18.5,7.6,2.5,5,abco
caples,Caples16,2020,postfire,W,39,25,13,2.5,4,abco
caples,Caples16,2020,postfire,W,40,42,8,11,5,abco
caples,Caples16,2020,postfire,W,45,25,3,8.4,5,abco
caples,Caples16,2020,postfire,N,19,15,23.5,1.6,3,
caples,Caples16,2020,postfire,N,60,90,23.5,32,5,abco
caples,Caples20,2020,postfire,S,20,14,5,0.8,3,
caples,Caples19,2020,postfire,N,no cwd,,,,,:)
caples,Caples126,2020,postfire,E,19,18,17.5,1.1,4,abco
caples,Caples126,2020,postfire,E,17,14,13,1.3,3,abco
caples,Caples126,2020,postfire,E,10.5,14.5,4,4.7,3,abco
caples,Caples126,2020,postfire,S,11,24,1,7.1,3,abco
caples,Caples126,2020,postfire,W,15.5,19.5,7,4.3,3,abco
caples,Caples127,2020,postfire,N,10.5,11,3,3.4,4,ab
caples,Caples127,2020,postfire,N,12,14,6.5,1.9,5,ab
caples,Caples127,2020,postfire,E,21,26,15.5,2.5,4,ab
caples,Caples127,2020,postfire,S,16,16,13,0.5,4,ab
caples,Caples27,2020,postfire,S,42,28,12,1.5,3,
caples,Caples15,2020,postfire,W,21.5,34,4.5,9.5,1,
caples,Caples115,2020,postfire,N,no cwd,,,,,
caples,Caples13,2020,postfire,N,9.6,8.7,4.2,3.6,4,
caples,Caples13,2020,postfire,E,55,7.5,7.3,18.4,4,
caples,Caples04,2020,postfire,S,9,12.3,6,5,4,
caples,Caples04,2020,postfire,W,48,28,6.5,15,5,
caples,Caples04,2020,postfire,E,11.1,4.4,2.7,1.3,5,
caples,Caples76,2020,postfire,E,7.1,8.4,7.3,5,5,
caples,Caples76,2020,postfire,E,11.5,12,11.2,10.1,3,
caples,Caples76,2020,postfire,E,5.4,7.7,5.6,13,3,
caples,Caples76,2020,postfire,E,7.5,6.9,0.5,11,5,
caples,Caples76,2020,postfire,E,9,11.7,4.2,16,3,
caples,Caples76,2020,postfire,W,4,3.7,0.5,4.5,4,
caples,Caples76,2020,postfire,W,12.4,16.4,11.2,20,4,
caples,Caples76,2020,postfire,W,7.3,8.2,3.2,7,5,
caples,Caples75,2020,postfire,E,12,17,9,15,5,
caples,Caples15,2020,postfire,W,21.5,34,4.5,9.5,1,
frenchmeadows ,fm10-1,2019,prefire,E,20,30,17,1.05,5,
frenchmeadows ,fm10-1,2019,prefire,E,24,21,7,1.47,5,
frenchmeadows ,fm10-1,2019,prefire,W,35,38,13,22.1,4,
frenchmeadows ,fm10-1,2019,prefire,W,38,38,18,9.3,4,
frenchmeadows ,fm10-1,2019,prefire,N,10,10,4,4.3,2,
frenchmeadows ,fm10-1,2019,prefire,S,20,38,13,2.2,2,
frenchmeadows ,fm10-1,2019,prefire,S,32,35,20,1.5,3,
frenchmeadows ,fm10-10,2019,prefire,S,80,65,65,4.7,5,
frenchmeadows ,fm10-10,2019,prefire,N,49,49,11.5,18.33,4,
frenchmeadows ,fm10-10,2019,prefire,N,12.2,15,2.8,5.3,4,
frenchmeadows ,fm10-10,2019,prefire,N,24,35,12,18.65,5,
frenchmeadows ,fm10-10,2019,prefire,N,11,16,10,1.48,4,
frenchmeadows ,fm10-10,2019,prefire,E,8,14,0.5,10.4,2,
frenchmeadows ,fm10-10,2019,prefire,E,18,18,14,4.8,4,
frenchmeadows ,fm10-11,2019,prefire,E,24,110,16,19.9,5,
frenchmeadows ,fm10-11,2019,prefire,W,8,10,7,1.5,4,
frenchmeadows ,fm10-11,2019,prefire,N,27,32,20,3.8,3,
frenchmeadows ,fm10-11,2019,prefire,N,85,100,95,0.7,2,
frenchmeadows ,fm10-11,2019,prefire,S,20,32,18,4.9,4,
frenchmeadows ,fm10-11,2019,prefire,S,70,30,25,10.9,5,
frenchmeadows ,fm10-11,2019,prefire,S,12,15,12,2.6,3,
frenchmeadows ,fm10-12,2019,prefire,N,25,18,9,1.57,5,
frenchmeadows ,fm10-12,2019,prefire,N,46,46,42,1.67,5,
frenchmeadows ,fm10-12,2019,prefire,W,9,5,14,1.1,2,
frenchmeadows ,fm10-12,2019,prefire,W,57,17,60,11.7,3,
frenchmeadows ,fm10-12,2019,prefire,W,10,6,12,1.6,4,
frenchmeadows ,fm10-13,2019,prefire,S,11,11,10,2,4,
frenchmeadows ,fm10-13,2019,prefire,W,8,11,6,0.55,3,
frenchmeadows ,fm10-13,2019,prefire,E,12,18,4,0.3,3,
frenchmeadows ,fm10-14,2019,prefire,N,14,39,14,5.8,4,
frenchmeadows ,fm10-14,2019,prefire,E,9,5,6,2.7,4,
frenchmeadows ,fm10-14,2019,prefire,E,9,9,1,7.8,4,
frenchmeadows ,fm10-14,2019,prefire,E,8,10,7,2.2,4,
frenchmeadows ,fm10-14,2019,prefire,W,33,16,16,5.8,4,
frenchmeadows ,fm10-15,2019,prefire,E,15,32,6,12.3,4,
frenchmeadows ,fm10-15,2019,prefire,E,31,29,18,13.1,5,
frenchmeadows ,fm10-15,2019,prefire,E,23,30,15,2.7,5,
frenchmeadows ,fm10-15,2019,prefire,W,12,17,6,10.5,4,
frenchmeadows ,fm10-15,2019,prefire,N,12,19,1,7.5,1,
frenchmeadows ,fm10-15,2019,prefire,N,29,37,8,5,3,
