jurisdiction,site,plot_id,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,,
UC_reserve,Valentine,VR25,2019,prefire,,0,<20,2,2,4,11.3,7,9,2,2,2,5,3,na,na,,,,
UC_reserve,Valentine,VR25,2019,prefire,,90,<20,2,2,4,11.3,3,3,0,1,1.5,15,3,na,na,,,,
UC_reserve,Valentine,VR25,2019,prefire,,180,<20,2,2,4,11.3,6,6,1,2,2,1,1.5,na,na,,,,
UC_reserve,Valentine,VR25,2019,prefire,,270,<20,2,2,4,11.3,20,5,1,2,0.5,8,3,na,na,,,,
UC_reserve,Valentine,VR24,2019,prefire,,0,<20,2,2,4,11.3,28,10,0,4,1,5.5,4,na,na,,,,
UC_reserve,Valentine,VR24,2019,prefire,,90,<20,2,2,4,11.3,39,7,2,7,5,0,0,na,na,,,,
UC_reserve,Valentine,VR24,2019,prefire,,180,<20,2,2,4,11.3,39,0,0,11,3.5,0,0,na,na,,,,
UC_reserve,Valentine,VR24,2019,prefire,,270,<20,2,2,4,11.3,17,6,0,4,1,6.5,2.5,na,na,,,,
UC_reserve,Valentine,VR52,2019,prefire,,0,<20,2,2,4,11.3,2,6,1,0,0,0.5,2,na,na,,,,
UC_reserve,Valentine,VR52,2019,prefire,,90,<20,2,2,4,11.3,5,2,1,2,6,4,4,na,na,,,,
UC_reserve,Valentine,VR52,2019,prefire,,180,<20,2,2,4,11.3,0,0,2,0,0,5,2,na,na,,,,
UC_reserve,Valentine,VR52,2019,prefire,,270,<20,2,2,4,11.3,3,4,1,1.5,3,5,6,na,na,,,,
UC_reserve,Valentine,VR33,2019,prefire,,0,<20,2,2,4,11.3,19,20,0,1,8.5,2,10,na,na,,,,
UC_reserve,Valentine,VR33,2019,prefire,,90,<20,2,2,4,11.3,20,6,1,2.5,12,1,6,na,na,,,,
UC_reserve,Valentine,VR33,2019,prefire,,180,<20,2,2,4,11.3,3,4,0,3,4.5,2.5,6,na,na,,,,
UC_reserve,Valentine,VR33,2019,prefire,,270,<20,2,2,4,11.3,22,2,0,3.5,12,-,-,na,na,,,,
UC_reserve,Valentine,VR10N,2019,prefire,,0,<20,2,2,4,11.3,1,3,0,5,1,4,3,na,na,,,,
UC_reserve,Valentine,VR10N,2019,prefire,,90,<20,2,2,4,11.3,4,2,4,3,2,0,0,na,na,,,,
UC_reserve,Valentine,VR10N,2019,prefire,,180,<20,2,2,4,11.3,2,0,4,0,2,0,0.5,na,na,,,,
UC_reserve,Valentine,VR10N,2019,prefire,,270,<20,2,2,4,11.3,1,0,1,6,11,5,12,na,na,,,,
UC_reserve,Valentine,VR11N,2019,prefire,,0,<20,2,2,4,11.3,5,4,1,5,9,5,3,na,na,,,,
UC_reserve,Valentine,VR11N,2019,prefire,,90,<20,2,2,4,11.3,13,10,0,5,4,3,5,na,na,,,,
UC_reserve,Valentine,VR11N,2019,prefire,,180,<20,2,2,4,11.3,48,12,1,6,10,5,12,na,na,,,,
UC_reserve,Valentine,VR11N,2019,prefire,,270,<20,2,2,4,11.3,27,4,2,3,7,0,6,na,na,,,,
UC_reserve,Valentine,VR12N,2019,prefire,,0,<20,2,2,4,11.3,9,3,0,5,8,7,4,na,na,,,,
UC_reserve,Valentine,VR12N,2019,prefire,,90,<20,2,2,4,11.3,10,6,3,5,3,0,0,na,na,,,,
UC_reserve,Valentine,VR12N,2019,prefire,,180,<20,2,2,4,11.3,2,1,0,11,5,6,0.5,na,na,,,,
UC_reserve,Valentine,VR12N,2019,prefire,,270,<20,2,2,4,11.3,2,2,1,6,3,10,5,na,na,,,,
UC_reserve,Valentine,VR13N,2019,prefire,,0,<20,2,2,4,11.3,6,3,0,0,0,4,5,na,na,,,,
UC_reserve,Valentine,VR13N,2019,prefire,,90,<20,2,2,4,11.3,14,7,1,5,10,3,6,na,na,,,,
UC_reserve,Valentine,VR13N,2019,prefire,,180,<20,2,2,4,11.3,10,3,4,5,6,6,10,na,na,,,,
UC_reserve,Valentine,VR13N,2019,prefire,,270,<20,2,2,4,11.3,0,2,0,0,0.5,-,0.5,na,na,,,,
UC_reserve,Valentine,VR31N,2019,prefire,,0,<20,2,2,4,11.3,10,0,0,0.5,0,0.5,2,na,na,,,,
UC_reserve,Valentine,VR31N,2019,prefire,,90,<20,2,2,4,11.3,6,0,0,7,3,7,4,na,na,,,,
UC_reserve,Valentine,VR31N,2019,prefire,,180,<20,2,2,4,11.3,9,13,4,5,2,6,4,na,na,,,,
UC_reserve,Valentine,VR31N,2019,prefire,,270,<20,2,2,4,11.3,3,1,2,0,0,0,0,na,na,,,,
Private,LoneBobcatWoods,lbw2,2020,prefire,,N,<20,2,2,4,11.3,13,25,4,3,3,7,7,15,17,,,,
Private,LoneBobcatWoods,lbw2,2020,prefire,,S,<20,2,2,4,11.3,15,4,3,4,3,8,7,10,11,,,,
Private,LoneBobcatWoods,lbw2,2020,prefire,,E,<20,2,2,4,11.3,17,10,1,5,5,8,6,7,15,,,,
Private,LoneBobcatWoods,lbw2,2020,prefire,,W,<20,2,2,4,11.3,31,16,2,6,3,4,2,17,0,,,,
Private,LoneBobcatWoods,lbw3,2020,prefire,,N,<20,2,2,4,11.3,12,8,0,8,3,5,3,20,14,,,,
Private,LoneBobcatWoods,lbw3,2020,prefire,,S,<20,2,2,4,11.3,21,11,1,4,1,4,2,5,4,,,,
Private,LoneBobcatWoods,lbw3,2020,prefire,,E,<20,2,2,4,11.3,7,6,1,12,4,9,6,7,12,,,,
Private,LoneBobcatWoods,lbw3,2020,prefire,,W,<20,2,2,4,11.3,36,13,3,3,1,6,3,6,18,,,,
Private,LoneBobcatWoods,lbw1,2020,prefire,,W,<20,2,2,4,11.3,1,5,1,7.5,4,6,3,6,18,,,,
Private,LoneBobcatWoods,lbw1,2020,prefire,,N,<20,2,2,4,11.3,31,17,3,1,5,8,2,19,15,,,,
Private,LoneBobcatWoods,lbw1,2020,prefire,,S,<20,2,2,4,11.3,35,15,0,6.7,7,6.3,3,9,16,,,,
Private,LoneBobcatWoods,lbw1,2020,prefire,,E,<20,2,2,4,11.3,15,3,3,4,5,6,4,11,22,,,,
Private,LoneBobcatWoods,lbw4,2020,prefire,,E,<20,2,2,4,11.3,2,3,2,10,2,5,8,9,14,,,,
Private,LoneBobcatWoods,lbw4,2020,prefire,,N,<20,2,2,4,11.3,51,17,0,9,2,6,3,28,24,,,,
Private,LoneBobcatWoods,lbw4,2020,prefire,,S,<20,2,2,4,11.3,29,6,5,4,3,5,2,26,13,,,,
Private,LoneBobcatWoods,lbw4,2020,prefire,,W,<20,2,2,4,11.3,21,7,1,3,3,4,1,6,11,,,,
Private,LoneBobcatWoods,lbw5,2020,prefire,,N,<20,2,2,4,11.3,24,9,2,4,1,5,3,12,12,,,,
Private,LoneBobcatWoods,lbw5,2020,prefire,,S,<20,2,2,4,11.3,22,2,4,3,2,9,4,15,54,,,,
Private,LoneBobcatWoods,lbw5,2020,prefire,,E,<20,2,2,4,11.3,10,4,0,6,0.2,4,7,4,17,,,,
Private,LoneBobcatWoods,lbw5,2020,prefire,,W,<20,2,2,4,11.3,35,6,2,6,3,8,5,17,12,,,,
Private,LoneBobcatWoods,lbw6,2020,prefire,,N,<20,2,2,4,11.3,25,7,0,4,6,6,4,22,16,,,,
Private,LoneBobcatWoods,lbw6,2020,prefire,,S,<20,2,2,4,11.3,74,12,0,3,0.5,3,4,30,43,,,,
Private,LoneBobcatWoods,lbw6,2020,prefire,,E,<20,2,2,4,11.3,77,29,2,5,0.5,1,1,24,5,,,,
Private,LoneBobcatWoods,lbw6,2020,prefire,,W,<20,2,2,4,11.3,33,5,0,5,3,5,10,10,13,,,,
Private,LoneBobcatWoods,lbw7,2020,prefire,,N,<20,2,2,4,11.3,12,8,4,6,6,9,7,8,10,,,,
Private,LoneBobcatWoods,lbw7,2020,prefire,,S,<20,2,2,4,11.3,27,11,1,3,4,0.5,4,13,61,,,,
Private,LoneBobcatWoods,lbw7,2020,prefire,,E,<20,2,2,4,11.3,32,5,5,5,3,7,5,19,43,,,,
Private,LoneBobcatWoods,lbw7,2020,prefire,,W,<20,2,2,4,11.3,13,5,0,3,3,1,2,13,9,,,,
InyoNF,springsfire,springs1,2020,postfire,,N,<20,2,2,4,11.3,2,1,0,0,0,1,1,,,,,,
InyoNF,springsfire,springs1,2020,postfire,,S,<20,2,2,4,11.3,0,3,0,0,tr,1,2,,,,,,
InyoNF,springsfire,springs1,2020,postfire,,E,<20,2,2,4,11.3,0,0,0,0,tr,1,tr,,,,,,
InyoNF,springsfire,springs1,2020,postfire,,W,<20,2,2,4,11.3,0,0,0,1,tr,tr,tr,,,,,,
InyoNF,springsfire,springs2,2020,postfire,,N,<20,2,2,4,11.3,2,3,5,1,3,1,2,,,,,,
InyoNF,springsfire,springs2,2020,postfire,,S,<20,2,2,4,11.3,2,0,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs2,2020,postfire,,E,<20,2,2,4,11.3,13,2,0,0,0,0,1,,,,,,
InyoNF,springsfire,springs2,2020,postfire,,W,<20,2,2,4,11.3,1,1,0,tr,2,tr,2,,,,,,
InyoNF,springsfire,springs3,2020,postfire,,N,<20,2,2,4,11.3,0,2,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs3,2020,postfire,,S,<20,2,2,4,11.3,0,0,0,0,2,0,1,,,,,,
InyoNF,springsfire,springs3,2020,postfire,,E,<20,2,2,4,11.3,0,1,1,1,tr,4,1,,,,,,
InyoNF,springsfire,springs3,2020,postfire,,W,<20,2,2,4,11.3,1,0,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs4,2020,postfire,,N,<20,2,2,4,11.3,0,1,2,0,1,0,2,,,,,,
InyoNF,springsfire,springs4,2020,postfire,,S,<20,2,2,4,11.3,1,1,0,0,1,0,3,,,,,,
InyoNF,springsfire,springs4,2020,postfire,,E,<20,2,2,4,11.3,3,0,0,tr,2,1,3,,,,,,
InyoNF,springsfire,springs4,2020,postfire,,W,<20,2,2,4,11.3,1,2,1,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs11,2020,postfire,,N,<20,2,2,4,11.3,0,1,1,tr,tr,1,1,,,,,,
InyoNF,springsfire,springs11,2020,postfire,,S,<20,2,2,4,11.3,0,0,0,0,2,0,1,,,,,,
InyoNF,springsfire,springs11,2020,postfire,,E,<20,2,2,4,11.3,0,6,1,0,tr,0,2,,,,,,
InyoNF,springsfire,springs11,2020,postfire,,W,<20,2,2,4,11.3,0,3,2,0,1,0,1,,,,,,
InyoNF,springsfire,springs12,2020,postfire,,N,<20,2,2,4,11.3,1,1,0,0,0,0,tr,,,,,,
InyoNF,springsfire,springs12,2020,postfire,,S,<20,2,2,4,11.3,0,3,1,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs12,2020,postfire,,E,<20,2,2,4,11.3,0,3,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs12,2020,postfire,,W,<20,2,2,4,11.3,1,1,3,0,tr,0,2,,,,,,
InyoNF,springsfire,springs13,2020,postfire,,N,<20,2,2,4,11.3,0,4,2,0,1,1,2,,,,,,
InyoNF,springsfire,springs13,2020,postfire,,S,<20,2,2,4,11.3,2,3,0,0,1,1,2,,,,,,
InyoNF,springsfire,springs13,2020,postfire,,E,<20,2,2,4,11.3,0,0,1,0,0,tr,4,,,,,,
InyoNF,springsfire,springs13,2020,postfire,,W,<20,2,2,4,11.3,0,0,1,0,0,tr,1.5,,,,,,
InyoNF,springsfire,springs14,2020,postfire,,N,<20,2,2,4,11.3,0,1,0,0,2,tr,1,,,,,,
InyoNF,springsfire,springs14,2020,postfire,,S,<20,2,2,4,11.3,0,1,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs14,2020,postfire,,E,<20,2,2,4,11.3,0,3,4,0,5,0,tr,,,,,,
InyoNF,springsfire,springs14,2020,postfire,,W,<20,2,2,4,11.3,0,2,1,0,1,0,1.5,,,,,,
InyoNF,springsfire,springs15,2020,postfire,,N,<20,2,2,4,11.3,4,3,2,0,2,0,1,,,,,,
InyoNF,springsfire,springs15,2020,postfire,,S,<20,2,2,4,11.3,0,2,2,0,1,0,1,,,,,,
InyoNF,springsfire,springs15,2020,postfire,,E,<20,2,2,4,11.3,,,,,,,,,,,,,
InyoNF,springsfire,springs15,2020,postfire,,W,<20,2,2,4,11.3,15,3,1,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs16,2020,postfire,,N,<20,2,2,4,11.3,3,7,1,0,6,0,3,,,,,,
InyoNF,springsfire,springs16,2020,postfire,,S,<20,2,2,4,11.3,2,5,2,0,1,0,1,,,,,,
InyoNF,springsfire,springs16,2020,postfire,,E,<20,2,2,4,11.3,0,0,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs16,2020,postfire,,W,<20,2,2,4,11.3,1,0,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs17,2020,postfire,,N,<20,2,2,4,11.3,0,10,6,0,1,0,4,,,,,,
InyoNF,springsfire,springs17,2020,postfire,,S,<20,2,2,4,11.3,0,1,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs17,2020,postfire,,E,<20,2,2,4,11.3,0,1,1,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs17,2020,postfire,,W,<20,2,2,4,11.3,2,0,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs18,2020,postfire,,N,<20,2,2,4,11.3,0,0,0,0,0,0,tr,,,,,,
InyoNF,springsfire,springs18,2020,postfire,,S,<20,2,2,4,11.3,4,1,0,0,tr,0,0,,,,,,
InyoNF,springsfire,springs18,2020,postfire,,E,<20,2,2,4,11.3,3,0,0,0,3.25,0,1,,,,,,
InyoNF,springsfire,springs18,2020,postfire,,W,<20,2,2,4,11.3,1,1,1,0,0.5,tr,3,,,,,,
InyoNF,springsfire,springs19,2020,postfire,,N,<20,2,2,4,11.3,1,0,0,0,2,0,2,,,,,,
InyoNF,springsfire,springs19,2020,postfire,,S,<20,2,2,4,11.3,1,1,0,0,2,1,2,,,,,,
InyoNF,springsfire,springs19,2020,postfire,,E,<20,2,2,4,11.3,6,0,4,0.5,0.5,0,0,,,,,,
InyoNF,springsfire,springs19,2020,postfire,,W,<20,2,2,4,11.3,1,4,0,0,tr,0,0,,,,,,
InyoNF,springsfire,springs20,2020,postfire,,N,<20,2,2,4,11.3,0,1,1,0,1,0,1,,,,,,
InyoNF,springsfire,springs20,2020,postfire,,S,<20,2,2,4,11.3,0,0,1,0,2,0,1,,,,,,
InyoNF,springsfire,springs20,2020,postfire,,E,<20,2,2,4,11.3,0,0,0,0,0,0,tr,,,,,,
InyoNF,springsfire,springs20,2020,postfire,,W,<20,2,2,4,11.3,2,0,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs21,2020,postfire,,N,<20,2,2,4,11.3,0,0,0,1,2,1,1,,,,,,
InyoNF,springsfire,springs21,2020,postfire,,S,<20,2,2,4,11.3,0,0,0,1,1,tr,tr,,,,,,
InyoNF,springsfire,springs21,2020,postfire,,E,<20,2,2,4,11.3,0,0,0,0,1,0,1,,,,,,
InyoNF,springsfire,springs21,2020,postfire,,W,<20,2,2,4,11.3,3,0,0,0,0,0,1,,,,,,
InyoNF,springsfire,springs22,2020,postfire,,N,<20,2,2,4,11.3,0,1,1,tr,1,0,2,,,,,,
InyoNF,springsfire,springs22,2020,postfire,,S,<20,2,2,4,11.3,0,1,1,tr,tr,0,tr,,,,,,
InyoNF,springsfire,springs22,2020,postfire,,E,<20,2,2,4,11.3,0,3,0,0,1.75,0,2.5,,,,,,
InyoNF,springsfire,springs22,2020,postfire,,W,<20,2,2,4,11.3,0,7,1,tr,3.1,tr,0.5,,,,,,
InyoNF,springsfire,springs23,2020,postfire,,N,<20,2,2,4,11.3,1,3,0,0,2,0,tr,,,,,,
InyoNF,springsfire,springs23,2020,postfire,,S,<20,2,2,4,11.3,10,4,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs23,2020,postfire,,E,<20,2,2,4,11.3,1,1,0,1,1,0,1,,,,,,
InyoNF,springsfire,springs23,2020,postfire,,W,<20,2,2,4,11.3,0,2,1,2,2,3,3,,,,,,
InyoNF,springsfire,springs24,2020,postfire,,N,<20,2,2,4,11.3,2,0,0,0,1,0,tr,,,,,,
InyoNF,springsfire,springs24,2020,postfire,,S,<20,2,2,4,11.3,0,2,0,0,2,0,tr,,,,,,
InyoNF,springsfire,springs24,2020,postfire,,E,<20,2,2,4,11.3,0,1,0,0,2,0,1,,,,,,
InyoNF,springsfire,springs24,2020,postfire,,W,<20,2,2,4,11.3,4,3,1,0,tr,tr,0,,,,,,
InyoNF,springsfire,springs25,2020,postfire,,N,<20,2,2,4,11.3,0,2,2,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs25,2020,postfire,,S,<20,2,2,4,11.3,0,1,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs25,2020,postfire,,E,<20,2,2,4,11.3,0,0,0,0,1,0,1,,,,,,
InyoNF,springsfire,springs25,2020,postfire,,W,<20,2,2,4,11.3,0,1,1,0,0,0,1,,,,,,
InyoNF,springsfire,springs26,2020,postfire,,N,<20,2,2,4,11.3,4,2,0,1,2,2,tr,,,,,,
InyoNF,springsfire,springs26,2020,postfire,,S,<20,2,2,4,11.3,3,1,2,0,tr,0,1,,,,,,
InyoNF,springsfire,springs26,2020,postfire,,E,<20,2,2,4,11.3,1,2,0,2,0,0,tr,,,,,,
InyoNF,springsfire,springs26,2020,postfire,,W,<20,2,2,4,11.3,2,1,0,2,tr,2,tr,,,,,,
InyoNF,springsfire,springs27,2020,postfire,,N,<20,2,2,4,11.3,2,2,0,0,1.5,0,tr,,,,,,
InyoNF,springsfire,springs27,2020,postfire,,S,<20,2,2,4,11.3,0,0,0,0,1.5,0,tr,,,,,,
InyoNF,springsfire,springs27,2020,postfire,,E,<20,2,2,4,11.3,0,2,0,0,tr,1,tr,,,,,,
InyoNF,springsfire,springs27,2020,postfire,,W,<20,2,2,4,11.3,1,0,0,0,3,0,tr,,,,,,
InyoNF,springsfire,springs28,2020,postfire,,N,<20,2,2,4,11.3,0,0,0,1,tr,0,tr,,,,,,
InyoNF,springsfire,springs28,2020,postfire,,S,<20,2,2,4,11.3,0,1,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs28,2020,postfire,,E,<20,2,2,4,11.3,0,0,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs28,2020,postfire,,W,<20,2,2,4,11.3,0,0,0,1,2,0,tr,,,,,,
InyoNF,springsfire,springs29,2020,postfire,,N,<20,2,2,4,11.3,0,9,0,2,tr,2,tr,,,,,,
InyoNF,springsfire,springs29,2020,postfire,,S,<20,2,2,4,11.3,3,1,0,0,tr,0,tr,,,,,,
InyoNF,springsfire,springs29,2020,postfire,,E,<20,2,2,4,11.3,0,2,0,0,1,0,tr,,,,,,
InyoNF,springsfire,springs29,2020,postfire,,W,<20,2,2,4,11.3,0,0,0,0,1,0,tr,,,,,,
InyoNF,springsfire,springs30,2020,postfire,,N,<20,2,2,4,11.3,0,1,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs30,2020,postfire,,S,<20,2,2,4,11.3,0,0,0,0,tr,0,1,,,,,,
InyoNF,springsfire,springs30,2020,postfire,,E,<20,2,2,4,11.3,1,2,0,1,tr,1,tr,,,,,,
InyoNF,springsfire,springs30,2020,postfire,,W,<20,2,2,4,11.3,0,1,0,4,tr,0,tr,,,,,,
TNC,frenchmeadows,44,2020,prefire,,N,,2,2,4,11.3,,,,,,,,,,,,,
TNC,frenchmeadows,44,2020,prefire,,S,,2,2,4,11.3,78,15,1,5.4,4.6,3.2,2.6,12,9.3,,,,
TNC,frenchmeadows,44,2020,prefire,,E,25,2,2,4,11.3,84,18,3,4.2,2.1,7.3,3.6,6.9,18.4,,,,
TNC,frenchmeadows,44,2020,prefire,,W,26,2,2,4,11.3,,,,,,,,,,,,,
TNC,frenchmeadows,45,2020,prefire,,N,,2,2,4,11.3,,,,,,,,,,,,,
TNC,frenchmeadows,45,2020,prefire,,S,,2,2,4,11.3,7,3,6,3.9,3,2.8,3.1,6.6,6.9,,,,
TNC,frenchmeadows,45,2020,prefire,,E,24,2,2,4,11.3,34,7,0,7.7,3.3,4.3,3.4,154,133,,,,
TNC,frenchmeadows,45,2020,prefire,,W,21,2,2,4,11.3,,,,,,,,,,,,,
TNC,frenchmeadows,38,2020,prefire,,N,,2,2,4,11.3,15,5,2,0.5,1.2,0.5,3.4,7.3,33.6,,,,
TNC,frenchmeadows,38,2020,prefire,,S,,2,2,4,11.3,12,4,6,11.8,4.2,0,2.7,18.4,3,,,,
TNC,frenchmeadows,38,2020,prefire,,E,26,2,2,4,11.3,25,7,3,6,4.8,2.4,2.2,10.8,4.8,,,,
TNC,frenchmeadows,38,2020,prefire,,W,41,2,2,4,11.3,15,11,1,1.8,3.7,4.2,3,5.5,7.6,,,,
TNC,frenchmeadows,48,2020,prefire,,N,,2,2,4,11.3,13,2,7,3.7,2.8,7.5,6,6.4,14.7,,,,
TNC,frenchmeadows,48,2020,prefire,,S,,2,2,4,11.3,4,5,5,7.6,1.3,5.6,4.3,8.7,9.8,,,,
TNC,frenchmeadows,48,2020,prefire,,E,37,2,2,4,11.3,2,1,3,2.4,4.4,6.3,3.4,6.6,9.6,,,,
TNC,frenchmeadows,48,2020,prefire,,W,39,2,2,4,11.3,8,6,4,3,2,2,3.4,5,5.6,,,,
TNC,frenchmeadows,37,2020,prefire,,N,,2,2,4,11.3,0,0,0,0.5,1.2,0.5,3.4,7.3,33.6,,,,
TNC,frenchmeadows,37,2020,prefire,,S,,2,2,4,11.3,39,28,5,11.8,4.2,0,2.7,18.4,3,,,,
TNC,frenchmeadows,37,2020,prefire,,E,24,2,2,4,11.3,0,0,0,0,0,0,1.2,0.3,2,,,,
TNC,frenchmeadows,37,2020,prefire,,W,22,2,2,4,11.3,21,11,1,11.3,4.3,0,1.1,15.5,9.5,,,,
TNC,frenchmeadows,56,2020,prefire,,N,,2,2,4,11.3,67,5,5,1.5,2.3,2.6,4.2,20.2,7.3,,,,
TNC,frenchmeadows,56,2020,prefire,,S,,2,2,4,11.3,19,9,0,1.8,8.4,0,3.7,12.4,7.7,,,,
TNC,frenchmeadows,56,2020,prefire,,E,43,2,2,4,11.3,12,2,0,2.7,2.8,0,1.2,5.6,1.5,,,,
TNC,frenchmeadows,56,2020,prefire,,W,37,2,2,4,11.3,26,5,0,2.8,4,7.3,4.6,7,14.3,,,,
TNC,frenchmeadows,49,2020,prefire,,N,26,2,2,4,11.3,27,8,0,4.4,5.6,1.1,1.8,10,2.7,,,,
TNC,frenchmeadows,49,2020,prefire,,S,,2,2,4,11.3,9,12,1,1.8,2.4,2.5,4.2,4.4,6.9,,,,
TNC,frenchmeadows,49,2020,prefire,,E,24,2,2,4,11.3,9,4,4,7.8,3.6,3.7,8.4,13.6,12.6,,,,
TNC,frenchmeadows,49,2020,prefire,,W,25,2,2,4,11.3,0,0,4,0.5,0.8,1.2,1.1,2.4,2.6,,,,
TNC,frenchmeadows,50,2020,prefire,,N,,2,2,4,11.3,22,18,3,7.7,3.9,2.7,2.3,12.3,5.4,,,,
TNC,frenchmeadows,50,2020,prefire,,S,,2,2,4,11.3,9,0,0,0.7,3.2,5,7.3,84,12.6,,,,
TNC,frenchmeadows,50,2020,prefire,,E,37,2,2,4,11.3,36,3,1,0.8,4.2,4,4.4,5,8.2,,,,
TNC,frenchmeadows,50,2020,prefire,,W,41,2,2,4,11.3,3,3,1,15,12.3,8.2,8,27.6,16.9,,,,
TNC,frenchmeadows,54,2020,prefire,,N,,2,2,4,11.3,3,5,2,42,2,46,7.3,51,55,,,,
TNC,frenchmeadows,54,2020,prefire,,S,,2,2,4,11.3,12,6,3,14,3.2,6,2.4,18,8.4,,,,
TNC,frenchmeadows,54,2020,prefire,,E,29,2,2,4,11.3,12,9,2,0,1.8,4.8,2.2,2.2,7.6,,,,
TNC,frenchmeadows,54,2020,prefire,,W,34,2,2,4,11.3,2,3,4,6.6,4.8,0,1.8,12.6,2.4,,,,
TNC,frenchmeadows,53,2020,prefire,,N,,2,2,4,11.3,5,3,1,4.2,1.8,3.4,3,6.6,6.4,,,,
TNC,frenchmeadows,53,2020,prefire,,S,,2,2,4,11.3,21,12,3,16.8,2.8,16.4,3.7,20.2,22.3,,,,
TNC,frenchmeadows,53,2020,prefire,,E,,2,2,4,11.3,36,6,1,1.5,1.8,4.8,2.4,3.4,7.6,,,,
TNC,frenchmeadows,53,2020,prefire,,W,27,2,2,4,11.3,12,5,2,4.2,2.3,3.2,1.8,6.7,5.4,,,,
TNC,frenchmeadows,52,2020,prefire,,N,,2,2,4,11.3,8,2,0,1.8,3.3,1.1,2.3,113,110,,,,
TNC,frenchmeadows,52,2020,prefire,,S,,2,2,4,11.3,2,1,0,0.3,0.5,0,0.3,10,11,,,,
TNC,frenchmeadows,52,2020,prefire,,E,37,2,2,4,11.3,3,0,0,0.3,0.4,0.3,0.6,18,13,,,,
TNC,frenchmeadows,52,2020,prefire,,W,38,2,2,4,11.3,20,4,0,4.2,4,5.6,2.3,150,100,,,,
TNC,frenchmeadows,51,2020,prefire,,N,,2,2,4,11.3,27,16,2,6.3,4.8,2.8,3,12.6,6.4,,,,
TNC,frenchmeadows,51,2020,prefire,,S,,2,2,4,11.3,3,2,3,1.1,1.2,0,4.6,2,5.5,,,,
TNC,frenchmeadows,51,2020,prefire,,E,42,2,2,4,11.3,39,19,2,1.5,1,0,0,1.3,1.3,,,,
TNC,frenchmeadows,51,2020,prefire,,W,42,2,2,4,11.3,13,2,0,2.2,1.1,0,1.8,84,3.6,,,,
TNC,frenchmeadows,43,2020,prefire,,N,,2,2,4,11.3,8,4,8,0,18,0.5,1,9.3,13.3,,,,
TNC,frenchmeadows,43,2020,prefire,,S,,2,2,4,11.3,8,5,2,0.3,1,8.7,6.7,1,18.2,,,,
TNC,frenchmeadows,43,2020,prefire,,E,,2,2,4,11.3,39,31,1,2.7,2.7,5.5,18,11.2,36,,,,
TNC,frenchmeadows,43,2020,prefire,,W,,2,2,4,11.3,65,8,0,2.8,1.5,6.4,3.7,4.6,10,,,,
TNC,frenchmeadows,42,2020,prefire,,N,,2,2,4,11.3,3,5,7,4.3,1.8,23.4,3.3,6.3,42,,,,
TNC,frenchmeadows,42,2020,prefire,,S,28,2,2,4,11.3,49,7,1,5,2.2,6,1,7.5,7,,,,
TNC,frenchmeadows,42,2020,prefire,,E,23,2,2,4,11.3,14,7,1,3,1,1,1,3.4,2,,,,
TNC,frenchmeadows,42,2020,prefire,,W,26,2,2,4,11.3,26,7,1,2.2,1.5,9.3,2.7,3.7,12.3,,,,
TNC,frenchmeadows,41,2020,prefire,,N,,2,2,4,11.3,51,12,1,3,1.2,5.4,3.4,7.3,11.5,,,,
TNC,frenchmeadows,41,2020,prefire,,S,,2,2,4,11.3,18,3,1,6.9,2.2,9.3,2.4,9.3,12.3,,,,
TNC,frenchmeadows,41,2020,prefire,,E,,2,2,4,11.3,24,4,0,0,4.8,6.7,1.8,5.4,8.4,,,,
TNC,frenchmeadows,41,2020,prefire,,W,,2,2,4,11.3,31,13,1,8.2,4,3.9,2.4,12.6,7.3,,,,
TNC,frenchmeadows,64,2020,prefire,,N,27,2,2,4,11.3,22,4,4,7.8,8,14.6,4.6,110,50,,,,
TNC,frenchmeadows,64,2020,prefire,,S,24,2,2,4,11.3,11,6,0,2.5,3.2,2.7,3.9,5.4,6.6,,,,
