"","site_plotid_time_azimuth","sum_d2_1000r_cm2","sum_d2_1000s_cm2"
"905","frenchmeadows_fm10-3_2019_prefire_NA_0",720,0
"906","frenchmeadows_fm10-3_2019_prefire_NA_180",12020,100
"907","frenchmeadows_fm10-3_2019_prefire_NA_270",676,0
"908","frenchmeadows_fm10-4_2019_prefire_NA_180",1156,225
"909","frenchmeadows_fm10-4_2019_prefire_NA_270",196,0
"910","frenchmeadows_fm10-4_2019_prefire_NA_90",569.49,0
"911","frenchmeadows_fm10-5_2019_prefire_NA_0",400,0
"912","frenchmeadows_fm10-5_2019_prefire_NA_180",6250,0
"913","frenchmeadows_fm10-5_2019_prefire_NA_90",6201,0
"914","frenchmeadows_fm10-6_2019_prefire_NA_0",1089,0
"915","frenchmeadows_fm10-6_2019_prefire_NA_180",4996,0
"916","frenchmeadows_fm10-6_2019_prefire_NA_270",1246,1369
"917","frenchmeadows_fm10-6_2019_prefire_NA_90",196,676
"918","frenchmeadows_fm10-7_2019_prefire_NA_180",3690.25,909
"919","frenchmeadows_fm10-7_2019_prefire_NA_270",200,0
"920","frenchmeadows_fm10-7_2019_prefire_NA_90",5476,0
"921","frenchmeadows_fm10-8_2019_prefire_NA_180",1274,0
"922","frenchmeadows_fm10-8_2019_prefire_NA_270",289,0
"923","frenchmeadows_fm10-8_2019_prefire_NA_90",0,283
"924","frenchmeadows_fm10-9_2019_prefire_NA_0",4901,0
"925","frenchmeadows_fm10-9_2019_prefire_NA_180",340,0
"926","frenchmeadows_fm10-9_2019_prefire_NA_270",1800,0
"927","frenchmeadows_fm10-9_2019_prefire_NA_90",2025,6400
"928","frenchmeadows_fm19-1_2019_prefire_NA_0",845,0
"929","frenchmeadows_fm19-1_2019_prefire_NA_180",3625,0
"930","frenchmeadows_fm19-1_2019_prefire_NA_270",171.25,1450
"931","frenchmeadows_fm19-1_2019_prefire_NA_90",0,1024
"932","frenchmeadows_fm19-10_2019_prefire_NA_0",0,7225
"933","frenchmeadows_fm19-10_2019_prefire_NA_180",5625,0
"934","frenchmeadows_fm19-11_2019_prefire_NA_180",0,450
"935","frenchmeadows_fm19-11_2019_prefire_NA_270",0,151.29
"936","frenchmeadows_fm19-11_2019_prefire_NA_90",0,571.21
"937","frenchmeadows_fm19-12_2019_prefire_NA_0",1225,0
"938","frenchmeadows_fm19-12_2019_prefire_NA_270",0,400
"939","frenchmeadows_fm19-13_2019_prefire_NA_0",3025,0
"940","frenchmeadows_fm19-13_2019_prefire_NA_180",64,0
"941","frenchmeadows_fm19-13_2019_prefire_NA_270",361,196
"942","frenchmeadows_fm19-13_2019_prefire_NA_90",7569,394
"943","frenchmeadows_fm19-14_2019_prefire_NA_90",0,289
"944","frenchmeadows_fm19-15_2019_prefire_NA_0",4158.04,856.25
"945","frenchmeadows_fm19-15_2019_prefire_NA_180",556.25,314.21
"946","frenchmeadows_fm19-15_2019_prefire_NA_270",325,3073
"947","frenchmeadows_fm19-15_2019_prefire_NA_90",1125,225
"948","frenchmeadows_fm19-16_2019_prefire_NA_0",225,324
"949","frenchmeadows_fm19-16_2019_prefire_NA_180",400,554
"950","frenchmeadows_fm19-16_2019_prefire_NA_270",400,225
"951","frenchmeadows_fm19-17_2019_prefire_NA_90",64,0
"952","frenchmeadows_fm19-18_2019_prefire_NA_0",0,240.25
"953","frenchmeadows_fm19-18_2019_prefire_NA_180",1494.25,461
"954","frenchmeadows_fm19-18_2019_prefire_NA_270",0,1517
"955","frenchmeadows_fm19-19_2019_prefire_NA_0",144,361
"956","frenchmeadows_fm19-19_2019_prefire_NA_180",1384,1317
"957","frenchmeadows_fm19-19_2019_prefire_NA_270",6269,269
"958","frenchmeadows_fm19-19_2019_prefire_NA_90",545,0
"959","frenchmeadows_fm19-2_2019_prefire_NA_0",3600,0
"960","frenchmeadows_fm19-2_2019_prefire_NA_180",5238,742.21
"961","frenchmeadows_fm19-2_2019_prefire_NA_90",5106,0
"962","frenchmeadows_fm19-20_2019_prefire_NA_0",0,72.25
"963","frenchmeadows_fm19-20_2019_prefire_NA_270",0,2693
"964","frenchmeadows_fm19-20_2019_prefire_NA_90",256,729
"965","frenchmeadows_fm19-20_2021_postfire_immediate_90",394,0
"966","frenchmeadows_FM19-20_2022_postfire_1yr_270",0,100
"967","frenchmeadows_FM19-20_2022_postfire_1yr_90",200,0
"968","frenchmeadows_fm19-21_2019_prefire_NA_0",1154,1225
"969","frenchmeadows_fm19-21_2019_prefire_NA_180",144,610
"970","frenchmeadows_fm19-21_2019_prefire_NA_270",306.25,0
"971","frenchmeadows_fm19-21_2019_prefire_NA_90",169,2518
"972","frenchmeadows_fm19-22_2019_prefire_NA_270",1024,0
"973","frenchmeadows_fm19-3_2019_prefire_NA_0",210.25,11169
"974","frenchmeadows_fm19-3_2019_prefire_NA_180",10633,1225
"975","frenchmeadows_fm19-3_2019_prefire_NA_270",8921.25,546.5
"976","frenchmeadows_fm19-3_2019_prefire_NA_90",0,2041
"977","frenchmeadows_fm19-3_2021_postfire_immediate_0",169,10513.5
"978","frenchmeadows_fm19-3_2021_postfire_immediate_180",0,240.25
"979","frenchmeadows_fm19-3_2021_postfire_immediate_270",0,1739.25
"980","frenchmeadows_fm19-3_2021_postfire_immediate_90",0,513.5
"981","frenchmeadows_FM19-3_2022_postfire_1yr_0",289,12665
"982","frenchmeadows_FM19-3_2022_postfire_1yr_180",121,289
"983","frenchmeadows_FM19-3_2022_postfire_1yr_270",0,4325
"984","frenchmeadows_FM19-3_2022_postfire_1yr_90",0,515
"985","frenchmeadows_fm19-4_2019_prefire_NA_0",0,10125
"986","frenchmeadows_fm19-4_2019_prefire_NA_180",0,484
"987","frenchmeadows_fm19-4_2019_prefire_NA_270",0,421
"988","frenchmeadows_fm19-5_2019_prefire_NA_270",0,961
"989","frenchmeadows_fm19-5_2019_prefire_NA_90",0,585
"990","frenchmeadows_fm19-7_2019_prefire_NA_0",1936,0
"991","frenchmeadows_fm19-7_2019_prefire_NA_180",1555,441
"992","frenchmeadows_fm19-7_2019_prefire_NA_270",2161,1234
"993","frenchmeadows_fm19-7_2019_prefire_NA_90",0,3450
"994","frenchmeadows_fm19-7_2021_postfire_immediate_180",7225,1350.25
"995","frenchmeadows_fm19-7_2021_postfire_immediate_270",0,2317.25
"996","frenchmeadows_FM19-7_2022_postfire_1yr_0",0,3306.25
"997","frenchmeadows_FM19-7_2022_postfire_1yr_180",0,621.01
"998","frenchmeadows_FM19-7_2022_postfire_1yr_270",0,1706.49
"999","frenchmeadows_fm19-8_2019_prefire_NA_0",16900,0
"1000","frenchmeadows_fm19-8_2019_prefire_NA_180",0,900
"1001","frenchmeadows_fm19-8_2019_prefire_NA_270",0,1521
"1002","frenchmeadows_fm19-9_2019_prefire_NA_90",900,0
"1003","frenchmeadows_fm37_2020_prefire_NA_0",0,772.24
"1004","frenchmeadows_fm37_2020_prefire_NA_180",0,153.76
"1005","frenchmeadows_fm37_2020_prefire_NA_90",158.76,3600
"1006","frenchmeadows_fm38_2020_prefire_NA_180",3920.04,0
"1007","frenchmeadows_fm38_2020_prefire_NA_90",3180.96,0
"1008","frenchmeadows_fm38_2021_postfire_immediate_0",394,196
"1009","frenchmeadows_fm38_2021_postfire_immediate_180",9025,0
"1010","frenchmeadows_FM38_2022_postfire_1yr_90",3600,0
"1011","frenchmeadows_fm39_2020_prefire_NA_0",2900,0
"1012","frenchmeadows_fm39_2020_prefire_NA_180",5384,0
"1013","frenchmeadows_fm39_2020_prefire_NA_90",0,1482.25
"1014","frenchmeadows_fm39_2021_postfire_immediate_0",3340,0
"1015","frenchmeadows_FM39_2022_postfire_1yr_0",0,789.61
"1016","frenchmeadows_FM39_2022_postfire_1yr_180",0,1971.36
"1017","frenchmeadows_FM39_2022_postfire_1yr_90",7225,3025
"1018","frenchmeadows_fm40_2020_prefire_NA_0",0,100
"1019","frenchmeadows_fm40_2020_prefire_NA_180",4250.25,0
"1020","frenchmeadows_fm40_2020_prefire_NA_270",3025,0
"1021","frenchmeadows_fm40_2020_prefire_NA_90",484,100
"1022","frenchmeadows_fm40_2021_postfire_immediate_180",3600,0
"1023","frenchmeadows_fm40_2021_postfire_immediate_270",1931.25,0
"1024","frenchmeadows_FM40_2022_postfire_1yr_180",7814.56,0
"1025","frenchmeadows_FM40_2022_postfire_1yr_270",2227.84,0
"1026","frenchmeadows_fm41_2020_prefire_NA_0",3969,22500
"1027","frenchmeadows_fm41_2020_prefire_NA_180",225,909.44
"1028","frenchmeadows_fm41_2020_prefire_NA_270",0,132.25
"1029","frenchmeadows_fm42_2020_prefire_NA_180",268.96,176.89
"1030","frenchmeadows_fm42_2020_prefire_NA_270",0,629
"1031","frenchmeadows_fm42_2020_prefire_NA_90",3025,398.48
"1032","frenchmeadows_fm43_2020_prefire_NA_0",0,555.21
"1033","frenchmeadows_fm43_2020_prefire_NA_180",0,506.81
"1034","frenchmeadows_fm43_2020_prefire_NA_270",0,1421.29
"1035","frenchmeadows_fm43_2020_prefire_NA_90",6400,169
"1036","frenchmeadows_fm44_2020_prefire_NA_0",4125.25,564.75
"1037","frenchmeadows_fm44_2020_prefire_NA_180",169,1826.41
"1038","frenchmeadows_fm44_2020_prefire_NA_270",0,3399
"1039","frenchmeadows_fm44_2020_prefire_NA_90",416.16,1054.53
"1040","frenchmeadows_fm45_2020_prefire_NA_0",1296,324
"1041","frenchmeadows_fm46_2020_prefire_NA_180",1444,0
"1042","frenchmeadows_fm46_2020_prefire_NA_270",900,81
"1043","frenchmeadows_fm46_2021_postfire_immediate_0",0,100
"1044","frenchmeadows_fm46_2021_postfire_immediate_180",676,0
"1045","frenchmeadows_fm48_2020_prefire_NA_0",0,1395.64
"1046","frenchmeadows_fm48_2020_prefire_NA_180",705.89,2787.84
"1047","frenchmeadows_fm48_2020_prefire_NA_270",306.25,151.29
"1048","frenchmeadows_fm48_2020_prefire_NA_90",3789,1296
"1049","frenchmeadows_fm48_2021_postfire_immediate_0",0,169
"1050","frenchmeadows_fm48_2021_postfire_immediate_180",289,0
"1051","frenchmeadows_fm48_2021_postfire_immediate_270",0,324
"1052","frenchmeadows_fm48_2021_postfire_immediate_90",3232.25,169
"1053","frenchmeadows_FM48_2022_postfire_1yr_0",0,219.04
"1054","frenchmeadows_FM48_2022_postfire_1yr_180",0,453.69
"1055","frenchmeadows_FM48_2022_postfire_1yr_90",1781,289
"1056","frenchmeadows_fm49_2020_prefire_NA_180",0,458.31
"1057","frenchmeadows_fm50_2020_prefire_NA_0",0,1655.7
"1058","frenchmeadows_fm50_2020_prefire_NA_180",0,2976.82
"1059","frenchmeadows_fm50_2020_prefire_NA_270",0,1667.77
"1060","frenchmeadows_fm50_2020_prefire_NA_90",81,2148.64
"1061","frenchmeadows_fm51_2020_prefire_NA_180",0,585.64
"1062","frenchmeadows_fm51_2020_prefire_NA_270",0,102.01
"1063","frenchmeadows_fm51_2020_prefire_NA_90",0,2448.78
"1064","frenchmeadows_fm52_2020_prefire_NA_180",0,808.2
"1065","frenchmeadows_fm52_2020_prefire_NA_270",0,96.04
"1066","frenchmeadows_fm53_2020_prefire_NA_180",2025,0
"1067","frenchmeadows_fm53_2020_prefire_NA_270",0,2809
"1068","frenchmeadows_fm53_2020_prefire_NA_90",2500,0
"1069","frenchmeadows_fm54_2020_prefire_NA_0",1521,81
"1070","frenchmeadows_fm54_2020_prefire_NA_180",0,6573.16
"1071","frenchmeadows_fm54_2020_prefire_NA_270",729,81
"1072","frenchmeadows_fm54_2020_prefire_NA_90",82.81,0
"1073","frenchmeadows_fm55_2020_prefire_NA_0",0,2401
"1074","frenchmeadows_fm55_2020_prefire_NA_180",0,534.5
"1075","frenchmeadows_fm55_2020_prefire_NA_270",0,2795.25
"1076","frenchmeadows_fm55_2020_prefire_NA_90",0,387.25
"1077","frenchmeadows_fm56_2020_prefire_NA_0",0,529
"1078","frenchmeadows_fm56_2020_prefire_NA_90",0,538.24
"1079","frenchmeadows_fm57_2020_prefire_NA_0",841,0
"1080","frenchmeadows_fm57_2020_prefire_NA_180",5053.25,200
"1081","frenchmeadows_fm57_2020_prefire_NA_270",0,296
"1082","frenchmeadows_fm57_2020_prefire_NA_90",948.25,0
"1083","frenchmeadows_fm62_2020_prefire_NA_0",100,225
"1084","frenchmeadows_fm63_2020_prefire_NA_0",4404.25,529.04
"1085","frenchmeadows_fm63_2020_prefire_NA_270",0,597.49
"1086","frenchmeadows_fm63_2020_prefire_NA_90",0,100
"1087","frenchmeadows_fm64_2020_prefire_NA_180",0,361.25
"1088","frenchmeadows_fm64_2020_prefire_NA_270",516.69,0
"1089","frenchmeadows_fm69_2020_prefire_NA_0",9025,0
"1090","frenchmeadows_fm69_2020_prefire_NA_180",380.25,0
"1091","frenchmeadows_fm69_2020_prefire_NA_270",0,225
"1092","henrycoe_HCM001_2021_prefire_NA_0",0,77.44
"1093","henrycoe_HCM001_2021_prefire_NA_180",0,151.29
"1094","henrycoe_HCM001_2021_prefire_NA_270",0,518.58
"1095","henrycoe_HCM001_2021_prefire_NA_90",0,225
"1096","henrycoe_HCM001_2022_postfire_1yr_0",0,98
"1097","henrycoe_HCM001_2022_postfire_1yr_180",0,116.64
"1098","henrycoe_HCM001_2022_postfire_1yr_270",520,0
"1099","henrycoe_HCM002_2021_prefire_NA_180",0,1089
"1100","henrycoe_HCM002_2021_prefire_NA_90",0,529
"1101","henrycoe_HCM002_2022_postfire_1yr_270",202,0
"1102","henrycoe_HCM003_2021_prefire_NA_270",121,894
"1103","henrycoe_HCM003_2021_prefire_NA_90",0,1301
"1104","henrycoe_HCM003_2022_postfire_1yr_270",0,100
"1105","henrycoe_HCM003_2022_postfire_1yr_90",0,1499.25
"1106","henrycoe_HCM006_2021_prefire_NA_0",0,121
"1107","henrycoe_HCM006_2021_prefire_NA_90",0,100
"1108","henrycoe_HCM006_2022_postfire_1yr_0",0,190.25
"1109","henrycoe_HCM007_2021_prefire_NA_0",0,289
"1110","henrycoe_HCM007_2021_prefire_NA_270",243.36,0
"1111","henrycoe_HCM007_2021_prefire_NA_90",0,116.64
"1112","henrycoe_HCM007_2022_postfire_1yr_0",0,625
"1113","henrycoe_HCM007_2022_postfire_1yr_270",210.25,0
"1114","henrycoe_HCM007_2022_postfire_1yr_90",0,100
"1115","henrycoe_HCM009_2021_prefire_NA_180",121,0
"1116","henrycoe_HCM009_2021_prefire_NA_90",0,225
"1117","henrycoe_HCM009_2022_postfire_1yr_90",0,210.25
"1118","henrycoe_HCM011_2021_prefire_NA_0",0,939.25
"1119","henrycoe_HCM011_2021_prefire_NA_180",0,314
"1120","henrycoe_HCM011_2021_prefire_NA_270",0,242
"1121","henrycoe_HCM011_2021_prefire_NA_90",0,1031.81
"1122","henrycoe_HCM011_2022_postfire_1yr_0",383.09,462.25
"1123","henrycoe_HCM011_2022_postfire_1yr_180",75.69,196
"1124","henrycoe_HCM011_2022_postfire_1yr_270",0,196
"1125","henrycoe_HCM011_2022_postfire_1yr_90",0,1205
"1126","henrycoe_HCM012_2021_prefire_NA_0",0,576
"1127","henrycoe_HCM012_2022_postfire_1yr_0",0,529
"1128","henrycoe_HCM013_2021_prefire_NA_90",0,2580
"1129","henrycoe_HCM013_2022_postfire_1yr_90",0,841
"1130","henrycoe_HCM014_2021_prefire_NA_0",0,184.96
"1131","Independence_Indy03_2020_prefire_NA_180",610,0
"1132","Independence_Indy03_2020_prefire_NA_270",100,0
"1133","Independence_Indy05_2020_prefire_NA_180",0,420.25
"1134","Independence_Indy05_2020_prefire_NA_270",0,187.69
"1135","Independence_Indy05_2020_prefire_NA_90",0,104.04
"1136","Independence_Indy07_2020_prefire_NA_0",400,0
"1137","Independence_Indy07_2020_prefire_NA_90",900,77.44
"1138","Independence_Indy09_2020_prefire_NA_180",400,1128.96
"1139","Independence_Indy09_2020_prefire_NA_270",729,0
"1140","Independence_Indy09_2020_prefire_NA_90",0,1128.96
"1141","Independence_Indy11_2020_prefire_NA_180",729,0
"1142","Independence_Indy12_2020_prefire_NA_0",0,169
"1143","Independence_Indy12_2020_prefire_NA_270",0,552.25
"1144","Independence_Indy13_2020_prefire_NA_0",0,486.5
"1145","Independence_Indy13_2020_prefire_NA_180",0,169
"1146","Independence_Indy13_2020_prefire_NA_270",400,0
"1147","Independence_Indy14_2020_prefire_NA_180",2916,0
"1148","Independence_Indy14_2020_prefire_NA_270",225,0
"1149","Independence_Indy16_2020_prefire_NA_270",225,81
"1150","Independence_Indy16_2020_prefire_NA_90",0,100
"1151","Independence_Indy17_2020_prefire_NA_270",2025,0
"1152","Independence_Indy18_2020_prefire_NA_0",1824.25,557
"1153","Independence_Indy18_2020_prefire_NA_180",0,1227
"1154","Independence_Indy18_2020_prefire_NA_270",0,729
"1155","Independence_Indy18_2020_prefire_NA_90",0,244
"1156","Independence_Indy19_2020_prefire_NA_0",784,0
"1157","Independence_Indy19_2020_prefire_NA_90",0,225
"1158","Independence_Indy20_2020_prefire_NA_0",81,0
"1159","Independence_Indy20_2020_prefire_NA_270",100,0
"1160","Independence_Indy21_2020_prefire_NA_270",538,0
"1161","Independence_Indy22_2020_prefire_NA_90",0,110.25
"1162","Independence_Indy23_2020_prefire_NA_180",6400,144
"1163","Independence_Indy24_2020_prefire_NA_0",117.29,0
"1164","Independence_Indy24_2020_prefire_NA_180",1617.58,0
"1165","Independence_Indy24_2020_prefire_NA_270",174.29,0
"1166","Independence_Indy24_2020_prefire_NA_90",900,0
"1167","Independence_Indy26_2020_prefire_NA_90",729,0
"1168","Independence_Indy28_2020_prefire_NA_180",494,225
"1169","Independence_Indy28_2020_prefire_NA_270",400,100
"1170","Independence_Indy28_2020_prefire_NA_90",625,1105.85
"1171","Independence_Indy31_2020_prefire_NA_0",289,0
"1172","Independence_Indy31_2020_prefire_NA_180",81,121
"1173","Independence_Indy31_2020_prefire_NA_270",484,0
"1174","Independence_Indy31_2020_prefire_NA_90",125.44,784
"1175","Independence_Indy32_2020_prefire_NA_270",1369,0
"1176","Independence_Indy33_2020_prefire_NA_180",0,462.25
"1177","Independence_Indy33_2020_prefire_NA_270",0,132.25
"1178","Independence_Indy36_2020_prefire_NA_180",1600,86.49
"1179","Independence_Indy36_2020_prefire_NA_270",225,0
"1180","Independence_Indy37_2020_prefire_NA_180",0,289.81
"1181","Independence_Indy38_2020_prefire_NA_0",100,0
"1182","Independence_Indy38_2020_prefire_NA_90",225,0
"1183","Independence_Indy40_2020_prefire_NA_180",169,0
"1184","Independence_Indy40_2020_prefire_NA_90",722.77,60.84
"1185","klamath_KLAMATH001_2021_prefire_NA_180",0,259.45
"1186","klamath_KLAMATH001_2021_prefire_NA_270",0,566.44
"1187","klamath_KLAMATH001_2021_prefire_NA_90",0,210.25
"1188","klamath_KLAMATH002_2021_prefire_NA_90",0,139.24
"1189","klamath_KLAMATH003_2021_prefire_NA_0",0,400
"1190","klamath_KLAMATH003_2021_prefire_NA_270",0,225
"1191","klamath_KLAMATH005_2021_prefire_NA_0",0,1449
"1192","klamath_KLAMATH005_2021_prefire_NA_180",169,529
"1193","klamath_KLAMATH005_2021_prefire_NA_270",0,784
"1194","klamath_KLAMATH005_2021_prefire_NA_90",0,340.25
"1195","klamath_KLAMATH009_2021_prefire_NA_180",0,88.36
"1196","klamath_KLAMATH009_2021_prefire_NA_270",0,707.75
"1197","klamath_KLAMATH010_2021_prefire_NA_180",0,660.89
"1198","klamath_KLAMATH010_2021_prefire_NA_90",0,96.04
"1199","klamath_KLAMATH011_2021_prefire_NA_180",0,1883.56
"1200","klamath_KLAMATH012_2021_prefire_NA_180",0,81
"1201","klamath_KLAMATH012_2021_prefire_NA_90",0,169
"1202","klamath_KLAMATH013_2021_prefire_NA_0",0,161.33
"1203","klamath_KLAMATH013_2021_prefire_NA_180",0,3584.71
"1204","klamath_KLAMATH013_2021_prefire_NA_270",275.56,0
"1205","klamath_KLAMATH013_2021_prefire_NA_90",0,2230.74
"1206","klamath_KLAMATH015_2021_prefire_NA_0",0,2534.53
"1207","klamath_KLAMATH015_2021_prefire_NA_270",0,497.48
"1208","klamath_KLAMATH015_2021_prefire_NA_90",3969,0
"1209","klamath_KLAMATH016_2021_prefire_NA_0",0,225
"1210","klamath_KLAMATH016_2021_prefire_NA_270",0,1665
"1211","klamath_KLAMATH016_2021_prefire_NA_90",0,589.64
"1212","klamath_KLAMATH017_2021_prefire_NA_0",0,1764.91
"1213","klamath_KLAMATH017_2021_prefire_NA_90",0,442.12
"1214","klamath_KLAMATH018_2021_prefire_NA_0",0,127.69
"1215","klamath_KLAMATH018_2021_prefire_NA_270",0,737.5
"1216","klamath_KLAMATH018_2021_prefire_NA_90",0,669.04
"1217","LoneBobcatWoods_lbw1_2020_prefire_NA_0",0,225
"1218","LoneBobcatWoods_lbw1_2020_prefire_NA_180",0,236.25
"1219","LoneBobcatWoods_lbw1_2020_prefire_NA_270",0,169
"1220","LoneBobcatWoods_lbw2_2020_prefire_NA_0",0,433
"1221","LoneBobcatWoods_lbw2_2020_prefire_NA_180",3025,144
"1222","LoneBobcatWoods_lbw2_2020_prefire_NA_270",100,210.25
"1223","LoneBobcatWoods_lbw2_2020_prefire_NA_90",0,324
"1224","LoneBobcatWoods_lbw3_2020_prefire_NA_0",169,225
"1225","LoneBobcatWoods_lbw3_2020_prefire_NA_180",0,388
"1226","LoneBobcatWoods_lbw3_2020_prefire_NA_270",729,987
"1227","LoneBobcatWoods_lbw3_2020_prefire_NA_90",0,1585
"1228","LoneBobcatWoods_lbw4_2020_prefire_NA_270",0,90.25
"1229","LoneBobcatWoods_lbw5_2020_prefire_NA_0",0,164
"1230","LoneBobcatWoods_lbw5_2020_prefire_NA_180",0,121
"1231","LoneBobcatWoods_lbw5_2020_prefire_NA_270",0,8325
"1232","LoneBobcatWoods_lbw6_2020_prefire_NA_180",389,0
"1233","LoneBobcatWoods_lbw6_2020_prefire_NA_270",0,132.25
"1234","LoneBobcatWoods_lbw6_2020_prefire_NA_90",0,3018.25
"1235","LoneBobcatWoods_lbw7_2020_prefire_NA_0",0,519
"1236","LoneBobcatWoods_lbw7_2020_prefire_NA_180",0,285
"1237","LoneBobcatWoods_lbw7_2020_prefire_NA_270",0,1005.25
"1238","LoneBobcatWoods_lbw7_2020_prefire_NA_90",0,333
"1239","Modoc_MOD001_2020_prefire_NA_0",100,5329
"1240","Modoc_MOD001_2020_prefire_NA_180",256,0
"1241","Modoc_MOD001_2020_prefire_NA_270",256,0
"1242","Modoc_MOD001_2020_prefire_NA_90",898,144
"1243","Modoc_MOD002_2020_prefire_NA_0",325,1021.5
"1244","Modoc_MOD002_2020_prefire_NA_180",81,0
"1245","Modoc_MOD002_2020_prefire_NA_270",81,0
"1246","Modoc_MOD002_2020_prefire_NA_90",0,64
"1247","Modoc_MOD003_2020_prefire_NA_180",228,0
"1248","Modoc_MOD003_2020_prefire_NA_270",0.01,0
"1249","Modoc_MOD004_2020_prefire_NA_0",420.25,0
"1250","Modoc_MOD004_2020_prefire_NA_180",0,225
"1251","Modoc_MOD004_2020_prefire_NA_270",0,841
"1252","Modoc_MOD004_2020_prefire_NA_90",90.25,154.25
"1253","Modoc_MOD005_2020_prefire_NA_0",100,1936
"1254","Modoc_MOD005_2020_prefire_NA_180",0,1369
"1255","Modoc_MOD005_2020_prefire_NA_270",0,2021
"1256","Modoc_MOD005_2020_prefire_NA_90",441,324
"1257","Modoc_MOD006_2020_prefire_NA_270",1452,0
"1258","Modoc_MOD006_2020_prefire_NA_90",506,0
"1259","Modoc_MOD007_2020_prefire_NA_180",289,256
"1260","Modoc_MOD007_2020_prefire_NA_270",1092,0
"1261","Modoc_MOD007_2020_prefire_NA_90",324,169
"1262","Modoc_MOD008_2020_prefire_NA_270",144,0
"1263","Modoc_MOD009_2020_prefire_NA_180",0,144
"1264","Modoc_MOD009_2020_prefire_NA_270",106.09,0
"1265","Modoc_MOD009_2020_prefire_NA_90",0,156.25
"1266","modoc_MOD009_2021_postfire_immediate_180",0,196
"1267","modoc_MOD009_2021_postfire_immediate_270",0,169
"1268","modoc_MOD009_2022_postfire_1yr_180",0,210.25
"1269","modoc_MOD009_2022_postfire_1yr_270",0,256
"1270","modoc_MOD009_2022_postfire_1yr_90",0,64
"1271","modoc_MOD010_2021_postfire_immediate_0",0,1325
"1272","modoc_MOD010_2022_postfire_1yr_0",0,1225
"1273","modoc_MOD010_2022_postfire_1yr_180",0,59.29
"1274","modoc_MOD011_2022_postfire_1yr_180",0,110.25
"1275","Modoc_MOD012_2020_prefire_NA_0",0,1024
"1276","modoc_MOD012_2021_postfire_immediate_0",0,961
"1277","modoc_MOD012_2021_postfire_immediate_90",0,90.25
"1278","modoc_MOD012_2022_postfire_1yr_0",0,1690
"1279","Modoc_MOD015_2020_prefire_NA_270",0,240.25
"1280","modoc_MOD015_2021_postfire_immediate_270",0,196
"1281","modoc_MOD015_2022_postfire_1yr_0",0,81
"1282","modoc_MOD015_2022_postfire_1yr_270",0,240.25
"1283","modoc_MOD015_2022_postfire_1yr_90",90.25,0
"1284","Modoc_MOD021_2020_prefire_NA_90",0,1066
"1285","modoc_MOD021_2021_postfire_immediate_90",0,1076
"1286","modoc_MOD021_2022_postfire_1yr_90",0,1096.25
"1287","modoc_MOD023_2021_postfire_immediate_90",0,484
"1288","modoc_MOD023_2022_postfire_1yr_90",132.25,49
"1289","Modoc_MOD024_2020_prefire_NA_0",0,370
"1290","Modoc_MOD024_2020_prefire_NA_180",0,484
"1291","Modoc_MOD024_2020_prefire_NA_90",0,225
"1292","modoc_MOD024_2021_postfire_immediate_0",0,144
"1293","modoc_MOD024_2021_postfire_immediate_180",0,400
"1294","modoc_MOD024_2021_postfire_immediate_90",0,210.25
"1295","modoc_MOD024_2022_postfire_1yr_0",0,256
"1296","modoc_MOD024_2022_postfire_1yr_180",0,484
"1297","modoc_MOD024_2022_postfire_1yr_90",0,272.25
"1298","Modoc_MOD025_2020_prefire_NA_180",7.29,16
"1299","Modoc_MOD025_2020_prefire_NA_270",870.49,0
"1300","Modoc_MOD025_2020_prefire_NA_90",12.25,0
"1301","Modoc_MOD026_2020_prefire_NA_180",0,100
"1302","Modoc_MOD026_2020_prefire_NA_270",0,81
"1303","Modoc_MOD027_2020_prefire_NA_0",36,67.24
"1304","Modoc_MOD027_2020_prefire_NA_180",16,69.89
"1305","Modoc_MOD027_2020_prefire_NA_270",17.64,0
"1306","Modoc_MOD027_2020_prefire_NA_90",16,39.69
"1307","modoc_MOD029_2021_prefire_NA_0",0,77.44
"1308","modoc_MOD029_2021_prefire_NA_270",0,163.84
"1309","modoc_MOD031_2021_prefire_NA_0",0,64
"1310","modoc_MOD031_2021_prefire_NA_180",0,306.25
"1311","modoc_MOD031_2021_prefire_NA_270",0,289
"1312","modoc_MOD036_2021_prefire_NA_0",0,225
"1313","modoc_MOD036_2021_prefire_NA_180",5625,256
"1314","modoc_MOD036_2021_prefire_NA_270",0,1314
"1315","modoc_MOD036_2021_prefire_NA_90",0,90.25
"1316","modoc_MOD037_2021_prefire_NA_90",0,9
"1317","modoc_MOD040_2021_prefire_NA_180",900,0
"1318","modoc_MOD040_2021_prefire_NA_270",900,0
"1319","modoc_MOD041_2021_prefire_NA_0",5625,0
"1320","modoc_MOD041_2021_prefire_NA_270",0,650
"1321","modoc_MOD042_2021_prefire_NA_0",0,182.25
"1322","modoc_MOD043_2021_prefire_NA_0",0,4900
"1323","modoc_MOD046_2021_prefire_NA_0",0,729
"1324","modoc_MOD046_2021_prefire_NA_180",0,407.38
"1325","modoc_MOD046_2021_prefire_NA_90",0,1189
"1326","modoc_MOD047_2021_prefire_NA_270",0,144
"1327","MountainHome_10_2019_prefire_NA_110",0,0
"1328","MountainHome_10_2019_prefire_NA_170",0,0
"1329","MountainHome_13_2019_prefire_NA_14",0,0
