site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,project,burnpile_ht_m,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth
springsfire,springs9,2019,prefire,,180,0,2,2,4,11.3,4,0,0,0,1,0,1,,,,,CPFMP,,,,0,1,,springsfire_springs9_2019_prefire_NA_180
springsfire,springs9,2019,prefire,,270,0,2,2,4,11.3,4,0,0,0.05,2,0.05,3,,,,,CPFMP,,,,0.05,2.5,,springsfire_springs9_2019_prefire_NA_270
springsfire,springs9,2019,prefire,,90,0,2,2,4,11.3,9,9,1,5,1,5,4,,,,,CPFMP,,,,5,2.5,,springsfire_springs9_2019_prefire_NA_90
springsfire,springs9,2020,postfire,1yr,0,0,2,2,4,11.3,0,1,3,0,0.5,0,1,5.8,3.7,,,CPFMP,,,,0,0.75,4.75,springsfire_springs9_2020_postfire_1yr_0
springsfire,springs9,2020,postfire,1yr,180,0,2,2,4,11.3,0,0,0,0,2,0,0.5,3,1.2,,,CPFMP,,,,0,1.25,2.1,springsfire_springs9_2020_postfire_1yr_180
springsfire,springs9,2020,postfire,1yr,270,0,2,2,4,11.3,3,0,0,0,0,0,0.5,19.7,3,,,CPFMP,,,,0,0.25,11.35,springsfire_springs9_2020_postfire_1yr_270
springsfire,springs9,2020,postfire,1yr,90,0,2,2,4,11.3,2,2,1,0,0,0,0.5,0.8,2.8,,,CPFMP,,,,0,0.25,1.8,springsfire_springs9_2020_postfire_1yr_90
SugarPineSP,sugarpine1,2020,prefire,,90,0,2,2,4,11.3,41,7,2,1.5,2.5,0.5,2.5,4.6,8.8,,,CPFMP,,,,1,2.5,6.7,SugarPineSP_sugarpine1_2020_prefire_NA_90
SugarPineSP,sugarpine1,2020,prefire,,0,0,2,2,4,11.3,84,10,2,0.5,3,0.25,1.5,8.3,8.8,,,CPFMP,,,,0.375,2.25,8.55,SugarPineSP_sugarpine1_2020_prefire_NA_0
SugarPineSP,sugarpine1,2020,prefire,,180,0,2,2,4,11.3,12,5,0,2.5,2,0.5,2,7.3,4.6,,,CPFMP,,,,1.5,2,5.95,SugarPineSP_sugarpine1_2020_prefire_NA_180
SugarPineSP,sugarpine1,2020,prefire,,270,0,2,2,4,11.3,19,4,0,0,0.5,0,0,0.25,4.5,,,CPFMP,,,,0,0.25,2.375,SugarPineSP_sugarpine1_2020_prefire_NA_270
SugarPineSP,sugarpine2,2020,prefire,,90,0,2,2,4,11.3,1,3,2,0.5,6,0.25,3,14,1.8,,,CPFMP,,,,0.375,4.5,7.9,SugarPineSP_sugarpine2_2020_prefire_NA_90
SugarPineSP,sugarpine2,2020,prefire,,0,0,2,2,4,11.3,3,1,0,1,4.5,0.5,9.5,10,14.5,,,CPFMP,,,,0.75,7,12.25,SugarPineSP_sugarpine2_2020_prefire_NA_0
SugarPineSP,sugarpine2,2020,prefire,,180,0,2,2,4,11.3,10,8,2,3.5,13,4,7,21.3,10.3,,,CPFMP,,,,3.75,10,15.8,SugarPineSP_sugarpine2_2020_prefire_NA_180
SugarPineSP,sugarpine2,2020,prefire,,270,0,2,2,4,11.3,2,3,0,1,4,0,2,8,6.8,,,CPFMP,,,,0.5,3,7.4,SugarPineSP_sugarpine2_2020_prefire_NA_270
valentine,VR1,2019,prefire,,0,0,2,2,4,11.3,3,0,1,9,0,4.5,0.5,,,,,CPFMP,,,,6.75,0.25,,valentine_VR1_2019_prefire_NA_0
valentine,VR1,2019,prefire,,180,0,2,2,4,11.3,16,5,3,6.3,0,12.4,2.5,,,,,CPFMP,,,,9.35,1.25,,valentine_VR1_2019_prefire_NA_180
valentine,VR1,2019,prefire,,270,0,2,2,4,11.3,9,6,2,8,1,6,2,,,,,CPFMP,,,,7,1.5,,valentine_VR1_2019_prefire_NA_270
valentine,VR1,2019,prefire,,90,0,2,2,4,11.3,26,3,0,6.6,0.5,8.6,3,,,,,CPFMP,,,,7.6,1.75,,valentine_VR1_2019_prefire_NA_90
valentine,VR1,2021,postthin,,90,0,2,2,4,11.3,22,4,1,0,3.8,0,0,2.9,0,,,CPFMP,,,,0,1.9,1.45,valentine_VR1_2021_postthin_NA_90
valentine,VR1,2021,postthin,,0,0,2,2,4,11.3,1,0,0,4.2,4,0,0,2.3,0,,,CPFMP,,,,2.1,2,1.15,valentine_VR1_2021_postthin_NA_0
valentine,VR1,2021,postthin,,180,0,2,2,4,11.3,24,13,3,4,2.1,4.7,2,2.3,2.5,,,CPFMP,,,,4.35,2.05,2.4,valentine_VR1_2021_postthin_NA_180
valentine,VR1,2021,postthin,,270,0,2,2,4,11.3,7,2,4,5.8,2.3,6.1,2.6,2.6,3,,,CPFMP,,,,5.95,2.45,2.8,valentine_VR1_2021_postthin_NA_270
valentine,VR10,2019,prefire,,0,0,2,2,4,11.3,2,1,1,,,1,3,,,,,CPFMP,,,,1,3,,valentine_VR10_2019_prefire_NA_0
valentine,VR10,2019,prefire,,180,0,2,2,4,11.3,8,1,1,6.5,0,7,0.5,,,,,CPFMP,,,,6.75,0.25,,valentine_VR10_2019_prefire_NA_180
valentine,VR10,2019,prefire,,270,0,2,2,4,11.3,10,3,2,,,7.8,0,,,,,CPFMP,,,,7.8,0,,valentine_VR10_2019_prefire_NA_270
valentine,VR10,2019,prefire,,90,0,2,2,4,11.3,7,3,2,10,0.5,10,0.5,,,,,CPFMP,,,,10,0.5,,valentine_VR10_2019_prefire_NA_90
valentine,VR10,2021,postthin,,90,0,2,2,4,11.3,2,0,1,0,5.2,3.5,5,3.9,4.5,,,CPFMP,,,,1.75,5.1,4.2,valentine_VR10_2021_postthin_NA_90
valentine,VR10,2021,postthin,,0,0,2,2,4,11.3,18,1,3,15,6,0,2.1,4.6,1,,,CPFMP,,,,7.5,4.05,2.8,valentine_VR10_2021_postthin_NA_0
valentine,VR10,2021,postthin,,180,0,2,2,4,11.3,18,12,2,0,1.8,0,4.7,1.9,3.9,,,CPFMP,,,,0,3.25,2.9,valentine_VR10_2021_postthin_NA_180
valentine,VR10,2021,postthin,,270,0,2,2,4,11.3,6,2,1,4.1,3.1,0,2.8,1.7,1.9,,,CPFMP,,,,2.05,2.95,1.8,valentine_VR10_2021_postthin_NA_270
valentine,VR10N,2019,prefire,,0,0,2,2,4,11.3,1,3,0,5,1,4,3,,,,,CPFMP,,,,4.5,2,,valentine_VR10N_2019_prefire_NA_0
valentine,VR10N,2019,prefire,,180,0,2,2,4,11.3,2,0,4,0,2,0,0.5,,,,,CPFMP,,,,0,1.25,,valentine_VR10N_2019_prefire_NA_180
valentine,VR10N,2019,prefire,,270,0,2,2,4,11.3,1,0,1,6,11,5,12,,,,,CPFMP,,,,5.5,11.5,,valentine_VR10N_2019_prefire_NA_270
valentine,VR10N,2019,prefire,,90,0,2,2,4,11.3,4,2,4,3,2,0,0,,,,,CPFMP,,,,1.5,1,,valentine_VR10N_2019_prefire_NA_90
valentine,VR10N,2021,postthin,,90,0,2,2,4,11.3,1,2,0,0,3,0,2,1.9,1,,,CPFMP,,,,0,2.5,1.45,valentine_VR10N_2021_postthin_NA_90
valentine,VR10N,2021,postthin,,0,0,2,2,4,11.3,5,0,0,0,0,0,0,0.3,0.3,,,CPFMP,,,,0,0,0.3,valentine_VR10N_2021_postthin_NA_0
valentine,VR10N,2021,postthin,,180,0,2,2,4,11.3,1,2,4,0,0.3,0,0,0.2,0.5,,,CPFMP,,,,0,0.15,0.35,valentine_VR10N_2021_postthin_NA_180
valentine,VR10N,2021,postthin,,270,0,2,2,4,11.3,1,0,0,0,0,6.1,3.3,0.5,2.6,,,CPFMP,,,,3.05,1.65,1.55,valentine_VR10N_2021_postthin_NA_270
valentine,VR11,2019,prefire,,0,0,2,2,4,11.3,3,1,0,0,0,0,0,,,,,CPFMP,,,,0,0,,valentine_VR11_2019_prefire_NA_0
valentine,VR11,2019,prefire,,180,0,2,2,4,11.3,2,5,3,0,0,0,0,,,,,CPFMP,,,,0,0,,valentine_VR11_2019_prefire_NA_180
valentine,VR11,2019,prefire,,270,0,2,2,4,11.3,9,8,0,0,0,0,0,,,,,CPFMP,,,,0,0,,valentine_VR11_2019_prefire_NA_270
valentine,VR11,2019,prefire,,90,0,2,2,4,11.3,1,1,2,0,0,0,0,,,,,CPFMP,,,,0,0,,valentine_VR11_2019_prefire_NA_90
valentine,VR11,2021,postthin,,90,0,2,2,4,11.3,8,3,0,0,1,8,6,1.5,8,,,CPFMP,,,,4,3.5,4.75,valentine_VR11_2021_postthin_NA_90
valentine,VR11,2021,postthin,,0,0,2,2,4,11.3,6,6,1,0,0,0.5,1,0,2.2,,,CPFMP,,,,0.25,0.5,1.1,valentine_VR11_2021_postthin_NA_0
valentine,VR11,2021,postthin,,180,0,2,2,4,11.3,11,17,1,15,1.2,0,1.8,9,2,,,CPFMP,,,,7.5,1.5,5.5,valentine_VR11_2021_postthin_NA_180
valentine,VR11,2021,postthin,,270,0,2,2,4,11.3,20,17,1,0,2,8,4,8,8.4,,,CPFMP,,,,4,3,8.2,valentine_VR11_2021_postthin_NA_270
valentine,VR11N,2019,prefire,,0,0,2,2,4,11.3,5,4,1,5,9,5,3,,,,,CPFMP,,,,5,6,,valentine_VR11N_2019_prefire_NA_0
valentine,VR11N,2019,prefire,,180,0,2,2,4,11.3,48,12,1,6,10,5,12,,,,,CPFMP,,,,5.5,11,,valentine_VR11N_2019_prefire_NA_180
valentine,VR11N,2019,prefire,,270,0,2,2,4,11.3,27,4,2,3,7,0,6,,,,,CPFMP,,,,1.5,6.5,,valentine_VR11N_2019_prefire_NA_270
valentine,VR11N,2019,prefire,,90,0,2,2,4,11.3,13,10,0,5,4,3,5,,,,,CPFMP,,,,4,4.5,,valentine_VR11N_2019_prefire_NA_90
valentine,VR11N,2021,postthin,,90,0,2,2,4,11.3,12,1,0,0,4.2,0,0,2.6,0,,,CPFMP,,,,0,2.1,1.3,valentine_VR11N_2021_postthin_NA_90
valentine,VR11N,2021,postthin,,0,0,2,2,4,11.3,2,0,2,0,1,0,2.1,0.6,2.7,,,CPFMP,,,,0,1.55,1.65,valentine_VR11N_2021_postthin_NA_0
valentine,VR11N,2021,postthin,,180,0,2,2,4,11.3,33,25,2,4.5,3,7.4,1.7,1.9,1.8,,,CPFMP,,,,5.95,2.35,1.85,valentine_VR11N_2021_postthin_NA_180
valentine,VR11N,2021,postthin,,270,0,2,2,4,11.3,1,3,0,0,2.1,0,0,1.3,0.3,,,CPFMP,,,,0,1.05,0.8,valentine_VR11N_2021_postthin_NA_270
valentine,VR12,2019,prefire,,0,0,2,2,4,11.3,15,5,0,0,0.5,0,5,,,,,CPFMP,,,,0,2.75,,valentine_VR12_2019_prefire_NA_0
valentine,VR12,2019,prefire,,180,0,2,2,4,11.3,7,1,0,0,0,2,0.5,,,,,CPFMP,,,,1,0.25,,valentine_VR12_2019_prefire_NA_180
valentine,VR12,2019,prefire,,270,0,2,2,4,11.3,10,1,1,1,7,0,7.5,,,,,CPFMP,,,,0.5,7.25,,valentine_VR12_2019_prefire_NA_270
valentine,VR12,2019,prefire,,90,0,2,2,4,11.3,18,8,0,0.5,3.5,0,3,,,,,CPFMP,,,,0.25,3.25,,valentine_VR12_2019_prefire_NA_90
valentine,VR12,2021,postthin,,90,0,2,2,4,11.3,2,2,3,0,1,6,3,25,4,,,CPFMP,,,,3,2,14.5,valentine_VR12_2021_postthin_NA_90
valentine,VR12,2021,postthin,,0,0,2,2,4,11.3,15,5,0,2,4,3.5,1,12,1,,pit1andfinefuelscountsoffset.5towardcenterduetoburnpile,CPFMP,,,,2.75,2.5,6.5,valentine_VR12_2021_postthin_NA_0
valentine,VR12,2021,postthin,,180,0,2,2,4,11.3,33,20,1,4.4,8,4,4.2,10,5,,,CPFMP,,,,4.2,6.1,7.5,valentine_VR12_2021_postthin_NA_180
valentine,VR12,2021,postthin,,270,0,2,2,4,11.3,8,10,2,0,10,0,5,22,6.6,,pit1offset1fttoLduetolog,CPFMP,,,,0,7.5,14.3,valentine_VR12_2021_postthin_NA_270
valentine,VR12N,2019,prefire,,0,0,2,2,4,11.3,9,3,0,5,8,7,4,,,,,CPFMP,,,,6,6,,valentine_VR12N_2019_prefire_NA_0
valentine,VR12N,2019,prefire,,180,0,2,2,4,11.3,2,1,0,11,5,6,0.5,,,,,CPFMP,,,,8.5,2.75,,valentine_VR12N_2019_prefire_NA_180
valentine,VR12N,2019,prefire,,270,0,2,2,4,11.3,2,2,1,6,3,10,5,,,,,CPFMP,,,,8,4,,valentine_VR12N_2019_prefire_NA_270
valentine,VR12N,2019,prefire,,90,0,2,2,4,11.3,10,6,3,5,3,0,0,,,,,CPFMP,,,,2.5,1.5,,valentine_VR12N_2019_prefire_NA_90
valentine,VR12N,2021,postthin,,90,0,2,2,4,11.3,8,4,2,0,4.5,3,4.6,3.9,4.3,,,CPFMP,,,,1.5,4.55,4.1,valentine_VR12N_2021_postthin_NA_90
valentine,VR12N,2021,postthin,,0,0,2,2,4,11.3,4,4,1,0,8.4,0.5,6.5,3.5,6,,,CPFMP,,,,0.25,7.45,4.75,valentine_VR12N_2021_postthin_NA_0
valentine,VR12N,2021,postthin,,180,0,2,2,4,11.3,15,0,0,4.5,3.3,0,0.2,5,2.8,,,CPFMP,,,,2.25,1.75,3.9,valentine_VR12N_2021_postthin_NA_180
valentine,VR12N,2021,postthin,,270,0,2,2,4,11.3,6,4,2,5.5,3.6,3.3,3.6,2.8,3.9,,,CPFMP,,,,4.4,3.6,3.35,valentine_VR12N_2021_postthin_NA_270
valentine,VR13,2019,prefire,,0,0,2,2,4,11.3,0,0,0,0,0.5,0,0,,,,,CPFMP,,,,0,0.25,,valentine_VR13_2019_prefire_NA_0
valentine,VR13,2019,prefire,,180,0,2,2,4,11.3,12,4,0,2,2,0,2,,,,,CPFMP,,,,1,2,,valentine_VR13_2019_prefire_NA_180
valentine,VR13,2019,prefire,,270,0,2,2,4,11.3,0,2,0,1,1,0,0,,,,,CPFMP,,,,0.5,0.5,,valentine_VR13_2019_prefire_NA_270
valentine,VR13,2019,prefire,,90,0,2,2,4,11.3,13,0,5,1,1,4,8,,,,,CPFMP,,,,2.5,4.5,,valentine_VR13_2019_prefire_NA_90
valentine,VR13,2021,postthin,,90,0,2,2,4,11.3,7,4,4,0,4.7,7.1,2.8,0.5,3.1,,,CPFMP,,,,3.55,3.75,1.8,valentine_VR13_2021_postthin_NA_90
valentine,VR13,2021,postthin,,0,0,2,2,4,11.3,3,0,0,0,0,0,0,0,0.3,,,CPFMP,,,,0,0,0.15,valentine_VR13_2021_postthin_NA_0
valentine,VR13,2021,postthin,,180,0,2,2,4,11.3,21,3,0,2.8,0.5,8.5,3.3,0.5,3.8,,,CPFMP,,,,5.65,1.9,2.15,valentine_VR13_2021_postthin_NA_180
valentine,VR13,2021,postthin,,270,0,2,2,4,11.3,3,1,3,11.6,5.1,0,1,3.7,0.8,,,CPFMP,,,,5.8,3.05,2.25,valentine_VR13_2021_postthin_NA_270
valentine,VR13N,2019,prefire,,0,0,2,2,4,11.3,6,3,0,0,0,4,5,,,,,CPFMP,,,,2,2.5,,valentine_VR13N_2019_prefire_NA_0
valentine,VR13N,2019,prefire,,180,0,2,2,4,11.3,10,3,4,5,6,6,10,,,,,CPFMP,,,,5.5,8,,valentine_VR13N_2019_prefire_NA_180
valentine,VR13N,2019,prefire,,270,0,2,2,4,11.3,0,2,0,0,0.5,,0.5,,,,,CPFMP,,,,0,0.5,,valentine_VR13N_2019_prefire_NA_270
valentine,VR13N,2019,prefire,,90,0,2,2,4,11.3,14,7,1,5,10,3,6,,,,,CPFMP,,,,4,8,,valentine_VR13N_2019_prefire_NA_90
valentine,VR13N,2021,postthin,,90,0,2,2,4,11.3,9,6,3,0,4.8,3,5,8.4,5,,,CPFMP,,,,1.5,4.9,6.7,valentine_VR13N_2021_postthin_NA_90
valentine,VR13N,2021,postthin,,0,0,2,2,4,11.3,14,7,1,0,2.5,0,2.4,2.8,2.2,,,CPFMP,,,,0,2.45,2.5,valentine_VR13N_2021_postthin_NA_0
valentine,VR13N,2021,postthin,,180,0,2,2,4,11.3,4,1,1,2,2.4,8,9.3,3.5,10,,,CPFMP,,,,5,5.85,6.75,valentine_VR13N_2021_postthin_NA_180
valentine,VR13N,2021,postthin,,270,0,2,2,4,11.3,11,4,1,0,0.2,0,0.5,0.5,0.8,,,CPFMP,,,,0,0.35,0.65,valentine_VR13N_2021_postthin_NA_270
valentine,VR14,2019,prefire,,0,0,2,2,4,11.3,13,0,0,4,0,6,0,,,,,CPFMP,,,,5,0,,valentine_VR14_2019_prefire_NA_0
valentine,VR14,2019,prefire,,180,0,2,2,4,11.3,9,6,1,9,1,6,3,,,,,CPFMP,,,,7.5,2,,valentine_VR14_2019_prefire_NA_180
valentine,VR14,2019,prefire,,270,0,2,2,4,11.3,25,5,0,7.5,0.5,6,0,,,,,CPFMP,,,,6.75,0.25,,valentine_VR14_2019_prefire_NA_270
valentine,VR14,2019,prefire,,90,0,2,2,4,11.3,33,11,0,5.5,0.5,4,0,,,,,CPFMP,,,,4.75,0.25,,valentine_VR14_2019_prefire_NA_90
valentine,VR14,2021,postthin,,90,0,2,2,4,11.3,31,11,1,0,5,0,6,3.8,4.6,,,CPFMP,,,,0,5.5,4.2,valentine_VR14_2021_postthin_NA_90
valentine,VR14,2021,postthin,,0,0,2,2,4,11.3,10,0,0,7,4,0,1.2,3.2,0.9,,,CPFMP,,,,3.5,2.6,2.05,valentine_VR14_2021_postthin_NA_0
valentine,VR14,2021,postthin,,180,0,2,2,4,11.3,18,14,0,2.2,4.1,5.2,3,3.6,3.9,,Fuelsdatacollectionmoved4meterstowardsthecenterduetogroundhornetsnestattheendofthesouthtransect,CPFMP,,,,3.7,3.55,3.75,valentine_VR14_2021_postthin_NA_180
valentine,VR14,2021,postthin,,270,0,2,2,4,11.3,13,1,2,2.9,3,0,3.1,3.1,2.3,,,CPFMP,,,,1.45,3.05,2.7,valentine_VR14_2021_postthin_NA_270
valentine,VR14N,2019,prefire,,0,0,2,2,4,11.3,2,8,0,0,1,0.5,0.5,,,,,CPFMP,,,,0.25,0.75,,valentine_VR14N_2019_prefire_NA_0
valentine,VR14N,2019,prefire,,180,0,2,2,4,11.3,5,5,0,,,8,3.5,,,,,CPFMP,,,,8,3.5,,valentine_VR14N_2019_prefire_NA_180
valentine,VR14N,2019,prefire,,270,0,2,2,4,11.3,33,4,1,8,2.5,0.5,0.5,,,,,CPFMP,,,,4.25,1.5,,valentine_VR14N_2019_prefire_NA_270
valentine,VR14N,2019,prefire,,90,0,2,2,4,11.3,12,3,0,4.5,2,7,2,,,,,CPFMP,,,,5.75,2,,valentine_VR14N_2019_prefire_NA_90
valentine,VR14N,2021,postthin,,90,0,2,2,4,11.3,11,2,1,5,1,0,0.5,1,0.5,,,CPFMP,,,,2.5,0.75,0.75,valentine_VR14N_2021_postthin_NA_90
valentine,VR14N,2021,postthin,,0,0,2,2,4,11.3,7,3,1,0,5,0,5,5,5,,,CPFMP,,,,0,5,5,valentine_VR14N_2021_postthin_NA_0
valentine,VR14N,2021,postthin,,180,0,2,2,4,11.3,28,11,0,10,3,0,4.8,9,6,,pit2offset2fttoRduetonoulder,CPFMP,,,,5,3.9,7.5,valentine_VR14N_2021_postthin_NA_180
valentine,VR14N,2021,postthin,,270,0,2,2,4,11.3,13,10,3,0,0.5,5,5,0.7,9,,,CPFMP,,,,2.5,2.75,4.85,valentine_VR14N_2021_postthin_NA_270
valentine,VR16,2021,postthin,,90,0,2,2,4,11.3,1,3,3,3.6,9.3,8,3,9,6,,,CPFMP,,,,5.8,6.15,7.5,valentine_VR16_2021_postthin_NA_90
valentine,VR16,2021,postthin,,0,0,2,2,4,11.3,7,2,0,0,2.3,0,2,2,2,,,CPFMP,,,,0,2.15,2,valentine_VR16_2021_postthin_NA_0
valentine,VR16,2021,postthin,,180,0,2,2,4,11.3,5,3,1,0,4.6,0,4.2,5.5,4,,,CPFMP,,,,0,4.4,4.75,valentine_VR16_2021_postthin_NA_180
valentine,VR16,2021,postthin,,270,0,2,2,4,11.3,3,7,5,2,8,0,5,10,100,,,CPFMP,,,,1,6.5,55,valentine_VR16_2021_postthin_NA_270
valentine,VR16N,2019,prefire,,0,0,2,2,4,11.3,28,14,4,10,1,13,2,,,,,CPFMP,,,,11.5,1.5,,valentine_VR16N_2019_prefire_NA_0
valentine,VR16N,2019,prefire,,180,0,2,2,4,11.3,14,13,0,5,1,8,0.5,,,,,CPFMP,,,,6.5,0.75,,valentine_VR16N_2019_prefire_NA_180
valentine,VR16N,2019,prefire,,270,0,2,2,4,11.3,32,45,1,8,0,9,1,,,,,CPFMP,,,,8.5,0.5,,valentine_VR16N_2019_prefire_NA_270
valentine,VR16N,2019,prefire,,90,0,2,2,4,11.3,16,5,1,3,2,7,6,,,,,CPFMP,,,,5,4,,valentine_VR16N_2019_prefire_NA_90
valentine,VR16N,2021,postthin,,90,0,2,2,4,11.3,18,15,2,0,0,0,2,0.7,1.2,,,CPFMP,,,,0,1,0.95,valentine_VR16N_2021_postthin_NA_90
valentine,VR16N,2021,postthin,,0,0,2,2,4,11.3,13,9,5,0,0.5,6,3,2.3,3,,,CPFMP,,,,3,1.75,2.65,valentine_VR16N_2021_postthin_NA_0
valentine,VR16N,2021,postthin,,180,0,2,2,4,11.3,6,2,2,0,7.5,2,5,8,5.5,,,CPFMP,,,,1,6.25,6.75,valentine_VR16N_2021_postthin_NA_180
valentine,VR16N,2021,postthin,,270,0,2,2,4,11.3,12,6,0,2.2,5,0,1.5,5,6,,,CPFMP,,,,1.1,3.25,5.5,valentine_VR16N_2021_postthin_NA_270
valentine,VR19,2019,prefire,,0,0,2,2,4,11.3,12,2,0,6,4,10,11,,,,,CPFMP,,,,8,7.5,,valentine_VR19_2019_prefire_NA_0
valentine,VR19,2019,prefire,,180,0,2,2,4,11.3,21,9,1,3,3,1,1,,,,,CPFMP,,,,2,2,,valentine_VR19_2019_prefire_NA_180
valentine,VR19,2019,prefire,,270,0,2,2,4,11.3,26,7,2,7,5,,,,,,,CPFMP,,,,7,5,,valentine_VR19_2019_prefire_NA_270
valentine,VR19,2019,prefire,,90,0,2,2,4,11.3,31,9,1,11.5,7,10,3,,,,,CPFMP,,,,10.75,5,,valentine_VR19_2019_prefire_NA_90
valentine,VR1N,2019,prefire,,0,0,2,2,4,11.3,9,3,4,4,0.5,12,0.5,,,,,CPFMP,,,,8,0.5,,valentine_VR1N_2019_prefire_NA_0
valentine,VR1N,2019,prefire,,180,0,2,2,4,11.3,14,1,0,0,3,7.5,0.5,,,,,CPFMP,,,,3.75,1.75,,valentine_VR1N_2019_prefire_NA_180
valentine,VR1N,2019,prefire,,270,0,2,2,4,11.3,2,0,1,7,0,7,3,,,,,CPFMP,,,,7,1.5,,valentine_VR1N_2019_prefire_NA_270
valentine,VR1N,2019,prefire,,90,0,2,2,4,11.3,47,10,2,11,0.5,0,5,,,,,CPFMP,,,,5.5,2.75,,valentine_VR1N_2019_prefire_NA_90
valentine,VR1N,2021,postthin,,90,0,2,2,4,11.3,28,15,0,0,1,0,7,3.3,10,,,CPFMP,,,,0,4,6.65,valentine_VR1N_2021_postthin_NA_90
valentine,VR1N,2021,postthin,,0,0,2,2,4,11.3,9,4,1,15,1,2,4.8,9,5,,,CPFMP,,,,8.5,2.9,7,valentine_VR1N_2021_postthin_NA_0
valentine,VR1N,2021,postthin,,180,0,2,2,4,11.3,9,11,0,0,2,0,1,6.3,1,,,CPFMP,,,,0,1.5,3.65,valentine_VR1N_2021_postthin_NA_180
valentine,VR1N,2021,postthin,,270,0,2,2,4,11.3,10,2,1,1.8,4,3,4.5,2.5,7,,,CPFMP,,,,2.4,4.25,4.75,valentine_VR1N_2021_postthin_NA_270
valentine,VR2,2019,prefire,,0,0,2,2,4,11.3,8,0,0,0,0,,0.5,,,,,CPFMP,,,,0,0.25,,valentine_VR2_2019_prefire_NA_0
valentine,VR2,2019,prefire,,180,0,2,2,4,11.3,17,5,0,8,0.5,0,0,,,,,CPFMP,,,,4,0.25,,valentine_VR2_2019_prefire_NA_180
valentine,VR2,2019,prefire,,270,0,2,2,4,11.3,17,3,0,0,0,7,1.5,,,,,CPFMP,,,,3.5,0.75,,valentine_VR2_2019_prefire_NA_270
valentine,VR2,2019,prefire,,90,0,2,2,4,11.3,0,0,0,0,0,0,0,,,,,CPFMP,,,,0,0,,valentine_VR2_2019_prefire_NA_90
valentine,VR2,2021,postthin,,90,0,2,2,4,11.3,15,8,6,0,0.7,2,1,1,8.7,,"giantgranitecoversmorethanthefartherhalfofthetransect,fuelsmeasuredaccordinglystartingat4mawayfromplotcenterforsafety",CPFMP,,,,1,0.85,4.85,valentine_VR2_2021_postthin_NA_90
valentine,VR2,2021,postthin,,0,0,2,2,4,11.3,18,5,1,0,0.3,0,12,1,9.3,,,CPFMP,,,,0,6.15,5.15,valentine_VR2_2021_postthin_NA_0
valentine,VR2,2021,postthin,,180,0,2,2,4,11.3,13,13,2,0,2,1.5,0.7,14.5,1,,,CPFMP,,,,0.75,1.35,7.75,valentine_VR2_2021_postthin_NA_180
valentine,VR2,2021,postthin,,270,0,2,2,4,11.3,8,6,2,5,4.6,1,0.5,5,2.4,,,CPFMP,,,,3,2.55,3.7,valentine_VR2_2021_postthin_NA_270
valentine,VR20,2019,prefire,,0,0,2,2,4,11.3,8,1,0,6,3,4,3,,,,,CPFMP,,,,5,3,,valentine_VR20_2019_prefire_NA_0
valentine,VR20,2019,prefire,,180,0,2,2,4,11.3,7,12,0,2,1,6,5,,,,,CPFMP,,,,4,3,,valentine_VR20_2019_prefire_NA_180
valentine,VR20,2019,prefire,,270,0,2,2,4,11.3,4,5,0,6,5,8,4,,,,,CPFMP,,,,7,4.5,,valentine_VR20_2019_prefire_NA_270
valentine,VR20,2019,prefire,,90,0,2,2,4,11.3,54,1,0,5,3,4,3,,,,,CPFMP,,,,4.5,3,,valentine_VR20_2019_prefire_NA_90
valentine,VR20,2021,postthin,,90,0,2,2,4,11.3,3,0,0,0,0.5,0,0.3,0.3,1,,,CPFMP,,,,0,0.4,0.65,valentine_VR20_2021_postthin_NA_90
valentine,VR20,2021,postthin,,0,0,2,2,4,11.3,10,0,0,1.8,2,3.6,4,5,5,,,CPFMP,,,,2.7,3,5,valentine_VR20_2021_postthin_NA_0
valentine,VR20,2021,postthin,,180,0,2,2,4,11.3,20,10,5,0,1,18,2,5,2.8,,,CPFMP,,,,9,1.5,3.9,valentine_VR20_2021_postthin_NA_180
valentine,VR20,2021,postthin,,270,0,2,2,4,11.3,5,2,1,0,0.3,12,1.2,0.3,2.4,,,CPFMP,,,,6,0.75,1.35,valentine_VR20_2021_postthin_NA_270
valentine,VR20N,2019,prefire,,0,0,2,2,4,11.3,17,2,0,1,0.5,,,,,,,CPFMP,,,,1,0.5,,valentine_VR20N_2019_prefire_NA_0
valentine,VR20N,2019,prefire,,180,0,2,2,4,11.3,29,1,0,2,1,2.5,0.5,,,,,CPFMP,,,,2.25,0.75,,valentine_VR20N_2019_prefire_NA_180
valentine,VR20N,2019,prefire,,270,0,2,2,4,11.3,8,1,0,10,3,5,2.5,,,,,CPFMP,,,,7.5,2.75,,valentine_VR20N_2019_prefire_NA_270
valentine,VR20N,2019,prefire,,90,0,2,2,4,11.3,12,1,0,0,0.5,0,1,,,,,CPFMP,,,,0,0.75,,valentine_VR20N_2019_prefire_NA_90
