"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","decay","scorch_ht_m","torch_ht_m","bolechar_m","healthCode","notes","ht2dead_m","scorch_percent","torch_percent","healthCode2","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"1361","CPFMP","caples","2013-2018","28","prefire",NA,"690","LIVE","CADE27",31.3,14.4,4.7,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1362","CPFMP","caples","2013-2018","28","prefire",NA,"691","LIVE","ABCO",11.5,7.4,3.2,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1363","CPFMP","caples","2013-2018","28","prefire",NA,"692","LIVE","PIJE",28.4,18.3,10.1,NA,"IN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1364","CPFMP","caples","2013-2018","28","prefire",NA,"693","LIVE","CADE27",33.6,13.3,6.4,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1365","CPFMP","caples","2013-2018","28","prefire",NA,"694","LIVE","PIJE",19.5,14.6,14,NA,"IN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1366","CPFMP","caples","2013-2018","28","prefire",NA,"695","LIVE","ABCO",8.6,7.3,2.8,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1367","CPFMP","caples","2013-2018","28","prefire",NA,"696","LIVE","CADE27",18.1,8.8,3.6,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1368","CPFMP","caples","2013-2018","28","prefire",NA,"697","LIVE","CADE27",43.3,13.2,4,NA,"IN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1369","CPFMP","caples","2013-2018","28","prefire",NA,"698","LIVE","CADE27",21,8.4,2.3,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1370","CPFMP","caples","2013-2018","28","prefire",NA,"699","LIVE","CADE27",24.9,7.1,2.5,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1371","CPFMP","caples","2013-2018","28","prefire",NA,"7","LIVE","CADE27",13.6,7.9,2.7,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1372","CPFMP","caples","2013-2018","28","prefire",NA,"700","LIVE","CADE27",17.9,9,2.7,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1373","CPFMP","caples","2013-2018","28","prefire",NA,"8","LIVE","CADE27",15.2,8.2,3.9,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1374","CPFMP","caples","2013-2018","28","prefire",NA,"9","LIVE","ABCO",56,16.4,9.1,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1375","CPFMP","caples","2019","29","prefire","immediate","19","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,14,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1376","CPFMP","caples","2019","29","prefire","immediate","20","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1377","CPFMP","caples","2019","29","prefire","immediate","21","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1378","CPFMP","caples","2019","29","prefire","immediate","22","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1379","CPFMP","caples","2019","29","prefire","immediate","24","DEAD","PIJE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1380","CPFMP","caples","2019","29","prefire","immediate","25","DEAD","PIJE",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1381","CPFMP","caples","2019","29","prefire","immediate","29","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1382","CPFMP","caples","2019","29","prefire","immediate","30","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1383","CPFMP","caples","2019","29","prefire","immediate","32","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1384","CPFMP","caples","2020","29","postfire","1yr","0","DEAD","ABCO",8.5,5,0,40,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1385","CPFMP","caples","2020","29","postfire","1yr","0","DEAD","CADE27",29,9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1386","CPFMP","caples","2020","29","postfire","1yr","19","DEAD","CADE27",40.4,14.3,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1387","CPFMP","caples","2020","29","postfire","1yr","20","DEAD","ABCO",15,6.6,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1388","CPFMP","caples","2020","29","postfire","1yr","22","DEAD","CADE27",16.6,4.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1389","CPFMP","caples","2020","29","postfire","1yr","23","DEAD","CADE27",31.2,9.6,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1390","CPFMP","caples","2020","29","postfire","1yr","24","DEAD","PIJE",18.8,6,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1391","CPFMP","caples","2020","29","postfire","1yr","26","DEAD","QUKE",21.6,9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1392","CPFMP","caples","2020","29","postfire","1yr","28","DEAD","QUKE",19.5,7,5.6,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1393","CPFMP","caples","2020","29","postfire","1yr","30","DEAD","ABCO",14,4,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1394","CPFMP","caples","2020","29","postfire","1yr","33","DEAD","ABCO",9.3,4.8,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1395","CPFMP","caples","2020","29","postfire","1yr","29","DEAD","ABCO",44,11.2,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1396","CPFMP","caples","2020","29","postfire","1yr","32","DEAD","ABCO",10,4.5,0,0,NA,NA,"4",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1397","CPFMP","caples","2013-2018","29","prefire",NA,"18","LIVE","CADE27",47.4,13.8,3.6,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1398","CPFMP","caples","2013-2018","29","prefire",NA,"19","LIVE","CADE27",39.9,13.4,2.2,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1399","CPFMP","caples","2013-2018","29","prefire",NA,"20","LIVE","ABCO",11.2,4.9,0.5,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1400","CPFMP","caples","2013-2018","29","prefire",NA,"21","LIVE","CADE27",27.7,8.4,3.2,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1401","CPFMP","caples","2013-2018","29","prefire",NA,"22","LIVE","CADE27",15.6,5.2,1.7,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1402","CPFMP","caples","2013-2018","29","prefire",NA,"23","LIVE","CADE27",30.7,9.9,1.8,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1403","CPFMP","caples","2013-2018","29","prefire",NA,"24","LIVE","PIJE",18.4,6.1,4.2,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1404","CPFMP","caples","2013-2018","29","prefire",NA,"25","LIVE","PIJE",130.1,33,9.1,NA,"DO",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1405","CPFMP","caples","2013-2018","29","prefire",NA,"26","LIVE","QUKE",21,7.3,3.4,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1406","CPFMP","caples","2013-2018","29","prefire",NA,"27","LIVE","CADE27",26.5,8.2,0.6,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1407","CPFMP","caples","2013-2018","29","prefire",NA,"28","LIVE","QUKE",19,8.3,7,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1408","CPFMP","caples","2013-2018","29","prefire",NA,"29","LIVE","ABCO",41.2,16.2,1.2,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1409","CPFMP","caples","2013-2018","29","prefire",NA,"30","LIVE","ABCO",10.9,2.4,0.1,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1410","CPFMP","caples","2013-2018","29","prefire",NA,"31","LIVE","CADE27",65,15.7,4.6,NA,"CO",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1411","CPFMP","caples","2013-2018","29","prefire",NA,"32","LIVE","ABCO",8.8,4.4,0.9,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1412","CPFMP","caples","2013-2018","29","prefire",NA,"33","LIVE","ABCO",7.9,4.5,0.6,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1413","CPFMP","caples","2013-2018","29","prefire",NA,"34","LIVE","ABCO",11.1,5.6,1.6,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1414","CPFMP","caples","2013-2018","29","prefire",NA,"35","LIVE","ABCO",8.8,4.3,1.5,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1415","CPFMP","caples","2013-2018","29","prefire",NA,"36","LIVE","CADE27",21.4,8.5,2.4,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1416","CPFMP","caples","2013-2018","29","prefire",NA,"37","LIVE","CADE27",21.4,8.7,2.2,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1417","CPFMP","caples","2013-2018","29","prefire",NA,"38","LIVE","CADE27",17.4,6.3,3.1,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1418","CPFMP","caples","2013-2018","29","prefire",NA,"39","LIVE","CADE27",11.4,4.3,1.8,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1419","CPFMP","caples","2013-2018","29","prefire",NA,"40","LIVE","ABCO",11.9,5.8,0.2,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1420","CPFMP","caples","2019","29","prefire","immediate","18","LIVE","CADE27",NA,NA,13.2,NA,NA,NA,NA,13.2,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1421","CPFMP","caples","2019","29","prefire","immediate","23","LIVE","CADE27",NA,NA,9.7,NA,NA,NA,NA,9.7,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1422","CPFMP","caples","2019","29","prefire","immediate","26","LIVE","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1423","CPFMP","caples","2019","29","prefire","immediate","27","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1424","CPFMP","caples","2019","29","prefire","immediate","28","LIVE","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1425","CPFMP","caples","2019","29","prefire","immediate","31","LIVE","CADE27",NA,NA,4.6,NA,NA,NA,NA,16,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1426","CPFMP","caples","2019","29","prefire","immediate","33","LIVE","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1427","CPFMP","caples","2019","29","prefire","immediate","34","LIVE","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1428","CPFMP","caples","2019","29","prefire","immediate","35","LIVE","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1429","CPFMP","caples","2019","29","prefire","immediate","36","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Dead before fire",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1430","CPFMP","caples","2019","29","prefire","immediate","37","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1431","CPFMP","caples","2019","29","prefire","immediate","38","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1432","CPFMP","caples","2019","29","prefire","immediate","39","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1433","CPFMP","caples","2019","29","prefire","immediate","40","LIVE","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1434","CPFMP","caples","2020","29","postfire","1yr","0","LIVE","CADE27",48.4,14.8,4,0,"CO",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1435","CPFMP","caples","2020","29","postfire","1yr","27","LIVE","CADE27",28.2,8,2,30,"IN",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1436","CPFMP","caples","2020","29","postfire","1yr","31","LIVE","CADE27",94,NA,4,60,NA,NA,NA,NA,NA,0,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1437","CPFMP","caples","2020","29","postfire","1yr","34","LIVE","ABCO",14.6,7,3,40,"IN",NA,NA,NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1438","CPFMP","caples","2020","29","postfire","1yr","35","LIVE","ABCO",11.4,5.4,5,30,"OT",NA,NA,NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1439","CPFMP","caples","2020","29","postfire","1yr","36","LIVE","CADE27",24.4,9,2,40,"IN",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1440","CPFMP","caples","2020","29","postfire","1yr","37","LIVE","CADE27",24.8,8.8,2,30,"IN",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1441","CPFMP","caples","2020","29","postfire","1yr","38","LIVE","CADE27",19,6.4,4,35,"OT",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1442","CPFMP","caples","2020","29","postfire","1yr","39","LIVE","CADE27",13,4.3,2,40,"OT",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1443","CPFMP","caples","2020","29","postfire","1yr","40","LIVE","ABCO",16.5,6.3,1.5,30,"IN",NA,NA,NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1444","CPFMP","caples","2019","30","prefire","immediate","41","DEAD","PIJE",NA,NA,NA,NA,NA,NA,NA,2.5,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1445","CPFMP","caples","2019","30","prefire","immediate","43","DEAD","PIJE",NA,NA,NA,NA,NA,NA,NA,3,1,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1446","CPFMP","caples","2020","30","postfire","1yr","41","DEAD","PIJE",8.7,2.7,0,0,NA,NA,"1",NA,NA,0,"DM","dead flagged ""tree"" in NE quad most definitely was manually placed and therefor no data was recorded for it",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"flagged ""tree"" in NE quad most definitely was manually placed and therefor no data was recorded for it","N"
"1447","CPFMP","caples","2013-2018","30","prefire",NA,"41","LIVE","PIJE",9.2,2.6,0.8,NA,"OP",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1448","CPFMP","caples","2013-2018","30","prefire",NA,"42","LIVE","PIJE",22.7,5.2,1.2,NA,"OP",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1449","CPFMP","caples","2013-2018","30","prefire",NA,"43","LIVE","PIJE",13.1,3.6,0.5,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1450","CPFMP","caples","2019","30","prefire","immediate","42","LIVE","PIJE",NA,NA,1,NA,NA,NA,NA,2.5,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1451","CPFMP","caples","2020","30","postfire","1yr","42","LIVE","PIJE",24.1,4.8,1.9,75,"IN",NA,NA,NA,NA,0,"DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1452","CPFMP","caples","2020","30","postfire","1yr","43","LIVE","PIJE",15.9,4.1,3,10,"IN",NA,NA,NA,NA,0,"DM, T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1453","CPFMP","caples","2013-2018","32","prefire",NA,NA,"DEAD","ABCO",11.9,4.8,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1454","CPFMP","caples","2013-2018","32","prefire",NA,NA,"DEAD","ABCO",37.2,16.8,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1455","CPFMP","caples","2013-2018","32","prefire",NA,NA,"DEAD","ABCO",37.4,29.9,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1456","CPFMP","caples","2013-2018","32","prefire",NA,NA,"DEAD","PIJE",30.3,6.5,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1457","CPFMP","caples","2019","32","prefire","immediate","53","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1458","CPFMP","caples","2019","32","prefire","immediate","61","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1459","CPFMP","caples","2019","32","prefire","immediate","65","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1460","CPFMP","caples","2019","32","prefire","immediate","68","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1461","CPFMP","caples","2019","32","prefire","immediate","69","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1462","CPFMP","caples","2019","32","prefire","immediate","72","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1463","CPFMP","caples","2020","32","postfire","1yr","51","DEAD","ABCO",14,7,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1464","CPFMP","caples","2020","32","postfire","1yr","54","DEAD","ABCO",15,6.9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1465","CPFMP","caples","2020","32","postfire","1yr","61","DEAD","CADE27",21.4,5.6,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1466","CPFMP","caples","2020","32","postfire","1yr","68","DEAD","CADE27",25.3,8.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1467","CPFMP","caples","2020","32","postfire","1yr","72","DEAD","ABCO",9,5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1468","CPFMP","caples","2020","32","postfire","1yr","45","DEAD","ABCO",16.6,7.7,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1469","CPFMP","caples","2020","32","postfire","1yr","53","DEAD","ABCO",13,5.4,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1470","CPFMP","caples","2020","32","postfire","1yr","63","DEAD","CADE27",20.1,10,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1471","CPFMP","caples","2020","32","postfire","1yr","65","DEAD","ABCO",31.8,14.5,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1472","CPFMP","caples","2020","32","postfire","1yr","69","DEAD","ABCO",12.3,6,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1473","CPFMP","caples","2013-2018","32","prefire",NA,"44","LIVE","ABCO",49.1,17.7,6.4,NA,"IN",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1474","CPFMP","caples","2013-2018","32","prefire",NA,"45","LIVE","ABCO",15,7.3,5.2,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1475","CPFMP","caples","2013-2018","32","prefire",NA,"46","LIVE","ABCO",38.1,17.6,7.9,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1476","CPFMP","caples","2013-2018","32","prefire",NA,"47","LIVE","ABCO",80.8,28.3,8,NA,"CO",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1477","CPFMP","caples","2013-2018","32","prefire",NA,"48","LIVE","ABCO",19.3,9.4,2.5,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1478","CPFMP","caples","2013-2018","32","prefire",NA,"49","LIVE","CADE27",46.8,17.9,5.4,NA,"IN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1479","CPFMP","caples","2013-2018","32","prefire",NA,"50","LIVE","ABCO",63.6,24.2,9.7,NA,"CO",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1480","CPFMP","caples","2013-2018","32","prefire",NA,"51","LIVE","ABCO",12.3,7.7,2.2,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1481","CPFMP","caples","2013-2018","32","prefire",NA,"52","LIVE","PICO",25.3,11.5,7.7,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1482","CPFMP","caples","2013-2018","32","prefire",NA,"53","LIVE","ABCO",12.3,3.8,2,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1483","CPFMP","caples","2013-2018","32","prefire",NA,"54","LIVE","ABCO",16.7,7.9,3.5,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
