"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","decay","scorch_ht_m","torch_ht_m","bolechar_m","healthCode","notes","ht2dead_m","scorch_percent","torch_percent","healthCode2","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"1237","CPFMP","caples","2019","28","prefire","immediate","672","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"100% torched",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1238","CPFMP","caples","2019","28","prefire","immediate","673","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1239","CPFMP","caples","2019","28","prefire","immediate","674","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,28,21.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1240","CPFMP","caples","2019","28","prefire","immediate","676","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,19.2,18.4,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1241","CPFMP","caples","2019","28","prefire","immediate","680","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,15.2,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1242","CPFMP","caples","2019","28","prefire","immediate","682","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,17.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1243","CPFMP","caples","2019","28","prefire","immediate","684","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,20.6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1244","CPFMP","caples","2019","28","prefire","immediate","685","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,11.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1245","CPFMP","caples","2019","28","prefire","immediate","690","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,15.2,15.2,NA,"Live crown diago l",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"1246","CPFMP","caples","2019","28","prefire","immediate","695","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1247","CPFMP","caples","2019","28","prefire","immediate","696","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Scortched before fall, top broken",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1248","CPFMP","caples","2019","28","prefire","immediate","698","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1249","CPFMP","caples","2019","28","prefire","immediate","699","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1250","CPFMP","caples","2019","28","prefire","immediate","7","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1251","CPFMP","caples","2019","28","prefire","immediate","700","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Split trunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1252","CPFMP","caples","2019","28","prefire","immediate","8","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1253","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1254","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1255","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1256","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1257","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,"no tag",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1258","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","CADE27",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1259","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","QUKE",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1260","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","QUKE",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1261","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","QUKE",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1262","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","QUKE",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1263","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","QUKE",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1264","CPFMP","caples","2019","28","prefire","immediate",NA,"DEAD","QUKE",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1265","CPFMP","caples","2020","28","postfire","1yr","0","DEAD",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"forgot to get data on snag",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"forgot to get data on snag","Y"
"1266","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",22,17.6,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1267","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",64,22.4,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1268","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"forgot to get data on snag",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"forgot to get data on snag","Y"
"1269","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",20.8,8,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1270","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",51.2,13,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1271","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","PIJE",37.3,19.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1272","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","PIJE",84.4,29,0,0,NA,NA,"1",NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1273","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","QUKE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"forgot to get data on snag",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"forgot to get data on snag","Y"
"1274","CPFMP","caples","2020","28","postfire","1yr","665","DEAD","CADE27",23.8,12.3,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1275","CPFMP","caples","2020","28","postfire","1yr","667","DEAD","CADE27",16,6,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1276","CPFMP","caples","2020","28","postfire","1yr","668","DEAD","CADE27",20.6,8,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1277","CPFMP","caples","2020","28","postfire","1yr","672","DEAD","CADE27",18.1,7.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1278","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",8.3,10,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1279","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",31.3,16,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1280","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",31.7,12.5,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1281","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",35.1,20.6,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1282","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",41.7,10,0,0,NA,NA,"5",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1283","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",59.2,25,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1284","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","ABCO",66.8,15,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1285","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",15.6,7,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1286","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",18,6,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1287","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",18.2,10,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1288","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",34.5,16,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1289","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",34.7,15,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1290","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",38.8,15,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1291","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",46.3,16,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1292","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","CADE27",48.4,19,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1293","CPFMP","caples","2020","28","postfire","1yr","0","DEAD","QUKE",20,8.2,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1294","CPFMP","caples","2020","28","postfire","1yr","11","DEAD","QUKE",32,13,0,0,NA,NA,"3",NA,NA,0,NA,"resprout",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"resprout","N"
"1295","CPFMP","caples","2020","28","postfire","1yr","12","DEAD","CADE27",36.7,12.6,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1296","CPFMP","caples","2020","28","postfire","1yr","14","DEAD","CADE27",18,7.5,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1297","CPFMP","caples","2020","28","postfire","1yr","15","DEAD","CADE27",17,8,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1298","CPFMP","caples","2020","28","postfire","1yr","16","DEAD","QUKE",24.5,14.6,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1299","CPFMP","caples","2020","28","postfire","1yr","17","DEAD","CADE27",12.5,6,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1300","CPFMP","caples","2020","28","postfire","1yr","2","DEAD","CADE27",15.2,5,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1301","CPFMP","caples","2020","28","postfire","1yr","6","DEAD","CADE27",19.2,6.4,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1302","CPFMP","caples","2020","28","postfire","1yr","664","DEAD","CADE27",11.7,4.8,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1303","CPFMP","caples","2020","28","postfire","1yr","669","DEAD","QUKE",22.3,10,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1304","CPFMP","caples","2020","28","postfire","1yr","670","DEAD","QUKE",18,10,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1305","CPFMP","caples","2020","28","postfire","1yr","685","DEAD","CADE27",29.7,29,0,0,NA,NA,"2",NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1306","CPFMP","caples","2020","28","postfire","1yr","687","DEAD","PIJE",55.2,12,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1307","CPFMP","caples","2020","28","postfire","1yr","689","DEAD","ABCO",11.2,6,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1308","CPFMP","caples","2020","28","postfire","1yr","690","DEAD","CADE27",31,14.3,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1309","CPFMP","caples","2020","28","postfire","1yr","691","DEAD","ABCO",13.6,7.7,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1310","CPFMP","caples","2020","28","postfire","1yr","692","DEAD","PIJE",27.9,18,0,0,NA,NA,"3",NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1311","CPFMP","caples","2020","28","postfire","1yr","693","DEAD","CADE27",32.1,14,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1312","CPFMP","caples","2020","28","postfire","1yr","694","DEAD","PIJE",21.4,16.4,0,0,NA,NA,"2",NA,NA,0,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1313","CPFMP","caples","2020","28","postfire","1yr","695","DEAD","ABCO",9.8,7,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1314","CPFMP","caples","2020","28","postfire","1yr","696","DEAD","CADE27",17.5,8.5,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1315","CPFMP","caples","2020","28","postfire","1yr","697","DEAD","CADE27",43.3,11.5,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1316","CPFMP","caples","2020","28","postfire","1yr","698","DEAD","ABCO",19.8,10.5,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1317","CPFMP","caples","2020","28","postfire","1yr","699","DEAD","CADE27",23.5,6.7,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1318","CPFMP","caples","2020","28","postfire","1yr","7","DEAD","CADE27",11.3,5.4,0,0,NA,NA,"4",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1319","CPFMP","caples","2020","28","postfire","1yr","700","DEAD","CADE27",17.7,9.2,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1320","CPFMP","caples","2020","28","postfire","1yr","8","DEAD","CADE27",15,6.9,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"1321","CPFMP","caples","2013-2018","28","prefire",NA,"10","LIVE","QUKE",28.3,14.5,7,NA,"IN",0.5,NA,NA,NA,NA,NA,"Nearly dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1322","CPFMP","caples","2013-2018","28","prefire",NA,"11","LIVE","QUKE",31.8,17.7,12.1,NA,"CO",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1323","CPFMP","caples","2013-2018","28","prefire",NA,"12","LIVE","CADE27",35.8,14.6,4.9,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1324","CPFMP","caples","2013-2018","28","prefire",NA,"13","LIVE","CADE27",20.6,10.2,8,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1325","CPFMP","caples","2013-2018","28","prefire",NA,"14","LIVE","CADE27",18.6,8.7,1.7,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1326","CPFMP","caples","2013-2018","28","prefire",NA,"15","LIVE","CADE27",18.9,9.1,7.9,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1327","CPFMP","caples","2013-2018","28","prefire",NA,"16","LIVE","CADE27",9.5,3.8,2,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1328","CPFMP","caples","2013-2018","28","prefire",NA,"17","LIVE","CADE27",14.2,5.3,3.8,NA,"OT",1,NA,NA,NA,NA,NA,"Nearly dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1329","CPFMP","caples","2013-2018","28","prefire",NA,"2","LIVE","CADE27",17.3,5.4,2,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1330","CPFMP","caples","2013-2018","28","prefire",NA,"3","LIVE","ABCO",64.1,16.8,8.8,NA,"CO",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1331","CPFMP","caples","2013-2018","28","prefire",NA,"4","LIVE","ABCO",12.2,8.3,2.4,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1332","CPFMP","caples","2013-2018","28","prefire",NA,"5","LIVE","ABCO",28.9,12.7,9,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1333","CPFMP","caples","2013-2018","28","prefire",NA,"6","LIVE","CADE27",19.6,6.8,2.1,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1334","CPFMP","caples","2013-2018","28","prefire",NA,"663","LIVE","CADE27",51,15.6,4.4,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1335","CPFMP","caples","2013-2018","28","prefire",NA,"664","LIVE","CADE27",12.8,4.8,4.2,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1336","CPFMP","caples","2013-2018","28","prefire",NA,"665","LIVE","CADE27",25.5,13.2,6,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1337","CPFMP","caples","2013-2018","28","prefire",NA,"666","LIVE","PIJE",40.8,18.1,11.2,NA,"CO",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1338","CPFMP","caples","2013-2018","28","prefire",NA,"667","LIVE","CADE27",16.8,7.4,3.1,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1339","CPFMP","caples","2013-2018","28","prefire",NA,"668","LIVE","CADE27",21.7,9.7,4.9,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1340","CPFMP","caples","2013-2018","28","prefire",NA,"669","LIVE","QUKE",20.8,22,8,NA,"CO",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1341","CPFMP","caples","2013-2018","28","prefire",NA,"670","LIVE","QUKE",18.9,14.4,9.1,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1342","CPFMP","caples","2013-2018","28","prefire",NA,"671","LIVE","CADE27",19.6,6.5,3.6,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1343","CPFMP","caples","2013-2018","28","prefire",NA,"672","LIVE","CADE27",19,8.5,3.1,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1344","CPFMP","caples","2013-2018","28","prefire",NA,"673","LIVE","CADE27",15.7,8,7.5,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1345","CPFMP","caples","2013-2018","28","prefire",NA,"674","LIVE","ABCO",55,21.6,12.1,NA,"CO",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1346","CPFMP","caples","2013-2018","28","prefire",NA,"675","LIVE","CADE27",21.9,10.1,3.4,NA,"OT",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1347","CPFMP","caples","2013-2018","28","prefire",NA,"676","LIVE","CADE27",36.4,16.2,4.3,NA,"OT",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1348","CPFMP","caples","2013-2018","28","prefire",NA,"677","LIVE","CADE27",20.4,10.8,8.9,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1349","CPFMP","caples","2013-2018","28","prefire",NA,"678","LIVE","CADE27",49.7,17.9,10.4,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1350","CPFMP","caples","2013-2018","28","prefire",NA,"679","LIVE","PIJE",83.4,28.4,10.4,NA,"DO",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1351","CPFMP","caples","2013-2018","28","prefire",NA,"680","LIVE","CADE27",40.2,13.7,5.9,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1352","CPFMP","caples","2013-2018","28","prefire",NA,"681","LIVE","CADE27",37.7,13.1,5,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1353","CPFMP","caples","2013-2018","28","prefire",NA,"682","LIVE","CADE27",48.9,14.4,4.1,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1354","CPFMP","caples","2013-2018","28","prefire",NA,"683","LIVE","ABCO",36.3,18.9,10,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1355","CPFMP","caples","2013-2018","28","prefire",NA,"684","LIVE","ABCO",42.9,19.3,9.8,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1356","CPFMP","caples","2013-2018","28","prefire",NA,"685","LIVE","CADE27",33.4,12.3,5.6,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1357","CPFMP","caples","2013-2018","28","prefire",NA,"686","LIVE","ABCO",29.6,11.2,5.2,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1358","CPFMP","caples","2013-2018","28","prefire",NA,"687","LIVE","PIJE",54.8,21.4,12,NA,"CO",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1359","CPFMP","caples","2013-2018","28","prefire",NA,"688","LIVE","CADE27",18.1,7.3,3.3,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"1360","CPFMP","caples","2013-2018","28","prefire",NA,"689","LIVE","ABCO",8.5,5.2,2.3,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
