"","site","plotid","pre_post_fire","year","status","BA_m2_ha_plot","n_trees_totalPlot","n_trees_acre","n_trees_ha"
"1004","klamath","KLAMATH016","prefire","2021","DEAD",4.77069400892937,8,80,197.684
"1005","klamath","KLAMATH016","prefire","2021","LIVE",36.1583617889249,19,190,469.4995
"1006","klamath","KLAMATH017","prefire","2021","DEAD",5.2858876625607,17,170,420.0785
"1007","klamath","KLAMATH017","prefire","2021","LIVE",58.2829656747235,50,500,1235.525
"1008","klamath","KLAMATH018","prefire","2021","DEAD",7.38310971479866,9,90,222.3945
"1009","klamath","KLAMATH018","prefire","2021","LIVE",66.4026901383949,8,80,197.684
"1010","lonebobcatwoods","LBW001","prefire","2020","LIVE",69.6940994842079,17,170,420.0785
"1011","lonebobcatwoods","LBW002","prefire","2020","DEAD",1.38354706448142,1,10,24.7105
"1012","lonebobcatwoods","LBW002","prefire","2020","LIVE",50.3162505821523,18,180,444.789
"1013","lonebobcatwoods","LBW003","prefire","2020","DEAD",1.33221401189893,1,10,24.7105
"1014","lonebobcatwoods","LBW003","prefire","2020","LIVE",107.797780186405,25,250,617.7625
"1015","lonebobcatwoods","LBW004","prefire","2020","LIVE",36.0868642593544,9,90,222.3945
"1016","lonebobcatwoods","LBW005","prefire","2020","LIVE",25.6315004588655,8,80,197.684
"1017","lonebobcatwoods","LBW006","postfire","2022","DEAD",0.325212840122813,2,20,49.421
"1018","lonebobcatwoods","LBW006","postfire","2022","LIVE",32.767663257096,24,240,593.052
"1019","lonebobcatwoods","LBW006","prefire","2020","LIVE",31.5392215824971,26,260,642.473
"1020","lonebobcatwoods","LBW007","prefire","2020","LIVE",43.5598698908117,19,190,469.4995
"1021","modoc","MOD001","prefire","2020","DEAD",3.45567511407698,2,20,49.421
"1022","modoc","MOD001","prefire","2020","LIVE",36.2638419933808,7,70,172.9735
"1023","modoc","MOD002","prefire","2020","DEAD",0.581606396896847,2,20,49.421
"1024","modoc","MOD002","prefire","2020","LIVE",60.7337356358065,40,400,988.42
"1025","modoc","MOD003","prefire","2020","DEAD",8.50525606652636,1,10,24.7105
"1026","modoc","MOD003","prefire","2020","LIVE",30.769186978597,10,100,247.105
"1027","modoc","MOD004","prefire","2020","DEAD",10.592347361317,3,30,74.1315
"1028","modoc","MOD004","prefire","2020","LIVE",30.8148142022724,9,90,222.3945
"1029","modoc","MOD005","prefire","2020","DEAD",15.2957941009843,6,60,148.263
"1030","modoc","MOD005","prefire","2020","LIVE",52.281675749669,31,310,766.0255
"1031","modoc","MOD006","prefire","2020","LIVE",52.5327128139997,7,70,172.9735
"1032","modoc","MOD007","prefire","2020","LIVE",28.8019957211805,10,100,247.105
"1033","modoc","MOD008","prefire","2020","LIVE",19.6648288069846,7,70,172.9735
"1034","modoc","MOD009","postfire","2021","DEAD",5.99744722395372,2,20,49.421
"1035","modoc","MOD009","postfire","2021","LIVE",30.8853607603584,7,70,172.9735
"1036","modoc","MOD009","postfire","2022","LIVE",30.333874929665,6,60,148.263
"1037","modoc","MOD009","prefire","2020","DEAD",2.87668874065787,1,10,24.7105
"1038","modoc","MOD009","prefire","2020","LIVE",34.0061192436543,8,80,197.684
"1039","modoc","MOD010","postfire","2021","DEAD",22.5001211766941,9,90,222.3945
"1040","modoc","MOD010","postfire","2021","LIVE",5.6652282469756,2,20,49.421
"1041","modoc","MOD010","postfire","2022","DEAD",22.5001211766941,9,90,222.3945
"1042","modoc","MOD010","postfire","2022","LIVE",5.6652282469756,2,20,49.421
"1043","modoc","MOD010","prefire","2020","DEAD",22.5001211766941,9,90,222.3945
"1044","modoc","MOD010","prefire","2020","LIVE",5.6652282469756,2,20,49.421
"1045","modoc","MOD011","postfire","2021","DEAD",0.157201408664724,1,10,24.7105
"1046","modoc","MOD011","postfire","2021","LIVE",38.7556395813672,7,70,172.9735
"1047","modoc","MOD011","postfire","2022","DEAD",0.157201408664724,1,10,24.7105
"1048","modoc","MOD011","postfire","2022","LIVE",38.7556395813672,7,70,172.9735
"1049","modoc","MOD011","prefire","2020","DEAD",0.157201408664724,1,10,24.7105
"1050","modoc","MOD011","prefire","2020","LIVE",37.2985960064397,6,60,148.263
"1051","modoc","MOD012","postfire","2021","DEAD",0.338157696861007,1,10,24.7105
"1052","modoc","MOD012","postfire","2021","LIVE",23.8009337220227,7,70,172.9735
"1053","modoc","MOD012","postfire","2022","LIVE",23.0112974609929,6,60,148.263
"1054","modoc","MOD012","prefire","2020","DEAD",0.338157696861007,1,10,24.7105
"1055","modoc","MOD012","prefire","2020","LIVE",23.8009337220227,7,70,172.9735
"1056","modoc","MOD013","postfire","2021","DEAD",0.118075724730393,1,10,24.7105
"1057","modoc","MOD013","postfire","2021","LIVE",36.8355505238061,11,110,271.8155
"1058","modoc","MOD013","postfire","2022","DEAD",6.50879817648436,3,30,74.1315
"1059","modoc","MOD013","postfire","2022","LIVE",31.1213957643313,9,90,222.3945
"1060","modoc","MOD013","prefire","2020","DEAD",0.118075724730393,1,10,24.7105
"1061","modoc","MOD013","prefire","2020","LIVE",36.8355505238061,11,110,271.8155
"1062","modoc","MOD014","postfire","2021","DEAD",0.364260893731878,1,10,24.7105
"1063","modoc","MOD014","postfire","2021","LIVE",34.7936206707393,8,80,197.684
"1064","modoc","MOD014","postfire","2022","DEAD",3.10802710995214,2,20,49.421
"1065","modoc","MOD014","postfire","2022","LIVE",32.9999914130374,7,70,172.9735
"1066","modoc","MOD014","prefire","2020","DEAD",0.364260893731878,1,10,24.7105
"1067","modoc","MOD014","prefire","2020","LIVE",34.7936206707393,8,80,197.684
"1068","modoc","MOD015","postfire","2021","LIVE",19.8535675352889,4,40,98.842
"1069","modoc","MOD015","postfire","2022","LIVE",20.3939328218879,4,40,98.842
"1070","modoc","MOD015","prefire","2020","LIVE",19.8535675352889,4,40,98.842
"1071","modoc","MOD016","postfire","2021","LIVE",15.8263779665997,3,30,74.1315
"1072","modoc","MOD016","postfire","2022","LIVE",16.1279523726788,3,30,74.1315
"1073","modoc","MOD016","prefire","2020","LIVE",15.8263779665997,3,30,74.1315
"1074","modoc","MOD017","postfire","2021","LIVE",51.9389572711986,5,50,123.5525
"1075","modoc","MOD017","postfire","2022","LIVE",51.9389572711986,5,50,123.5525
"1076","modoc","MOD017","prefire","2020","LIVE",51.9389572711986,5,50,123.5525
"1077","modoc","MOD018","postfire","2021","DEAD",6.57313430854899,2,20,49.421
"1078","modoc","MOD018","postfire","2021","LIVE",52.4372857366658,7,70,172.9735
"1079","modoc","MOD018","postfire","2022","DEAD",6.57313430854899,2,20,49.421
"1080","modoc","MOD018","postfire","2022","LIVE",49.1740173837619,7,70,172.9735
"1081","modoc","MOD018","prefire","2020","DEAD",6.57313430854899,2,20,49.421
"1082","modoc","MOD018","prefire","2020","LIVE",52.4372857366658,7,70,172.9735
"1083","modoc","MOD019","postfire","2021","LIVE",34.2925945514691,13,130,321.2365
"1084","modoc","MOD019","postfire","2022","LIVE",33.6909595306535,13,130,321.2365
"1085","modoc","MOD019","prefire","2020","LIVE",33.6909595306535,13,130,321.2365
"1086","modoc","MOD020","postfire","2021","DEAD",0.791906948043878,1,10,24.7105
"1087","modoc","MOD020","postfire","2021","LIVE",21.8158098594696,7,70,172.9735
"1088","modoc","MOD020","postfire","2022","DEAD",0.791906948043878,1,10,24.7105
"1089","modoc","MOD020","postfire","2022","LIVE",21.8158098594696,7,70,172.9735
"1090","modoc","MOD020","prefire","2020","DEAD",0.791906948043878,1,10,24.7105
"1091","modoc","MOD020","prefire","2020","LIVE",21.8158098594696,7,70,172.9735
"1092","modoc","MOD021","postfire","2021","DEAD",1.8530552716934,1,10,24.7105
"1093","modoc","MOD021","postfire","2021","LIVE",19.5718859000593,6,60,148.263
"1094","modoc","MOD021","postfire","2022","DEAD",1.8530552716934,1,10,24.7105
"1095","modoc","MOD021","postfire","2022","LIVE",20.1201112570915,6,60,148.263
"1096","modoc","MOD021","prefire","2020","DEAD",1.8530552716934,1,10,24.7105
"1097","modoc","MOD021","prefire","2020","LIVE",19.5718859000593,6,60,148.263
"1098","modoc","MOD022","postfire","2021","LIVE",6.28588269748151,3,30,74.1315
"1099","modoc","MOD022","postfire","2022","LIVE",8.81874672753393,4,40,98.842
"1100","modoc","MOD022","prefire","2020","LIVE",6.28588269748151,3,30,74.1315
"1101","modoc","MOD023","postfire","2021","LIVE",53.3740702792383,5,50,123.5525
"1102","modoc","MOD023","postfire","2022","LIVE",53.3740702792383,5,50,123.5525
"1103","modoc","MOD023","prefire","2020","LIVE",53.3740702792383,5,50,123.5525
"1104","modoc","MOD024","postfire","2021","LIVE",25.3982358871255,8,80,197.684
"1105","modoc","MOD024","postfire","2022","LIVE",25.5964843302749,8,80,197.684
"1106","modoc","MOD024","prefire","2020","LIVE",25.3982358871255,8,80,197.684
"1107","modoc","MOD025","prefire","2020","LIVE",27.3161901107418,6,60,148.263
"1108","modoc","MOD026","prefire","2020","DEAD",3.16762779217551,1,10,24.7105
"1109","modoc","MOD026","prefire","2020","LIVE",30.2787573987257,10,100,247.105
"1110","modoc","MOD027","prefire","2020","LIVE",14.3751760736485,5,50,123.5525
"1111","modoc","MOD028","prefire","2020","LIVE",1.65476801338137,1,10,24.7105
"1112","odell","ODELL001","prefire","2022","DEAD",0.517289672413527,3,30,74.1315
"1113","odell","ODELL001","prefire","2022","LIVE",27.7617105474464,47,470,1161.3935
"1114","odell","ODELL002","postfire","2022","LIVE",17.6683903245239,4,40,98.842
"1115","odell","ODELL002","prefire","2022","LIVE",17.6683903245239,4,40,98.842
"1116","odell","ODELL003","postfire","2022","LIVE",21.0745372910809,23,230,568.3415
"1117","odell","ODELL003","prefire","2022","LIVE",20.7903520778614,21,210,518.9205
"1118","odell","ODELL004","prefire","2022","LIVE",23.2680403542306,7,70,172.9735
"1119","odell","ODELL005","postfire","2022","LIVE",27.5729135963982,19,190,469.4995
"1120","odell","ODELL005","prefire","2022","LIVE",27.2339407811219,19,190,469.4995
"1121","riolindo","RIO001","postfire","2022","LIVE",44.2136724902064,20,200,494.21
"1122","riolindo","RIO001","prefire","2021","LIVE",44.2136724902064,20,200,494.21
"1123","riolindo","RIO002","postfire","2022","DEAD",4.16383834873958,13,130,321.2365
"1124","riolindo","RIO002","postfire","2022","LIVE",55.7449974507848,34,340,840.157
"1125","riolindo","RIO002","prefire","2021","DEAD",1.69069144639845,10,100,247.105
"1126","riolindo","RIO002","prefire","2021","LIVE",58.4975164861788,40,400,988.42
"1127","riolindo","RIO003","postfire","2022","DEAD",0.603284665227526,2,20,49.421
"1128","riolindo","RIO003","postfire","2022","LIVE",34.7766244814012,24,240,593.052
"1129","riolindo","RIO003","prefire","2021","LIVE",35.3799091466287,26,260,642.473
"1130","riolindo","RIO004","postfire","2022","DEAD",9.33817123389228,4,40,98.842
"1131","riolindo","RIO004","postfire","2022","LIVE",25.0984663861088,24,240,593.052
"1132","riolindo","RIO004","prefire","2021","DEAD",6.2864455173397,2,20,49.421
"1133","riolindo","RIO004","prefire","2021","LIVE",28.0426158794233,25,250,617.7625
"1134","riolindo","RIO005","postfire","2022","DEAD",1.57638079244349,3,30,74.1315
"1135","riolindo","RIO005","postfire","2022","LIVE",21.4656194621923,22,220,543.631
"1136","riolindo","RIO005","prefire","2021","DEAD",1.19599219863749,2,20,49.421
"1137","riolindo","RIO005","prefire","2021","LIVE",21.4656194621923,22,220,543.631
"1138","riolindo","RIO006","postfire","2022","DEAD",1.3981027504689,5,50,123.5525
"1139","riolindo","RIO006","postfire","2022","LIVE",27.9632776870009,24,240,593.052
"1140","riolindo","RIO006","prefire","2021","DEAD",1.3981027504689,5,50,123.5525
"1141","riolindo","RIO006","prefire","2021","LIVE",27.9632776870009,24,240,593.052
"1142","riolindo","RIO007","postfire","2022","DEAD",0.776303252665306,1,10,24.7105
"1143","riolindo","RIO007","postfire","2022","LIVE",28.4066438821794,13,130,321.2365
"1144","riolindo","RIO007","prefire","2021","LIVE",29.0587386144183,13,130,321.2365
"1145","riolindo","RIO008","postfire","2022","DEAD",1.05922697309918,2,20,49.421
"1146","riolindo","RIO008","postfire","2022","LIVE",27.6175510334264,20,200,494.21
"1147","riolindo","RIO008","prefire","2021","DEAD",1.05922697309918,2,20,49.421
"1148","riolindo","RIO008","prefire","2021","LIVE",22.8660123072566,18,180,444.789
"1149","riolindo","RIO009","postfire","2022","DEAD",4.28560151392014,4,40,98.842
"1150","riolindo","RIO009","postfire","2022","LIVE",36.6614257042333,19,190,469.4995
"1151","riolindo","RIO009","prefire","2021","DEAD",0.823580120752623,1,10,24.7105
"1152","riolindo","RIO009","prefire","2021","LIVE",39.9482936760182,21,210,518.9205
"1153","shaverlake","SHL001","prefire","2021","LIVE",31.4176913082923,13,130,321.2365
"1154","shaverlake","SHL002","prefire","2021","LIVE",63.6649208648015,8,80,197.684
"1155","shaverlake","SHL003","prefire","2021","LIVE",32.5764791735458,2,20,49.421
"1156","shaverlake","SHL004","prefire","2021","DEAD",7.44249691362755,4,40,98.842
"1157","shaverlake","SHL004","prefire","2021","LIVE",45.8569706230296,7,70,172.9735
"1158","shaverlake","SHL005","prefire","2021","DEAD",10.6316913805412,10,100,247.105
"1159","shaverlake","SHL005","prefire","2021","LIVE",115.101284854539,25,250,617.7625
"1160","shaverlake","SHL006","prefire","2021","DEAD",0.0485189532915816,1,10,24.7105
"1161","shaverlake","SHL006","prefire","2021","LIVE",7.92739533282362,3,30,74.1315
"1162","shaverlake","SHL007","prefire","2021","LIVE",28.2656866190767,7,70,172.9735
"1163","shaverlake","SHL008","prefire","2021","DEAD",0.558589005455321,3,30,74.1315
"1164","shaverlake","SHL008","prefire","2021","LIVE",78.8885769860318,26,260,642.473
"1165","shaverlake","SHL009","prefire","2021","LIVE",27.1634136306172,9,90,222.3945
"1166","shaverlake","SHL010","prefire","2021","DEAD",1.40083921943454,2,20,49.421
"1167","shaverlake","SHL010","prefire","2021","LIVE",74.3013428432886,16,160,395.368
"1168","shaverlake","SHL011","postfire","2022","LIVE",43.8837242002423,7,70,172.9735
"1169","shaverlake","SHL011","prefire","2021","LIVE",43.8837242002423,7,70,172.9735
"1170","shaverlake","SHL012","prefire","2021","DEAD",3.58968446306832,9,90,222.3945
"1171","shaverlake","SHL012","prefire","2021","LIVE",103.390337876979,54,540,1334.367
"1172","shaverlake","SHL013","prefire","2021","LIVE",12.7185303767747,8,80,197.684
"1173","shaverlake","SHL014","postfire","2022","LIVE",36.6394757297642,20,200,494.21
"1174","shaverlake","SHL014","prefire","2021","LIVE",35.8513532600771,20,200,494.21
"1175","shaverlake","SHL015","postfire","2022","DEAD",1.23245904393144,1,10,24.7105
"1176","shaverlake","SHL015","postfire","2022","LIVE",32.6778643783439,14,140,345.947
"1177","shaverlake","SHL015","prefire","2021","DEAD",1.23245904393144,1,10,24.7105
"1178","shaverlake","SHL015","prefire","2021","LIVE",32.5493279672839,14,140,345.947
"1179","shaverlake","SHL016","postfire","2022","DEAD",5.20751984920414,9,90,222.3945
"1180","shaverlake","SHL016","postfire","2022","LIVE",71.7541172030619,33,330,815.4465
"1181","shaverlake","SHL016","prefire","2021","DEAD",5.87174431976589,10,100,247.105
"1182","shaverlake","SHL016","prefire","2021","LIVE",71.7232785563497,33,330,815.4465
"1183","shaverlake","SHL017","prefire","2021","LIVE",35.3883757039781,9,90,222.3945
"1184","shaverlake","SHL018","postfire","2022","DEAD",0.744649487537878,2,20,49.421
"1185","shaverlake","SHL018","postfire","2022","LIVE",11.5940890785563,12,120,296.526
"1186","shaverlake","SHL018","prefire","2021","DEAD",0.744649487537878,2,20,49.421
"1187","shaverlake","SHL018","prefire","2021","LIVE",11.5940890785563,12,120,296.526
"1188","shaverlake","SHL019","prefire","2021","DEAD",0.478377471873678,1,10,24.7105
"1189","shaverlake","SHL019","prefire","2021","LIVE",58.8034673018449,13,130,321.2365
"1190","shaverlake","SHL020","prefire","2021","LIVE",6.46870696537952,3,30,74.1315
"1191","shaverlake","SHL021","prefire","2021","DEAD",1.45393836191685,2,20,49.421
"1192","shaverlake","SHL021","prefire","2021","LIVE",74.1217256782031,12,120,296.526
"1193","shaverlake","SHL022","prefire","2021","DEAD",40.9805052959246,6,60,148.263
"1194","shaverlake","SHL022","prefire","2021","LIVE",25.7671740079547,3,30,74.1315
"1195","shaverlake","SHL023","prefire","2021","DEAD",0.614987436761455,2,20,49.421
"1196","shaverlake","SHL023","prefire","2021","LIVE",22.4235776759813,16,160,395.368
"1197","shaverlake","SHL024","prefire","2021","DEAD",2.56253822188554,4,40,98.842
"1198","shaverlake","SHL024","prefire","2021","LIVE",27.9905647463321,14,140,345.947
"1199","shaverlake","SHL025","prefire","2021","DEAD",1.462283621883,2,20,49.421
"1200","shaverlake","SHL025","prefire","2021","LIVE",35.644133662464,21,210,518.9205
"1201","shaverlake","SHL026","prefire","2021","DEAD",17.9438081628836,5,50,123.5525
"1202","shaverlake","SHL026","prefire","2021","LIVE",45.2936510196284,12,120,296.526
"1203","slypark","HCP01","prefire","2019","DEAD",1.29184624276034,1,10,24.7105
"1204","slypark","HCP01","prefire","2019","LIVE",60.8153251076616,10,100,247.105
"1205","slypark","HCP02","prefire","2019","DEAD",4.36041773989576,1,10,24.7105
"1206","slypark","HCP02","prefire","2019","LIVE",34.7132344689258,6,60,148.263
"1207","slypark","HCP03","prefire","2019","LIVE",94.5204521726762,10,100,247.105
"1208","slypark","HCP04","prefire","2019","LIVE",61.6744599173863,14,140,345.947
"1209","slypark","HCP05","prefire","2019","LIVE",18.6444752192626,6,60,148.263
"1210","slypark","HCP06","prefire","2019","LIVE",22.0625578483293,3,30,74.1315
"1211","slypark","HCP07","prefire","2019","LIVE",23.7049244172493,10,100,247.105
"1212","slypark","HCP08","prefire","2019","LIVE",16.362163064008,7,70,172.9735
"1213","slypark","HCP09","prefire","2019","LIVE",67.4777536978484,12,120,296.526
"1214","slypark","HCP10","prefire","2019","LIVE",48.4774016599827,9,90,222.3945
"1215","slypark","HCP11","prefire","2019","LIVE",42.2830257084091,8,80,197.684
"1216","slypark","SPI01","postfire","2021","LIVE",35.2747346115786,16,160,395.368
"1217","slypark","SPI01","prefire","2019","LIVE",33.438170932109,16,160,395.368
"1218","slypark","SPI02","postfire","2021","DEAD",4.2887067269308,2,20,49.421
"1219","slypark","SPI02","postfire","2021","LIVE",31.693065479594,13,130,321.2365
"1220","slypark","SPI02","prefire","2019","LIVE",35.442396706573,15,150,370.6575
"1221","slypark","SPI03","postfire","2021","LIVE",23.4556922579811,2,20,49.421
"1222","slypark","SPI03","prefire","2019","LIVE",22.7419008247367,2,20,49.421
"1223","slypark","SPI04","postfire","2021","LIVE",17.5871695967138,3,30,74.1315
"1224","slypark","SPI04","prefire","2019","LIVE",15.7647200807567,3,30,74.1315
"1225","slypark","SPI05","postfire","2021","LIVE",25.8189728424888,4,40,98.842
"1226","slypark","SPI05","prefire","2019","LIVE",25.4826976810155,4,40,98.842
"1227","slypark","SPI06","postfire","2021","DEAD",0.664224470561752,1,10,24.7105
"1228","slypark","SPI06","postfire","2021","LIVE",46.8726663912356,4,40,98.842
"1229","slypark","SPI06","prefire","2019","DEAD",14.3204855094982,1,10,24.7105
"1230","slypark","SPI06","prefire","2019","LIVE",46.2675185982017,4,40,98.842
"1231","slypark","SPI07","postfire","2021","LIVE",34.3866630981108,10,100,247.105
"1232","slypark","SPI07","prefire","2019","LIVE",36.4900325017308,11,110,271.8155
"1233","slypark","SPI08","postfire","2021","LIVE",27.9712153877594,9,90,222.3945
"1234","slypark","SPI08","prefire","2019","LIVE",26.2257557468854,9,90,222.3945
"1235","slypark","SPI09","postfire","2021","LIVE",32.389914094349,9,90,222.3945
"1236","slypark","SPI09","prefire","2019","LIVE",29.6901642725549,9,90,222.3945
"1237","slypark","SPI10","postfire","2021","LIVE",37.9215017363783,10,100,247.105
"1238","slypark","SPI10","prefire","2019","LIVE",35.8813379732113,10,100,247.105
"1239","slypark","SPI11","postfire","2021","LIVE",44.0396447085402,19,190,469.4995
"1240","slypark","SPI11","prefire","2019","DEAD",0.54775957508064,1,10,24.7105
"1241","slypark","SPI11","prefire","2019","LIVE",57.0612972460041,20,200,494.21
"1242","springsfire","SPRINGS01","postfire","2020","LIVE",38.2820994491367,11,110,271.8155
"1243","springsfire","SPRINGS01","prefire","2019","LIVE",37.3622140579956,11,110,271.8155
"1244","springsfire","SPRINGS02","postfire","2020","LIVE",18.9193253858688,6,60,148.263
"1245","springsfire","SPRINGS02","prefire","2019","LIVE",18.5771503196753,6,60,148.263
"1246","springsfire","SPRINGS03","postfire","2020","LIVE",35.2605088544735,10,100,247.105
"1247","springsfire","SPRINGS03","prefire","2019","LIVE",35.9767456429638,10,100,247.105
"1248","springsfire","SPRINGS04","postfire","2020","LIVE",9.87180208977441,3,30,74.1315
"1249","springsfire","SPRINGS04","prefire","2019","LIVE",9.61764040485179,3,30,74.1315
"1250","springsfire","SPRINGS05","postfire","2020","LIVE",36.0066915409354,5,50,123.5525
"1251","springsfire","SPRINGS05","prefire","2019","LIVE",34.4318439474159,5,50,123.5525
"1252","springsfire","SPRINGS06","postfire","2020","DEAD",0.742165317129349,3,30,74.1315
"1253","springsfire","SPRINGS06","postfire","2020","LIVE",31.486568814385,26,260,642.473
"1254","springsfire","SPRINGS06","prefire","2019","DEAD",0.503063915308435,1,10,24.7105
"1255","springsfire","SPRINGS06","prefire","2019","LIVE",32.0767533622239,28,280,691.894
"1256","springsfire","SPRINGS07","postfire","2020","DEAD",0.256665262912467,1,10,24.7105
"1257","springsfire","SPRINGS07","postfire","2020","LIVE",46.2857229094767,17,170,420.0785
"1258","springsfire","SPRINGS07","prefire","2019","DEAD",0.27946917095951,1,10,24.7105
"1259","springsfire","SPRINGS07","prefire","2019","LIVE",46.6420849176127,17,170,420.0785
"1260","springsfire","SPRINGS08","postfire","2020","DEAD",2.70662010558022,5,50,123.5525
"1261","springsfire","SPRINGS08","postfire","2020","LIVE",41.3643096240424,12,120,296.526
"1262","springsfire","SPRINGS08","prefire","2019","LIVE",43.8414156729721,17,170,420.0785
"1263","springsfire","SPRINGS09","postfire","2020","DEAD",10.4221622807515,4,40,98.842
"1264","springsfire","SPRINGS09","postfire","2020","LIVE",14.1381318754471,10,100,247.105
"1265","springsfire","SPRINGS10","postfire","2020","DEAD",0.124208520426449,1,10,24.7105
"1266","springsfire","SPRINGS10","postfire","2020","LIVE",44.5186044078533,12,120,296.526
"1267","springsfire","SPRINGS10","prefire","2019","LIVE",44.7392491998421,13,130,321.2365
"1268","springsfire","SPRINGS11","postfire","2020","LIVE",29.3916174491611,5,50,123.5525
"1269","springsfire","SPRINGS11","prefire","2019","LIVE",29.1007172128061,5,50,123.5525
"1270","springsfire","SPRINGS12","postfire","2020","LIVE",33.0042998960897,9,90,222.3945
"1271","springsfire","SPRINGS12","prefire","2019","LIVE",32.8159687269931,9,90,222.3945
"1272","springsfire","SPRINGS13","postfire","2020","LIVE",10.2365093578766,5,50,123.5525
"1273","springsfire","SPRINGS13","prefire","2019","LIVE",9.93866120741021,5,50,123.5525
"1274","springsfire","SPRINGS14","postfire","2020","LIVE",31.6818867127556,10,100,247.105
"1275","springsfire","SPRINGS14","prefire","2019","LIVE",31.0006223857979,10,100,247.105
"1276","springsfire","SPRINGS15","postfire","2020","DEAD",0.256665262912467,1,10,24.7105
"1277","springsfire","SPRINGS15","postfire","2020","LIVE",20.9683001909536,6,60,148.263
"1278","springsfire","SPRINGS15","prefire","2019","LIVE",21.5148564959926,7,70,172.9735
"1279","springsfire","SPRINGS16","postfire","2020","LIVE",31.4143920194685,5,50,123.5525
"1280","springsfire","SPRINGS16","prefire","2019","LIVE",26.4175996882004,5,50,123.5525
"1281","springsfire","SPRINGS17","postfire","2020","LIVE",16.9769952401189,3,30,74.1315
"1282","springsfire","SPRINGS17","prefire","2019","LIVE",17.3648751603131,3,30,74.1315
"1283","springsfire","SPRINGS18","postfire","2020","LIVE",32.9385664181702,9,90,222.3945
"1284","springsfire","SPRINGS18","prefire","2019","LIVE",32.5825731540792,9,90,222.3945
"1285","springsfire","SPRINGS19","postfire","2020","LIVE",23.4424562875232,6,60,148.263
"1286","springsfire","SPRINGS19","prefire","2019","LIVE",23.2494672989106,6,60,148.263
"1287","springsfire","SPRINGS20","postfire","2020","DEAD",0.239120809402231,1,10,24.7105
"1288","springsfire","SPRINGS20","postfire","2020","LIVE",16.5889794668555,5,50,123.5525
"1289","springsfire","SPRINGS20","prefire","2019","LIVE",16.4148400915966,6,60,148.263
"1290","springsfire","SPRINGS21","postfire","2020","LIVE",28.0965301403209,8,80,197.684
"1291","springsfire","SPRINGS21","prefire","2019","LIVE",25.0776032361935,8,80,197.684
"1292","springsfire","SPRINGS22","postfire","2020","LIVE",59.4848626299765,14,140,345.947
"1293","springsfire","SPRINGS22","prefire","2019","LIVE",29.3633600107641,7,70,172.9735
"1294","springsfire","SPRINGS23","postfire","2020","LIVE",23.8062125841409,6,60,148.263
"1295","springsfire","SPRINGS23","prefire","2019","LIVE",19.0867351823061,5,50,123.5525
"1296","springsfire","SPRINGS24","postfire","2020","DEAD",1.02666105164987,1,10,24.7105
"1297","springsfire","SPRINGS24","postfire","2020","LIVE",23.1684212393324,5,50,123.5525
"1298","springsfire","SPRINGS24","prefire","2019","LIVE",23.9257632850513,6,60,148.263
"1299","springsfire","SPRINGS25","postfire","2020","LIVE",9.39080459442299,3,30,74.1315
"1300","springsfire","SPRINGS25","prefire","2019","LIVE",9.30059815646328,3,30,74.1315
"1301","springsfire","SPRINGS26","postfire","2020","DEAD",9.10850191659125,16,160,395.368
"1302","springsfire","SPRINGS26","postfire","2020","LIVE",33.9383285621153,15,150,370.6575
"1303","springsfire","SPRINGS26","prefire","2019","DEAD",14.1809255922503,2,20,49.421
"1304","springsfire","SPRINGS26","prefire","2019","LIVE",42.9809805552992,31,310,766.0255
"1305","springsfire","SPRINGS27","postfire","2020","DEAD",2.15241721350246,3,30,74.1315
"1306","springsfire","SPRINGS27","postfire","2020","LIVE",28.169716129466,16,160,395.368
"1307","springsfire","SPRINGS27","prefire","2019","DEAD",2.61344430767907,3,30,74.1315
"1308","springsfire","SPRINGS27","prefire","2019","LIVE",28.2380502232818,16,160,395.368
"1309","springsfire","SPRINGS28","postfire","2020","DEAD",0.856456563502999,4,40,98.842
"1310","springsfire","SPRINGS28","postfire","2020","LIVE",39.3383328028177,23,230,568.3415
"1311","springsfire","SPRINGS28","prefire","2019","LIVE",43.2846509801605,28,280,691.894
"1312","springsfire","SPRINGS29","postfire","2020","LIVE",18.118840286883,5,50,123.5525
"1313","springsfire","SPRINGS29","prefire","2019","LIVE",17.5569714001851,5,50,123.5525
"1314","springsfire","SPRINGS30","postfire","2020","DEAD",1.76102452108993,9,90,222.3945
"1315","springsfire","SPRINGS30","postfire","2020","LIVE",43.0426384411421,20,200,494.21
"1316","springsfire","SPRINGS30","prefire","2019","LIVE",46.4092909797197,33,330,815.4465
"1317","springsfire","SPRINGS37","postfire","2020","DEAD",1.19639975784514,3,30,74.1315
"1318","springsfire","SPRINGS37","postfire","2020","LIVE",65.0565220755293,13,130,321.2365
"1319","springsfire","SPRINGS37","prefire","2019","LIVE",67.4757353093915,16,160,395.368
"1320","springsfire","SPRINGS38","postfire","2020","DEAD",5.97802023505577,1,10,24.7105
"1321","springsfire","SPRINGS38","postfire","2020","LIVE",47.8016296785375,8,80,197.684
"1322","springsfire","SPRINGS38","prefire","2019","DEAD",5.87079334828138,1,10,24.7105
"1323","springsfire","SPRINGS38","prefire","2019","LIVE",47.5400348899707,8,80,197.684
"1324","springsfire","SPRINGS39","postfire","2020","DEAD",5.41052314977611,1,10,24.7105
"1325","springsfire","SPRINGS39","postfire","2020","LIVE",21.571686745983,4,40,98.842
