"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","bolechar_m","decay","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent","healthCode","healthCode2","notes","ht2dead_m","torch_percent.1","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"3676","CPFMP","caples","2020","16","postfire","1yr","522","DEAD","ABCO","15","5","0",0,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,"all needles gone",NA,NA,NA,NA,NA,NA,NA,2,"all needles gone","Y"
"3677","CPFMP","caples","2020","28","postfire","1yr","8","DEAD","CADE","15","6.9","0",0,NA,NA,"0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3678","CPFMP","calaveras","2022","BigTrees12","postfire","immediate",NA,"DEAD","QUKE","15","5","na",NA,NA,NA,"5","1","5","100","5","100",NA,NA,"previously live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679","CPFMP","BurtonSP","2020","burton38","postfire","1yr","na","DEAD","ABCO","15","1.9",NA,0,NA,NA,NA,"5",NA,NA,NA,NA,"na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680","CPFMP","BurtonSP","2020","burton40","postfire","1yr","na","DEAD","ABCO","15","6",NA,0,NA,NA,"1.6","2",NA,NA,NA,NA,"na","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3681","CPFMP","downieville","2020","RedAnt44","prefire",NA,"na","DEAD","ABCO","15","2.3",NA,0,NA,NA,NA,"3",NA,NA,NA,NA,"na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3682","CPFMP","frenchmeadows","2019","FM019-6","prefire",NA,NA,"DEAD","ABCO","15","6",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3683","CPFMP","frenchmeadows","2020","FM041","prefire",NA,"na","DEAD","ABCO","15","6.3",NA,0,NA,NA,NA,"1",NA,NA,NA,NA,"woodpecker",NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684","CPFMP","Independence","2020","Indy18","prefire",NA,"na","DEAD","ABCO","15","1.9",NA,0,NA,"0.25",NA,NA,NA,NA,NA,NA,"na","na","attached to 1513 split at 1.3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3685","CPFMP","valentine","2021","VR43","prefire",NA,"701","DEAD","ABCO","15",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3686","CPFMP","frenchmeadows","2019","FM010-15","prefire",NA,NA,"DEAD","ABCO","15","1.5",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3687","CPFMP","shaverlake","2021","SHL016","prefire",NA,"na","DEAD","CADE","15","4","na",NA,NA,"na","na","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688","CPFMP","shaverlake","2022","SHL016","postfire","immediate","na","DEAD","CADE","15","4","na",NA,NA,NA,"0.15","1","na","0","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","CPFMP","SugarPineSP","2020","sugarpine2","prefire",NA,NA,"DEAD","CADE","15","6.5",NA,NA,NA,NA,"1.9","1",NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690","CPFMP","klamath","2021","KLAMATH001","prefire",NA,"na","DEAD","NODE","15","15","na",NA,NA,"na","na","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691","CPFMP","valentine","2021","VR33","prefire",NA,"636","DEAD","PICO","15",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3692","CPFMP","DryCreek","2020","DryCreek32","prefire",NA,"na","DEAD","PIJE","15","8.4",NA,0,NA,NA,"3.5","1","8.4","100","1.8","20","pitching on bole of tree","na","leaning",1.8,"20",NA,NA,NA,NA,NA,NA,NA,NA
"3693","CPFMP","DryCreek","2020","DryCreek41","prefire",NA,"na","DEAD","PIJE","15","7.2",NA,0,NA,"1.5","4","1","7.2","100",NA,"0","na","na","most needles retain",1.5,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3694","CPFMP","klamath","2021","KLAMATH017","prefire",NA,"na","DEAD","PSME","15","16.5","na",NA,NA,"na","0.25","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695","CPFMP","Bouverie","2021","BOUV005","prefire",NA,"na","DEAD","UMBCAL","15","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3696","CPFMP","caples","2013-2018","12","prefire",NA,"601","LIVE","ABCO","15","7.6","1.5",NA,"IN","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3697","CPFMP","caples","2019","23","prefire","immediate","603","LIVE","ABCO","15",NA,"2.2",NA,NA,NA,"0.55",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"3698","CPFMP","caples","2013-2018","32","prefire",NA,"45","LIVE","ABCO","15","7.3","5.2",NA,"OT","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3699","CPFMP","caples","2013-2018","35","prefire",NA,"238","LIVE","ABCO","15","5","0.6",NA,"OT","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3700","CPFMP","caples","2013-2018","119","prefire",NA,"76","LIVE","ABCO","15",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3701","CPFMP","Valentine","2020","VR25N","prefire",NA,"1041","LIVE","ABCO","15","6.3","1",NA,"OV","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"3702","CPFMP","Valentine","2020","VR12N","prefire",NA,"1152","LIVE","ABMA","15","5.4","2.8",NA,"ov","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"3703","CPFMP","Valentine","2020","VR14","prefire",NA,"320","LIVE","ABMA","15","4.8","1.3",NA,"in","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704","CPFMP","Valentine","2020","VR20","prefire",NA,"869","LIVE","ABMA","15","4","1.2",NA,"ab","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"3705","CPFMP","Valentine","2020","VR20N","prefire",NA,"1261","LIVE","ABMA","15","5.2","1",NA,"IN ","1",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"3706","CPFMP","caples","2013-2018","13","prefire",NA,"609","LIVE","CADE","15","5.4","1.9",NA,"OT","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3707","CPFMP","caples","2020","117","postfire","1yr","777","LIVE","CADE","15","6.4","2.9",50,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0.4 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3708","CPFMP","caples","2013-2018","114","prefire",NA,"49","LIVE","JUOC","15",NA,"2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,"48-51 are fused together below dbh",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3709","CPFMP","caples","2013-2018","84","prefire",NA,"567","LIVE","PIJE","15","5.9","1.8",NA,"IN","2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3710","CPFMP","caples","2013-2018","95","prefire",NA,"471","LIVE","PIJE","15","7.2","2.1",NA,"DO","2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3711","CPFMP","caples","2013-2018","59","prefire",NA,"567","LIVE","TSUMER","15","8.9","1",NA,"IN","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3712","CPFMP","calaveras","2022","BigTrees01","postfire","immediate",NA,"LIVE","CADE","15","7","4.5",NA,NA,NA,"0.1","na","na","0","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713","CPFMP","downieville","2020","RedAnt51","prefire",NA,"2565","LIVE","ABCO","15","8.2","5.2",70,NA,"3.6",NA,"na",NA,NA,NA,NA,"na","na",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714","CPFMP","downieville","2020","RedAnt54","prefire",NA,"2898","LIVE","ABCO","15","10.6","1.6",98,NA,"2.3",NA,"na",NA,NA,NA,NA,"na","na",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715","CPFMP","frenchmeadows","2020","FM057","prefire",NA,"1739","LIVE","ABCO","15","6.8","3.1",30,NA,"2",NA,"na",NA,NA,NA,NA,"na",NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716","CPFMP","Independence","2020","Indy33","prefire",NA,"1081","LIVE","ABCO","15","4.6","0.6",90,NA,NA,NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717","CPFMP","Modoc","2020","MOD005","prefire",NA,"379","LIVE","ABCO","15","7.7","3",NA,NA,"2",NA,"na",NA,"0",NA,"0",NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3718","CPFMP","valentine","2021","VR33","prefire",NA,"638","LIVE","ABCO","15",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719","CPFMP","frenchmeadows","2019","FM010-14","prefire",NA,NA,"LIVE","ABMA","15","9","8",NA,"OV","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720","CPFMP","calaveras","2020","BigTrees12","prefire",NA,"na","LIVE","CADE","15","5.5","5",20,NA,"2","5","na",NA,NA,NA,NA,"na","na",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3721","CPFMP","Independence","2020","Indy08","prefire",NA,"1123","LIVE","PICO","15","9.3","2.1",40,NA,"1.8",NA,"na",NA,NA,NA,NA,"na","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722","CPFMP","Independence","2020","Indy08","prefire",NA,"1151","LIVE","PICO","15","8.2","2",85,NA,"1.5",NA,"na",NA,NA,NA,NA,"na","na",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3723","CPFMP","springsfire","2020","springs07","postfire","1yr","70","LIVE","PICO","15","11.2","6",NA,NA,NA,"1.4","na","11.2","60","2.8","10",NA,NA,NA,2,"10",NA,NA,NA,NA,NA,NA,NA,NA
"3724","CPFMP","Independence","2020","Indy08","prefire",NA,"1152","LIVE","PIJE","15","8.4","3.7",45,NA,"1.5",NA,"na",NA,NA,NA,NA,"na","na",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3725","CPFMP","Independence","2020","Indy28","prefire",NA,"1803","LIVE","PIJE","15","8","3",90,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3726","CPFMP","springsfire","2019","springs13","prefire",NA,"143","LIVE","PIJE","15","4.25","0.4",NA,"IN","0.75","0",NA,NA,NA,NA,NA,"2",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3727","CPFMP","springsfire","2020","springs13","postfire","1yr","143","LIVE","PIJE","15","5","2.7",NA,NA,NA,"0.6","na","5","100","0.3","5",NA,NA,NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA
"3728","CPFMP","modoc","2022","MOD014","postfire","1yr","398","LIVE","PIPO","15","9","2.2",NA,NA,NA,"0.5","na","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729","CPFMP","henrycoe","2021","HCM003","prefire",NA,"4836","LIVE","QUAG","15","2.2","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,"live foliage all from resp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730","CPFMP","henrycoe","2022","HCM013","postfire","1yr","464","LIVE","QUDO","15","6.6","na",NA,NA,NA,"na","na","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3731","CPFMP","calaveras","2020","BigTrees12","prefire",NA,"na","LIVE","QUKE","15","5","2",40,NA,"4",NA,"na",NA,NA,NA,NA,"na","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732","CPFMP","downieville","2020","RedAnt28","prefire",NA,"2583","LIVE","QUKE","15","7","3",90,NA,"9.5",NA,"na",NA,NA,NA,NA,"lean","na",NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3733","CPFMP","odell","2022","Odell001","prefire",NA,NA,"LIVE","QUWI","15","5.2","3.8",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3734","CPFMP","wilderranch","2021","WIL022","prefire",NA,"4750","LIVE","QUERCUS","15","5.3","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,"estimated dbh due to toxdiv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3735","CPFMP","Independence","2020","Indy01","prefire",NA,"1584","LIVE","PICO","15.05","13.7","10.7",15,NA,"1",NA,"na",NA,NA,NA,NA,"na","na",NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3736","CPFMP","caples","2019","103","prefire","immediate","137","DEAD","CADE","15.1",NA,NA,NA,NA,NA,"3.7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"3737","CPFMP","Valentine","2020","VR13","prefire",NA,"768","DEAD","PICO","15.1","10.4",NA,NA,"-",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","D",NA,NA,NA
"3738","CPFMP","Valentine","2020","VR35N","prefire",NA,"249","DEAD","PICO","15.1","14",NA,NA,"-",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"3739","CPFMP","caples","2019","23","prefire","immediate","619","DEAD","PIJE","15.1",NA,NA,NA,NA,NA,"0.95",NA,"6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"3740","CPFMP","caples","2020","118","postfire","1yr","136","DEAD","CADE","15.1","6.2","0",0,"OT",NA,"0","2",NA,NA,NA,NA,NA,NA,"leaning on another tree, 1.2 to dead",NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"3741","CPFMP","valentine","2021","VR29","prefire",NA,"953","DEAD","ABMA","15.1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3742","CPFMP","caples","2013-2018","12","prefire",NA,"604","LIVE","ABCO","15.1","6.6","1",NA,"OT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3743","CPFMP","caples","2013-2018","21","prefire",NA,"594","LIVE","ABCO","15.1","6.5","1.6",NA,"OT","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3744","CPFMP","caples","2013-2018","93","prefire",NA,"429","LIVE","ABCO","15.1","7.3","18",NA,"IN","4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3745","CPFMP","caples","2013-2018","107","prefire",NA,"7","LIVE","ABCO","15.1",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3746","CPFMP","Valentine","2020","VR14","prefire",NA,"325","LIVE","ABCO","15.1","6","1.5",NA,"in","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3747","CPFMP","Valentine","2020","vr3","prefire",NA,"397","LIVE","ABCO","15.1","6.4","3.8",NA,"ov","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3748","CPFMP","caples","2013-2018","57","prefire",NA,"529","LIVE","ABMA","15.1","5.6","1.2",NA,"OT","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3749","CPFMP","shaverlake","2021","SHL009","prefire",NA,"4162","LIVE","ABCO","15.1","9","2.3",NA,NA,"3","0.2","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3750","CPFMP","valentine","2021","VR22","prefire",NA,"347","LIVE","ABCO","15.1",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3751","CPFMP","BurtonSP","2019","burton21","prefire",NA,"839","LIVE","ABCO","15.1","7","2",NA,"IN","1.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3752","CPFMP","lonebobcatwoods","2022","LBW006","postfire","2yr","1795","LIVE","CADE","15.1","10","6.3",30,NA,"2","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3753","CPFMP","klamath","2021","KLAMATH013","prefire",NA,"4743","LIVE","NODE","15.1","13.6","2.4",NA,NA,"6","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3754","CPFMP","klamath","2021","KLAMATH016","prefire",NA,"4809","LIVE","NODE","15.1","12.8","10",NA,NA,"3","0.2","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3755","CPFMP","Independence","2020","Indy17","prefire",NA,"1320","LIVE","PICO","15.1","9.3","1.1",95,NA,"2",NA,"na",NA,NA,NA,NA,"split top","na","1320 & 1321 share the same case, split is below breast height",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3756","CPFMP","Independence","2020","Indy26","prefire",NA,"1288","LIVE","PICO","15.1","9","3.6",45,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3757","CPFMP","wilderranch","2021","WIL007","prefire",NA,"4985","LIVE","SEQSEM","15.1","14","2",NA,NA,"5",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3758","CPFMP","RioLindo","2021","RIO004","prefire",NA,"4642","LIVE","UMBCAL","15.1","11",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA
"3759","CPFMP","riolindo","2022","RIO004","postfire","immediate","4642","LIVE","UMBCAL","15.1","11.6","4.2",NA,NA,NA,"na","na","11","3","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3760","CPFMP","caples","2013-2018","133","prefire",NA,"8","LIVE","ABMA","15.1",NA,"5.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (see notes)",NA,"fire damage- char on bole and scorched needles; will be dead by next year",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3761","CPFMP","caples","2020","105","postfire","1yr","528","LIVE","CADE","15.1","6.4","0",1,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0.56 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3762","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE","15.2","8.8",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3763","CPFMP","caples","2013-2018","120","prefire",NA,"88","DEAD","ABCO","15.2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3764","CPFMP","caples","2020","11","postfire","1yr","744","DEAD","PIJE","15.2","9.3","0",0,"IN",NA,"0","1",NA,NA,NA,NA,NA,NA,"7.0 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3765","CPFMP","caples","2020","24","postfire","1yr","636","DEAD","ABCO","15.2","9.3","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"5.7 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3766","CPFMP","caples","2020","28","postfire","1yr","2","DEAD","CADE","15.2","5","0",0,NA,NA,"0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3767","CPFMP","BurtonSP","2020","burton40","postfire","1yr","na","DEAD","ABCO","15.2","7.4",NA,0,NA,NA,"1.8","2",NA,NA,NA,NA,"na","na",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3768","CPFMP","bearmountain","2019","BM11","prefire",NA,NA,"DEAD","CADE","15.2","5",NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769","CPFMP","downieville","2020","RedAnt52","prefire",NA,"na","DEAD","QUKE","15.2","5.6",NA,0,NA,NA,NA,"3",NA,NA,NA,NA,"na","na",NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3770","CPFMP","caples","2013-2018","12","prefire",NA,"599","LIVE","ABCO","15.2","7.2","1.6",NA,"IN","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3771","CPFMP","caples","2013-2018","116","prefire",NA,"63","LIVE","ABCO","15.2",NA,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3772","CPFMP","caples","2020","129","postfire","1yr","593","LIVE","ABCO","15.2","5.4","2",75,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3773","CPFMP","Valentine","2020","VR25N","prefire",NA,"1050","LIVE","ABCO","15.2","5.6","1.3",NA,"OV","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"3774","CPFMP","Valentine","2020","VR19","prefire",NA,"849","LIVE","ABMA","15.2","5.9","1.3",NA,"in","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775","CPFMP","Valentine","2020","VR21N","prefire",NA,"1221","LIVE","ABMA","15.2","5.8","2.6",NA,"IN ","2",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"3776","CPFMP","caples","2013-2018","28","prefire",NA,"8","LIVE","CADE","15.2","8.2","3.9",NA,"OT","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3777","CPFMP","caples","2013-2018","118","prefire",NA,"115","LIVE","CADE","15.2",NA,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead top",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3778","CPFMP","caples","2013-2018","122","prefire",NA,"33","LIVE","CADE","15.2",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3779","CPFMP","caples","2020","19","postfire","1yr","582","LIVE","JUOC","15.2","5.7","1.4",90,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3780","CPFMP","caples","2013-2018","130","prefire",NA,"273","LIVE","JUOC","15.2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Split top",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3781","CPFMP","caples","2013-2018","33","prefire",NA,"213","LIVE","PICO","15.2","11.2","2.1",NA,"OT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3782","CPFMP","caples","2013-2018","33","prefire",NA,"98","LIVE","PICO","15.2","16.1","9",NA,"OT","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3783","CPFMP","BurtonSP","2020","burton46","prefire",NA,"1770","LIVE","ABCO","15.2","8.7","1.9",98,NA,"2.6",NA,"na",NA,NA,NA,NA,"na","na",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3784","CPFMP","BurtonSP","2019","burton9","prefire",NA,"624","LIVE","ABCO","15.2","6","2.7",NA,"OV","1",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785","CPFMP","frenchmeadows","2019","FM010-15","prefire",NA,NA,"LIVE","ABCO","15.2","4","1",NA,"IN","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786","CPFMP","frenchmeadows","2019","FM010-9","prefire",NA,NA,"LIVE","ABCO","15.2","7","3",NA,"IN","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","CPFMP","frenchmeadows","2019","FM019-4","prefire",NA,NA,"LIVE","ABCO","15.2","6","3",NA,"OV","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3788","CPFMP","frenchmeadows","2020","FM041","prefire",NA,"1528","LIVE","ABCO","15.2","8.4","3",70,NA,"1.6",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789","CPFMP","frenchmeadows","2020","FM053","prefire",NA,"1848","LIVE","ABCO","15.2","6.8","2",95,NA,"2",NA,"na",NA,NA,NA,NA,"na",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3790","CPFMP","Independence","2020","Indy20","prefire",NA,"1431","LIVE","ABCO","15.2","6","0.3",95,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
