"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","bolechar_m","decay","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent","healthCode","healthCode2","notes","ht2dead_m","torch_percent.1","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"3791","CPFMP","Independence","2020","Indy32","prefire",NA,"1049","LIVE","ABCO","15.2","6.9","1.9",85,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792","CPFMP","valentine","2021","VR34","prefire",NA,"671","LIVE","ABCO","15.2",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793","CPFMP","BurtonSP","2019","burton6","prefire",NA,"552","LIVE","ABMA","15.2","4.5","2",NA,"OV","1.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","CPFMP","frenchmeadows","2020","FM056","prefire",NA,"278","LIVE","ABMA","15.2","3.8","1.5",90,NA,"1.5",NA,"na",NA,NA,NA,NA,"pitching on bole of tree",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795","CPFMP","Independence","2020","Indy32","prefire",NA,"1053","LIVE","ABMA","15.2","7.5","1.4",80,NA,"3",NA,"na",NA,NA,NA,NA,"pitching on bole of tree","na","very sappy",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3796","CPFMP","valentine","2021","VR20N","prefire",NA,"1261","LIVE","ABMA","15.2",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","CPFMP","frenchmeadows","2020","FM049","prefire",NA,"1812","LIVE","CADE","15.2","5.2","0.8",98,NA,"3.7",NA,"na",NA,NA,NA,NA,"pitching on bole of tree",NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798","CPFMP","shaverlake","2021","SHL001","prefire",NA,"4777","LIVE","CADE","15.2","4.8","2.1",NA,NA,"3.2","0","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799","CPFMP","Independence","2020","Indy01","prefire",NA,"1568","LIVE","PICO","15.2","13.6","3",45,NA,"1.8",NA,"na",NA,NA,NA,NA,"na","na",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3800","CPFMP","Independence","2020","Indy01","prefire",NA,"1577","LIVE","PICO","15.2","15.4","11.5",15,NA,"1",NA,"na",NA,NA,NA,NA,"na","na",NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3801","CPFMP","Independence","2020","Indy37","prefire",NA,"1843","LIVE","PIJE","15.2","8.2","2.8",65,NA,"2.5",NA,"na",NA,NA,NA,NA,"na","na",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3802","CPFMP","Independence","2020","Indy39","prefire",NA,"1021","LIVE","PIJE","15.2","4.2","2",100,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803","CPFMP","Independence","2020","Indy39","prefire",NA,"1033","LIVE","PIJE","15.2","5.9","2.3",65,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804","CPFMP","springsfire","2019","springs28","prefire",NA,"287","LIVE","PIJE","15.2","5.7","3.5",NA,"IN","1.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3805","CPFMP","BlissSP","2019","bliss4","prefire",NA,NA,"LIVE","PILA","15.2","4.8","3",NA,"OV","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806","CPFMP","henrycoe","2022","HCM003","postfire","1yr","4836","LIVE","QUAG","15.2","2.2","1.7",NA,NA,NA,"na","na","na","0","na","0","na","na","live foliage all from resp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3807","CPFMP","RioLindo","2021","RIO009","prefire",NA,"4673","LIVE","QUAG","15.2","10",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na","toxdiv vine",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3808","CPFMP","riolindo","2022","RIO009","postfire","immediate","4673","LIVE","QUAG","15.2","9.3","6.6",NA,NA,NA,"0.5","na","8","60","na","0","toxdiv","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3809","CPFMP","LoneBobcatWoods","2020","LBW006","prefire",NA,NA,"LIVE","QUKE","15.2","9.2","4.5",90,NA,"3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3810","CPFMP","Bouverie","2021","BOUV003","prefire",NA,"4342","LIVE","QULO","15.2","11.8",NA,NA,NA,NA,NA,"na","na",NA,"na",NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3811","CPFMP","odell","2022","Odell001","prefire",NA,NA,"LIVE","QUWI","15.2","10.2","4.6",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3812","CPFMP","RioLindo","2021","RIO005","prefire",NA,"1948","LIVE","UMBCAL","15.2","15",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3813","CPFMP","riolindo","2022","RIO005","postfire","immediate","1948","LIVE","UMBCAL","15.2","13.9","4.3",NA,NA,NA,"0.1","na","13.9","10","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814","CPFMP","caples","2020","121","postfire","1yr","98","LIVE","CADE","15.2","5.6","3.5",15,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,"HTD: 0.1",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3815","CPFMP","Independence","2020","Indy01","prefire",NA,"1600","LIVE","PICO","15.25","13.5","10.2",50,NA,"1",NA,"na",NA,NA,NA,NA,"na","na",NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE","15.3","6.5",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3817","CPFMP","Valentine","2020","VR13N","prefire",NA,"1188","DEAD","PICO","15.3","7.6",NA,NA,"-",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","D",NA,NA,NA
"3818","CPFMP","caples","2020","12","postfire","1yr","0","DEAD","ABCO","15.3","8","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"1.8 to dead, tag d?",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3819","CPFMP","caples","2020","119","postfire","1yr","76","DEAD","ABCO","15.3","9.4","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"2.5 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3820","CPFMP","caples","2020","40","postfire","1yr","308","DEAD","ABMA","15.3","3.9","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"0.2 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3821","CPFMP","caples","2020","23","postfire","1yr","619","DEAD","PIJE","15.3","7.3","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"1.4 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3822","CPFMP","caples","2020","4","postfire","1yr","484","DEAD","ABCO","15.3","8.1","0",0,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3823","CPFMP","caples","2020","100","postfire","1yr","0","DEAD","CADE","15.3","5.7","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3824","CPFMP","caples","2020","13","postfire","1yr","0","DEAD","CADE","15.3","4.6","0",0,"OT",NA,"0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"3825","CPFMP","caples","2020","102","postfire","1yr","952","DEAD","CADE","15.3","2.3","0",0,"RE",NA,"0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"3826","CPFMP","calaveras","2022","BigTrees12","postfire","immediate",NA,"DEAD","ABCO","15.3","6.3","na",NA,NA,NA,"3.7","1","6.3","100","2.7","10",NA,NA,"previously live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3827","CPFMP","BurtonSP","2020","burton14","postfire","1yr","704","DEAD","ABCO","15.3","5.8",NA,0,NA,NA,NA,"na","0.5",NA,NA,NA,"na","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3828","CPFMP","frenchmeadows","2019","FM019-12","prefire",NA,NA,"DEAD","ABCO","15.3","11",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3829","CPFMP","BurtonSP","2019","burton3","prefire",NA,NA,"DEAD","ABMA","15.3","5.3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3830","CPFMP","valentine","2021","VR1","prefire",NA,"488","DEAD","ABMA","15.3",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3831","CPFMP","bearmountain","2021","BM11","postfire","2yr",NA,"DEAD","CADE","15.3","6.5","na",NA,NA,"na","1.5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3832","CPFMP","shaverlake","2021","SHL012","prefire",NA,"na","DEAD","CADE","15.3","6.4","na",NA,NA,"na","na","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833","CPFMP","springsfire","2019","springs26","prefire",NA,NA,"DEAD","PICO","15.3","8",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3834","CPFMP","valentine","2021","VR13N","prefire",NA,"1188","DEAD","PICO","15.3",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835","CPFMP","caples","2019","23","prefire","immediate","621","LIVE","ABCO","15.3",NA,"7",NA,NA,NA,"0.7",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"3836","CPFMP","caples","2013-2018","76","prefire",NA,"18","LIVE","ABCO","15.3","8.6","4",NA,"IN","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3837","CPFMP","caples","2020","77","postfire","1yr","966","LIVE","ABCO","15.3","6","0.9",90,"OT",NA,"0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3838","CPFMP","caples","2013-2018","109","prefire",NA,"76","LIVE","ABCO","15.3",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3839","CPFMP","caples","2013-2018","110","prefire",NA,"97","LIVE","ABCO","15.3","8.7","2.5",NA,"SU","2.1",NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3840","CPFMP","Valentine","2020","VR35","prefire",NA,"238","LIVE","ABCO","15.3","5.8","2",NA,"ov","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"3841","CPFMP","caples","2020","16","postfire","1yr","535","LIVE","CADE","15.3","5.2","1.7",98,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3842","CPFMP","caples","2013-2018","105","prefire",NA,"528","LIVE","CADE","15.3",NA,"2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3843","CPFMP","caples","2013-2018","45","prefire",NA,"348","LIVE","PICO","15.3","9.4","4.2",NA,"IN","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3844","CPFMP","BurtonSP","2019","burton22","prefire",NA,"875","LIVE","ABCO","15.3","6","2",NA,"OV","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3845","CPFMP","calaveras","2020","BigTrees12","prefire",NA,"na","LIVE","ABCO","15.3","6.3","2.4",80,NA,"3",NA,"na",NA,NA,NA,NA,"pitching on bole of tree","na",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3846","CPFMP","downieville","2020","RedAnt52","prefire",NA,"1631","LIVE","ABCO","15.3","9.3","5.8",65,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3847","CPFMP","frenchmeadows","2020","FM046","prefire",NA,"2985","LIVE","ABCO","15.3","7.2","4.2",45,NA,"2.4",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3848","CPFMP","frenchmeadows","2020","FM051","prefire",NA,"1882","LIVE","ABCO","15.3","6","2.4",85,NA,"2.2",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3849","CPFMP","frenchmeadows","2020","FM063","prefire",NA,"1573","LIVE","ABCO","15.3","6.4","2.7",45,NA,"1.5",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3850","CPFMP","Independence","2020","Indy20","prefire",NA,"1432","LIVE","ABCO","15.3","7","0.2",95,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3851","CPFMP","shaverlake","2021","SHL024","prefire",NA,"4597","LIVE","ABCO","15.3","8.9","2.7",NA,NA,"2.4","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3852","CPFMP","BurtonSP","2019","burton6","prefire",NA,"557","LIVE","ABMA","15.3","6.3","2.3",NA,"OV","1.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3853","CPFMP","frenchmeadows","2019","FM010-15","prefire",NA,NA,"LIVE","ABMA","15.3","7","5",NA,"IN","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3854","CPFMP","shaverlake","2021","SHL012","prefire",NA,"4311","LIVE","CADE","15.3","6.1","4",NA,NA,"2.6","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855","CPFMP","shaverlake","2021","SHL014","prefire",NA,"4377","LIVE","CADE","15.3","4.5","0.4",NA,NA,"2.5","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3856","CPFMP","klamath","2021","KLAMATH015","prefire",NA,"4782","LIVE","CONU","15.3","15.3","9.4",NA,NA,"7","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","CPFMP","springsfire","2020","springs06","postfire","1yr","59","LIVE","PICO","15.3","7.2","2.3",NA,NA,NA,"0.1","na","2.4","20","2.4","20",NA,NA,NA,1.2,"20",NA,NA,NA,NA,NA,NA,NA,NA
"3858","CPFMP","DryCreek","2020","DryCreek46","prefire",NA,"1390","LIVE","PIJE","15.3","5.4","2.3",97,NA,"2.3",NA,"na",NA,NA,NA,NA,"na","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3859","CPFMP","Independence","2020","Indy06","prefire",NA,"1358","LIVE","PIJE","15.3","6.3","2",90,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3860","CPFMP","shaverlake","2021","SHL014","prefire",NA,"4196","LIVE","PIPO","15.3","6.7","1.9",NA,NA,"4","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3861","CPFMP","RioLindo","2021","RIO007","prefire",NA,"4633","LIVE","PSME","15.3","15",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"dead top",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3862","CPFMP","riolindo","2022","RIO007","postfire","immediate","4633","LIVE","PSME","15.3","12.1","3.8",NA,NA,NA,"0.5","na","na","0","na","0","dead top","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3863","CPFMP","wilderranch","2021","WIL002","prefire",NA,"4072","LIVE","SEQSEM","15.3","14.4","2",NA,NA,"6",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3864","CPFMP","wilderranch","2021","WIL017","prefire",NA,"4473","LIVE","SEQSEM","15.3","10.2","2",NA,NA,"5",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3865","CPFMP","RioLindo","2021","RIO004","prefire",NA,"4657","LIVE","UMBCAL","15.3","12",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3866","CPFMP","riolindo","2022","RIO004","postfire","immediate","4657","LIVE","UMBCAL","15.3","9.5","4.3",NA,NA,NA,"tr","na","8.2","7","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3867","CPFMP","caples","2020","35","postfire","1yr","251","LIVE","CADE","15.3","5.7","3.1",20,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0.0 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3868","CPFMP","caples","2020","118","postfire","1yr","110","LIVE","CADE","15.3","5.8","4.2",30,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0.67 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3869","CPFMP","frenchmeadows","2020","FM040","prefire",NA,"2960","LIVE","ABMA","15.35","8.9","3.5",85,NA,"2.8",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3870","CPFMP","valentine","2021","VR14","prefire",NA,"320","LIVE","ABMA","15.35",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,"sap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3871","CPFMP","RioLindo","2021","RIO003","prefire",NA,"1981","LIVE","CADE","15.35","9.5",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"3872","CPFMP","riolindo","2022","RIO003","postfire","immediate","1981","LIVE","CADE","15.35","9.5","3.5",NA,NA,NA,"0.2","na","8.7","30","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3873","CPFMP","caples","2013-2018","93","prefire",NA,"419","DEAD","ABMA","15.4","4.5",NA,NA,"OV",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3874","CPFMP","caples","2013-2018","133","prefire",NA,"295","DEAD","ABMA","15.4",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"None",NA,"fire-killed",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3875","CPFMP","caples","2020","13","postfire","1yr","0","DEAD","CADE","15.4","5.1","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3876","CPFMP","caples","2013-2018","131","prefire",NA,"216","DEAD","ABCO","15.4",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3877","CPFMP","caples","2020","33","postfire","1yr","98","DEAD","PICO","15.4","15.3","0",0,"IN",NA,"0","1",NA,NA,NA,NA,NA,NA,"10.5 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3878","CPFMP","BlissSP","2019","bliss10","prefire",NA,NA,"DEAD","ABCO","15.4","9",NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3879","CPFMP","BurtonSP","2020","burton40","postfire","1yr","na","DEAD","ABCO","15.4","12.9",NA,0,NA,NA,"3.3","2",NA,NA,NA,NA,"na","na",NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3880","CPFMP","shaverlake","2021","SHL004","prefire",NA,"na","DEAD","ABCO","15.4","5.1","na",NA,NA,"na","0.2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3881","CPFMP","bearmountain","2019","BM15","prefire",NA,NA,"DEAD","CADE","15.4","5",NA,NA,NA,NA,"2.5","1",NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3882","CPFMP","henrycoe","2021","HCM012","prefire",NA,"na","DEAD","QUDO","15.4","3.7","na",NA,NA,"na",NA,"1",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3883","CPFMP","henrycoe","2022","HCM012","postfire","1yr","na","DEAD","QUDO","15.4","3.7","na",NA,NA,NA,"na","1","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3884","CPFMP","caples","2013-2018","4","prefire",NA,"475","LIVE","ABCO","15.4","7.4","7",NA,"OT","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3885","CPFMP","caples","2020","76","postfire","1yr","37","LIVE","ABCO","15.4","6.4","1.7",100,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3886","CPFMP","caples","2013-2018","109","prefire",NA,"78","LIVE","ABCO","15.4",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3887","CPFMP","caples","2013-2018","119","prefire",NA,"69","LIVE","ABCO","15.4",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3888","CPFMP","caples","2013-2018","131","prefire",NA,"237","LIVE","ABCO","15.4",NA,"2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,"WT, flagging around bole",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"3889","CPFMP","caples","2020","125","postfire","1yr","47","LIVE","ABMA","15.4","7","0.1",95,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"3890","CPFMP","Valentine","2020","VR10","prefire",NA,"541","LIVE","ABMA","15.4","5.2","1.5",NA,"ab","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"3891","CPFMP","BlissSP","2019","bliss12","prefire",NA,NA,"LIVE","ABCO","15.4","4.7","1",NA,"OV","2.5","0.6",NA,"2.7","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892","CPFMP","downieville","2020","RedAnt50","prefire",NA,"2515","LIVE","ABCO","15.4","8.5","3.2",65,NA,"4.4",NA,"na",NA,NA,NA,NA,"na","na",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3893","CPFMP","frenchmeadows","2019","FM019-1","prefire",NA,NA,"LIVE","ABCO","15.4","7","2",NA,"IN","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3894","CPFMP","frenchmeadows","2019","FM019-4","prefire",NA,NA,"LIVE","ABCO","15.4","7","5",NA,"OV","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3895","CPFMP","frenchmeadows","2019","FM019-5","prefire",NA,NA,"LIVE","ABCO","15.4","9","3",NA,"OV","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3896","CPFMP","frenchmeadows","2020","FM041","prefire",NA,"1523","LIVE","ABCO","15.4","7.7","4.4",45,NA,"2.2",NA,"na",NA,NA,NA,NA,"na",NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3897","CPFMP","shaverlake","2021","SHL011","prefire",NA,"4304","LIVE","ABCO","15.4","6.1","0.3",NA,NA,"3.9","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898","CPFMP","shaverlake","2022","SHL011","postfire","immediate","4304","LIVE","ABCO","15.4","6.1","4.5",NA,NA,NA,"0.6","na","4.5","85","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3899","CPFMP","frenchmeadows","2019","FM010-14","prefire",NA,NA,"LIVE","ABMA","15.4","14","9",NA,"OV","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3900","CPFMP","wilderranch","2021","WIL018","prefire",NA,"4739","LIVE","ARBMEN","15.4","7","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3901","CPFMP","LoneBobcatWoods","2020","LBW007","prefire",NA,"4414","LIVE","CADE","15.4","11","9",25,NA,"2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902","CPFMP","shaverlake","2022","SHL015","postfire","immediate","4378","LIVE","CADE","15.4","6.6","2",NA,NA,NA,"0","na","0","na","0","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903","CPFMP","shaverlake","2021","SHL018","prefire",NA,"4532","LIVE","CADE","15.4","9.5","2.5",NA,NA,"2.5","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904","CPFMP","shaverlake","2022","SHL018","postfire","immediate","4532","LIVE","CADE","15.4","9.5","2.5",NA,NA,NA,"na","na","na","0","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
