"","site","plotid","year","postFire","species","dbh_cm","ht_m","bolechar_m","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent"
"1677","riolindo","RIO005","2022","immediate","QUWI",34.7,11.8,0,11.8,5,0,0
"1678","riolindo","RIO005","2022","immediate","QUWI",45.5,13,0,10,5,0,0
"1679","riolindo","RIO006","2022","immediate","UMBCAL",8.8,5.5,0.2,5,40,0,0
"1680","riolindo","RIO006","2022","immediate","QUWI",9.5,9.1,0.1,9.1,99,0,0
"1681","riolindo","RIO006","2022","immediate","UMBCAL",10,5,0.2,5,90,0,0
"1682","riolindo","RIO006","2022","immediate","QUWI",12,9,0,0,0,0,0
"1683","riolindo","RIO006","2022","immediate","QUWI",13.5,9.5,0.1,9.5,95,0,0
"1684","riolindo","RIO006","2022","immediate","QUWI",13.8,16.6,0.2,6.6,15,0,0
"1685","riolindo","RIO006","2022","immediate","QUWI",14.9,11,0.2,8,1,0,0
"1686","riolindo","RIO006","2022","immediate","QUWI",16.7,5.5,0.2,4.5,5,0,0
"1687","riolindo","RIO006","2022","immediate","QUWI",16.9,14,0.1,0,0,0,0
"1688","riolindo","RIO006","2022","immediate","QUWI",17.5,8.6,0,8.6,10,0,0
"1689","riolindo","RIO006","2022","immediate","QUWI",18.8,16,0.5,5.5,10,0,0
"1690","riolindo","RIO006","2022","immediate","QUWI",19.6,12,0.1,7,10,0,0
"1691","riolindo","RIO006","2022","immediate","QUWI",21.6,10,0.2,7.5,10,0,0
"1692","riolindo","RIO006","2022","immediate","QUWI",23.9,15.7,0,3.5,5,0,0
"1693","riolindo","RIO006","2022","immediate","QUWI",24,16.5,0.1,0,0,0,0
"1694","riolindo","RIO006","2022","immediate","UMBCAL",26.6,14,0,7,10,0,0
"1695","riolindo","RIO006","2022","immediate","QUWI",29.1,17,0,4.5,15,0,0
"1696","riolindo","RIO006","2022","immediate","ARBMEN",30.6,13,0,0,0,0,0
"1697","riolindo","RIO006","2022","immediate","QUWI",31.3,18.3,0,0,0,0,0
"1698","riolindo","RIO006","2022","immediate","QUWI",32.1,14,0.1,0,0,0,0
"1699","riolindo","RIO006","2022","immediate","QUWI",34.3,15.5,0.1,7,5,0,0
"1700","riolindo","RIO006","2022","immediate","QUWI",35.6,22.4,0,0,0,0,0
"1701","riolindo","RIO006","2022","immediate","QUWI",37,20,0.1,0,0,0,0
"1702","riolindo","RIO006","2022","immediate","QUWI",43.2,13,0.1,2.5,1,0,0
"1703","riolindo","RIO007","2022","immediate","UMBCAL",7.8,8.1,0,4,15,0,0
"1704","riolindo","RIO007","2022","immediate","UMBCAL",8,7.5,0.2,4.1,60,0,0
"1705","riolindo","RIO007","2022","immediate","PSME",15.3,12.1,0.5,0,0,0,0
"1706","riolindo","RIO007","2022","immediate","PSME",17.4,15.8,1,8.5,10,2.5,5
"1707","riolindo","RIO007","2022","immediate","QUAG",28.9,24,0.1,0,0,0,0
"1708","riolindo","RIO007","2022","immediate","PSME",32.6,25,0.3,0,0,0,0
"1709","riolindo","RIO007","2022","immediate","PSME",33.5,25,0.2,0,0,0,0
"1710","riolindo","RIO007","2022","immediate","UMBCAL",34,23,0.7,0,0,0,0
"1711","riolindo","RIO007","2022","immediate","QUAG",37.1,17.2,1,7.6,1,0,0
"1712","riolindo","RIO007","2022","immediate","UMBCAL",43.4,23,0.7,0,0,0,0
"1713","riolindo","RIO007","2022","immediate","UMBCAL",44.2,23,0.7,0,0,0,0
"1714","riolindo","RIO007","2022","immediate","UMBCAL",45,23,0.7,0,0,0,0
"1715","riolindo","RIO007","2022","immediate","QUAG",50.6,19.4,0,0,0,0,0
"1716","riolindo","RIO008","2022","immediate","ARBMEN",8.5,5.5,0,5.5,60,0,0
"1717","riolindo","RIO008","2022","immediate","QUWI",8.8,6,0.2,6,35,0,0
"1718","riolindo","RIO008","2022","immediate","HETARB",9.1,2.5,0,2.5,90,0,0
"1719","riolindo","RIO008","2022","immediate","QUWI",9.5,12,0.2,12,45,0,0
"1720","riolindo","RIO008","2022","immediate","QUWI",9.5,7.1,0.3,7.1,90,0,0
"1721","riolindo","RIO008","2022","immediate","UMBCAL",11.4,10,0.2,8,10,0,0
"1722","riolindo","RIO008","2022","immediate","HETARB",14.1,5.6,0.1,5.6,1,0,0
"1723","riolindo","RIO008","2022","immediate","QUKE",21.5,12.4,0,0,0,0,0
"1724","riolindo","RIO008","2022","immediate","QUWI",22.4,8.5,0.1,0,0,0,0
"1725","riolindo","RIO008","2022","immediate","UMBCAL",22.9,17.7,0.4,2.5,1,0,0
"1726","riolindo","RIO008","2022","immediate","UMBCAL",23.7,14.2,0.3,3,3,0,0
"1727","riolindo","RIO008","2022","immediate","QUWI",24.1,10.5,0,0,0,0,0
"1728","riolindo","RIO008","2022","immediate","QUWI",24.2,13,0,0,0,0,0
"1729","riolindo","RIO008","2022","immediate","UMBCAL",24.9,15.6,0.2,0,0,0,0
"1730","riolindo","RIO008","2022","immediate","QUWI",25,9.7,0.1,5.5,5,0,0
"1731","riolindo","RIO008","2022","immediate","QUWI",28.9,15,0,7,13,0,0
"1732","riolindo","RIO008","2022","immediate","QUWI",32.5,13,0.1,0,0,0,0
"1733","riolindo","RIO008","2022","immediate","QUWI",42.7,16,0,0,0,0,0
"1734","riolindo","RIO008","2022","immediate","QUWI",44.4,17,0.2,0,0,0,0
"1735","riolindo","RIO008","2022","immediate","QUWI",57.8,18.2,0.1,0,0,0,0
"1736","riolindo","RIO009","2022","immediate","QUAG",15.2,9.3,0.5,8,60,0,0
"1737","riolindo","RIO009","2022","immediate","UMBCAL",16.9,17,0.2,15.8,30,0,0
"1738","riolindo","RIO009","2022","immediate","UMBCAL",22,21.2,0.2,10.5,5,0,0
"1739","riolindo","RIO009","2022","immediate","QUAG",22.3,16.8,0.3,0,0,0,0
"1740","riolindo","RIO009","2022","immediate","QUAG",22.7,10.8,1.5,4,15,0,0
"1741","riolindo","RIO009","2022","immediate","QUAG",22.9,16,0,0,0,0,0
"1742","riolindo","RIO009","2022","immediate","QUAG",24,15,0.5,0,0,0,0
"1743","riolindo","RIO009","2022","immediate","QULO",24,10.2,0,0,0,0,0
"1744","riolindo","RIO009","2022","immediate","QUAG",24.9,11.3,1.2,5.5,25,0,0
"1745","riolindo","RIO009","2022","immediate","QUAG",26.3,13.5,1,13,15,0,0
"1746","riolindo","RIO009","2022","immediate","QUAG",26.6,12.2,0,6.5,2,0,0
"1747","riolindo","RIO009","2022","immediate","QUAG",29.4,12,0,0,0,0,0
"1748","riolindo","RIO009","2022","immediate","QUAG",34.5,12.5,0.4,6,10,0,0
"1749","riolindo","RIO009","2022","immediate","QUAG",36.4,15,0,0,0,0,0
"1750","riolindo","RIO009","2022","immediate","QUAG",40.2,14.1,0,0,0,0,0
"1751","riolindo","RIO009","2022","immediate","QUAG",40.5,16.5,0,11.5,3,0,0
"1752","riolindo","RIO009","2022","immediate","QUAG",45,15.3,0,5,0,0,0
"1753","riolindo","RIO009","2022","immediate","QUAG",45.5,11.5,0,4.5,5,0,0
"1754","riolindo","RIO009","2022","immediate","QUAG",49.5,19.5,0,0,0,0,0
"1755","shaverlake","SHL011","2022","immediate","ABCO",15.4,6.1,0.6,4.5,85,0,0
"1756","shaverlake","SHL011","2022","immediate","CADE",26.2,8,0,0,0,0,0
"1757","shaverlake","SHL011","2022","immediate","CADE",26.5,9.8,1.5,5.3,35,0,0
"1758","shaverlake","SHL011","2022","immediate","PILA",36.5,22.3,0,0,0,0,0
"1759","shaverlake","SHL011","2022","immediate","PIPO",61.7,32.7,1.2,0,0,0,0
"1760","shaverlake","SHL011","2022","immediate","CADE",85.6,33.3,1.5,0,0,0,0
"1761","shaverlake","SHL011","2022","immediate","ABCO",92.3,35.5,2.5,9.3,8,0,0
"1762","shaverlake","SHL014","2022","immediate","PIPO",9.7,5.8,0.1,5.5,3,0,0
"1763","shaverlake","SHL014","2022","immediate","PIPO",10.2,5.7,0.1,3.7,10,0,0
"1764","shaverlake","SHL014","2022","immediate","PIPO",10.7,7,0.3,3,5,0,0
"1765","shaverlake","SHL014","2022","immediate","PIPO",11.9,5,0,2.5,3,0,0
"1766","shaverlake","SHL014","2022","immediate","PIPO",13.2,9.6,0.05,2.3,10,0,0
"1767","shaverlake","SHL014","2022","immediate","PIPO",15.6,5.5,1,5.5,25,0,0
"1768","shaverlake","SHL014","2022","immediate","PIPO",15.9,6.7,0.4,6.2,60,0,0
"1769","shaverlake","SHL014","2022","immediate","CADE",16.3,4.5,0.7,4.2,60,0,0
"1770","shaverlake","SHL014","2022","immediate","PIPO",16.8,8.4,0.2,1,3,0,0
"1771","shaverlake","SHL014","2022","immediate","PIPO",17,8,1.5,6.7,70,0,0
"1772","shaverlake","SHL014","2022","immediate","PIPO",17.3,7.6,0.1,4,5,0,0
"1773","shaverlake","SHL014","2022","immediate","PIPO",17.8,8.5,0,5,10,0,0
"1774","shaverlake","SHL014","2022","immediate","PIPO",18,8.2,0.7,6.5,25,0,0
"1775","shaverlake","SHL014","2022","immediate","PIPO",19.9,10.5,1.3,9.8,80,0,0
"1776","shaverlake","SHL014","2022","immediate","PIPO",20.6,10.2,0.6,9.9,60,0,0
"1777","shaverlake","SHL014","2022","immediate","PIPO",21.9,12.6,0.6,10.8,40,0,0
"1778","shaverlake","SHL014","2022","immediate","PIPO",22.7,13,1,12.5,70,0,0
"1779","shaverlake","SHL014","2022","immediate","PIPO",23.5,12.8,0.05,3,15,0,0
"1780","shaverlake","SHL014","2022","immediate","PIPO",27.8,13.7,0.1,3,3,0,0
"1781","shaverlake","SHL014","2022","immediate","PILA",113.3,44.7,0.2,5,3,0,0
"1782","shaverlake","SHL015","2022","immediate","CADE",15.4,6.6,0,0,0,0,0
"1783","shaverlake","SHL015","2022","immediate","CADE",21.8,10.5,0.01,0,0,0,0
"1784","shaverlake","SHL015","2022","immediate","CADE",22.6,9,0.01,0,0,0,0
"1785","shaverlake","SHL015","2022","immediate","CADE",26.4,7.9,0.1,0,0,0,0
"1786","shaverlake","SHL015","2022","immediate","CADE",27,10,0.01,0,0,0,0
"1787","shaverlake","SHL015","2022","immediate","CADE",28,10.5,0,0,0,0,0
"1788","shaverlake","SHL015","2022","immediate","CADE",29.3,16,0.01,0,0,0,0
"1789","shaverlake","SHL015","2022","immediate","CADE",32.3,11,0.01,0,0,0,0
"1790","shaverlake","SHL015","2022","immediate","CADE",32.3,13.7,0,0,0,0,0
"1791","shaverlake","SHL015","2022","immediate","CADE",32.8,5.2,0.1,0,0,0,0
"1792","shaverlake","SHL015","2022","immediate","CADE",40,18.8,0.01,0,0,0,0
"1793","shaverlake","SHL015","2022","immediate","CADE",40.5,16,0,0,0,0,0
"1794","shaverlake","SHL015","2022","immediate","ABCO",43.2,26,0.01,0,0,0,0
"1795","shaverlake","SHL015","2022","immediate","QUKE",65.4,19.6,0.01,0,0,0,0
"1796","shaverlake","SHL016","2022","immediate","ABCO",8.8,6.8,0,0,0,0,0
"1797","shaverlake","SHL016","2022","immediate","ABCO",9,4.7,0,0,0,0,0
"1798","shaverlake","SHL016","2022","immediate","ABCO",11.7,5.9,0,0,0,0,0
"1799","shaverlake","SHL016","2022","immediate","CADE",13.9,6.2,0.01,0,0,0,0
"1800","shaverlake","SHL016","2022","immediate","CADE",14.3,6.3,0,0,0,0,0
"1801","shaverlake","SHL016","2022","immediate","CADE",16.2,5.4,0.05,0,0,0,0
"1802","shaverlake","SHL016","2022","immediate","CADE",17.3,6,0.01,0,0,0,0
"1803","shaverlake","SHL016","2022","immediate","ABCO",17.9,10.7,0.05,0,0,0,0
"1804","shaverlake","SHL016","2022","immediate","CADE",18,7.2,0.1,0,0,0,0
"1805","shaverlake","SHL016","2022","immediate","CADE",18.2,8.9,0,0,0,0,0
"1806","shaverlake","SHL016","2022","immediate","SALIX",18.2,14,0,0,0,0,0
"1807","shaverlake","SHL016","2022","immediate","CADE",18.5,5.7,0.15,0,0,0,0
"1808","shaverlake","SHL016","2022","immediate","CADE",20.8,9.3,0,0,0,0,0
"1809","shaverlake","SHL016","2022","immediate","CADE",21.4,9.4,0.1,0,0,0,0
"1810","shaverlake","SHL016","2022","immediate","CADE",21.5,9.1,0.3,0,0,0,0
"1811","shaverlake","SHL016","2022","immediate","CADE",24.9,13.8,0.5,0,0,0,0
"1812","shaverlake","SHL016","2022","immediate","CADE",25.2,13.5,0.25,0,0,0,0
"1813","shaverlake","SHL016","2022","immediate","SALIX",25.5,14.4,0,0,0,0,0
"1814","shaverlake","SHL016","2022","immediate","CADE",29,12,0.01,0,0,0,0
"1815","shaverlake","SHL016","2022","immediate","CADE",29.8,14.6,0,0,0,0,0
"1816","shaverlake","SHL016","2022","immediate","CADE",29.8,13.3,0,0,0,0,0
"1817","shaverlake","SHL016","2022","immediate","CADE",30.3,17,0.01,0,0,0,0
"1818","shaverlake","SHL016","2022","immediate","ABCO",31.9,14.5,0,0,0,0,0
"1819","shaverlake","SHL016","2022","immediate","CADE",31.9,17,0.1,0,0,0,0
"1820","shaverlake","SHL016","2022","immediate","CADE",35.9,14.2,0.01,0,0,0,0
"1821","shaverlake","SHL016","2022","immediate","CADE",36.9,15.4,0.1,0,0,0,0
"1822","shaverlake","SHL016","2022","immediate","CADE",46.2,19.6,0.2,0,0,0,0
"1823","shaverlake","SHL016","2022","immediate","CADE",48,19,1,0,0,0,0
"1824","shaverlake","SHL016","2022","immediate","CADE",51.5,19.8,0.2,0,0,0,0
"1825","shaverlake","SHL016","2022","immediate","CADE",55.5,19,0.2,0,0,0,0
"1826","shaverlake","SHL016","2022","immediate","CADE",56.3,18.5,0.01,0,0,0,0
"1827","shaverlake","SHL016","2022","immediate","ABCO",67.4,26.5,0.01,0,0,0,0
"1828","shaverlake","SHL016","2022","immediate","CADE",68.6,22.4,0.3,0,0,0,0
"1829","shaverlake","SHL018","2022","immediate","PILA",8.4,3.6,0,0,0,0,0
"1830","shaverlake","SHL018","2022","immediate","CADE",9.1,4.9,0,0,0,0,0
"1831","shaverlake","SHL018","2022","immediate","PILA",10.1,4.2,0,0,0,0,0
"1832","shaverlake","SHL018","2022","immediate","CADE",10.6,5.8,0,0,0,0,0
"1833","shaverlake","SHL018","2022","immediate","CADE",11.3,6.7,0,0,0,0,0
"1834","shaverlake","SHL018","2022","immediate","ABCO",14.7,5.4,0,0,0,0,0
"1835","shaverlake","SHL018","2022","immediate","CADE",15.4,9.5,0,0,0,0,0
"1836","shaverlake","SHL018","2022","immediate","CADE",17.5,8,0,0,0,0,0
"1837","shaverlake","SHL018","2022","immediate","CADE",22.9,11.4,0,0,0,0,0
"1838","shaverlake","SHL018","2022","immediate","CADE",26.3,12.7,0,0,0,0,0
"1839","shaverlake","SHL018","2022","immediate","CADE",41.6,19.9,0,0,0,0,0
"1840","shaverlake","SHL018","2022","immediate","ABCO",42.1,19.5,0,0,0,0,0
"1841","slypark","SPI01","2021","1yr","CADE",8.2,3,0.25,1.8,20,0,0
"1842","slypark","SPI01","2021","1yr","CADE",10,6,0.2,6,95,0,0
"1843","slypark","SPI01","2021","1yr","CADE",14.6,7.7,0,3,5,0,0
"1844","slypark","SPI01","2021","1yr","CADE",14.8,8.1,1.1,5.1,50,0,0
"1845","slypark","SPI01","2021","1yr","CADE",14.8,7.1,0.1,6,15,0,0
"1846","slypark","SPI01","2021","1yr","PIPO",32,19.3,0.8,11.1,55,0,0
"1847","slypark","SPI01","2021","1yr","PIPO",34.2,19.2,0.1,8,10,0,0
"1848","slypark","SPI01","2021","1yr","PIPO",35.3,19.6,0.5,7.3,10,0,0
"1849","slypark","SPI01","2021","1yr","PIPO",37.3,24.5,0.1,11.2,20,0,0
"1850","slypark","SPI01","2021","1yr","PIPO",39.5,16.7,0.5,9.4,30,0,0
"1851","slypark","SPI01","2021","1yr","PIPO",40,18.7,0.1,12,60,0,0
"1852","slypark","SPI01","2021","1yr","PIPO",40.5,21,1.2,12,30,0,0
"1853","slypark","SPI01","2021","1yr","PIPO",40.5,14.9,0.8,11.9,65,0,0
"1854","slypark","SPI01","2021","1yr","PIPO",42.5,22.3,0.2,11,5,0,0
"1855","slypark","SPI01","2021","1yr","PIPO",45.5,25.9,0,9,20,0,0
"1856","slypark","SPI01","2021","1yr","PIPO",47,26.8,0.1,12.4,50,0,0
"1857","slypark","SPI10","2021","1yr","PIPO",36.3,NA,0,11.5,50,0,0
"1858","slypark","SPI10","2021","1yr","PIPO",41,NA,0,9.5,45,0,0
"1859","slypark","SPI10","2021","1yr","PIPO",41.8,NA,0,10.7,60,0,0
"1860","slypark","SPI10","2021","1yr","PIPO",42.5,NA,0,12.7,50,0,0
"1861","slypark","SPI10","2021","1yr","PIPO",42.5,NA,0,14.2,60,0,0
"1862","slypark","SPI10","2021","1yr","PIPO",43.7,NA,0,10.8,55,0,0
"1863","slypark","SPI10","2021","1yr","PIPO",44,NA,0.2,14.6,55,0,0
"1864","slypark","SPI10","2021","1yr","PIPO",45.4,NA,0,12,60,0,0
"1865","slypark","SPI10","2021","1yr","PIPO",48,NA,0,11.3,55,0,0
"1866","slypark","SPI10","2021","1yr","PIPO",54.5,NA,0,11.8,60,0,0
"1867","slypark","SPI11","2021","1yr","QUKE",23.2,NA,0,0,0,0,0
"1868","slypark","SPI11","2021","1yr","PIPO",24.5,NA,0.8,7.8,60,0,0
"1869","slypark","SPI11","2021","1yr","QUKE",25.2,NA,0.7,0,0,0,0
"1870","slypark","SPI11","2021","1yr","QUKE",27,NA,0.3,0,0,0,0
"1871","slypark","SPI11","2021","1yr","PSME",28.4,NA,0,0,0,0,0
"1872","slypark","SPI11","2021","1yr","QUKE",30.3,NA,0,0,0,0,0
"1873","slypark","SPI11","2021","1yr","QUKE",31,NA,0.75,0,0,0,0
"1874","slypark","SPI11","2021","1yr","PIPO",32.8,NA,0,11.9,45,0,0
"1875","slypark","SPI11","2021","1yr","PIPO",33.4,NA,0.5,10.2,55,0,0
"1876","slypark","SPI11","2021","1yr","PIPO",33.6,NA,0.2,15.3,45,0,0
"1877","slypark","SPI11","2021","1yr","PIPO",33.9,NA,0.7,11.1,55,0,0
"1878","slypark","SPI11","2021","1yr","PIPO",35,NA,0.9,18.1,65,0,0
"1879","slypark","SPI11","2021","1yr","PIPO",35,NA,0.3,10,60,0,0
"1880","slypark","SPI11","2021","1yr","PIPO",35.3,NA,0.2,10,55,0,0
"1881","slypark","SPI11","2021","1yr","PIPO",39.8,NA,0.9,11.2,60,0,0
"1882","slypark","SPI11","2021","1yr","QUKE",40.5,NA,0,0,0,0,0
"1883","slypark","SPI11","2021","1yr","PIPO",41.8,NA,0.1,18.1,55,0,0
"1884","slypark","SPI11","2021","1yr","PIPO",42.5,NA,0.7,10.8,5,0,0
"1885","slypark","SPI11","2021","1yr","CADE",50.6,NA,0.1,11.2,35,0,0
"1886","slypark","SPI02","2021","1yr","PIPO",28.5,21.2,1.5,10.3,69,0,0
"1887","slypark","SPI02","2021","1yr","PIPO",28.9,15,0.5,12.1,80,0,0
"1888","slypark","SPI02","2021","1yr","PIPO",30.7,21,1,10.3,70,0,0
"1889","slypark","SPI02","2021","1yr","PIPO",32.5,21.7,1.5,13.5,70,0,0
"1890","slypark","SPI02","2021","1yr","PIPO",35,24,0,13.8,60,0,0
"1891","slypark","SPI02","2021","1yr","PIPO",35.2,24.1,0.2,10.3,65,0,0
"1892","slypark","SPI02","2021","1yr","PIPO",35.8,20,0.3,10.7,75,0,0
"1893","slypark","SPI02","2021","1yr","PIPO",36.5,22.4,0.1,12.1,69,0,0
"1894","slypark","SPI02","2021","1yr","PIPO",37.7,23.2,1.5,10.5,60,0,0
"1895","slypark","SPI02","2021","1yr","PIPO",37.7,23.3,0.5,9.1,60,0,0
"1896","slypark","SPI02","2021","1yr","PIPO",37.7,23.4,1,12.5,60,0,0
"1897","slypark","SPI02","2021","1yr","PIPO",39.3,27,1,9.8,60,0,0
"1898","slypark","SPI02","2021","1yr","PIPO",42.4,24.8,1,12.6,60,0,0
"1899","slypark","SPI03","2021","1yr","PSME",73,28,0.6,0,0,0,0
"1900","slypark","SPI03","2021","1yr","CADE",82.2,29.5,2.5,0,0,0,0
"1901","slypark","SPI04","2021","1yr","CADE",47.4,20,1,0,0,0,0
"1902","slypark","SPI04","2021","1yr","CADE",51.9,24.8,1.8,7,3,0,0
"1903","slypark","SPI04","2021","1yr","ABCO",64.2,33,0.25,0,0,0,0
"1904","slypark","SPI05","2021","1yr","ABCO",34.7,19.6,1,8,5,0,0
"1905","slypark","SPI05","2021","1yr","CADE",50.4,23.1,3,8.2,5,0,0
"1906","slypark","SPI05","2021","1yr","CADE",66.9,25.4,3.5,11.9,5,0,0
"1907","slypark","SPI05","2021","1yr","CADE",71.3,20.7,6,8.1,5,0,0
"1908","slypark","SPI06","2021","1yr","CADE",58.8,NA,3.5,10.8,50,4.2,20
"1909","slypark","SPI06","2021","1yr","ABCO",65,NA,0,13.7,30,0,0
"1910","slypark","SPI06","2021","1yr","PSME",86.5,40,2.5,0,0,0,0
"1911","slypark","SPI06","2021","1yr","CADE",94.8,NA,5,10,30,10,30
"1912","slypark","SPI07","2021","1yr","PIPO",35.3,20.4,0,11.1,10,0,0
"1913","slypark","SPI07","2021","1yr","PIPO",36,18.5,0,13.9,20,0,0
"1914","slypark","SPI07","2021","1yr","PIPO",39.9,20.5,0,14.6,20,0,0
"1915","slypark","SPI07","2021","1yr","PIPO",41,22.6,0,14,10,0,0
"1916","slypark","SPI07","2021","1yr","PIPO",41.6,20.5,0.3,11.5,5,0,0
"1917","slypark","SPI07","2021","1yr","PIPO",42,23.3,0,11.5,10,0,0
"1918","slypark","SPI07","2021","1yr","PIPO",42.5,23.4,0,13,15,0,0
"1919","slypark","SPI07","2021","1yr","PIPO",44,23.1,0.1,6,2,0,0
"1920","slypark","SPI07","2021","1yr","PIPO",46,25.5,0.5,10.5,1,0,0
"1921","slypark","SPI07","2021","1yr","PIPO",50.5,23.4,0,12.2,25,0,0
"1922","slypark","SPI08","2021","1yr","PIPO",11,NA,0.1,0.7,10,0,0
"1923","slypark","SPI08","2021","1yr","PIPO",27.2,NA,0,8.7,60,0,0
"1924","slypark","SPI08","2021","1yr","PIPO",33.3,NA,0,8.8,95,0,0
"1925","slypark","SPI08","2021","1yr","PIPO",40,NA,0,7.8,55,0,0
"1926","slypark","SPI08","2021","1yr","PIPO",42.4,NA,0,11.8,50,0,0
"1927","slypark","SPI08","2021","1yr","PIPO",43.3,NA,0,11.6,45,0,0
"1928","slypark","SPI08","2021","1yr","PIPO",46.2,NA,0.5,11,55,0,0
"1929","slypark","SPI08","2021","1yr","PIPO",47.3,NA,0,9.4,60,0,0
"1930","slypark","SPI08","2021","1yr","PIPO",52.9,NA,0.45,9,50,0,0
"1931","slypark","SPI09","2021","1yr","PIPO",32.7,NA,0.5,7.9,60,2,6
"1932","slypark","SPI09","2021","1yr","PIPO",35.3,NA,1.5,6.1,30,0.2,1
"1933","slypark","SPI09","2021","1yr","PIPO",38.5,NA,0.6,5.6,45,1,2
"1934","slypark","SPI09","2021","1yr","PIPO",39.5,NA,0.2,4.6,35,1.8,5
"1935","slypark","SPI09","2021","1yr","PIPO",44.1,NA,0.2,7,40,3,5
"1936","slypark","SPI09","2021","1yr","PIPO",45.2,NA,1,6,30,1.5,2
"1937","slypark","SPI09","2021","1yr","PIPO",45.7,NA,1,7.6,20,1.4,5
"1938","slypark","SPI09","2021","1yr","PIPO",47.8,NA,1.6,5.2,25,2,4
"1939","slypark","SPI09","2021","1yr","PIPO",54.5,NA,0.1,4,20,0,0
"1940","springsfire","SPRINGS01","2020","1yr","PIJE",32.3,11,0.5,7,40,2.5,10
"1941","springsfire","SPRINGS01","2020","1yr","PIJE",35.3,14,2.5,6,30,3,5
"1942","springsfire","SPRINGS01","2020","1yr","PIJE",35.7,14,2,7,20,3,5
"1943","springsfire","SPRINGS01","2020","1yr","PIJE",36.8,14,0.5,9,65,2.5,5
"1944","springsfire","SPRINGS01","2020","1yr","PIJE",38.1,16,2.5,6,1,6,1
"1945","springsfire","SPRINGS01","2020","1yr","PIJE",38.7,14.5,3,8.5,5,5,2
"1946","springsfire","SPRINGS01","2020","1yr","PIJE",40.25,15,6,9,50,3.5,5
"1947","springsfire","SPRINGS01","2020","1yr","PIJE",42.3,17,3,7,15,3,5
"1948","springsfire","SPRINGS01","2020","1yr","PIJE",46.4,17,5,10,30,2.5,10
"1949","springsfire","SPRINGS01","2020","1yr","PIJE",46.9,18,2.5,0,0,0,0
"1950","springsfire","SPRINGS01","2020","1yr","PIJE",64,20,5,10,10,4,5
"1951","springsfire","SPRINGS02","2020","1yr","PIJE",30.6,9.4,0.5,3,5,2,5
"1952","springsfire","SPRINGS02","2020","1yr","PIJE",33.8,13.7,2.2,4.6,15,2,3
"1953","springsfire","SPRINGS02","2020","1yr","PIJE",39.1,15,3,7.8,50,2.3,5
"1954","springsfire","SPRINGS02","2020","1yr","PIJE",40.9,10.8,3,5.6,12,2,6
"1955","springsfire","SPRINGS02","2020","1yr","PIJE",42,14.4,0,0,0,0,0
"1956","springsfire","SPRINGS02","2020","1yr","PIJE",52,14.1,2.5,5,20,0.7,5
"1957","springsfire","SPRINGS03","2020","1yr","PIJE",26.9,9,7,8.5,90,2,5
"1958","springsfire","SPRINGS03","2020","1yr","PIJE",27.3,7,3,6.5,60,2.3,20
"1959","springsfire","SPRINGS03","2020","1yr","PIJE",28.6,8,1,7.5,20,1.8,10
"1960","springsfire","SPRINGS03","2020","1yr","PIJE",30.5,9,3.5,7,40,2.5,10
"1961","springsfire","SPRINGS03","2020","1yr","PIJE",32.4,9,7,9,98,4,20
"1962","springsfire","SPRINGS03","2020","1yr","PIJE",39,13,8,12.5,50,3.5,10
"1963","springsfire","SPRINGS03","2020","1yr","PIJE",42.1,13,3,8,25,2.3,5
"1964","springsfire","SPRINGS03","2020","1yr","PIJE",51.7,16,10,10,15,5,5
"1965","springsfire","SPRINGS03","2020","1yr","PIJE",53.4,19,9,14,40,3.5,20
"1966","springsfire","SPRINGS03","2020","1yr","PIJE",71.3,21,6,5,25,4,5
"1967","springsfire","SPRINGS04","2020","1yr","PIJE",39.9,13,1,2,5,2.1,4
"1968","springsfire","SPRINGS04","2020","1yr","PIJE",41.6,12,1.7,3.3,3,3,1
"1969","springsfire","SPRINGS04","2020","1yr","PIJE",42,13,1,3.5,5,3,1
"1970","springsfire","SPRINGS05","2020","1yr","PIJE",43.6,13,3,6,10,2.7,8
"1971","springsfire","SPRINGS05","2020","1yr","PIJE",50.6,18,3.5,9,10,4,5
"1972","springsfire","SPRINGS05","2020","1yr","PIJE",67.8,20,4.2,8.5,5,5,2
"1973","springsfire","SPRINGS05","2020","1yr","PIJE",68.5,23,4,7,3,6.5,1
"1974","springsfire","SPRINGS05","2020","1yr","PIJE",69.3,17,3.5,9,3,5,2
"1975","springsfire","SPRINGS06","2020","1yr","PICO",7.5,4.3,0.2,4.3,80,1,5
"1976","springsfire","SPRINGS06","2020","1yr","PICO",7.6,4.5,0,4.5,100,1.1,15
"1977","springsfire","SPRINGS06","2020","1yr","PICO",9.1,8,0.1,8,95,3.4,55
"1978","springsfire","SPRINGS06","2020","1yr","PICO",9.1,8.6,0.5,8.6,95,5.5,50
"1979","springsfire","SPRINGS06","2020","1yr","PICO",9.4,5.7,1,5.7,99,1.4,8
"1980","springsfire","SPRINGS06","2020","1yr","PICO",10,7,0.5,6.8,95,0.1,10
"1981","springsfire","SPRINGS06","2020","1yr","PICO",10.3,5.3,0.1,5.3,99,1,10
"1982","springsfire","SPRINGS06","2020","1yr","PICO",12.4,6.7,0,6.7,97,1.4,10
"1983","springsfire","SPRINGS06","2020","1yr","PICO",13.05,6.8,0.3,1.3,10,1.2,8
