site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes,,,
frenchmeadows,2020,prefire,FM052,vs,SENTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,SENTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,SENTRI,live,FB,na,tr,M,,,
frenchmeadows,2020,prefire,FM064,vs,SENTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,SILLEM,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM069,km,smallclaspingaster,live,FB,na,tr,"smallet, branched",,,
frenchmeadows,2020,prefire,FM068,km,SPEARV,live,FB,na,tr,,x,,
frenchmeadows,2020,prefire,FM048,vs,STELAC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM055,km,STETEN,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,STETEN,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM038,vs,STETEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM054,vs,STETEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,STETEN ,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,stipa,live,GR,na,20,,,,
frenchmeadows,2020,prefire,FM050,vs,stipa,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM063,vs,stipa,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM038,vs,Stipa tall,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM038,vs,Stipa tall,live,GR,na,tr,M,,,
frenchmeadows,2020,prefire,FM048,vs,Stipa tall,live,,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,Stipa tall,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,Stipa tall,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM048,vs,SYMBRA,live,FB,na,tr,Symphyotrichum bracteolatum,,,
frenchmeadows,2020,prefire,FM037,vs,SYMBRA,live,,na,3,L,,,
frenchmeadows,2020,prefire,FM051,vs,SYMBRA,live,,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,SYMO,live,SH,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,SYMO,live,SH,na,22,,,,
frenchmeadows,2020,prefire,FM046,km,SYMO,live,SH,na,8,,,,
frenchmeadows,2020,prefire,FM047,km,SYMO,live,SH,na,1,,,,
frenchmeadows,2020,prefire,FM057,km,SYMO,live,SH,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,SYMO,live,SH,na,65,,,,
frenchmeadows,2020,prefire,FM062,km,SYMO,live,SH,na,15,,,,
frenchmeadows,2020,prefire,FM038,vs,SYMROT,live,SH,na,1,L,,,
frenchmeadows,2020,prefire,FM037,vs,SYMROT,live,SH,na,3,L,,,
frenchmeadows,2020,prefire,FM049,vs,SYMROT,live,SH,na,1,L,,,
frenchmeadows,2020,prefire,FM050,vs,SYMROT,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM054,vs,SYMROT,live,SH,na,3,L,,,
frenchmeadows,2020,prefire,FM053,vs,SYMROT,live,SH,na,2,L,,,
frenchmeadows,2020,prefire,FM052,vs,SYMROT,live,SH,na,2,L,,,
frenchmeadows,2020,prefire,FM041,vs,SYMROT,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM042,vs,SYMROT ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,tall wiry sparse lvs,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,tallbabygrass,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM046,km,tallpenstemon,live,FB,na,0.25,x,"opp lvs, same as from Downi",,
frenchmeadows,2020,prefire,FM039,km,THAFEN,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM046,km,THAFEN,live,FB,na,3,,,,
frenchmeadows,2020,prefire,FM047,km,THAFEN,live,FB,na,2,,,,
frenchmeadows,2020,prefire,FM069,km,THAFEN,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM062,km,THAFEN,live,FB,na,1,,,,
frenchmeadows,2020,prefire,FM037,vs,THAFEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,THAFEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,THAFEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,THAFEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,THAFEN,live,,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,THAFEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM062,km,cirsium,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM068,km,tinierannual,live,FB,na,,,,,
frenchmeadows,2020,prefire,FM068,km,tinyannual,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM039,km,umbrellafb,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM047,km,umbrellafb,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM068,km,umbrellafb,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,umbrellafb,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM049,vs,VIOLOB ,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM047,km,wiryfb,live,FB,na,tr,x,,,
