plotid,obs,species,status,lifeform,layer_code,percent,modal_ht_m,notes,site,pre_post_fire,postTime,year
MOD014,"tp,zmz",arcpat,dead,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",arcpat,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",arcpat,dead,SH,na,tr,0.6,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",arcpat,live,SH,na,tr,0.7,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",arcpat,live,SH,na,tr,0.9,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",arcpat,dead,SH,na,tr,0.3,,modoc,postfire,1yr,2022
MOD017,zmz,arcpat,live,SH,na,5,1.3,,modoc,postfire,1yr,2022
MOD017,zmz,arcpat,dead,SH,na,1,0.8,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",arcpat,live,SH,na,tr,0.3,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",arcpat,dead,SH,na,tr,0.4,,modoc,postfire,1yr,2022
MOD019,ZMZ,arcpat,dead,SH,na,tr,1.45,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",arcpat,live,SH,na,15,0.65,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",arcpat,dead,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD021,ZMZ,arcpat,live,SH,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,arcpat,dead,SH,na,tr,0.75,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",arcpat,dead,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",arcpat,dead,SH,na,tr,0.4,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",brocar,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,brocar,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",brocar,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,brocar,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,bromus,live,GR,na,tr,na,TRP: removed question mark,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",brotec,live,GR,na,tr,na,or other bromus,modoc,postfire,1yr,2022
MOD009,zmz,cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,cade,dead,TR,TSA,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,cade,live,TR,TOV,3,na,,modoc,postfire,1yr,2022
MOD010,TP,cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,cade,dead,TR,TSA,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,cade,dead,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,cade,dead,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,cade,live,TR,TOV,10,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",cade,live,TR,TSE,tr,0.1,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",cade,dead,TR,TSA,tr,2.1,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",cade,dead,TR,TSE,tr,1.2,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",cade,live,TR,TSE,tr,0.05,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",cade,live,TR,TOV,2,21,,modoc,postfire,1yr,2022
MOD017,zmz,cade,live,TR,TOV,15,na,,modoc,postfire,1yr,2022
MOD017,zmz,cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",cade,live,TR,TOV,25,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",cade,dead,TR,TOV,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",cade,dead,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Cade,live,TR,TOV,15,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",cade,live,TR,TOV,,na,raining - lost in notebooks?,modoc,postfire,1yr,2022
MOD020,"tp,zmz",cade,dead,TR,TOV,,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",cade,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,calcoe,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,calmon,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,carex1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,carex1,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,carex1,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",carex1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,carex1,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,carex1,live,FB,na,tr,na,( more than 1? little and big),modoc,postfire,1yr,2022
MOD010,TP,carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD011,TP,carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD012,zmz,carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD014,"tp,zmz",carex2,live,FB,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD017,zmz,carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD020,"tp,zmz",carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",carex2,Live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",carex2,live,GR,na,tr,na,bunchgrass/carex,modoc,postfire,1yr,2022
MOD022,ZMZ,carex3,live,FB,na,tr,na,teeny,modoc,postfire,1yr,2022
MOD009,zmz,castelleja sp,live,FB,na,tr,na,owl clover group,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",castelleja sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",castelleja sp,live,FB,na,tr,na,owl clover group,modoc,postfire,1yr,2022
MOD017,zmz,castelleja sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",castilleja sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",castilleja sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,ceapro,live,SH,na,tr,0.05,,modoc,postfire,1yr,2022
MOD010,TP,ceapro,live,SH,na,1,0.8,,modoc,postfire,1yr,2022
MOD011,TP,ceapro,live,SH,na,tr,0.05,,modoc,postfire,1yr,2022
MOD012,zmz,ceapro,live,SH,na,tr,0.06,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",ceapro,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD017,zmz,ceapro,live,SH,na,tr,0.04,,modoc,postfire,1yr,2022
MOD017,zmz,ceapro,dead,SH,na,tr,0.03,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",ceapro,live,SH,na,10,0.08,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",ceapro,live,SH,na,20,0.04,,modoc,postfire,1yr,2022
MOD021,ZMZ,ceapro,live,SH,na,7,0.04,,modoc,postfire,1yr,2022
MOD022,ZMZ,ceapro,live,SH,na,1,0.04,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",ceapro,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD019,ZMZ,Ceapro ,live,SH,na,tr,0.05,,modoc,postfire,1yr,2022
MOD009,zmz,ceavel,live,SH,na,tr,0.08,,modoc,postfire,1yr,2022
MOD010,TP,ceavel,live,SH,na,tr,0.15,,modoc,postfire,1yr,2022
MOD011,TP,ceavel,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD011,TP,ceavel,dead,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD012,zmz,ceavel,live,SH,na,tr,0.12,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",ceavel,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",ceavel,live,SH,na,tr,0.3,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",ceavel,live,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",ceavel,live,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",ceavel,live,SH,na,1,0.5,,modoc,postfire,1yr,2022
MOD017,zmz,ceavel,live,SH,na,1,1.5,,modoc,postfire,1yr,2022
MOD017,zmz,ceavel,live,SH,na,tr,0.25,resprout,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",ceavel,live,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",ceavel,live,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD021,ZMZ,ceavel,live,SH,na,tr,0.5,resp,modoc,postfire,1yr,2022
MOD021,ZMZ,ceavel,dead,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD022,ZMZ,ceavel,live,SH,na,tr,0.2,resprout,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",ceavel,live,SH,na,10,0.3,resprout,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",ceavel,live,SH,na,tr,0.35,resp,modoc,postfire,1yr,2022
MOD019,ZMZ,Ceavel ,live,SH,na,tr,0.45,resprout,modoc,postfire,1yr,2022
MOD009,zmz,cirsium sp,live,FB,na,tr,na,"TRP: removed question mark, thistley guy, thin leaves, downy white leaf bottom",modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",claytonia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",collinsia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,different wide leaf,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",dipnan,live,FB,na,tr,na,monkey flower,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",drygla,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",drymocallis sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,elyely,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",elyely,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",elyely,live,GR,na,23,na,,modoc,postfire,1yr,2022
MOD017,zmz,elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",Elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",elyely,Live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",elyely,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Elyely ,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",erigonium sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,erinau,live,SH,na,tr,0.27,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",erinau,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD019,ZMZ,erinau,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD021,ZMZ,erinau,live,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",erinau,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",eriogonum sp,live,FB,na,tr,na,red,modoc,postfire,1yr,2022
MOD020,"tp,zmz",eriogonum sp,live,FB,na,tr,na,red,modoc,postfire,1yr,2022
MOD020,"tp,zmz",eriumb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,frangula sp,live,SH,na,tr,1.1,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",frarub,live,SH,na,tr,0.4,,modoc,postfire,1yr,2022
MOD009,zmz,fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,fravir,live,FB,na,0.5,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",fravir,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",fravir,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,zmz,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",hiealb,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",hiealb,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Hiealb ,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,hiealb ,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",horfus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",ipoagg,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,ipoagg,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,zmz,kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,kelgal,live,FB,na,1,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",kelgal,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",kelgal,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",lathyrus,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,lathyrus sp,live,FB,na,tr,na,purple fl fab,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",lathyrus sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",lathyrus sp,live,FB,na,6,na,"mucronate tip,pale purple",modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",lathyrus sp,live,FB,na,tr,na,"mucronate tip,pale purple",modoc,postfire,1yr,2022
MOD017,zmz,lathyrus sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,lathyrus sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",lathyrus sp,Live,FB,na,tr,na,"mucronate tip,pale purple",modoc,postfire,1yr,2022
MOD010,TP,lilium sp,live,FB,na,tr,na,TRP: removed question mark,modoc,postfire,1yr,2022
MOD022,ZMZ,lilium sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,litrud,live,FB,na,tr,na,lithospermum ruderale,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",litrud,Live,FB,na,tr,na,big!,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",maianthemum sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",maianthemum sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,maianthemum sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,modasteraceae1,live,FB,na,tr,na,super skinny long leaf dyc,modoc,postfire,1yr,2022
MOD017,zmz,modasteraceae2,live,FB,na,tr,na,toothed fake dandy,modoc,postfire,1yr,2022
MOD021,ZMZ,modasteraceae3,live,FB,na,tr,na,"skinny long leaf dyc, all ray fl",modoc,postfire,1yr,2022
MOD022,ZMZ,modasteraceae3,live,FB,na,tr,na,long skinny lf dyc (all ray flower),modoc,postfire,1yr,2022
MOD011,TP,modasteraceae4,live,FB,na,tr,na,extra skinny long leaf dyc,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modasteraceae4,live,FB,na,tr,na,extra skinny long leaf dyc,modoc,postfire,1yr,2022
