site,year,pre_post_fire,plot_id,observer,species,status,lifeform,layerCode,percent,notes,,,,,,,,,,,,
springsfire,2019,prefire,springs11,ag,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs14,ag,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs23,ag,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,phahas,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,pico,live,TR,TOV,41,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,pico,dead,TR,TOV,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,pico,live,TR,TSA,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs7,nr,pico,live,TR,TSE,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs7,nr,pico,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs7,nr,pico,live,TR,TOV,30,,,,,,,,,,,,,
springsfire,2019,prefire,springs7,nr,pico,dead,tr,TOV,,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,pico,live,TR,TSA,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,pico,live,TR,TOV,35,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",pico,live,TR,TOV,24,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",pico,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",pico,dead,TR,TOV,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",pico,live,TR,TOV,48,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",pico,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs20,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,pico,live,TR,TOV,20,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,pico,dead,TR,TOV,5,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,pico,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,pico,live,TR,TOV,13,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,pico,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,pico,dead,TR,TOV,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,pico,live,TR,TRE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,pico,live,TR,TOV,4,,,,,,,,,,,,,
springsfire,2019,prefire,springs37,nr,pico,live,TR,TOV,8,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,pico,dead,TR,TOV,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,pico,live,TR,TOV,3,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,pico,dead,TR,TOV,4,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,pico,live,TR,TOV,12,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,pico,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,pije,live,TR,TOV,26,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,pije,live,TR,TOV,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,pije,live,TR,TSA,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs3,ag,pije,live,TR,TOV,40,,,,,,,,,,,,,
springsfire,2019,prefire,springs3,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,pije,live,TR,TOV,6,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs5,ag,pije,live,TR,TOV,30,,,,,,,,,,,,,
springsfire,2019,prefire,springs5,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,pije,live,TR,TOV,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,pije,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",pije,live,TR,TOV,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs11,ag,pije,live,TR,TOV,32,,,,,,,,,,,,,
springsfire,2019,prefire,springs11,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,pije,live,TR,TOV,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,pije,live,TR,TOV,12,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,pije,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs14,ag,pije,live,TR,TOV,32,,,,,,,,,,,,,
springsfire,2019,prefire,springs14,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,pije,live,TR,TOV,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs16,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs16,nr,pije,live,TR,TOV,25,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,pije,live,TR,TOV,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs18,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs18,nr,pije,live,TR,TOV,35,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,pije,live,TR,TOV,24,,,,,,,,,,,,,
springsfire,2019,prefire,springs20,nr,pije,live,TR,TOV,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs20,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs21,nr,pije,live,TR,TOV,30,,,,,,,,,,,,,
springsfire,2019,prefire,springs21,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,pije,live,TR,TOV,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs23,ag,pije,live,TR,TOV,30,,,,,,,,,,,,,
springsfire,2019,prefire,springs23,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,pije,live,TR,TOV,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,pije,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs25,ag,pije,live,TR,TOV,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs25,ag,pije,live,TR,TSE,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs25,ag,pije,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,pije,live,TR,TSA,3,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,pije,live,TR,TOV,25,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,pije,live,TR,TOV,21,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,pije,live,TR,TOV,35,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,pije,live,TR,TSA,3,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,pije,dead,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,pije,live,TR,TOV,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,pije,live,TR,TOV,31,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,pije,live,TR,TSA,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs37,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs37,nr,pije,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs37,nr,pije,live,TR,TOV,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,pije,live,TR,TOV,18,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,pije,live,TR,TOV,10,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,pije,live,TR,TOV,5,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,pije,live,TR,TSA,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,pije,live,TR,TSE,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,purtri,live,SH,SM,5,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,purtri,live,SH,SL,8,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,purtri,dead,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,purtri,live,SH,SL,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,purtri,live,SH,SM,10,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,purtri,dead,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs3,ag,purtri,live,SH,SL,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs3,ag,purtri,live,SH,SM,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs3,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,purtri,live,SH,SL,10,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,purtri,live,SH,SM,9,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs5,ag,purtri,live,SH,SL,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs5,ag,purtri,live,SH,SM,14,,,,,,,,,,,,,
springsfire,2019,prefire,springs5,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,purtri,live,SH,SL,12,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs6,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs7,nr,purtri,live,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,purtri,live,SH,SL,7,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,purtri,live,SH,SM,5,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",purtri,live,SH,SL,7,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",purtri,live,SH,SM,6,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",purtri,dead,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs9,"nr, ag",purtri,dead,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",purtri,live,SH,SL,4.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",purtri,live,SH,SM,4.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs11,ag,purtri,live,SH,SL,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs11,ag,purtri,live,SH,SM,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,purtri,live,SH,SL,2.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,purtri,live,SH,SM,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,purtri,live,SH,SL,1.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,purtri,live,SH,SM,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs14,ag,purtri,live,SH,SL,1.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs14,ag,purtri,live,SH,SM,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,purtri,live,SH,SL,23,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,purtri,live,SH,SM,15,,,,,,,,,,,,,
springsfire,2019,prefire,springs15,nr,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs16,nr,purtri,live,SH,SL,4,,,,,,,,,,,,,
springsfire,2019,prefire,springs16,nr,purtri,live,SH,SM,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,purtri,live,SH,SL,1.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,purtri,live,SH,SM,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs18,nr,purtri,live,SH,SL,20,,,,,,,,,,,,,
springsfire,2019,prefire,springs18,nr,purtri,live,SH,SM,5,,,,,,,,,,,,,
springsfire,2019,prefire,springs18,nr,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,purtri,live,SH,SL,11,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,purtri,live,SH,SM,5,,,,,,,,,,,,,
springsfire,2019,prefire,springs20,nr,purtri,live,SH,SL,7,,,,,,,,,,,,,
springsfire,2019,prefire,springs20,nr,purtri,live,SH,SM,4,,,,,,,,,,,,,
springsfire,2019,prefire,springs21,nr,purtri,live,SH,SL,7,,,,,,,,,,,,,
springsfire,2019,prefire,springs21,nr,purtri,live,SH,SM,3,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,purtri,live,SH,SL,1.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,purtri,live,SH,SM,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs23,ag,purtri,live,SH,SL,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs23,ag,purtri,live,SH,SM,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,purtri,live,SH,SL,11,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,purtri,live,SH,SM,9,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs25,ag,purtri,live,SH,SL,16.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs25,ag,purtri,live,SH,SM,16,,,,,,,,,,,,,
springsfire,2019,prefire,springs25,ag,purtri,dead,SH,SL,1.5,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,purtri,live,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,spring26,nr,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,purtri,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,purtri,dead,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,purtri,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,purtri,live,SH,SL,3,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,purtri,live,SH,SM,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,purtri,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs37,nr,purtri,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs37,nr,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,purtri,live,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,purtri,live,SH,SM,tt,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,purtri,dead,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs38,nr,purtri,dead,SH,SM,tt,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,purtri,live,SH,SL,2,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,purtri,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,purtri,dead,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs39,nr,purtri,dead,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,purtri,live,SH,SL,38,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,purtri,live,SH,SM,35,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,purtri,dead,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs40,nr,purtri,live,SH,SM,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,rice,live,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs4,ag,rice,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",rice,live,SH,SL,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs10,"nr, ag",rice,live,SH,SM,0.5,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,rice,live,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,rice,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,rice,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,rice,live,SH,SM,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,rice,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,rice,live,SH,SM,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,rice,live,SH,SL,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,rice,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,rice,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,rice,live,SH,SM,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,steexi,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,steexi,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,steexi,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,steexi,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs1,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs2,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs3,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs8,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs11,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs12,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs13,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs14,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs17,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs18,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs19,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs22,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs23,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs24,ag,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs27,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs29,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,steten,live,FB,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs28,nr,symrot,live,SH,,tr,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,symrot,live,SH,SL,1,,,,,,,,,,,,,
springsfire,2019,prefire,springs30,nr,symrot,live,SH,SM,tr,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
