site,year,pre_post_fire,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
bearmountain,2019,prefire,,BM8,nr,araret,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,arcvis,live,SH,SL,45,
bearmountain,2019,prefire,,BM8,nr,arcvis,live,SH,SM,20,
bearmountain,2019,prefire,,BM8,nr,cade,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM8,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM8,nr,chafol,live,SH,SL,10,
bearmountain,2019,prefire,,BM8,nr,chafol,live,SH,SM,9,
bearmountain,2019,prefire,,BM8,nr,commonforb,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,diskflw,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,grassspecies,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,longflower,live,GB,,tr,
bearmountain,2019,prefire,,BM8,nr,pipo,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM8,nr,pipo,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM8,nr,puffspike,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,quke,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM8,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM8,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkblackseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkflw4,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,3petalcompound,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,4forb,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,apoand,live,SH,SL,tr,
bearmountain,2019,prefire,,BM9,nr,arcvis,live,SH,SL,0.5,
bearmountain,2019,prefire,,BM9,nr,arcvis,live,SH,SM,0.5,
bearmountain,2019,prefire,,BM9,nr,aster2,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM9,nr,ceaint,live,SH,SL,tr,
bearmountain,2019,prefire,,BM9,nr,ceaint,live,SH,SM,tr,
bearmountain,2019,prefire,,BM9,nr,chafol,live,SH,SL,1,
bearmountain,2019,prefire,,BM9,nr,commonforb,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,fbsmellyseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,flat1,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,grassspecies,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,iris,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,pipo,live,TR,TSE,15,
bearmountain,2019,prefire,,BM9,nr,pipo,dead,TR,TOV,tr,
bearmountain,2019,prefire,,BM9,nr,quke,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM9,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM9,nr,salsco,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM9,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,softarrow,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,tallgrass1,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tallgrass1,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tallgrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,unkblackseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,unkstrawberry,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,waxyfb,live,FB,,tr,
