site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth,sum_d2_1000r_cm2,sum_d2_1000s_cm2,plot_id_time
caples,105,2020,postfire,1yr,270,0,2,2,3,11.3,16,1,0,0,1,2.9,0,0,2.7,0,NA,NA,NA,NA,NA,691,1,0,0,0.6666666666666666,1.8666666666666665,caples_105_2020_postfire_1yr_270,0,2601,105 postfire 1yr
caples,106,2013-2018,prefire,NA,90,43,2,2,3,11.3,10,2,0,0,2,3,5,2,0,2,NA,NA,NA,NA,NA,29,2,4,3,2,1.6666666666666667,caples_106_2013-2018_prefire_NA_90,0,0,106 prefire NA
caples,106,2013-2018,prefire,NA,0,43,2,2,3,11.3,13,3,4,0,3,0,4,0,12,10,NA,NA,NA,NA,NA,30,3,5,3,2,7.333333333333333,caples_106_2013-2018_prefire_NA_0,0,2916,106 prefire NA
caples,106,2013-2018,prefire,NA,180,43,2,2,3,11.3,7,3,1,0,3,6,0,0,0,0,NA,NA,NA,NA,NA,31,4,3,1,2.3333333333333335,2,caples_106_2013-2018_prefire_NA_180,5041,0,106 prefire NA
caples,106,2013-2018,prefire,NA,270,43,2,2,3,11.3,8,1,0,6,3,0,0,2,0,0,NA,NA,NA,NA,NA,32,0,0,2,1.6666666666666667,0,caples_106_2013-2018_prefire_NA_270,0,0,106 prefire NA
caples,107,2013-2018,prefire,NA,90,14,2,2,3,11.3,14,5,0,4,4,4,5,7,0,0,NA,NA,NA,NA,NA,34,5,0,3,5.333333333333333,1.3333333333333333,caples_107_2013-2018_prefire_NA_90,0,0,107 prefire NA
caples,107,2013-2018,prefire,NA,0,14,2,2,3,11.3,16,6,2,5,6,4,6,6,0,7,NA,NA,NA,NA,NA,33,5,7,6,5.666666666666667,3.6666666666666665,caples_107_2013-2018_prefire_NA_0,0,0,107 prefire NA
caples,107,2013-2018,prefire,NA,180,14,2,2,3,11.3,21,7,1,7,4,0,7,4,10,0,NA,NA,NA,NA,NA,35,6,15,9.666666666666666,4.666666666666667,3.3333333333333335,caples_107_2013-2018_prefire_NA_180,0,0,107 prefire NA
caples,107,2013-2018,prefire,NA,270,14,2,2,3,11.3,22,8,1,11,8,11,1,10,0,0,NA,NA,NA,NA,NA,36,8,14,8.666666666666666,8.666666666666666,3.6666666666666665,caples_107_2013-2018_prefire_NA_270,0,0,107 prefire NA
caples,108,2013-2018,prefire,NA,90,18,2,2,3,11.3,71,20,1,0,2,1,1,2,12,0,NA,NA,NA,NA,NA,38,7,0,0.3333333333333333,3.6666666666666665,4.333333333333333,caples_108_2013-2018_prefire_NA_90,0,169,108 prefire NA
caples,108,2013-2018,prefire,NA,0,18,2,2,3,11.3,13,9,0,4,4,0,4,5,3,0,NA,NA,NA,NA,NA,37,7,9,5.666666666666667,5.333333333333333,1,caples_108_2013-2018_prefire_NA_0,0,0,108 prefire NA
caples,108,2013-2018,prefire,NA,180,18,2,2,3,11.3,37,10,4,4,7,9,2,4,2,4,NA,NA,NA,NA,NA,39,5,3,3,5.333333333333333,5,caples_108_2013-2018_prefire_NA_180,0,1314,108 prefire NA
caples,108,2013-2018,prefire,NA,270,18,2,2,3,11.3,5,5,1,5,10,5,10,6,3,0,NA,NA,NA,NA,NA,40,9,0,5,8.333333333333334,2.6666666666666665,caples_108_2013-2018_prefire_NA_270,0,361,108 prefire NA
caples,109,2013-2018,prefire,NA,90,14,2,2,3,11.3,34,11,7,0,3,0,7,2,21,15,NA,NA,NA,NA,NA,41,10,0,2.3333333333333335,5,12,caples_109_2013-2018_prefire_NA_90,0,3786,109 prefire NA
caples,109,2013-2018,prefire,NA,0,14,2,2,3,11.3,19,6,2,0,1,0,2,6,88,1,NA,NA,NA,NA,NA,43,1,3,1.6666666666666667,2.6666666666666665,29.666666666666668,caples_109_2013-2018_prefire_NA_0,0,8355,109 prefire NA
caples,109,2013-2018,prefire,NA,180,14,2,2,3,11.3,19,5,3,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,44,0,0,0,1.6666666666666667,0,caples_109_2013-2018_prefire_NA_180,0,0,109 prefire NA
caples,109,2013-2018,prefire,NA,270,14,2,2,3,11.3,29,11,5,2,5,2,7,4,0,6,NA,NA,NA,NA,NA,42,3,4,4.333333333333333,4,2.6666666666666665,caples_109_2013-2018_prefire_NA_270,225,265,109 prefire NA
caples,11,2013-2018,prefire,NA,0,11,2,2,3,11.3,27,3,1,3,4,5,2,6,7,NA,NA,NA,NA,NA,NA,97,NA,NA,2.5,5,6,caples_11_2013-2018_prefire_NA_0,900,356,11 prefire NA
caples,11,2013-2018,prefire,NA,180,2,2,2,3,11.3,5,0,0,6,10,11,0,1,3,NA,NA,NA,NA,NA,NA,95,NA,NA,3,5.5,7,caples_11_2013-2018_prefire_NA_180,0,10000,11 prefire NA
caples,11,2013-2018,prefire,NA,270,9,2,2,3,11.3,28,5,2,4,5,6,5,5,4,NA,NA,NA,NA,NA,NA,96,NA,NA,4.5,5,5,caples_11_2013-2018_prefire_NA_270,0,0,11 prefire NA
caples,11,2019,postfire,immediate,90,3,2,2,3,11.3,17,6,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,42,0,0,0.6666666666666666,0,0,caples_11_2019_postfire_immediate_90,0,0,11 postfire immediate
caples,11,2019,postfire,immediate,0,11,2,2,3,11.3,6,1,0,0,0,0,0,0,0.9,2,NA,NA,NA,NA,NA,41,0,2,0.6666666666666666,0,0.9666666666666667,caples_11_2019_postfire_immediate_0,0,0,11 postfire immediate
caples,11,2019,postfire,immediate,180,2,2,2,3,11.3,4,0,0,0,2,2,2,0,0,0,NA,NA,NA,NA,NA,43,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,caples_11_2019_postfire_immediate_180,0,0,11 postfire immediate
caples,11,2019,postfire,immediate,270,9,2,2,3,11.3,1,1,0,2,0,0,2,2,0,0,NA,NA,NA,NA,NA,44,1,1,1.6666666666666667,1,0,caples_11_2019_postfire_immediate_270,0,144,11 postfire immediate
caples,11,2020,postfire,1yr,90,0,2,2,3,11.3,18,0,0,0,2,0,0,2,0,2,NA,NA,NA,NA,NA,590,2,1,0.3333333333333333,2,0.6666666666666666,caples_11_2020_postfire_1yr_90,0,0,11 postfire 1yr
caples,11,2020,postfire,1yr,0,0,2,2,3,11.3,8,2,0,0,6,0,0,2,2.6,14,NA,NA,NA,NA,NA,529,2,0,0,3.3333333333333335,5.533333333333334,caples_11_2020_postfire_1yr_0,0,0,11 postfire 1yr
caples,11,2020,postfire,1yr,180,0,2,2,3,11.3,10,1,0,0,0,0,0,1,6.2,0,NA,NA,NA,NA,NA,651,1,0,0,0.6666666666666666,2.066666666666667,caples_11_2020_postfire_1yr_180,0,0,11 postfire 1yr
caples,11,2020,postfire,1yr,270,0,2,2,3,11.3,6,1,0,0,1,7.5,0,2,0,0,NA,NA,NA,NA,NA,670,2,0,0,1.6666666666666667,2.5,caples_11_2020_postfire_1yr_270,0,110.25,11 postfire 1yr
caples,110,2013-2018,prefire,NA,90,24,2,2,3,11.3,11,4,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,47,3,7,2.3333333333333335,1,1.3333333333333333,caples_110_2013-2018_prefire_NA_90,169,0,110 prefire NA
caples,110,2013-2018,prefire,NA,0,24,2,2,3,11.3,53,7,0,12,5,0,6,3,1,0,NA,NA,NA,NA,NA,45,9,0,6,5.666666666666667,0.3333333333333333,caples_110_2013-2018_prefire_NA_0,0,0,110 prefire NA
caples,110,2013-2018,prefire,NA,180,24,2,2,3,11.3,18,5,0,0,0,60,6,4,0,2,NA,NA,NA,NA,NA,46,0,4,3.3333333333333335,1.3333333333333333,20.666666666666668,caples_110_2013-2018_prefire_NA_180,49284,485,110 prefire NA
caples,110,2013-2018,prefire,NA,270,24,2,2,3,11.3,25,2,0,6,4,7,2,5,3.5,19,NA,NA,NA,NA,NA,48,2,0,2.6666666666666665,3.6666666666666665,9.833333333333334,caples_110_2013-2018_prefire_NA_270,0,0,110 prefire NA
caples,111,2013-2018,prefire,NA,90,45,2,2,3,11.3,8,0,0,2,7,0,1,6,5,0,NA,NA,NA,NA,NA,50,10,2,1.6666666666666667,7.666666666666667,1.6666666666666667,caples_111_2013-2018_prefire_NA_90,0,325,111 prefire NA
caples,111,2013-2018,prefire,NA,0,45,2,2,3,11.3,12,1,1,5,1,0,6,6,0,0,NA,NA,NA,NA,NA,49,5,1,4,4,0,caples_111_2013-2018_prefire_NA_0,0,441,111 prefire NA
caples,111,2013-2018,prefire,NA,180,45,2,2,3,11.3,1,2,2,8,4,0,10,10,0,0,NA,NA,NA,NA,NA,51,6,16,11.333333333333334,6.666666666666667,0,caples_111_2013-2018_prefire_NA_180,400,1024,111 prefire NA
caples,111,2013-2018,prefire,NA,270,45,2,2,3,11.3,1,2,1,8,5,2,18,10,0,0,NA,NA,NA,NA,NA,52,4,3,9.666666666666666,6.333333333333333,0.6666666666666666,caples_111_2013-2018_prefire_NA_270,0,169,111 prefire NA
caples,111,2019,postfire,immediate,90,45,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,153,0,0,0,0,0,caples_111_2019_postfire_immediate_90,0,169,111 postfire immediate
caples,111,2019,postfire,immediate,0,45,2,2,3,11.3,3,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,152,0,0,0,0,0,caples_111_2019_postfire_immediate_0,0,0,111 postfire immediate
caples,111,2019,postfire,immediate,180,45,2,2,3,11.3,6,5,0,0,0,0,0,5,5,6,"Everything consumed, new fuels & litter is freshly fallen",NA,NA,NA,NA,154,6,0,0,3.6666666666666665,3.6666666666666665,caples_111_2019_postfire_immediate_180,0,2025,111 postfire immediate
caples,111,2019,postfire,immediate,270,45,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,155,0,0,0,0,0,caples_111_2019_postfire_immediate_270,0,0,111 postfire immediate
caples,111,2020,postfire,1yr,90,0,2,2,3,11.3,1,0,0,0,11,0,0,2,0,3,NA,NA,NA,NA,NA,612,6,0,0,6.333333333333333,1,caples_111_2020_postfire_1yr_90,0,0,111 postfire 1yr
caples,111,2020,postfire,1yr,0,0,2,2,3,11.3,5,1,0,0,1,0.7,0,4,0,4,NA,NA,NA,NA,NA,551,8,0,0,4.333333333333333,1.5666666666666667,caples_111_2020_postfire_1yr_0,0,0,111 postfire 1yr
caples,111,2020,postfire,1yr,180,0,2,2,3,11.3,16,1,1,0,0,41,0,2,5,0,NA,NA,NA,NA,NA,486,1,0,0,1,15.333333333333334,caples_111_2020_postfire_1yr_180,0,0,111 postfire 1yr
caples,111,2020,postfire,1yr,270,0,2,2,3,11.3,3,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,692,1,0,0,1,0,caples_111_2020_postfire_1yr_270,0,0,111 postfire 1yr
caples,112,2013-2018,prefire,NA,90,10,2,2,3,11.3,10,12,1,0,2,0,3,2,2,3,NA,NA,NA,NA,NA,55,2,3,2,2,1.6666666666666667,caples_112_2013-2018_prefire_NA_90,2248,0,112 prefire NA
caples,112,2013-2018,prefire,NA,0,10,2,2,3,11.3,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,54,1,0,0,0.3333333333333333,0,caples_112_2013-2018_prefire_NA_0,0,0,112 prefire NA
caples,112,2013-2018,prefire,NA,180,10,2,2,3,11.3,6,1,0,0,4,0,0,3,0,0,NA,NA,NA,NA,NA,56,2,0,0,3,0,caples_112_2013-2018_prefire_NA_180,0,1465,112 prefire NA
caples,112,2013-2018,prefire,NA,270,10,2,2,3,11.3,6,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,53,2,0,0,0.6666666666666666,0.3333333333333333,caples_112_2013-2018_prefire_NA_270,0,0,112 prefire NA
caples,113,2013-2018,prefire,NA,90,25,2,2,3,11.3,16,5,0,0,6,0,6,1,3,0,NA,NA,NA,NA,NA,58,1,2,2.6666666666666665,2.6666666666666665,1,caples_113_2013-2018_prefire_NA_90,0,0,113 prefire NA
caples,113,2013-2018,prefire,NA,0,25,2,2,3,11.3,33,7,1,3,2,0,2,1,5,0,NA,NA,NA,NA,NA,57,4,5,3.3333333333333335,2.3333333333333335,1.6666666666666667,caples_113_2013-2018_prefire_NA_0,0,0,113 prefire NA
caples,113,2013-2018,prefire,NA,180,25,2,2,3,11.3,12,3,0,0,3,0,0,2,0,0,NA,NA,NA,NA,NA,59,0,0,0,1.6666666666666667,0,caples_113_2013-2018_prefire_NA_180,0,64,113 prefire NA
caples,113,2013-2018,prefire,NA,270,25,2,2,3,11.3,5,1,1,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,60,1,0,0,1,0,caples_113_2013-2018_prefire_NA_270,0,0,113 prefire NA
caples,114,2013-2018,prefire,NA,90,15,2,2,3,11.3,9,3,0,4,2,1,10,4,0,0,NA,NA,NA,NA,NA,64,5,11,8.333333333333334,3.6666666666666665,0.3333333333333333,caples_114_2013-2018_prefire_NA_90,6084,0,114 prefire NA
caples,114,2013-2018,prefire,NA,0,15,2,2,3,11.3,3,7,1,9,4,1,6,6,2,0,NA,NA,NA,NA,NA,61,8,10,8.333333333333334,6,1,caples_114_2013-2018_prefire_NA_0,0,81,114 prefire NA
caples,114,2013-2018,prefire,NA,180,15,2,2,3,11.3,3,8,0,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,63,4,0,0,3.6666666666666665,0,caples_114_2013-2018_prefire_NA_180,0,0,114 prefire NA
caples,114,2013-2018,prefire,NA,270,15,2,2,3,11.3,0,0,0,0,6,0,0,5,0,0,NA,NA,NA,NA,NA,62,5,0,0,5.333333333333333,0,caples_114_2013-2018_prefire_NA_270,0,0,114 prefire NA
caples,115,2013-2018,prefire,NA,90,24,2,2,3,11.3,0,6,0,3,2,1,0,2,0,1,NA,NA,NA,NA,NA,67,2,4,2.3333333333333335,2,0.6666666666666666,caples_115_2013-2018_prefire_NA_90,0,0,115 prefire NA
caples,115,2013-2018,prefire,NA,0,24,2,2,3,11.3,3,3,0,0,1,1,0,0,0,3,NA,NA,NA,NA,NA,65,2,0,0,1,1.3333333333333333,caples_115_2013-2018_prefire_NA_0,0,0,115 prefire NA
caples,115,2013-2018,prefire,NA,180,24,2,2,3,11.3,1,0,0,0,0,0,0,3,4,0,NA,NA,NA,NA,NA,68,3,0,0,2,1.3333333333333333,caples_115_2013-2018_prefire_NA_180,0,0,115 prefire NA
caples,115,2013-2018,prefire,NA,270,24,2,2,3,11.3,4,4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,66,4,4,1.3333333333333333,1.3333333333333333,0.3333333333333333,caples_115_2013-2018_prefire_NA_270,0,0,115 prefire NA
caples,115,2019,postfire,immediate,90,24,2,2,3,11.3,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,157,0,0,0.3333333333333333,0,0,caples_115_2019_postfire_immediate_90,0,0,115 postfire immediate
caples,115,2019,postfire,immediate,0,24,2,2,3,11.3,3,2,0,0,0,6,1,0,0,0,NA,NA,NA,NA,NA,156,2,0,0.3333333333333333,0.6666666666666666,2,caples_115_2019_postfire_immediate_0,0,0,115 postfire immediate
caples,115,2019,postfire,immediate,180,24,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,158,0,0,0,0,0,caples_115_2019_postfire_immediate_180,0,0,115 postfire immediate
caples,115,2019,postfire,immediate,270,24,2,2,3,11.3,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,159,0,0,0,0,0,caples_115_2019_postfire_immediate_270,0,0,115 postfire immediate
caples,115,2020,postfire,1yr,90,0,2,2,3,11.3,6,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,638,0,0,0,0.3333333333333333,0,caples_115_2020_postfire_1yr_90,0,0,115 postfire 1yr
caples,115,2020,postfire,1yr,0,0,2,2,3,11.3,1,0,0,0,4,0.3,0,0,0,0,NA,NA,NA,NA,NA,577,3,0,0,2.3333333333333335,0.09999999999999999,caples_115_2020_postfire_1yr_0,0,0,115 postfire 1yr
caples,115,2020,postfire,1yr,180,0,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,512,0,0,0,0,0,caples_115_2020_postfire_1yr_180,0,0,115 postfire 1yr
caples,115,2020,postfire,1yr,270,0,2,2,3,11.3,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,718,0,0,0,0.6666666666666666,0,caples_115_2020_postfire_1yr_270,0,0,115 postfire 1yr
caples,116,2013-2018,prefire,NA,90,15,2,2,3,11.3,66,23,4,3,3,7,7,3,5,2,NA,NA,NA,NA,NA,70,5,3,4.333333333333333,3.6666666666666665,4.666666666666667,caples_116_2013-2018_prefire_NA_90,0,0,116 prefire NA
caples,116,2013-2018,prefire,NA,0,15,2,2,3,11.3,10,2,7,7,5,3,6,8,0,2,NA,NA,NA,NA,NA,69,2,3,5.333333333333333,5,1.6666666666666667,caples_116_2013-2018_prefire_NA_0,0,769,116 prefire NA
caples,116,2013-2018,prefire,NA,180,15,2,2,3,11.3,39,12,0,0,3,3,2,3,1.5,0,NA,NA,NA,NA,NA,71,2,4,2,2.6666666666666665,1.5,caples_116_2013-2018_prefire_NA_180,0,0,116 prefire NA
caples,116,2013-2018,prefire,NA,270,15,2,2,3,11.3,19,13,1,7,5,2,3,6,1,0,NA,NA,NA,NA,NA,72,2,10,6.666666666666667,4.333333333333333,1,caples_116_2013-2018_prefire_NA_270,0,265,116 prefire NA
caples,117,2013-2018,prefire,NA,90,26,2,2,3,11.3,23,10,5,0,0,0,0,3,1,2,NA,NA,NA,NA,NA,74,2,0,0,1.6666666666666667,1,caples_117_2013-2018_prefire_NA_90,0,400,117 prefire NA
caples,117,2013-2018,prefire,NA,0,26,2,2,3,11.3,11,0,2,5,2,3,0,2,1,0,NA,NA,NA,NA,NA,73,0,0,1.6666666666666667,1.3333333333333333,1.3333333333333333,caples_117_2013-2018_prefire_NA_0,0,0,117 prefire NA
caples,117,2013-2018,prefire,NA,180,26,2,2,3,11.3,6,4,1,1,3,0,0,2,0,0,NA,NA,NA,NA,NA,75,1,1,0.6666666666666666,2,0,caples_117_2013-2018_prefire_NA_180,0,121,117 prefire NA
caples,117,2013-2018,prefire,NA,270,26,2,2,3,11.3,9,5,0,2,4,2,0,2,1.5,2,NA,NA,NA,NA,NA,76,3,2,1.3333333333333333,3,1.8333333333333333,caples_117_2013-2018_prefire_NA_270,0,0,117 prefire NA
caples,117,2019,postfire,immediate,90,26,2,2,3,11.3,1,2,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,161,0,0,0,0.3333333333333333,0.6666666666666666,caples_117_2019_postfire_immediate_90,0,0,117 postfire immediate
caples,117,2019,postfire,immediate,0,26,2,2,3,11.3,25,2,4,0,0,0.1,0,0,0,2,NA,NA,NA,NA,NA,160,0,1,0.3333333333333333,0,0.7000000000000001,caples_117_2019_postfire_immediate_0,0,0,117 postfire immediate
caples,117,2019,postfire,immediate,180,26,2,2,3,11.3,1,0,0,0,0,0,2,2,5,0,NA,NA,NA,NA,NA,162,0,0,0.6666666666666666,0.6666666666666666,1.6666666666666667,caples_117_2019_postfire_immediate_180,0,144,117 postfire immediate
caples,117,2019,postfire,immediate,270,26,2,2,3,11.3,20,5,0,0,0,0,2,4,5,6,NA,NA,NA,NA,NA,163,6,2,1.3333333333333333,3.3333333333333335,3.6666666666666665,caples_117_2019_postfire_immediate_270,0,0,117 postfire immediate
caples,117,2020,postfire,1yr,90,0,2,2,3,11.3,4,4,1,0,1,1.2,0,0,0,0,NA,NA,NA,NA,NA,613,0,0,0,0.3333333333333333,0.39999999999999997,caples_117_2020_postfire_1yr_90,0,0,117 postfire 1yr
caples,117,2020,postfire,1yr,0,0,2,2,3,11.3,34,4,2,0,1,3.5,1,0,7.1,5,NA,NA,NA,NA,NA,552,2,0,0.3333333333333333,1,5.2,caples_117_2020_postfire_1yr_0,0,0,117 postfire 1yr
caples,117,2020,postfire,1yr,180,0,2,2,3,11.3,6,1,1,2,0,1.6,0,0,0,2,NA,NA,NA,NA,NA,487,1,2,1.3333333333333333,0.3333333333333333,1.2,caples_117_2020_postfire_1yr_180,0,144,117 postfire 1yr
caples,117,2020,postfire,1yr,270,0,2,2,3,11.3,20,1,0,0,1,2.5,2,2,0,2,NA,NA,NA,NA,NA,693,1,1,1,1.3333333333333333,1.5,caples_117_2020_postfire_1yr_270,0,0,117 postfire 1yr
caples,118,2013-2018,prefire,NA,90,13,2,2,3,11.3,31,8,2,3,1,27,2,1,0,4,NA,NA,NA,NA,NA,79,2,2,2.3333333333333335,1.3333333333333333,10.333333333333334,caples_118_2013-2018_prefire_NA_90,0,72.25,118 prefire NA
caples,118,2013-2018,prefire,NA,0,13,2,2,3,11.3,59,16,2,6,2,5,3,1,5,2,NA,NA,NA,NA,NA,77,3,8,5.666666666666667,2,4,caples_118_2013-2018_prefire_NA_0,0,0,118 prefire NA
caples,118,2013-2018,prefire,NA,180,13,2,2,3,11.3,5,4,2,11,3,2,12,3,1,8,NA,NA,NA,NA,NA,80,3,3,8.666666666666666,3,3.6666666666666665,caples_118_2013-2018_prefire_NA_180,0,0,118 prefire NA
caples,118,2013-2018,prefire,NA,270,13,2,2,3,11.3,20,9,5,4,1,2,2,2,2,5,NA,NA,NA,NA,NA,78,2,5,3.6666666666666665,1.6666666666666667,3,caples_118_2013-2018_prefire_NA_270,1053,0,118 prefire NA
caples,118,2019,postfire,immediate,90,13,2,2,3,11.3,2,0,0,3,0,0.5,0,1,1.3,2,NA,NA,NA,NA,NA,165,0,0,1,0.3333333333333333,1.2666666666666666,caples_118_2019_postfire_immediate_90,0,0,118 postfire immediate
caples,118,2019,postfire,immediate,0,13,2,2,3,11.3,7,0,0,0,0,0.1,0,0,0.1,0,NA,NA,NA,NA,NA,164,0,0,0,0,0.06666666666666667,caples_118_2019_postfire_immediate_0,0,0,118 postfire immediate
caples,118,2019,postfire,immediate,180,13,2,2,3,11.3,1,0,0,0,0,3,0,0,0.1,0,NA,NA,NA,NA,NA,166,0,0,0,0,1.0333333333333334,caples_118_2019_postfire_immediate_180,0,0,118 postfire immediate
caples,118,2019,postfire,immediate,270,13,2,2,3,11.3,0,0,1,1,0,0.6,0,0,0.1,0,NA,NA,NA,NA,NA,167,0,0,0.3333333333333333,0,0.2333333333333333,caples_118_2019_postfire_immediate_270,900,0,118 postfire immediate
caples,118,2020,postfire,1yr,90,0,2,2,3,11.3,8,3,0,2,2,18,0,0,0,0,NA,NA,NA,NA,NA,614,1,0,0.6666666666666666,1,6,caples_118_2020_postfire_1yr_90,0,325,118 postfire 1yr
caples,118,2020,postfire,1yr,0,0,2,2,3,11.3,18,7,0,0,0,0,0,0,0.7,0,NA,NA,NA,NA,NA,553,0,0,0,0,0.2333333333333333,caples_118_2020_postfire_1yr_0,0,0,118 postfire 1yr
caples,118,2020,postfire,1yr,180,0,2,2,3,11.3,3,0,0,0,1,0.8,0,0,0,0,NA,NA,NA,NA,NA,488,2,1,0.3333333333333333,1,0.26666666666666666,caples_118_2020_postfire_1yr_180,0,0,118 postfire 1yr
caples,118,2020,postfire,1yr,270,0,2,2,3,11.3,3,1,1,0,0,0,0,1,4.6,0,NA,NA,NA,NA,NA,694,3,0,0,1.3333333333333333,1.5333333333333332,caples_118_2020_postfire_1yr_270,0,1024,118 postfire 1yr
caples,119,2013-2018,prefire,NA,90,46,2,2,3,11.3,138,21,4,4,8,0,13,3,14,0,NA,NA,NA,NA,NA,82,4,6,7.666666666666667,5,4.666666666666667,caples_119_2013-2018_prefire_NA_90,0,0,119 prefire NA
caples,119,2013-2018,prefire,NA,0,46,2,2,3,11.3,56,23,5,17,4,0,12,4,8,10,NA,NA,NA,NA,NA,81,6,10,13,4.666666666666667,6,caples_119_2013-2018_prefire_NA_0,5184,0,119 prefire NA
caples,119,2013-2018,prefire,NA,180,46,2,2,3,11.3,11,7,4,5,2,42,1,12,28,0,NA,NA,NA,NA,NA,83,5,1,2.3333333333333335,6.333333333333333,23.333333333333332,caples_119_2013-2018_prefire_NA_180,0,1369,119 prefire NA
caples,119,2013-2018,prefire,NA,270,46,2,2,3,11.3,89,22,8,4,2,2,3,4,5,6,NA,NA,NA,NA,NA,84,3,3,3.3333333333333335,3,4.333333333333333,caples_119_2013-2018_prefire_NA_270,2304,0,119 prefire NA
caples,119,2019,postfire,immediate,90,46,2,2,3,11.3,0,0,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,169,0,0,0,0,0.03333333333333333,caples_119_2019_postfire_immediate_90,0,0,119 postfire immediate
caples,119,2019,postfire,immediate,0,46,2,2,3,11.3,0,0,0,0,0,0.1,0,0,0.1,0,NA,NA,NA,NA,NA,168,0,0,0,0,0.06666666666666667,caples_119_2019_postfire_immediate_0,0,0,119 postfire immediate
caples,119,2019,postfire,immediate,180,46,2,2,3,11.3,0,0,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,170,0,0,0,0,0.03333333333333333,caples_119_2019_postfire_immediate_180,0,0,119 postfire immediate
caples,119,2019,postfire,immediate,270,46,2,2,3,11.3,0,0,0,0,0,0.1,0,0,0.1,0,NA,NA,NA,NA,NA,171,0,0,0,0,0.06666666666666667,caples_119_2019_postfire_immediate_270,0,0,119 postfire immediate
caples,119,2020,postfire,1yr,90,0,2,2,3,11.3,27,4,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,615,1,0,0,1,0,caples_119_2020_postfire_1yr_90,0,0,119 postfire 1yr
caples,119,2020,postfire,1yr,0,0,2,2,3,11.3,1,0,0,0,4,7.8,0,0,0,0,NA,NA,NA,NA,NA,554,0,0,0,1.3333333333333333,2.6,caples_119_2020_postfire_1yr_0,0,0,119 postfire 1yr
caples,119,2020,postfire,1yr,180,0,2,2,3,11.3,5,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,489,1,0,0,0.3333333333333333,0,caples_119_2020_postfire_1yr_180,0,0,119 postfire 1yr
caples,119,2020,postfire,1yr,270,0,2,2,3,11.3,10,2,0,0,0,1.5,0,0,0,0,NA,NA,NA,NA,NA,695,0,0,0,0,0.5,caples_119_2020_postfire_1yr_270,0,0,119 postfire 1yr
caples,12,2013-2018,prefire,NA,90,15,2,2,3,11.3,47,13,0,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,106,NA,NA,3.5,4,4,caples_12_2013-2018_prefire_NA_90,0,289,12 prefire NA
caples,12,2013-2018,prefire,NA,0,5,2,2,3,11.3,9,2,3,2,5,5,3,5,5,NA,NA,NA,NA,NA,NA,104,NA,NA,2.5,5,5,caples_12_2013-2018_prefire_NA_0,0,2809,12 prefire NA
caples,12,2013-2018,prefire,NA,180,5,2,2,3,11.3,28,3,2,1,2,2,2,3,2.7,NA,NA,NA,NA,NA,NA,102,NA,NA,1.5,2.5,2.35,caples_12_2013-2018_prefire_NA_180,0,169,12 prefire NA
caples,12,2013-2018,prefire,NA,270,2,2,2,3,11.3,35,14,2,2,3,6,2,2,4,NA,NA,NA,NA,NA,NA,103,NA,NA,2,2.5,5,caples_12_2013-2018_prefire_NA_270,0,0,12 prefire NA
caples,12,2019,postfire,immediate,90,15,2,2,3,11.3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,46,0,0,0,0,0,caples_12_2019_postfire_immediate_90,0,0,12 postfire immediate
