site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth,sum_d2_1000r_cm2,sum_d2_1000s_cm2,plot_id_time
shaverlake,SHL024,2021,prefire,NA,270,0,2,2,4,11.3,14,1,0,0,3,5.3,6,3,8,NA,NA,CPFMP,sb,NA,NA,NA,NA,NA,3,3,6.65,shaverlake_SHL024_2021_prefire_NA_270,0,0,SHL024 prefire NA
shaverlake,SHL025,2021,prefire,NA,90,0,2,2,3,11.3,20,7,0,4,5.5,7.8,0,4.8,4.8,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,2,5.15,6.3,shaverlake_SHL025_2021_prefire_NA_90,0,0,SHL025 prefire NA
shaverlake,SHL025,2021,prefire,NA,0,41,2,2,3,11.3,101,11,0,4,5.6,6,4,6,11,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,4,5.8,8.5,shaverlake_SHL025_2021_prefire_NA_0,0,59.290000000000006,SHL025 prefire NA
shaverlake,SHL025,2021,prefire,NA,180,0,2,2,3,11.3,5,13,1,0,2.2,2.5,0,2,1.5,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,2.1,2,shaverlake_SHL025_2021_prefire_NA_180,0,0,SHL025 prefire NA
shaverlake,SHL025,2021,prefire,NA,270,0,2,2,3,11.3,9,5,8,0,0,3,0,0.7,1.2,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0.35,2.1,shaverlake_SHL025_2021_prefire_NA_270,1296,0,SHL025 prefire NA
shaverlake,SHL026,2021,prefire,NA,90,0,2,2,3,11.3,10,7,5,0,1,10,0,0.8,5,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0.9,7.5,shaverlake_SHL026_2021_prefire_NA_90,0,0,SHL026 prefire NA
shaverlake,SHL026,2021,prefire,NA,0,0,2,2,3,11.3,3,2,4,0,4,4.4,0,2,8.8,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,3,6.6000000000000005,shaverlake_SHL026_2021_prefire_NA_0,0,662.44,SHL026 prefire NA
shaverlake,SHL026,2021,prefire,NA,180,0,2,2,3,11.3,15,8,3,13,6.7,9,9,4,7.3,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,11,5.35,8.15,shaverlake_SHL026_2021_prefire_NA_180,0,321.04,SHL026 prefire NA
shaverlake,SHL026,2021,prefire,NA,270,0,2,2,3,11.3,30,15,5,0,5,7.7,0,6,9.6,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,5.5,8.65,shaverlake_SHL026_2021_prefire_NA_270,0,606.24,SHL026 prefire NA
slypark,hcp1,2019,prefire,NA,0,0,2,2,4,11.3,82,3,1,6,3,NA,4,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,2,NA,slypark_hcp1_2019_prefire_NA_0,0,0,hcp1 prefire NA
slypark,hcp1,2019,prefire,NA,180,0,2,2,4,11.3,30,16,1,4,8,NA,3,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,4.5,NA,slypark_hcp1_2019_prefire_NA_180,0,81,hcp1 prefire NA
slypark,hcp1,2019,prefire,NA,270,26,2,2,4,11.3,32,12,2,0.05,1,NA,0.05,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.05,1,NA,slypark_hcp1_2019_prefire_NA_270,0,0,hcp1 prefire NA
slypark,hcp1,2019,prefire,NA,90,32,2,2,4,11.3,34,12,0,2,0.05,NA,0.05,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.025,0.525,NA,slypark_hcp1_2019_prefire_NA_90,0,0,hcp1 prefire NA
slypark,hcp10,2019,prefire,NA,0,24,2,2,4,11.3,3,2,2,6,4,NA,0.05,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.025,3.5,NA,slypark_hcp10_2019_prefire_NA_0,0,0,hcp10 prefire NA
slypark,hcp10,2019,prefire,NA,180,24,2,2,4,11.3,7,13,1,0.05,1,NA,1,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.525,1.5,NA,slypark_hcp10_2019_prefire_NA_180,0,0,hcp10 prefire NA
slypark,hcp10,2019,prefire,NA,270,0,2,2,4,11.3,2,7,4,6,6,NA,1,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,5,NA,slypark_hcp10_2019_prefire_NA_270,0,0,hcp10 prefire NA
slypark,hcp10,2019,prefire,NA,90,0,2,2,4,11.3,10,10,1,10,5,NA,2,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,6,3.5,NA,slypark_hcp10_2019_prefire_NA_90,0,0,hcp10 prefire NA
slypark,hcp11,2019,prefire,NA,0,39,2,2,4,11.3,12,3,0,0,7,NA,0,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,5,NA,slypark_hcp11_2019_prefire_NA_0,196,0,hcp11 prefire NA
slypark,hcp11,2019,prefire,NA,180,43,2,2,4,11.3,35,6,0,0,4,NA,4,0,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2,2,NA,slypark_hcp11_2019_prefire_NA_180,0,0,hcp11 prefire NA
slypark,hcp11,2019,prefire,NA,270,0,2,2,4,11.3,4,1,0,0,1,NA,0,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,1.5,NA,slypark_hcp11_2019_prefire_NA_270,0,0,hcp11 prefire NA
slypark,hcp11,2019,prefire,NA,90,0,2,2,4,11.3,56,6,0,3,2,NA,2,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,1.5,NA,slypark_hcp11_2019_prefire_NA_90,36,169,hcp11 prefire NA
slypark,hcp2,2019,prefire,NA,0,0,2,2,4,11.3,19,7,3,3,5,NA,0.05,3,NA,NA,lotsofmasticatedfuelsthroughoutplot,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.525,4,NA,slypark_hcp2_2019_prefire_NA_0,0,0,hcp2 prefire NA
slypark,hcp2,2019,prefire,NA,180,0,2,2,4,11.3,14,10,1,3.5,2.5,NA,4.5,3.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,3,NA,slypark_hcp2_2019_prefire_NA_180,0,0,hcp2 prefire NA
slypark,hcp2,2019,prefire,NA,270,21,2,2,4,11.3,1,8,0,7,3,NA,4,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5.5,4.5,NA,slypark_hcp2_2019_prefire_NA_270,0,0,hcp2 prefire NA
slypark,hcp2,2019,prefire,NA,90,21,2,2,4,11.3,14,13,8,6,6,NA,4,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,5.5,NA,slypark_hcp2_2019_prefire_NA_90,0,0,hcp2 prefire NA
slypark,hcp3,2019,prefire,NA,0,0,2,2,4,11.3,1,1,1,3,3,NA,15,4,NA,NA,duff2deepdecomposingmasticationfuelmix,CPFMP,"RH, MS",NA,NA,NA,NA,NA,9,3.5,NA,slypark_hcp3_2019_prefire_NA_0,0,0,hcp3 prefire NA
slypark,hcp3,2019,prefire,NA,180,0,2,2,4,11.3,14,10,1,3.5,2.5,NA,4.5,3.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,3,NA,slypark_hcp3_2019_prefire_NA_180,0,100,hcp3 prefire NA
slypark,hcp3,2019,prefire,NA,270,0,2,2,4,11.3,1,8,0,7,3,NA,4,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5.5,4.5,NA,slypark_hcp3_2019_prefire_NA_270,0,0,hcp3 prefire NA
slypark,hcp3,2019,prefire,NA,90,0,2,2,4,11.3,14,3,2,0.05,5,NA,1,5,NA,NA,againlotsofmasticatedfuels,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.525,5,NA,slypark_hcp3_2019_prefire_NA_90,0,0,hcp3 prefire NA
slypark,hcp4,2019,prefire,NA,0,0,2,2,4,11.3,52,12,0,6,5,NA,7,8,NA,NA,180,CPFMP,"RH, MS",NA,NA,NA,NA,NA,6.5,6.5,NA,slypark_hcp4_2019_prefire_NA_0,0,0,hcp4 prefire NA
slypark,hcp4,2019,prefire,NA,270,0,2,2,4,11.3,34,7,4,4,8,NA,12,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,8,7,NA,slypark_hcp4_2019_prefire_NA_270,0,0,hcp4 prefire NA
slypark,hcp4,2019,prefire,NA,90,0,2,2,4,11.3,18,8,0,4,5,NA,4,4,NA,NA,mixedduffandmasticationonsite,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,4.5,NA,slypark_hcp4_2019_prefire_NA_90,289,0,hcp4 prefire NA
slypark,hcp4,2019,prefire,NA,180,0,2,2,4,11.3,19,7,0,3,5,NA,2,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,3,NA,slypark_hcp4_2019_prefire_NA_180,0,0,hcp4 prefire NA
slypark,hcp5,2019,prefire,NA,0,0,2,2,4,11.3,3,7,0,0,3,NA,1,0,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.5,1.5,NA,slypark_hcp5_2019_prefire_NA_0,0,0,hcp5 prefire NA
slypark,hcp5,2019,prefire,NA,180,0,2,2,4,11.3,0,0,0,3,3,NA,0,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,3,NA,slypark_hcp5_2019_prefire_NA_180,0,0,hcp5 prefire NA
slypark,hcp5,2019,prefire,NA,270,0,2,2,4,11.3,8,3,0,0,1,NA,0,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,1.5,NA,slypark_hcp5_2019_prefire_NA_270,0,0,hcp5 prefire NA
slypark,hcp5,2019,prefire,NA,90,0,2,2,4,11.3,7,6,0,0,8,NA,0,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,4.5,NA,slypark_hcp5_2019_prefire_NA_90,0,0,hcp5 prefire NA
slypark,hcp6,2019,prefire,NA,0,32,2,2,4,11.3,43,12,5,0.5,1,NA,3,1.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.75,1.25,NA,slypark_hcp6_2019_prefire_NA_0,0,0,hcp6 prefire NA
slypark,hcp6,2019,prefire,NA,180,34,2,2,4,11.3,13,7,1,4,5,NA,0,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2,3,NA,slypark_hcp6_2019_prefire_NA_180,0,144,hcp6 prefire NA
slypark,hcp6,2019,prefire,NA,270,0,2,2,4,11.3,27,11,2,0,2,NA,0,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,1.5,NA,slypark_hcp6_2019_prefire_NA_270,0,0,hcp6 prefire NA
slypark,hcp6,2019,prefire,NA,90,0,2,2,4,11.3,16,11,0,5,4,NA,2,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,2.5,NA,slypark_hcp6_2019_prefire_NA_90,0,0,hcp6 prefire NA
slypark,hcp9,2019,prefire,NA,0,0,2,2,4,11.3,11,4,1,1,5,NA,5,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,3.5,NA,slypark_hcp9_2019_prefire_NA_0,0,0,hcp9 prefire NA
slypark,hcp9,2019,prefire,NA,180,0,2,2,4,11.3,10,6,1,3,2,NA,0,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,2.5,NA,slypark_hcp9_2019_prefire_NA_180,529,0,hcp9 prefire NA
slypark,hcp9,2019,prefire,NA,270,0,2,2,4,11.3,2,1,0,0.05,1,NA,1,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.525,1.5,NA,slypark_hcp9_2019_prefire_NA_270,100,0,hcp9 prefire NA
slypark,hcp9,2019,prefire,NA,90,0,2,2,4,11.3,21,5,1,1,1,NA,1,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1,1.5,NA,slypark_hcp9_2019_prefire_NA_90,0,0,hcp9 prefire NA
slypark,spi1,2019,prefire,NA,0,0,2,2,4,11.3,5,21,0,5,4,NA,3.5,7,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4.25,5.5,NA,slypark_spi1_2019_prefire_NA_0,0,0,spi1 prefire NA
slypark,spi1,2019,prefire,NA,180,0,2,2,4,11.3,1,4,0,4,3,NA,2,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,1.525,NA,slypark_spi1_2019_prefire_NA_180,0,0,spi1 prefire NA
slypark,spi1,2019,prefire,NA,270,0,2,2,4,11.3,4,1,6,5.5,4,NA,7,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,6.25,2.025,NA,slypark_spi1_2019_prefire_NA_270,0,596,spi1 prefire NA
slypark,spi1,2019,prefire,NA,90,0,2,2,4,11.3,13,5,0,4,1,NA,4,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,2.5,NA,slypark_spi1_2019_prefire_NA_90,0,0,spi1 prefire NA
slypark,spi1,2020,postfire,immediate,0,0,2,2,4,11.3,3,5,0,3,2,NA,5,3.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,4,2.75,NA,slypark_spi1_2020_postfire_immediate_0,0,0,spi1 postfire immediate
slypark,spi1,2020,postfire,immediate,180,0,2,2,4,11.3,1,4,0,2,2,NA,0.5,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,1.25,1.25,NA,slypark_spi1_2020_postfire_immediate_180,0,0,spi1 postfire immediate
slypark,spi1,2020,postfire,immediate,270,0,2,2,4,11.3,3,1,0,3,0.5,NA,0.5,5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,1.75,2.75,NA,slypark_spi1_2020_postfire_immediate_270,0,0,spi1 postfire immediate
slypark,spi1,2020,postfire,immediate,90,0,2,2,4,11.3,21,5,0,1,2,NA,7,2,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,4,2,NA,slypark_spi1_2020_postfire_immediate_90,0,0,spi1 postfire immediate
slypark,spi1,2021,postfire,1yr,90,0,2,2,3,11.3,23,8,1,6,2.5,3.1,2,4,3.3,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,4,3.25,3.2,slypark_spi1_2021_postfire_1yr_90,0,0,spi1 postfire 1yr
slypark,spi1,2021,postfire,1yr,0,0,2,2,3,11.3,1,6,0,0.2,2.4,2.2,0.3,2.2,2,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0.25,2.3,2.1,slypark_spi1_2021_postfire_1yr_0,0,0,spi1 postfire 1yr
slypark,spi1,2021,postfire,1yr,180,0,2,2,3,11.3,1,5,0,0.8,1.5,2.5,3,4.2,4,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,1.9,2.85,3.25,slypark_spi1_2021_postfire_1yr_180,0,0,spi1 postfire 1yr
slypark,spi1,2021,postfire,1yr,270,0,2,2,3,11.3,1,3,3,0.5,3,3.3,0.5,3.4,1.8,NA,2measuredatregenflagduetohivealongthetransect,CPFMP,mm,NA,NA,NA,NA,NA,0.5,3.2,2.55,slypark_spi1_2021_postfire_1yr_270,0,544,spi1 postfire 1yr
slypark,spi10,2019,prefire,NA,0,0,2,2,4,11.3,2,3,0,2,4,NA,1,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,4.5,NA,slypark_spi10_2019_prefire_NA_0,144,0,spi10 prefire NA
slypark,spi10,2019,prefire,NA,180,0,2,2,4,11.3,3,1,0,3,4,NA,2,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,4.5,NA,slypark_spi10_2019_prefire_NA_180,90.25,0,spi10 prefire NA
slypark,spi10,2019,prefire,NA,270,0,2,2,4,11.3,6,0,0,4,5,NA,4,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,4.5,NA,slypark_spi10_2019_prefire_NA_270,0,0,spi10 prefire NA
slypark,spi10,2019,prefire,NA,90,0,2,2,4,11.3,7,0,0,0.05,6,NA,1,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.525,4,NA,slypark_spi10_2019_prefire_NA_90,0,0,spi10 prefire NA
slypark,spi10,2020,postfire,immediate,0,0,2,2,4,11.3,0,2,0,4,5,NA,2,1,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,3,3,NA,slypark_spi10_2020_postfire_immediate_0,0,0,spi10 postfire immediate
slypark,spi10,2020,postfire,immediate,180,0,2,2,4,11.3,1,2,3,4,5,NA,3,2,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,3.5,3.5,NA,slypark_spi10_2020_postfire_immediate_180,0,0,spi10 postfire immediate
slypark,spi10,2020,postfire,immediate,270,0,2,2,4,11.3,4,0,0,4,3,NA,0,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,2,1.75,NA,slypark_spi10_2020_postfire_immediate_270,0,0,spi10 postfire immediate
slypark,spi10,2020,postfire,immediate,90,0,2,2,4,11.3,4,1,0,6,3,NA,0.5,1,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,3.25,2,NA,slypark_spi10_2020_postfire_immediate_90,0,0,spi10 postfire immediate
slypark,spi10,2021,postfire,1yr,90,0,2,2,3,11.3,0,0,1,0,0,0.5,0.2,7.3,7.5,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0.1,3.65,4,slypark_spi10_2021_postfire_1yr_90,0,0,spi10 postfire 1yr
slypark,spi10,2021,postfire,1yr,0,0,2,2,3,11.3,2,4,2,0.2,10.1,11.2,3.9,2.1,5.4,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,2.05,6.1,8.3,slypark_spi10_2021_postfire_1yr_0,0,0,spi10 postfire 1yr
slypark,spi10,2021,postfire,1yr,180,0,2,2,3,11.3,0,1,2,1.5,5.4,5.6,2,4.8,6.3,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,1.75,5.1,5.949999999999999,slypark_spi10_2021_postfire_1yr_180,0,0,spi10 postfire 1yr
slypark,spi10,2021,postfire,1yr,270,0,2,2,3,11.3,1,12,2,0.2,4.8,5.4,2.7,6.4,7,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,1.4500000000000002,5.6,6.2,slypark_spi10_2021_postfire_1yr_270,0,108.16000000000001,spi10 postfire 1yr
slypark,spi11,2019,prefire,NA,0,0,2,2,4,11.3,0,1,1,1,4,NA,1,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1,4,NA,slypark_spi11_2019_prefire_NA_0,0,0,spi11 prefire NA
slypark,spi11,2019,prefire,NA,180,0,2,2,4,11.3,3,1,0,3,5,NA,3,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,5.5,NA,slypark_spi11_2019_prefire_NA_180,0,0,spi11 prefire NA
slypark,spi11,2019,prefire,NA,270,0,2,2,4,11.3,25,6,0,2,3,NA,6,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,4,NA,slypark_spi11_2019_prefire_NA_270,225,0,spi11 prefire NA
slypark,spi11,2019,prefire,NA,90,0,2,2,4,11.3,6,0,0,0.05,4,NA,0.05,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.05,4.5,NA,slypark_spi11_2019_prefire_NA_90,0,0,spi11 prefire NA
slypark,spi11,2020,postfire,immediate,0,0,2,2,4,11.3,0,6,2,4,2,NA,1,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,2.5,1.25,NA,slypark_spi11_2020_postfire_immediate_0,0,0,spi11 postfire immediate
slypark,spi11,2020,postfire,immediate,180,0,2,2,4,11.3,0,5,0,2,4,NA,0.5,3,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,1.25,3.5,NA,slypark_spi11_2020_postfire_immediate_180,0,0,spi11 postfire immediate
slypark,spi11,2020,postfire,immediate,270,0,2,2,4,11.3,16,1,0,3,3,NA,4,5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,3.5,4,NA,slypark_spi11_2020_postfire_immediate_270,0,0,spi11 postfire immediate
slypark,spi11,2020,postfire,immediate,90,0,2,2,4,11.3,3,0,0,3,4,NA,0.5,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,1.75,2.25,NA,slypark_spi11_2020_postfire_immediate_90,0,0,spi11 postfire immediate
slypark,spi11,2021,postfire,1yr,90,0,2,2,3,11.3,2,3,0,7.1,4.7,3.9,0.5,3,3.5,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,3.8,3.85,3.7,slypark_spi11_2021_postfire_1yr_90,0,0,spi11 postfire 1yr
slypark,spi11,2021,postfire,1yr,0,0,2,2,3,11.3,0,2,1,3,4.7,5.5,4,5.5,5.9,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,3.5,5.1,5.7,slypark_spi11_2021_postfire_1yr_0,576,94.08999999999999,spi11 postfire 1yr
slypark,spi11,2021,postfire,1yr,180,0,2,2,3,11.3,0,2,0,2,5.5,6.3,2.9,7.7,10.3,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,2.45,6.6,8.3,slypark_spi11_2021_postfire_1yr_180,0,0,spi11 postfire 1yr
slypark,spi11,2021,postfire,1yr,270,0,2,2,3,11.3,6,1,0,4,3.2,3,3.9,3.1,5.2,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,3.95,3.1500000000000004,4.1,slypark_spi11_2021_postfire_1yr_270,0,94.08999999999999,spi11 postfire 1yr
slypark,spi2,2019,prefire,NA,0,0,2,2,4,11.3,2,9,2,11,14,NA,5,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,8,8,NA,slypark_spi2_2019_prefire_NA_0,0,0,spi2 prefire NA
slypark,spi2,2019,prefire,NA,180,0,2,2,4,11.3,2,5,0,0.05,1,NA,2,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.025,2,NA,slypark_spi2_2019_prefire_NA_180,0,696.9599999999999,spi2 prefire NA
slypark,spi2,2019,prefire,NA,270,0,2,2,4,11.3,4,8,1,0.05,21,NA,2,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.025,11.5,NA,slypark_spi2_2019_prefire_NA_270,0,1513.2099999999998,spi2 prefire NA
slypark,spi2,2019,prefire,NA,90,0,2,2,4,11.3,3,12,4,3,1,NA,2,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,1,NA,slypark_spi2_2019_prefire_NA_90,0,0,spi2 prefire NA
slypark,spi2,2020,postfire,immediate,0,0,2,2,4,11.3,0,9,2,4,3,NA,4,7,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,4,5,NA,slypark_spi2_2020_postfire_immediate_0,0,0,spi2 postfire immediate
slypark,spi2,2020,postfire,immediate,180,0,2,2,4,11.3,2,5,0,1,0,NA,0.5,0,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,0.75,0,NA,slypark_spi2_2020_postfire_immediate_180,0,0,spi2 postfire immediate
slypark,spi2,2020,postfire,immediate,270,0,2,2,4,11.3,2,5,1,6,2,NA,0.5,4,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,3.25,3,NA,slypark_spi2_2020_postfire_immediate_270,0,0,spi2 postfire immediate
slypark,spi2,2020,postfire,immediate,90,0,2,2,4,11.3,0,12,2,3,1,NA,3,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,3,0.75,NA,slypark_spi2_2020_postfire_immediate_90,0,0,spi2 postfire immediate
slypark,spi2,2021,postfire,1yr,90,0,2,2,3,11.3,1,3,1,1.4,5.9,5.1,2.2,7.3,6.4,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,1.8,6.6,5.75,slypark_spi2_2021_postfire_1yr_90,810.64,0,spi2 postfire 1yr
slypark,spi2,2021,postfire,1yr,0,0,2,2,3,11.3,0,11,2,8.4,0.5,3.1,0,7,6.5,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,4.2,3.75,4.8,slypark_spi2_2021_postfire_1yr_0,0,252.29000000000002,spi2 postfire 1yr
slypark,spi2,2021,postfire,1yr,180,0,2,2,3,11.3,3,2,0,0.5,3.9,5.6,0,5.1,4.3,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,0.25,4.5,4.949999999999999,slypark_spi2_2021_postfire_1yr_180,0,691.69,spi2 postfire 1yr
slypark,spi2,2021,postfire,1yr,270,0,2,2,3,11.3,0,6,4,5,4.5,5.8,0,5.1,6.3,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,2.5,4.8,6.05,slypark_spi2_2021_postfire_1yr_270,0,277.25,spi2 postfire 1yr
slypark,spi3,2019,prefire,NA,0,0,2,2,4,11.3,17,2,3,0.05,0.05,NA,7,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.525,0.05,NA,slypark_spi3_2019_prefire_NA_0,0,0,spi3 prefire NA
slypark,spi3,2019,prefire,NA,180,0,2,2,4,11.3,26,6,3,1,1,NA,6,9,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,5,NA,slypark_spi3_2019_prefire_NA_180,0,0,spi3 prefire NA
slypark,spi3,2019,prefire,NA,270,0,2,2,4,11.3,51,11,5,4,2,NA,0.05,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.025,1.025,NA,slypark_spi3_2019_prefire_NA_270,0,81,spi3 prefire NA
slypark,spi3,2019,prefire,NA,90,0,2,2,4,11.3,33,10,4,2,5,NA,0.05,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.025,3,NA,slypark_spi3_2019_prefire_NA_90,0,0,spi3 prefire NA
slypark,spi3,2020,postfire,immediate,0,0,2,2,4,11.3,17,2,3,0.5,0.5,NA,0.5,0,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,0.5,0.25,NA,slypark_spi3_2020_postfire_immediate_0,0,0,spi3 postfire immediate
slypark,spi3,2020,postfire,immediate,180,0,2,2,4,11.3,26,6,3,1,1,NA,1,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,1,0.75,NA,slypark_spi3_2020_postfire_immediate_180,0,0,spi3 postfire immediate
slypark,spi3,2020,postfire,immediate,270,0,2,2,4,11.3,2,5,4,0,0.5,NA,0.5,0.5,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,0.25,0.5,NA,slypark_spi3_2020_postfire_immediate_270,0,0,spi3 postfire immediate
slypark,spi3,2020,postfire,immediate,90,0,2,2,4,11.3,6,1,4,0.5,1,NA,2,1,NA,NA,NA,CPFMP,JR,NA,NA,NA,NA,NA,1.25,1,NA,slypark_spi3_2020_postfire_immediate_90,0,0,spi3 postfire immediate
