plot_id,fuel_size,time,mass
BM4,mass_cwd_rotten,preburn_mass,0
BM4,mass_cwd_rotten,postburn_mass,0
BM5,mass_1hr,preburn_mass,0.101728773658537
BM5,mass_1hr,postburn_mass,0.029065363902439
BM5,mass_10hr,preburn_mass,0.417213087804878
BM5,mass_10hr,postburn_mass,0.139071029268293
BM5,mass_100hr,preburn_mass,1.66019048780488
BM5,mass_100hr,postburn_mass,0.276698414634146
BM5,mass_cwd_sound,preburn_mass,0
BM5,mass_cwd_sound,postburn_mass,0.748289771925989
BM5,mass_cwd_rotten,preburn_mass,0
BM5,mass_cwd_rotten,postburn_mass,0.531927370742742
BM6,mass_1hr,preburn_mass,0.0474887695315421
BM6,mass_1hr,postburn_mass,0.0400441225012625
BM6,mass_10hr,preburn_mass,1.11863510093658
BM6,mass_10hr,postburn_mass,0.0695355146341463
BM6,mass_100hr,preburn_mass,2.50386533189741
BM6,mass_100hr,postburn_mass,0
BM6,mass_cwd_sound,preburn_mass,8.06262671803896
BM6,mass_cwd_sound,postburn_mass,0.108648994875113
BM6,mass_cwd_rotten,preburn_mass,0.821586821192716
BM6,mass_cwd_rotten,postburn_mass,0
BM7,mass_1hr,preburn_mass,0.0108995114634146
BM7,mass_1hr,postburn_mass,0.00726634097560976
BM7,mass_10hr,preburn_mass,0.76489066097561
BM7,mass_10hr,postburn_mass,0.625819631707317
BM7,mass_100hr,preburn_mass,2.76698414634146
BM7,mass_100hr,postburn_mass,2.49028573170732
BM7,mass_cwd_sound,preburn_mass,1.18318755418998
BM7,mass_cwd_sound,postburn_mass,0
BM7,mass_cwd_rotten,preburn_mass,0
BM7,mass_cwd_rotten,postburn_mass,0
BM8,mass_1hr,preburn_mass,0.0871960917073171
BM8,mass_1hr,postburn_mass,0.029065363902439
BM8,mass_10hr,preburn_mass,0.625819631707317
BM8,mass_10hr,postburn_mass,0.347677573170732
BM8,mass_100hr,preburn_mass,0.276698414634146
BM8,mass_100hr,postburn_mass,0.553396829268293
BM8,mass_cwd_sound,preburn_mass,0
BM8,mass_cwd_sound,postburn_mass,0
BM8,mass_cwd_rotten,preburn_mass,0
BM8,mass_cwd_rotten,postburn_mass,0
BM9,mass_1hr,preburn_mass,0.0181658524390244
BM9,mass_1hr,postburn_mass,0.0181658524390244
BM9,mass_10hr,preburn_mass,0.625819631707317
BM9,mass_10hr,postburn_mass,0.76489066097561
BM9,mass_100hr,preburn_mass,1.93688890243902
BM9,mass_100hr,postburn_mass,0.830095243902439
BM9,mass_cwd_sound,preburn_mass,9.5339493002912
BM9,mass_cwd_sound,postburn_mass,4.23278375867629
BM9,mass_cwd_rotten,preburn_mass,0
BM9,mass_cwd_rotten,postburn_mass,0
