site,year,plot_id,species_id,status,recruitment,lifeform,tse_count,tse_ht,tse_age,growth_lastyr,tsa_dbh,tsa_age,tsa_ht,tre_count,tre_ht,tre_dbh,tre_age,notes
lakesdistrict,2019,burton3,abco,live,natural ,TSE,12,0.3,9,6,,,,,,,,
lakesdistrict,2019,burton3,abco,live,natural ,TSE,2,1,16,6,,,,,,,,
lakesdistrict,2019,burton3,abco,live,natural ,TSE,16,0.16,3,4,,,,,,,,
lakesdistrict,2019,burton3,abma,live,natural ,TSE,12,0.04,0,,,,,,,,,
lakesdistrict,2019,burton3,abma,live,natural ,TSE,6,0.07,2,2,,,,,,,,
lakesdistrict,2019,burton3,abco,live,natural ,TSA,,,,,7.5,40,5.2,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,12,5,0,-,,,,,,,,
lakesdistrict,2019,burton4,abco,dead,natural ,TSE,1,x,0,,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,2,16,4,2.5,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,1,132,19,5,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,4,131,23,7,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,2,139,26,8.5,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,3,139,21,7,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,3,70,13,6,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,1,35,11,3.5,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,4,78,17,4,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,1,5,1,tr,,,,,,,,
lakesdistrict,2019,burton4,pije,live,natural ,TSE,3,3,0,-,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSE,2,1.3,28,6.5,,,,,,,,
lakesdistrict,2019,burton4,pije,live,natural ,TSE,3,6,1,0.5,,,,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.9,34,1.85,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.6,40,1.86,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.1,31,1.7,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.2,26,1.7,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.5,33,1.9,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,2.8,37,2.1,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.9,37,1.9,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.1,28,1.6,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,0.8,32,1.55,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,2.7,33,2.2,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.8,30,1.7,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,5.9,40,3,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,4.8,39,3.1,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.9,32,1.6,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,5.1,45,3.1,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,3.9,42,2.3,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,0.8,26,1.6,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,1.7,29,2,,,,,
lakesdistrict,2019,burton4,abco,live,natural ,TSA,,,,,2.3,35,2.2,,,,,
lakesdistrict,2019,burton5,abco,live,natural ,TSA,5,4,0,0,,,,,,,,
lakesdistrict,2019,burton5,abco,live,natural ,TSA,4,12,3,2,,,,,,,,
lakesdistrict,2019,burton5,abco,live,natural ,TSA,2,19,4,3,,,,,,,,
lakesdistrict,2019,burton5,abco,live,natural ,TSA,2,30,5,3,,,,,,,,
lakesdistrict,2019,burton5,abco,live,natural ,TSA,2,37,7,4,,,,,,,,
lakesdistrict,2019,burton5,abco,live,natural ,TSA,1,71,10,6,,,,,,,,
lakesdistrict,2019,burton5,abma,live,natural ,TSA,1,20,4,2,,,,,,,,
lakesdistrict,2019,burton5,abma,live,natural ,TSA,2,45,4,4,,,,,,,,
lakesdistrict,2019,burton6,abco,live,natural ,TSE,22,3,0,-,,,,,,,,
lakesdistrict,2019,burton6,abco,dead,natural ,TSE,10,3,0,-,,,,,,,,
lakesdistrict,2019,burton7,pije,live,natural ,TSE,2,3,0,-,,,,,,,,
lakesdistrict,2019,burton7,pije,live,natural ,TSE,34,7,1,3,,,,,,,,
lakesdistrict,2019,burton7,pije,dead,natural ,TSE,3,x,x,x,,,,,,,,
lakesdistrict,2019,burton7,abma,live,natural ,TSE,1,8,3,1,,,,,,,,
lakesdistrict,2019,burton7,abco,live,natural ,TSE,3,6,0,-,,,,,,,,
lakesdistrict,2019,burton7,abco,live,natural ,TSE,9,6,1,1,,,,,,,,
lakesdistrict,2019,burton7,abco,live,natural ,TSE,1,10,2,tr,,,,,,,,
lakesdistrict,2019,burton7,abco,live,natural ,TSE,2,13,4,2,,,,,,,,
lakesdistrict,2019,burton7,abco,live,natural ,TSA,,,,,3.8,39,1.9,,,,,
lakesdistrict,2019,burton8,abco,live,natural ,TSE,1,6,1,0,,,,,,,,
lakesdistrict,2019,burton8,abco,live,natural ,TSE,2,12,3,1.5,,,,,,,,
lakesdistrict,2019,burton8,abco,live,natural ,TSE,2,24,4,6,,,,,,,,
lakesdistrict,2019,burton8,abco,live,natural ,TSE,1,45,6,6,,,,,,,,
lakesdistrict,2019,burton8,abma,live,natural ,TSE,1,15,3,3,,,,,,,,
lakesdistrict,2019,burton8,pije,live,natural ,TSE,6,2,0,0,,,,,,,,
lakesdistrict,2019,burton8,pije,live,natural ,TSE,3,4,1,0,,,,,,,,
lakesdistrict,2019,burton9,pije,live,natural ,TSE,8,0.6,0,-,,,,,,,,
lakesdistrict,2019,burton9,abco,live,natural ,TSE,1,0.4,0,-,,,,,,,,
lakesdistrict,2019,burton9,abma,live,natural ,TSE,1,32,>10,3,,,,,,,,
lakesdistrict,2019,burton9,pije,dead,natural ,TSE,4,,0,-,,,,,,,,
lakesdistrict,2019,burton9,abco,dead,natural ,TSE,3,,0,-,,,,,,,,
lakesdistrict,2019,burton10,pije,live,natural ,TSE,3,3,0,-,,,,,,,,
lakesdistrict,2019,burton10,pije,live,natural ,TSE,18,6,1,0.5,,,,,,,,
lakesdistrict,2019,burton10,pije,live,natural ,TSE,1,6,2,0.5,,,,,,,,
lakesdistrict,2019,burton10,pije,dead,natural ,TSE,1,,0,-,,,,,,,,
lakesdistrict,2019,burton10,abco,live,natural ,TSE,7,4,0,-,,,,,,,,
lakesdistrict,2019,burton10,abco,live,natural ,TSE,13,7,1,1.5,,,,,,,,
lakesdistrict,2019,burton10,abco,live,natural ,TSE,4,10,2,tr,,,,,,,,
lakesdistrict,2019,burton10,abco,live,natural ,TSE,1,12,3,0,,,,,,,,
lakesdistrict,2019,burton10,abco,live,natural ,TSE,1,105,18,0,,,,,,,,dead top
lakesdistrict,2019,burton10,abma,live,natural ,TSE,1,6,1,tr,,,,,,,,
lakesdistrict,2019,burton10,abco,live,natural ,TSA,,,,,4.9,43,2.5,,,,,
lakesdistrict,2019,burton11,abco,live,natural ,TSE,13,6,0,0,,,,,,,,
lakesdistrict,2019,burton11,abco,live,natural ,TSE,9,9,1,0,,,,,,,,
lakesdistrict,2019,burton11,abco,live,natural ,TSE,5,14,3,5,,,,,,,,
lakesdistrict,2019,burton11,abco,live,natural ,TSE,3,17,4,3,,,,,,,,
lakesdistrict,2019,burton11,abma,live,natural ,TSE,1,3,0,0,,,,,,,,
lakesdistrict,2019,burton11,abma,live,natural ,TSE,1,5,1,0,,,,,,,,
lakesdistrict,2019,burton11,pije,live,natural ,TSE,30,4,0,0,,,,,,,,
lakesdistrict,2019,burton11,pije,live,natural ,TSE,1,7,1,0,,,,,,,,
lakesdistrict,2019,burton11,pije,dead,natural ,TSE,5,3,,,,,,,,,,
lakesdistrict,2019,burton12,cade,live,natural ,TSE,4,150,>20,,,,,,,,,
lakesdistrict,2019,burton12,cade,live,natural ,TSE,1,50,>5,,,,,,,,,
lakesdistrict,2019,burton12,pije,live,natural ,TSE,4,20,0,-,,,,,,,,
lakesdistrict,2019,burton12,abco,live,natural ,TSE,1,5,0,-,,,,,,,,
lakesdistrict,2019,burton12,abco,live,natural ,TSE,1,7,1,,,,,,,,,
lakesdistrict,2019,burton12,abco,live,natural ,TSE,5,10,2,,,,,,,,,
lakesdistrict,2019,burton12,abco,live,natural ,TSE,1,110,>10,,,,,,,,,
lakesdistrict,2019,burton12,abco,live,natural ,TSE,1,20,>5,,,,,,,,,
lakesdistrict,2019,burton12,abco,dead,natural ,TSE,1,7,2,,,,,,,,,
lakesdistrict,2019,burton12,sasc,live,natural ,TRE,,,,,,,,11,300,<7.6,,
lakesdistrict,2019,burton12,sasc,dead,natural ,TRE,,,,,,,,31,150,<7.6,,
lakesdistrict,2019,burton13,abco,live,natural ,TSE,1,3,0,-,,,,,,,,
lakesdistrict,2019,burton13,abco,live,natural ,TSE,1,140,24,3,,,,,,,,
lakesdistrict,2019,burton13,abco,live,natural ,TSA,,,,,6.2,36,3.5,,,,,
lakesdistrict,2019,burton14,abco,live,natural ,TSE,3,3,0,0,,,,,,,,
lakesdistrict,2019,burton14,abco,live,natural ,TSE,1,6,2,1,,,,,,,,
lakesdistrict,2019,burton14,abco,live,natural ,TSE,1,18,4,2,,,,,,,,
lakesdistrict,2019,burton14,pije,live,natural ,TSE,2,10,2,1,,,,,,,,
lakesdistrict,2019,burton14,pije,live,natural ,TSE,1,15,3,2,,,,,,,,
lakesdistrict,2019,burton14,pila,live,natural ,TSE,2,14,4,1,,,,,,,,
lakesdistrict,2019,burton14,pila,live,natural ,TSE,1,21,5,2,,,,,,,,
lakesdistrict,2019,burton15,pije,live,natural ,TSE,11,8,0,-,,,,,,,,
lakesdistrict,2019,burton15,abco,live,natural ,TSE,5,7,0,-,,,,,,,,
lakesdistrict,2019,burton15,pila,live,natural ,TSE,8,7,0,-,,,,,,,,
lakesdistrict,2019,burton15,abma,live,natural ,TSE,1,6,0,-,,,,,,,,
lakesdistrict,2019,burton15,pije,dead,natural ,TSE,3,8,0,-,,,,,,,,
lakesdistrict,2019,burton15,abco,dead,natural ,TSE,6,5,0,-,,,,,,,,
lakesdistrict,2019,burton15,pila,dead,natural ,TSE,5,3,0,-,,,,,,,,
lakesdistrict,2019,burton15,abma,dead,natural ,TSE,1,5,0,-,,,,,,,,
lakesdistrict,2019,burton15,abco,live,natural ,TSE,1,35,>5,,,,,,,,,
lakesdistrict,2019,burton15,abma,live,natural ,TSE,1,23,>7,,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,1,8,2,1,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,4,18,4,2,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,2,27,5,3,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,4,35,6,6,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,4,41,7,5,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,3,51,8,7,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,2,63,10,4,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,4,57,11,5,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,3,69,12,8,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,1,90,13,10,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,2,84,14,6,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSE,1,110,16,3,,,,,,,,
lakesdistrict,2019,burton16,pije,live,natural ,TSE,1,41,6,4,,,,,,,,
lakesdistrict,2019,burton16,pije,live,natural ,TSE,1,110,10,6,,,,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSA,,,,,1.2,17,1.7,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSA,,,,,1.2,17,1.6,,,,,
lakesdistrict,2019,burton16,abco,live,natural ,TSA,,,,,1.6,17,2,,,,,
lakesdistrict,2019,burton17,abco,live,natural ,TSE,2,3,0,-,,,,,,,,
lakesdistrict,2019,burton17,abco,live,natural ,TSE,2,3,1,tr,,,,,,,,
lakesdistrict,2019,burton17,abco,live,natural ,TSE,1,11,4,2,,,,,,,,
lakesdistrict,2019,burton17,abco,dead,natural ,TSE,1,x,1,,,,,,,,,
lakesdistrict,2019,burton17,pije,live,natural ,TSE,4,5,1,1.5,,,,,,,,
lakesdistrict,2019,burton17,abma,live,natural ,TSE,2,4,0,-,,,,,,,,
lakesdistrict,2019,burton18,pije,live,natural ,TSE,2,4,0,-,,,,,,,,
lakesdistrict,2019,burton18,abco,live,natural ,TSE,1,9,2,,,,,,,,,
lakesdistrict,2019,burton18,abco,live,natural ,TSE,1,3,1,2,,,,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSE,1,42,8,2,,,,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSE,4,60,10,2,,,,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSE,1,80,13,6,,,,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSE,1,90,17,2,,,,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSE,1,130,19,6,,,,,,,,
lakesdistrict,2019,burton19,cade,live,natural ,TSE,1,60,10,3,,,,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,2.8,21,2.3,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,1.6,32,2.7,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,2,30,2.5,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,1.9,23,2.2,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,1.9,25,2.3,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,3.2,38,3.1,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,6.6,38,3,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,7,36,2.9,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,6.3,35,2.8,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,5.8,38,3,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,6.5,40,3.5,,,,,
lakesdistrict,2019,burton19,abco,live,natural ,TSA,,,,,6.5,42,4,,,,,
lakesdistrict,2019,burton20,pije,live,natural ,TSE,1,5,1,1,,,,,,,,
lakesdistrict,2019,burton20,abco,live,natural ,TSA,,,,,6,44,3.2,,,,,
lakesdistrict,2019,burton21,abco,live,natural ,TSE,1,55,8,4,,,,,,,,
lakesdistrict,2019,burton21,abco,live,natural ,TSE,1,99,13,5,,,,,,,,
lakesdistrict,2019,burton21,abco,live,natural ,TSE,1,112,16,3,,,,,,,,
lakesdistrict,2019,burton21,abco,live,natural ,TSE,1,125,24,4,,,,,,,,
lakesdistrict,2019,burton21,pije,live,natural ,TSE,1,4,0,0,,,,,,,,
lakesdistrict,2019,burton21,abco,live,natural ,TSA,1,130,>15,10,2.2,21,1.85,,,,,
lakesdistrict,2019,burton22,abco,live,natural ,TSA,1,4.5,2,3,,,,,,,,
lakesdistrict,2019,burton22,abco,live,natural ,TSA,2,5.5,0,-,,,,,,,,
lakesdistrict,2019,burton22,pije,live,natural ,TSA,1,7,3,3,,,,,,,,
lakesdistrict,2019,burton22,pije,live,natural ,TSE,1,7,3,3,,,,,,,,
lakesdistrict,2019,burton23,abco,live,natural ,TSE,1,64,19,3,,,,,,,,
lakesdistrict,2019,burton23,abco,live,natural ,TSE,1,140,32,3,,,,,,,,
lakesdistrict,2019,burton23,abco,live,natural ,TSE,1,54,15,2,,,,,,,,
lakesdistrict,2019,burton23,cade,live,natural ,TSE,1,120,18,7,,,,,,,,
lakesdistrict,2019,burton23,abco,live,natural ,TSA,,,,,1.1,31,1.6,,,,,
lakesdistrict,2019,burton24,abco,live,natural ,TSE,1,5,2,2,,,,,,,,
lakesdistrict,2019,burton24,abco,live,natural ,TSE,1,39,7,2,,,,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSE,1,60,9,4,,,,,,,,
lakesdistrict,2019,burton24,cade,dead,natural ,TSE,2,115,,,,,,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,4.5,25,2.2,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,2.8,21,1.8,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,3.3,16,1.5,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,1.7,13,1.5,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,3.2,20,2.3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,4.5,21,2.4,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,5.1,17,1.9,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,4.1,22,2.6,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,4.3,22,2.5,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,7.1,24,3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,3.6,24,2.3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,3.6,24,2.3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,4.3,23,2.4,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,3,16,1.4,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,7.5,28,3.5,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,5.6,25,3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,4.6,20,2.3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,5,24,3,,,,,
lakesdistrict,2019,burton24,cade,live,natural ,TSA,,,,,2.9,15,1.8,,,,,
lakesdistrict,2019,burton24,cade,dead,natural ,TSA,,,,,4.5,,1.5,,,,,
lakesdistrict,2019,Bliss1,,,,,,,,,,,,,,,,no regen
lakesdistrict,2019,Bliss2,pila,live,natural ,TSE,1,0.15,4,2,,,,,,,,
lakesdistrict,2019,Bliss2,abco,live,natural ,TSA,,,,40,3,8,1.2,,,,,
lakesdistrict,2019,Bliss2,cade,live,natural ,TSA,,,,90,5.9,15,3,,,,,
lakesdistrict,2019,Bliss3,pila,live,natural ,TSE,1,17,4,5,,,,,,,,
lakesdistrict,2019,Bliss3,cade,live,natural ,TSE,1,15,4,3,,,,,,,,
lakesdistrict,2019,Bliss3,cade,live,natural ,TSE,1,37,15,4,,,,,,,,
lakesdistrict,2019,Bliss3,pila,live,natural ,TSE,1,14,3,3.5,,,,,,,,
lakesdistrict,2019,Bliss4,pila,live,natural ,TSE,1,7,1,3,,,,,,,,
lakesdistrict,2019,Bliss4,pila,dead,natural ,TSE,3,0,0,-,,,,,,,,
lakesdistrict,2019,Bliss4,abco,live,natural ,TSE,1,7,1,2,,,,,,,,
lakesdistrict,2019,Bliss5,abco,live,natural ,TSE,1,15,6,15,,,,,,,,
lakesdistrict,2019,Bliss5,pila,live,natural ,TSE,2,13,3,10,,,,,,,,
lakesdistrict,2019,bliss6,abco,live,natural ,TSA,,,,,7.5,41,3.25,,,,,
lakesdistrict,2019,bliss7,pije,live,natural ,TSE,2,7,1,2,,,,,,,,
lakesdistrict,2019,bliss7,abco,live,natural ,TSE,1,4,1,tr,,,,,,,,
lakesdistrict,2019,bliss7,cade,live,natural ,TSE,1,4,0,-,,,,,,,,
lakesdistrict,2019,bliss7,pila,dead,natural ,TSA,,,,,7.5,44,3,,,,,
lakesdistrict,2019,bliss7,abco,dead,natural ,TSA,,,,,6.8,47,3.75,,,,,
lakesdistrict,2019,bliss8,abco,live,natural ,TSE,4,11,3,2,,,,,,,,
lakesdistrict,2019,bliss8,abco,live,natural ,TSE,5,15,4,2,,,,,,,,
lakesdistrict,2019,bliss8,abco,live,natural ,TSE,1,30,6,2,,,,,,,,
lakesdistrict,2019,bliss8,abco,live,natural ,TSE,2,33,7,7,,,,,,,,
lakesdistrict,2019,bliss8,cade,live,natural ,TSE,1,16,16,3,,,,,,,,
lakesdistrict,2019,bliss8,cade,live,natural ,TSE,3,21,6,3,,,,,,,,
lakesdistrict,2019,bliss8,cade,live,natural ,TSA,,,,,4.9,13,1.9,,,,,
lakesdistrict,2019,bliss9,abco,live,natural ,TSE,1,10,4,0.5,,,,,,,,
lakesdistrict,2019,bliss9,abco,live,natural ,TSE,1,17,6,1.5,,,,,,,,
lakesdistrict,2019,bliss9,abco,live,natural ,TSE,2,7,2,0.5,,,,,,,,
lakesdistrict,2019,bliss9,abco,live,natural ,TSE,1,28,10,2,,,,,,,,
lakesdistrict,2019,bliss9,abco,live,natural ,TSE,1,50,15,5,,,,,,,,
lakesdistrict,2019,bliss9,pila,live,natural ,TSE,1,60,15,4.5,,,,,,,,bent over height of tallest portion
lakesdistrict,2019,bliss9,pila,live,natural ,TSE,1,60,11,1.5,,,,,,,,
lakesdistrict,2019,bliss9,abco,live,natural ,TSE,1,70,14,5,,,,,,,,
lakesdistrict,2019,bliss10,pila,live,natural ,TSE,1,46,5,3,,,,,,,,
lakesdistrict,2019,bliss10,abco,live,natural ,TSE,1,118,31,7,,,,,,,,
lakesdistrict,2019,bliss10,abma,live,natural ,TSE,1,55,25,2.3,,,,,,,,
lakesdistrict,2019,bliss10,abco,live,natural ,TSE,1,48,23,4,,,,,,,,
lakesdistrict,2019,bliss10,abco,dead,natural ,TSA,,,,,2.6,47,1.15,,,,,
lakesdistrict,2019,bliss11,abco,live,natural ,TSE,1,53,35,3,,,,,,,,
lakesdistrict,2019,bliss12,,,,,,,,,,,,,,,,"no regen in plot. abco, cade, pila tse outside regen and dead abco tsa"
lakesdistrict,2019,bliss13,,,,,,,,,,,,,,,,no regen in plot. cade and abco seedlings outsise of regen
lakesdistrict,2019,bliss14,abco,live,natural ,TSE,2,11,2,1,,,,,,,,
lakesdistrict,2019,bliss14,abco,live,natural ,TSE,1,23,9,8,,,,,,,,
lakesdistrict,2019,bliss14,pila,live,natural ,TSE,2,15,2,2,,,,,,,,
lakesdistrict,2019,bliss14,abco,live,natural ,TSE,1,20,7,5,,,,,,,,
lakesdistrict,2019,bliss15,abco,live,natural ,TSE,1,38,6,5,,,,,,,,
