site,year,plot_id,tag,status,species_id,dbh_cm,height_m,ht_to_crown_m,crown_class,crown_width_m,stump_diam_cm,stump_ht_m,decay,scorch_ht_m,scorch%,torch_ht_m,torch%,bolechar_ht_m,resprout,notes,
frenchmeadows ,2019,fm19-21,,dead,abco,12.8,6,0.02,,,,,,2,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abma,36.1,18,0.02,6,CO,2,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco,74.5,28.3,0.03,10.9,DO,3,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco,31.6,16.6,0.1,5.4,CO,2.5,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco ,35.3,25.3,1,12.4,CO,2,,,2,,,,,,,
frenchmeadows ,2019,fm19-21,,live,cade,72.2,17.4,0.04,1.5,CO,5,,,2,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco ,30,18.8,0.6,7.4,CO,2.5,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,,dead,pipo,30.2,14.6,1,,,,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco,53.2,25.7,2,11.6,DO,2,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco,41.3,18.1,1,9.1,CO,2.5,,,1,,,,,,,
frenchmeadows ,2019,fm19-21,stump,,abma,,,,,,,36,0.21,5,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco,27.4,15.5,0.8,8.1,IN,1.5,,,2,,,,,,,
frenchmeadows ,2019,fm19-21,stump,,abco,,,,,,,11.3,1.3,1,,,,,,,
frenchmeadows ,2019,fm19-21,,live,abco,22.9,13.7,1.2,9.3,OV,1.5,,,2,,,,,,,
