site,plotid,pre_post_fire,year,diamclass,n_trees_diamclass,n_trees_diamclass_acre
caples,8,postfire,2020,[<20],0,0
caples,8,postfire,2020,[20-40],2,20
caples,8,postfire,2020,[40-60],10,100
caples,8,postfire,2020,[>100],0,0
caples,8,postfire,2020,[60-80],10,100
caples,8,postfire,2020,[80-100],2,20
caples,8,prefire,2013-2018,[<20],6,60
caples,8,prefire,2013-2018,[20-40],10,100
caples,8,prefire,2013-2018,[40-60],12,120
caples,8,prefire,2013-2018,[>100],0,0
caples,8,prefire,2013-2018,[60-80],12,120
caples,8,prefire,2013-2018,[80-100],2,20
caples,82,postfire,2020,[<20],4,40
caples,82,postfire,2020,[20-40],12,120
caples,82,postfire,2020,[40-60],2,20
caples,82,postfire,2020,[>100],0,0
caples,82,postfire,2020,[60-80],2,20
caples,82,postfire,2020,[80-100],0,0
caples,82,prefire,2013-2018,[<20],4,40
caples,82,prefire,2013-2018,[20-40],12,120
caples,82,prefire,2013-2018,[40-60],2,20
caples,82,prefire,2013-2018,[>100],0,0
caples,82,prefire,2013-2018,[60-80],2,20
caples,82,prefire,2013-2018,[80-100],0,0
caples,83,prefire,2013-2018,[<20],12,120
caples,83,prefire,2013-2018,[20-40],14,140
caples,83,prefire,2013-2018,[40-60],0,0
caples,83,prefire,2013-2018,[>100],0,0
caples,83,prefire,2013-2018,[60-80],0,0
caples,83,prefire,2013-2018,[80-100],0,0
caples,84,prefire,2013-2018,[<20],20,200
caples,84,prefire,2013-2018,[20-40],4,40
caples,84,prefire,2013-2018,[40-60],0,0
caples,84,prefire,2013-2018,[>100],0,0
caples,84,prefire,2013-2018,[60-80],0,0
caples,84,prefire,2013-2018,[80-100],6,60
caples,85,prefire,2013-2018,[<20],2,20
caples,85,prefire,2013-2018,[20-40],2,20
caples,85,prefire,2013-2018,[40-60],2,20
caples,85,prefire,2013-2018,[>100],0,0
caples,85,prefire,2013-2018,[60-80],0,0
caples,85,prefire,2013-2018,[80-100],0,0
caples,9,prefire,2013-2018,[<20],2,20
caples,9,prefire,2013-2018,[20-40],0,0
caples,9,prefire,2013-2018,[40-60],0,0
caples,9,prefire,2013-2018,[>100],0,0
caples,9,prefire,2013-2018,[60-80],0,0
caples,9,prefire,2013-2018,[80-100],0,0
caples,92,prefire,2013-2018,[<20],26,260
caples,92,prefire,2013-2018,[20-40],20,200
caples,92,prefire,2013-2018,[40-60],4,40
caples,92,prefire,2013-2018,[>100],2,20
caples,92,prefire,2013-2018,[60-80],0,0
caples,92,prefire,2013-2018,[80-100],0,0
caples,93,prefire,2013-2018,[<20],12,120
caples,93,prefire,2013-2018,[20-40],16,160
caples,93,prefire,2013-2018,[40-60],6,60
caples,93,prefire,2013-2018,[>100],0,0
caples,93,prefire,2013-2018,[60-80],6,60
caples,93,prefire,2013-2018,[80-100],0,0
caples,94,prefire,2013-2018,[<20],6,60
caples,94,prefire,2013-2018,[20-40],10,100
caples,94,prefire,2013-2018,[40-60],6,60
caples,94,prefire,2013-2018,[>100],4,40
caples,94,prefire,2013-2018,[60-80],6,60
caples,94,prefire,2013-2018,[80-100],0,0
caples,95,prefire,2013-2018,[<20],4,40
caples,95,prefire,2013-2018,[20-40],2,20
caples,95,prefire,2013-2018,[40-60],4,40
caples,95,prefire,2013-2018,[>100],0,0
caples,95,prefire,2013-2018,[60-80],4,40
caples,95,prefire,2013-2018,[80-100],2,20
caples,98,prefire,2013-2018,[<20],2,20
caples,98,prefire,2013-2018,[20-40],10,100
caples,98,prefire,2013-2018,[40-60],0,0
caples,98,prefire,2013-2018,[>100],0,0
caples,98,prefire,2013-2018,[60-80],0,0
caples,98,prefire,2013-2018,[80-100],0,0
caples,99,postfire,2020,[<20],2,20
caples,99,postfire,2020,[20-40],6,60
caples,99,postfire,2020,[40-60],0,0
caples,99,postfire,2020,[>100],0,0
caples,99,postfire,2020,[60-80],0,0
caples,99,postfire,2020,[80-100],0,0
caples,99,prefire,2013-2018,[<20],8,80
caples,99,prefire,2013-2018,[20-40],10,100
caples,99,prefire,2013-2018,[40-60],4,40
caples,99,prefire,2013-2018,[>100],0,0
caples,99,prefire,2013-2018,[60-80],0,0
caples,99,prefire,2013-2018,[80-100],0,0
downieville,RedAnt28,prefire,2020,[<20],17,170
downieville,RedAnt28,prefire,2020,[20-40],3,30
downieville,RedAnt28,prefire,2020,[40-60],6,60
downieville,RedAnt28,prefire,2020,[>100],0,0
downieville,RedAnt28,prefire,2020,[60-80],1,10
downieville,RedAnt28,prefire,2020,[80-100],0,0
downieville,RedAnt29,prefire,2020,[<20],0,0
downieville,RedAnt29,prefire,2020,[20-40],1,10
downieville,RedAnt29,prefire,2020,[40-60],8,80
downieville,RedAnt29,prefire,2020,[>100],0,0
downieville,RedAnt29,prefire,2020,[60-80],0,0
downieville,RedAnt29,prefire,2020,[80-100],0,0
downieville,RedAnt30a,prefire,2020,[<20],2,20
downieville,RedAnt30a,prefire,2020,[20-40],8,80
downieville,RedAnt30a,prefire,2020,[40-60],8,80
downieville,RedAnt30a,prefire,2020,[>100],0,0
downieville,RedAnt30a,prefire,2020,[60-80],0,0
downieville,RedAnt30a,prefire,2020,[80-100],0,0
downieville,RedAnt38,prefire,2020,[<20],3,30
downieville,RedAnt38,prefire,2020,[20-40],14,140
downieville,RedAnt38,prefire,2020,[40-60],1,10
downieville,RedAnt38,prefire,2020,[>100],0,0
downieville,RedAnt38,prefire,2020,[60-80],0,0
downieville,RedAnt38,prefire,2020,[80-100],0,0
downieville,RedAnt39,prefire,2020,[<20],1,10
downieville,RedAnt39,prefire,2020,[20-40],4,40
downieville,RedAnt39,prefire,2020,[40-60],1,10
downieville,RedAnt39,prefire,2020,[>100],1,10
downieville,RedAnt39,prefire,2020,[60-80],3,30
downieville,RedAnt39,prefire,2020,[80-100],3,30
downieville,RedAnt40,prefire,2020,[<20],2,20
downieville,RedAnt40,prefire,2020,[20-40],3,30
downieville,RedAnt40,prefire,2020,[40-60],0,0
downieville,RedAnt40,prefire,2020,[>100],3,30
downieville,RedAnt40,prefire,2020,[60-80],0,0
downieville,RedAnt40,prefire,2020,[80-100],3,30
downieville,RedAnt41,prefire,2020,[<20],5,50
downieville,RedAnt41,prefire,2020,[20-40],5,50
downieville,RedAnt41,prefire,2020,[40-60],0,0
downieville,RedAnt41,prefire,2020,[>100],0,0
downieville,RedAnt41,prefire,2020,[60-80],4,40
downieville,RedAnt41,prefire,2020,[80-100],0,0
downieville,RedAnt42,prefire,2020,[<20],2,20
downieville,RedAnt42,prefire,2020,[20-40],0,0
downieville,RedAnt42,prefire,2020,[40-60],2,20
downieville,RedAnt42,prefire,2020,[>100],0,0
downieville,RedAnt42,prefire,2020,[60-80],5,50
downieville,RedAnt42,prefire,2020,[80-100],4,40
downieville,RedAnt43,prefire,2020,[<20],4,40
downieville,RedAnt43,prefire,2020,[20-40],2,20
downieville,RedAnt43,prefire,2020,[40-60],2,20
downieville,RedAnt43,prefire,2020,[>100],1,10
downieville,RedAnt43,prefire,2020,[60-80],2,20
downieville,RedAnt43,prefire,2020,[80-100],1,10
downieville,RedAnt44,prefire,2020,[<20],12,120
downieville,RedAnt44,prefire,2020,[20-40],3,30
downieville,RedAnt44,prefire,2020,[40-60],0,0
downieville,RedAnt44,prefire,2020,[>100],1,10
downieville,RedAnt44,prefire,2020,[60-80],1,10
downieville,RedAnt44,prefire,2020,[80-100],2,20
downieville,RedAnt45,prefire,2020,[<20],7,70
downieville,RedAnt45,prefire,2020,[20-40],7,70
downieville,RedAnt45,prefire,2020,[40-60],4,40
downieville,RedAnt45,prefire,2020,[>100],0,0
downieville,RedAnt45,prefire,2020,[60-80],2,20
downieville,RedAnt45,prefire,2020,[80-100],0,0
downieville,RedAnt46,prefire,2020,[<20],5,50
downieville,RedAnt46,prefire,2020,[20-40],1,10
downieville,RedAnt46,prefire,2020,[40-60],0,0
downieville,RedAnt46,prefire,2020,[>100],0,0
downieville,RedAnt46,prefire,2020,[60-80],2,20
downieville,RedAnt46,prefire,2020,[80-100],0,0
downieville,RedAnt49,prefire,2020,[<20],3,30
downieville,RedAnt49,prefire,2020,[20-40],2,20
downieville,RedAnt49,prefire,2020,[40-60],2,20
downieville,RedAnt49,prefire,2020,[>100],0,0
downieville,RedAnt49,prefire,2020,[60-80],4,40
downieville,RedAnt49,prefire,2020,[80-100],1,10
downieville,RedAnt50,prefire,2020,[<20],13,130
downieville,RedAnt50,prefire,2020,[20-40],3,30
downieville,RedAnt50,prefire,2020,[40-60],0,0
downieville,RedAnt50,prefire,2020,[>100],0,0
downieville,RedAnt50,prefire,2020,[60-80],1,10
downieville,RedAnt50,prefire,2020,[80-100],1,10
downieville,RedAnt51,prefire,2020,[<20],5,50
downieville,RedAnt51,prefire,2020,[20-40],5,50
downieville,RedAnt51,prefire,2020,[40-60],0,0
downieville,RedAnt51,prefire,2020,[>100],1,10
downieville,RedAnt51,prefire,2020,[60-80],1,10
downieville,RedAnt51,prefire,2020,[80-100],2,20
downieville,RedAnt52,prefire,2020,[<20],31,310
downieville,RedAnt52,prefire,2020,[20-40],8,80
downieville,RedAnt52,prefire,2020,[40-60],0,0
downieville,RedAnt52,prefire,2020,[>100],1,10
downieville,RedAnt52,prefire,2020,[60-80],2,20
downieville,RedAnt52,prefire,2020,[80-100],2,20
downieville,RedAnt54,prefire,2020,[<20],10,100
downieville,RedAnt54,prefire,2020,[20-40],7,70
downieville,RedAnt54,prefire,2020,[40-60],1,10
downieville,RedAnt54,prefire,2020,[>100],0,0
downieville,RedAnt54,prefire,2020,[60-80],0,0
downieville,RedAnt54,prefire,2020,[80-100],0,0
downieville,RedAnt55,prefire,2020,[<20],7,70
downieville,RedAnt55,prefire,2020,[20-40],1,10
downieville,RedAnt55,prefire,2020,[40-60],1,10
downieville,RedAnt55,prefire,2020,[>100],0,0
downieville,RedAnt55,prefire,2020,[60-80],1,10
downieville,RedAnt55,prefire,2020,[80-100],3,30
downieville,RedAnt56,prefire,2020,[<20],0,0
downieville,RedAnt56,prefire,2020,[20-40],0,0
downieville,RedAnt56,prefire,2020,[40-60],0,0
downieville,RedAnt56,prefire,2020,[>100],0,0
downieville,RedAnt56,prefire,2020,[60-80],6,60
downieville,RedAnt56,prefire,2020,[80-100],2,20
downieville,RedAnt57,prefire,2020,[<20],8,80
downieville,RedAnt57,prefire,2020,[20-40],3,30
downieville,RedAnt57,prefire,2020,[40-60],2,20
downieville,RedAnt57,prefire,2020,[>100],0,0
downieville,RedAnt57,prefire,2020,[60-80],4,40
downieville,RedAnt57,prefire,2020,[80-100],0,0
downieville,RedAnt59,prefire,2020,[<20],4,40
downieville,RedAnt59,prefire,2020,[20-40],3,30
downieville,RedAnt59,prefire,2020,[40-60],0,0
downieville,RedAnt59,prefire,2020,[>100],0,0
downieville,RedAnt59,prefire,2020,[60-80],1,10
downieville,RedAnt59,prefire,2020,[80-100],1,10
downieville,RedAnt62,prefire,2020,[<20],0,0
downieville,RedAnt62,prefire,2020,[20-40],0,0
downieville,RedAnt62,prefire,2020,[40-60],1,10
downieville,RedAnt62,prefire,2020,[>100],0,0
downieville,RedAnt62,prefire,2020,[60-80],2,20
downieville,RedAnt62,prefire,2020,[80-100],3,30
DryCreek,DryCreek21,prefire,2020,[<20],1,10
DryCreek,DryCreek21,prefire,2020,[20-40],0,0
DryCreek,DryCreek21,prefire,2020,[40-60],0,0
DryCreek,DryCreek21,prefire,2020,[>100],0,0
DryCreek,DryCreek21,prefire,2020,[60-80],7,70
DryCreek,DryCreek21,prefire,2020,[80-100],0,0
DryCreek,DryCreek22,prefire,2020,[<20],2,20
DryCreek,DryCreek22,prefire,2020,[20-40],5,50
DryCreek,DryCreek22,prefire,2020,[40-60],5,50
DryCreek,DryCreek22,prefire,2020,[>100],0,0
DryCreek,DryCreek22,prefire,2020,[60-80],0,0
DryCreek,DryCreek22,prefire,2020,[80-100],0,0
DryCreek,DryCreek23,prefire,2020,[<20],0,0
DryCreek,DryCreek23,prefire,2020,[20-40],0,0
DryCreek,DryCreek23,prefire,2020,[40-60],0,0
DryCreek,DryCreek23,prefire,2020,[>100],0,0
DryCreek,DryCreek23,prefire,2020,[60-80],4,40
DryCreek,DryCreek23,prefire,2020,[80-100],1,10
DryCreek,DryCreek24,prefire,2020,[<20],0,0
DryCreek,DryCreek24,prefire,2020,[20-40],0,0
DryCreek,DryCreek24,prefire,2020,[40-60],2,20
DryCreek,DryCreek24,prefire,2020,[>100],0,0
DryCreek,DryCreek24,prefire,2020,[60-80],0,0
DryCreek,DryCreek24,prefire,2020,[80-100],0,0
DryCreek,DryCreek25,prefire,2020,[<20],0,0
DryCreek,DryCreek25,prefire,2020,[20-40],0,0
DryCreek,DryCreek25,prefire,2020,[40-60],0,0
DryCreek,DryCreek25,prefire,2020,[>100],1,10
DryCreek,DryCreek25,prefire,2020,[60-80],2,20
DryCreek,DryCreek25,prefire,2020,[80-100],1,10
DryCreek,DryCreek26,prefire,2020,[<20],1,10
DryCreek,DryCreek26,prefire,2020,[20-40],2,20
DryCreek,DryCreek26,prefire,2020,[40-60],4,40
DryCreek,DryCreek26,prefire,2020,[>100],0,0
DryCreek,DryCreek26,prefire,2020,[60-80],1,10
DryCreek,DryCreek26,prefire,2020,[80-100],0,0
DryCreek,DryCreek27,prefire,2020,[<20],0,0
DryCreek,DryCreek27,prefire,2020,[20-40],1,10
DryCreek,DryCreek27,prefire,2020,[40-60],0,0
DryCreek,DryCreek27,prefire,2020,[>100],0,0
DryCreek,DryCreek27,prefire,2020,[60-80],4,40
DryCreek,DryCreek27,prefire,2020,[80-100],2,20
DryCreek,DryCreek28,prefire,2020,[<20],0,0
DryCreek,DryCreek28,prefire,2020,[20-40],0,0
DryCreek,DryCreek28,prefire,2020,[40-60],5,50
DryCreek,DryCreek28,prefire,2020,[>100],0,0
DryCreek,DryCreek28,prefire,2020,[60-80],2,20
DryCreek,DryCreek28,prefire,2020,[80-100],0,0
DryCreek,DryCreek29,prefire,2020,[<20],0,0
DryCreek,DryCreek29,prefire,2020,[20-40],2,20
DryCreek,DryCreek29,prefire,2020,[40-60],9,90
DryCreek,DryCreek29,prefire,2020,[>100],0,0
DryCreek,DryCreek29,prefire,2020,[60-80],0,0
DryCreek,DryCreek29,prefire,2020,[80-100],0,0
DryCreek,DryCreek30,prefire,2020,[<20],0,0
DryCreek,DryCreek30,prefire,2020,[20-40],0,0
DryCreek,DryCreek30,prefire,2020,[40-60],6,60
DryCreek,DryCreek30,prefire,2020,[>100],0,0
DryCreek,DryCreek30,prefire,2020,[60-80],1,10
DryCreek,DryCreek30,prefire,2020,[80-100],0,0
DryCreek,DryCreek31,prefire,2020,[<20],0,0
DryCreek,DryCreek31,prefire,2020,[20-40],0,0
DryCreek,DryCreek31,prefire,2020,[40-60],5,50
DryCreek,DryCreek31,prefire,2020,[>100],0,0
DryCreek,DryCreek31,prefire,2020,[60-80],6,60
DryCreek,DryCreek31,prefire,2020,[80-100],0,0
DryCreek,DryCreek32,prefire,2020,[<20],0,0
DryCreek,DryCreek32,prefire,2020,[20-40],0,0
DryCreek,DryCreek32,prefire,2020,[40-60],2,20
DryCreek,DryCreek32,prefire,2020,[>100],0,0
DryCreek,DryCreek32,prefire,2020,[60-80],0,0
DryCreek,DryCreek32,prefire,2020,[80-100],0,0
DryCreek,DryCreek34,prefire,2020,[<20],0,0
DryCreek,DryCreek34,prefire,2020,[20-40],0,0
DryCreek,DryCreek34,prefire,2020,[40-60],5,50
DryCreek,DryCreek34,prefire,2020,[>100],0,0
DryCreek,DryCreek34,prefire,2020,[60-80],2,20
DryCreek,DryCreek34,prefire,2020,[80-100],0,0
DryCreek,DryCreek35,prefire,2020,[<20],0,0
DryCreek,DryCreek35,prefire,2020,[20-40],6,60
DryCreek,DryCreek35,prefire,2020,[40-60],4,40
DryCreek,DryCreek35,prefire,2020,[>100],0,0
DryCreek,DryCreek35,prefire,2020,[60-80],0,0
DryCreek,DryCreek35,prefire,2020,[80-100],1,10
DryCreek,DryCreek36,prefire,2020,[<20],0,0
DryCreek,DryCreek36,prefire,2020,[20-40],0,0
DryCreek,DryCreek36,prefire,2020,[40-60],1,10
DryCreek,DryCreek36,prefire,2020,[>100],0,0
DryCreek,DryCreek36,prefire,2020,[60-80],3,30
DryCreek,DryCreek36,prefire,2020,[80-100],1,10
DryCreek,DryCreek37,prefire,2020,[<20],0,0
DryCreek,DryCreek37,prefire,2020,[20-40],0,0
DryCreek,DryCreek37,prefire,2020,[40-60],1,10
DryCreek,DryCreek37,prefire,2020,[>100],0,0
DryCreek,DryCreek37,prefire,2020,[60-80],1,10
DryCreek,DryCreek37,prefire,2020,[80-100],0,0
DryCreek,DryCreek39,prefire,2020,[<20],0,0
DryCreek,DryCreek39,prefire,2020,[20-40],0,0
DryCreek,DryCreek39,prefire,2020,[40-60],2,20
DryCreek,DryCreek39,prefire,2020,[>100],0,0
DryCreek,DryCreek39,prefire,2020,[60-80],0,0
DryCreek,DryCreek39,prefire,2020,[80-100],0,0
DryCreek,DryCreek43,prefire,2020,[<20],0,0
DryCreek,DryCreek43,prefire,2020,[20-40],2,20
DryCreek,DryCreek43,prefire,2020,[40-60],2,20
DryCreek,DryCreek43,prefire,2020,[>100],0,0
DryCreek,DryCreek43,prefire,2020,[60-80],0,0
DryCreek,DryCreek43,prefire,2020,[80-100],0,0
DryCreek,DryCreek46,prefire,2020,[<20],12,120
DryCreek,DryCreek46,prefire,2020,[20-40],8,80
DryCreek,DryCreek46,prefire,2020,[40-60],2,20
DryCreek,DryCreek46,prefire,2020,[>100],0,0
DryCreek,DryCreek46,prefire,2020,[60-80],0,0
DryCreek,DryCreek46,prefire,2020,[80-100],0,0
DryCreek,DryCreek48,prefire,2020,[<20],0,0
DryCreek,DryCreek48,prefire,2020,[20-40],1,10
DryCreek,DryCreek48,prefire,2020,[40-60],0,0
DryCreek,DryCreek48,prefire,2020,[>100],1,10
DryCreek,DryCreek48,prefire,2020,[60-80],0,0
DryCreek,DryCreek48,prefire,2020,[80-100],1,10
DryCreek,DryCreek50,prefire,2020,[<20],3,30
DryCreek,DryCreek50,prefire,2020,[20-40],2,20
DryCreek,DryCreek50,prefire,2020,[40-60],2,20
DryCreek,DryCreek50,prefire,2020,[>100],1,10
DryCreek,DryCreek50,prefire,2020,[60-80],0,0
DryCreek,DryCreek50,prefire,2020,[80-100],0,0
DryCreek,DryCreek52,prefire,2020,[<20],6,60
DryCreek,DryCreek52,prefire,2020,[20-40],0,0
DryCreek,DryCreek52,prefire,2020,[40-60],0,0
DryCreek,DryCreek52,prefire,2020,[>100],0,0
DryCreek,DryCreek52,prefire,2020,[60-80],0,0
DryCreek,DryCreek52,prefire,2020,[80-100],0,0
frenchmeadows,fm10-1,prefire,2019,[<20],6,60
frenchmeadows,fm10-1,prefire,2019,[20-40],6,60
frenchmeadows,fm10-1,prefire,2019,[40-60],2,20
frenchmeadows,fm10-1,prefire,2019,[>100],1,10
frenchmeadows,fm10-1,prefire,2019,[60-80],3,30
frenchmeadows,fm10-1,prefire,2019,[80-100],1,10
frenchmeadows,fm10-10,prefire,2019,[<20],18,180
frenchmeadows,fm10-10,prefire,2019,[20-40],8,80
frenchmeadows,fm10-10,prefire,2019,[40-60],3,30
frenchmeadows,fm10-10,prefire,2019,[>100],0,0
frenchmeadows,fm10-10,prefire,2019,[60-80],1,10
frenchmeadows,fm10-10,prefire,2019,[80-100],1,10
frenchmeadows,fm10-11,prefire,2019,[<20],17,170
frenchmeadows,fm10-11,prefire,2019,[20-40],4,40
frenchmeadows,fm10-11,prefire,2019,[40-60],0,0
frenchmeadows,fm10-11,prefire,2019,[>100],1,10
frenchmeadows,fm10-11,prefire,2019,[60-80],0,0
frenchmeadows,fm10-11,prefire,2019,[80-100],0,0
frenchmeadows,fm10-12,prefire,2019,[<20],8,80
frenchmeadows,fm10-12,prefire,2019,[20-40],9,90
frenchmeadows,fm10-12,prefire,2019,[40-60],2,20
frenchmeadows,fm10-12,prefire,2019,[>100],2,20
frenchmeadows,fm10-12,prefire,2019,[60-80],3,30
frenchmeadows,fm10-12,prefire,2019,[80-100],0,0
frenchmeadows,fm10-13,prefire,2019,[<20],3,30
frenchmeadows,fm10-13,prefire,2019,[20-40],6,60
frenchmeadows,fm10-13,prefire,2019,[40-60],1,10
frenchmeadows,fm10-13,prefire,2019,[>100],0,0
frenchmeadows,fm10-13,prefire,2019,[60-80],0,0
frenchmeadows,fm10-13,prefire,2019,[80-100],0,0
frenchmeadows,fm10-14,prefire,2019,[<20],13,130
frenchmeadows,fm10-14,prefire,2019,[20-40],12,120
frenchmeadows,fm10-14,prefire,2019,[40-60],3,30
frenchmeadows,fm10-14,prefire,2019,[>100],0,0
frenchmeadows,fm10-14,prefire,2019,[60-80],1,10
frenchmeadows,fm10-14,prefire,2019,[80-100],1,10
frenchmeadows,fm10-15,prefire,2019,[<20],27,270
frenchmeadows,fm10-15,prefire,2019,[20-40],7,70
frenchmeadows,fm10-15,prefire,2019,[40-60],3,30
frenchmeadows,fm10-15,prefire,2019,[>100],0,0
frenchmeadows,fm10-15,prefire,2019,[60-80],0,0
frenchmeadows,fm10-15,prefire,2019,[80-100],0,0
frenchmeadows,fm10-2,prefire,2019,[<20],29,290
frenchmeadows,fm10-2,prefire,2019,[20-40],11,110
frenchmeadows,fm10-2,prefire,2019,[40-60],6,60
frenchmeadows,fm10-2,prefire,2019,[>100],1,10
frenchmeadows,fm10-2,prefire,2019,[60-80],2,20
frenchmeadows,fm10-2,prefire,2019,[80-100],0,0
frenchmeadows,fm10-3,prefire,2019,[<20],26,260
frenchmeadows,fm10-3,prefire,2019,[20-40],3,30
frenchmeadows,fm10-3,prefire,2019,[40-60],1,10
frenchmeadows,fm10-3,prefire,2019,[>100],1,10
frenchmeadows,fm10-3,prefire,2019,[60-80],1,10
frenchmeadows,fm10-3,prefire,2019,[80-100],4,40
frenchmeadows,fm10-4,prefire,2019,[<20],6,60
frenchmeadows,fm10-4,prefire,2019,[20-40],7,70
frenchmeadows,fm10-4,prefire,2019,[40-60],0,0
frenchmeadows,fm10-4,prefire,2019,[>100],1,10
frenchmeadows,fm10-4,prefire,2019,[60-80],0,0
frenchmeadows,fm10-4,prefire,2019,[80-100],0,0
frenchmeadows,fm10-5,prefire,2019,[<20],12,120
frenchmeadows,fm10-5,prefire,2019,[20-40],6,60
frenchmeadows,fm10-5,prefire,2019,[40-60],2,20
frenchmeadows,fm10-5,prefire,2019,[>100],0,0
frenchmeadows,fm10-5,prefire,2019,[60-80],1,10
frenchmeadows,fm10-5,prefire,2019,[80-100],1,10
frenchmeadows,fm10-6,prefire,2019,[<20],11,110
frenchmeadows,fm10-6,prefire,2019,[20-40],10,100
frenchmeadows,fm10-6,prefire,2019,[40-60],1,10
frenchmeadows,fm10-6,prefire,2019,[>100],1,10
frenchmeadows,fm10-6,prefire,2019,[60-80],0,0
frenchmeadows,fm10-6,prefire,2019,[80-100],1,10
frenchmeadows,fm10-7,prefire,2019,[<20],7,70
frenchmeadows,fm10-7,prefire,2019,[20-40],7,70
frenchmeadows,fm10-7,prefire,2019,[40-60],6,60
frenchmeadows,fm10-7,prefire,2019,[>100],1,10
frenchmeadows,fm10-7,prefire,2019,[60-80],0,0
frenchmeadows,fm10-7,prefire,2019,[80-100],0,0
frenchmeadows,fm10-8,prefire,2019,[<20],20,200
frenchmeadows,fm10-8,prefire,2019,[20-40],1,10
frenchmeadows,fm10-8,prefire,2019,[40-60],0,0
frenchmeadows,fm10-8,prefire,2019,[>100],2,20
frenchmeadows,fm10-8,prefire,2019,[60-80],1,10
frenchmeadows,fm10-8,prefire,2019,[80-100],0,0
frenchmeadows,fm10-9,prefire,2019,[<20],7,70
frenchmeadows,fm10-9,prefire,2019,[20-40],7,70
frenchmeadows,fm10-9,prefire,2019,[40-60],1,10
frenchmeadows,fm10-9,prefire,2019,[>100],0,0
frenchmeadows,fm10-9,prefire,2019,[60-80],1,10
frenchmeadows,fm10-9,prefire,2019,[80-100],0,0
frenchmeadows,fm19-1,prefire,2019,[<20],6,60
frenchmeadows,fm19-1,prefire,2019,[20-40],6,60
frenchmeadows,fm19-1,prefire,2019,[40-60],3,30
frenchmeadows,fm19-1,prefire,2019,[>100],0,0
frenchmeadows,fm19-1,prefire,2019,[60-80],1,10
frenchmeadows,fm19-1,prefire,2019,[80-100],0,0
frenchmeadows,fm19-10,prefire,2019,[<20],5,50
frenchmeadows,fm19-10,prefire,2019,[20-40],9,90
frenchmeadows,fm19-10,prefire,2019,[40-60],7,70
frenchmeadows,fm19-10,prefire,2019,[>100],1,10
frenchmeadows,fm19-10,prefire,2019,[60-80],3,30
frenchmeadows,fm19-10,prefire,2019,[80-100],0,0
frenchmeadows,fm19-11,prefire,2019,[<20],7,70
frenchmeadows,fm19-11,prefire,2019,[20-40],4,40
frenchmeadows,fm19-11,prefire,2019,[40-60],0,0
frenchmeadows,fm19-11,prefire,2019,[>100],0,0
frenchmeadows,fm19-11,prefire,2019,[60-80],1,10
frenchmeadows,fm19-11,prefire,2019,[80-100],0,0
frenchmeadows,fm19-12,prefire,2019,[<20],13,130
frenchmeadows,fm19-12,prefire,2019,[20-40],5,50
frenchmeadows,fm19-12,prefire,2019,[40-60],6,60
frenchmeadows,fm19-12,prefire,2019,[>100],1,10
frenchmeadows,fm19-12,prefire,2019,[60-80],1,10
frenchmeadows,fm19-12,prefire,2019,[80-100],1,10
frenchmeadows,fm19-13,prefire,2019,[<20],5,50
frenchmeadows,fm19-13,prefire,2019,[20-40],2,20
frenchmeadows,fm19-13,prefire,2019,[40-60],3,30
frenchmeadows,fm19-13,prefire,2019,[>100],1,10
frenchmeadows,fm19-13,prefire,2019,[60-80],2,20
frenchmeadows,fm19-13,prefire,2019,[80-100],0,0
frenchmeadows,fm19-14,prefire,2019,[<20],2,20
frenchmeadows,fm19-14,prefire,2019,[20-40],1,10
frenchmeadows,fm19-14,prefire,2019,[40-60],0,0
frenchmeadows,fm19-14,prefire,2019,[>100],0,0
frenchmeadows,fm19-14,prefire,2019,[60-80],0,0
frenchmeadows,fm19-14,prefire,2019,[80-100],0,0
frenchmeadows,fm19-15,prefire,2019,[<20],11,110
frenchmeadows,fm19-15,prefire,2019,[20-40],12,120
frenchmeadows,fm19-15,prefire,2019,[40-60],8,80
frenchmeadows,fm19-15,prefire,2019,[>100],0,0
frenchmeadows,fm19-15,prefire,2019,[60-80],1,10
frenchmeadows,fm19-15,prefire,2019,[80-100],0,0
frenchmeadows,fm19-16,prefire,2019,[<20],13,130
frenchmeadows,fm19-16,prefire,2019,[20-40],10,100
frenchmeadows,fm19-16,prefire,2019,[40-60],7,70
frenchmeadows,fm19-16,prefire,2019,[>100],2,20
frenchmeadows,fm19-16,prefire,2019,[60-80],1,10
frenchmeadows,fm19-16,prefire,2019,[80-100],0,0
frenchmeadows,fm19-17,prefire,2019,[<20],3,30
frenchmeadows,fm19-17,prefire,2019,[20-40],15,150
frenchmeadows,fm19-17,prefire,2019,[40-60],6,60
frenchmeadows,fm19-17,prefire,2019,[>100],0,0
frenchmeadows,fm19-17,prefire,2019,[60-80],1,10
frenchmeadows,fm19-17,prefire,2019,[80-100],0,0
frenchmeadows,fm19-18,prefire,2019,[<20],10,100
frenchmeadows,fm19-18,prefire,2019,[20-40],10,100
frenchmeadows,fm19-18,prefire,2019,[40-60],2,20
frenchmeadows,fm19-18,prefire,2019,[>100],1,10
frenchmeadows,fm19-18,prefire,2019,[60-80],0,0
frenchmeadows,fm19-18,prefire,2019,[80-100],0,0
frenchmeadows,fm19-19,prefire,2019,[<20],6,60
frenchmeadows,fm19-19,prefire,2019,[20-40],4,40
frenchmeadows,fm19-19,prefire,2019,[40-60],1,10
frenchmeadows,fm19-19,prefire,2019,[>100],0,0
