site,plotid,pre_post_fire,year,status,BA_m2_acre_plot,n_trees_totalPlot
caples,26,postfire,2020,LIVE,4.02122288863167,10
caples,26,postfire,2020,M,0.845465414934085,2
caples,26,prefire,2013-2018,LIVE,4.3499120200135,12
caples,27,postfire,2020,DEAD,0.138795563435597,2
caples,27,postfire,2020,LIVE,0.169897330706136,2
caples,27,prefire,2013-2018,DEAD,13.3530882466711,2
caples,27,prefire,2013-2018,LIVE,0.113490034610931,2
caples,28,postfire,2020,DEAD,89.6171191601922,106
caples,28,prefire,2013-2018,DEAD,19.0778554596751,24
caples,28,prefire,2013-2018,LIVE,89.8402664863767,108
caples,29,postfire,2020,DEAD,11.8408983308289,26
caples,29,postfire,2020,LIVE,22.5088359205504,20
caples,29,prefire,2013-2018,LIVE,51.1422538431638,46
caples,3,postfire,2020,DEAD,10.792486030473,8
caples,3,postfire,2020,M,2.70530397382251,2
caples,3,prefire,2013-2018,DEAD,7.10353368884822,4
caples,3,prefire,2013-2018,LIVE,17.1481321722076,6
caples,3,prefire,2019,DEAD,9.48173503557896,4
caples,3,prefire,2019,LIVE,2.58923783323564,2
caples,30,postfire,2020,DEAD,0.118893573975106,2
caples,30,postfire,2020,LIVE,1.30944723394276,4
caples,30,prefire,2013-2018,LIVE,1.21193219797533,6
caples,32,postfire,2020,DEAD,5.67238115550539,20
caples,32,postfire,2020,LIVE,94.3779986231851,50
caples,32,prefire,2013-2018,DEAD,6.03547072644403,8
caples,32,prefire,2013-2018,LIVE,77.6059936314285,68
caples,33,postfire,2020,DEAD,8.99730144839542,42
caples,33,postfire,2020,LIVE,41.3666385228048,40
caples,33,postfire,2020,M,11.8416391953457,34
caples,33,prefire,2013-2018,DEAD,21.0579384773797,24
caples,33,prefire,2013-2018,LIVE,56.9666095432866,106
caples,34,postfire,2020,DEAD,2.23242530421974,8
caples,34,postfire,2020,LIVE,3.14921101577475,4
caples,34,postfire,2020,M,3.47376895281711,6
caples,34,prefire,2013-2018,DEAD,1.07412623622562,6
caples,34,prefire,2013-2018,LIVE,7.5071340970549,12
caples,35,postfire,2020,DEAD,10.8533072642465,22
caples,35,postfire,2020,M,2.02913898699038,8
caples,35,prefire,2013-2018,LIVE,12.634715962538,30
caples,36,postfire,2020,DEAD,0.615202381389221,6
caples,36,postfire,2020,M,7.39210468204371,2
caples,36,prefire,2013-2018,LIVE,7.46112547264308,6
caples,37,postfire,2020,DEAD,37.4136824425356,66
caples,37,postfire,2020,M,2.11568986459678,2
caples,37,prefire,2013-2018,DEAD,8.31168026767598,18
caples,37,prefire,2013-2018,LIVE,34.5199457413508,66
caples,38,prefire,2013-2018,LIVE,16.4067163059604,2
caples,39,prefire,2013-2018,LIVE,57.1642785530505,14
caples,4,postfire,2020,DEAD,66.2593463648256,54
caples,4,prefire,2013-2018,DEAD,17.7392542459071,6
caples,4,prefire,2013-2018,LIVE,51.3065905548731,52
caples,40,postfire,2020,DEAD,0.540888007168555,4
caples,40,postfire,2020,LIVE,97.0067419840396,24
caples,40,prefire,2013-2018,DEAD,0.269187366522842,4
caples,40,prefire,2013-2018,LIVE,100.78973790175,26
caples,41,prefire,2013-2018,LIVE,8.07880971222864,6
caples,42,prefire,2013-2018,LIVE,32.1905333285303,18
caples,43,prefire,2013-2018,LIVE,2.42607921877145,2
caples,44,prefire,2013-2018,LIVE,77.1638144654358,34
caples,45,prefire,2013-2018,DEAD,1.67313370748558,6
caples,45,prefire,2013-2018,LIVE,34.7503815624916,24
caples,46,prefire,2013-2018,DEAD,12.9958106221416,8
caples,46,prefire,2013-2018,LIVE,25.1175202123117,22
caples,47,prefire,2013-2018,DEAD,2.38918121305504,2
caples,47,prefire,2013-2018,LIVE,12.5178330078612,18
caples,48,prefire,2013-2018,LIVE,7.16001952475977,4
caples,49,prefire,2013-2018,DEAD,4.85605401243335,8
caples,49,prefire,2013-2018,LIVE,26.1917092803904,44
caples,5,postfire,2020,DEAD,22.551671536382,30
caples,5,postfire,2020,LIVE,31.9391902082799,14
caples,5,postfire,2020,M,9.8803088955399,18
caples,5,prefire,2013-2018,DEAD,8.66576917566209,28
caples,5,prefire,2013-2018,LIVE,58.9705215412687,52
caples,50,prefire,2013-2018,DEAD,2.12723521759872,2
caples,50,prefire,2013-2018,LIVE,16.1978318104232,6
caples,51,prefire,2013-2018,LIVE,8.08281524286196,6
caples,52,prefire,2013-2018,DEAD,24.548310747371,10
caples,52,prefire,2013-2018,LIVE,69.5668308184882,62
caples,53,prefire,2013-2018,DEAD,3.39645435761227,2
caples,53,prefire,2013-2018,LIVE,18.8540955229232,14
caples,54,prefire,2013-2018,DEAD,0.653702599358964,2
caples,54,prefire,2013-2018,LIVE,66.2899322825824,44
caples,55,prefire,2013-2018,LIVE,30.0917138164833,16
caples,56,prefire,2013-2018,DEAD,38.9060803246602,10
caples,56,prefire,2013-2018,LIVE,26.2983035191267,52
caples,57,prefire,2013-2018,DEAD,4.87287724109333,6
caples,57,prefire,2013-2018,LIVE,41.1268093396297,66
caples,58,prefire,2013-2018,DEAD,31.0196146226476,6
caples,58,prefire,2013-2018,LIVE,35.5246584878954,8
caples,59,prefire,2013-2018,DEAD,0.330259927708627,2
caples,59,prefire,2013-2018,LIVE,32.9369914509865,68
caples,6,postfire,2020,DEAD,20.7565340781943,10
caples,6,postfire,2020,LIVE,24.2228731643857,14
caples,6,postfire,2020,M,17.6444881035115,16
caples,6,prefire,2013-2018,DEAD,8.04789644051731,6
caples,6,prefire,2013-2018,LIVE,35.2544501037601,36
caples,60,prefire,2013-2018,LIVE,3.8023324204928,2
caples,65,postfire,2020,DEAD,33.4956608725744,16
caples,65,postfire,2020,LIVE,37.7644412623089,10
caples,65,postfire,2020,M,14.055501240124,12
caples,65,prefire,2013-2018,DEAD,36.2748551056093,16
caples,65,prefire,2013-2018,LIVE,74.4023073990405,30
caples,7,postfire,2020,DEAD,6.17781628957819,24
caples,7,postfire,2020,LIVE,33.6817845293363,10
caples,7,postfire,2020,M,13.5031307118066,18
caples,7,prefire,2013-2018,DEAD,11.7021027673934,10
caples,7,prefire,2013-2018,LIVE,48.483476856541,40
caples,75,postfire,2020,LIVE,30.6254232844384,12
caples,75,prefire,2013-2018,LIVE,29.5075974944014,12
caples,76,postfire,2020,DEAD,8.86882601682686,14
caples,76,postfire,2020,LIVE,96.5354755970654,92
caples,76,prefire,2013-2018,DEAD,8.89596937735388,12
caples,76,prefire,2013-2018,LIVE,92.8758618038344,86
caples,77,postfire,2020,DEAD,19.2490565513325,6
caples,77,postfire,2020,LIVE,69.0860571867461,30
caples,77,prefire,2013-2018,DEAD,14.6038976537346,4
caples,77,prefire,2013-2018,LIVE,57.7249585939367,24
caples,8,postfire,2020,DEAD,10.8982948710459,16
caples,8,postfire,2020,LIVE,69.6461560329913,24
caples,8,postfire,2020,M,13.9122603230836,10
caples,8,prefire,2013-2018,DEAD,1.22649347992472,8
caples,8,prefire,2013-2018,LIVE,82.4834418898328,42
caples,82,postfire,2020,LIVE,19.6943458940523,20
caples,82,prefire,2013-2018,LIVE,18.6979897839663,20
caples,83,prefire,2013-2018,DEAD,0.207737814218625,2
caples,83,prefire,2013-2018,LIVE,10.1906511258248,26
caples,84,prefire,2013-2018,DEAD,3.13793269814836,14
caples,84,prefire,2013-2018,LIVE,38.2193910024385,30
caples,85,prefire,2013-2018,LIVE,6.07470921868737,6
caples,9,postfire,2020,DEAD,0.809415639234142,2
caples,9,prefire,2013-2018,LIVE,0.537605042845553,2
caples,92,prefire,2013-2018,DEAD,4.12492686212667,6
caples,92,prefire,2013-2018,LIVE,56.3192686690512,52
caples,93,prefire,2013-2018,DEAD,1.41811492383043,4
caples,93,prefire,2013-2018,LIVE,44.2666269933703,40
caples,94,prefire,2013-2018,DEAD,8.72068421524683,8
caples,94,prefire,2013-2018,LIVE,93.5200139615264,32
caples,95,prefire,2013-2018,LIVE,35.8384564700992,16
caples,98,prefire,2013-2018,LIVE,6.91938923545806,12
caples,99,postfire,2020,DEAD,4.83626197871574,6
caples,99,postfire,2020,LIVE,4.57475580623092,8
caples,99,postfire,2020,M,6.86979919542114,8
caples,99,prefire,2013-2018,LIVE,16.0351601428203,22
downieville,RedAnt28,prefire,2020,DEAD,0.075429639612691,1
downieville,RedAnt28,prefire,2020,LIVE,17.9710193534394,27
downieville,RedAnt29,prefire,2020,LIVE,14.9946568019698,9
downieville,RedAnt30a,prefire,2020,LIVE,18.7962686196477,18
downieville,RedAnt38,prefire,2020,DEAD,0.128679635091038,1
downieville,RedAnt38,prefire,2020,LIVE,11.7788950728195,18
downieville,RedAnt39,prefire,2020,DEAD,1.41850958640754,2
downieville,RedAnt39,prefire,2020,LIVE,46.9354256605581,13
downieville,RedAnt40,prefire,2020,DEAD,0.422732707467043,1
downieville,RedAnt40,prefire,2020,LIVE,50.2460909767824,11
downieville,RedAnt41,prefire,2020,DEAD,3.95302676610387,8
downieville,RedAnt41,prefire,2020,LIVE,17.6144780396881,14
downieville,RedAnt42,prefire,2020,DEAD,8.15176534762663,10
downieville,RedAnt42,prefire,2020,LIVE,49.9257741898224,13
downieville,RedAnt43,prefire,2020,DEAD,2.64185165620163,4
downieville,RedAnt43,prefire,2020,LIVE,32.3376776744428,12
downieville,RedAnt44,prefire,2020,DEAD,6.15169394666359,5
downieville,RedAnt44,prefire,2020,LIVE,27.6815153485757,19
downieville,RedAnt45,prefire,2020,DEAD,0.0608212337734984,1
downieville,RedAnt45,prefire,2020,LIVE,21.5339368882884,20
downieville,RedAnt46,prefire,2020,DEAD,1.6505063863981,3
downieville,RedAnt46,prefire,2020,LIVE,8.49272239832073,8
downieville,RedAnt49,prefire,2020,DEAD,2.59663039344861,4
downieville,RedAnt49,prefire,2020,LIVE,25.6739041252441,12
downieville,RedAnt50,prefire,2020,DEAD,0.736389318001447,2
downieville,RedAnt50,prefire,2020,LIVE,15.8731560636564,18
downieville,RedAnt51,prefire,2020,DEAD,8.61796198945608,2
downieville,RedAnt51,prefire,2020,LIVE,30.4713360187615,14
downieville,RedAnt52,prefire,2020,DEAD,1.34880353591061,8
downieville,RedAnt52,prefire,2020,LIVE,34.9722722516146,44
downieville,RedAnt54,prefire,2020,DEAD,1.17525410374467,5
downieville,RedAnt54,prefire,2020,LIVE,7.67623817561601,18
downieville,RedAnt55,prefire,2020,DEAD,3.45073322468466,3
downieville,RedAnt55,prefire,2020,LIVE,27.8888054858412,13
downieville,RedAnt56,prefire,2020,DEAD,6.63733704701877,2
downieville,RedAnt56,prefire,2020,LIVE,33.925611389163,8
downieville,RedAnt57,prefire,2020,DEAD,7.03094719058703,5
downieville,RedAnt57,prefire,2020,LIVE,23.154048365763,17
downieville,RedAnt59,prefire,2020,DEAD,16.4753286895148,6
downieville,RedAnt59,prefire,2020,LIVE,11.5346087550672,9
downieville,RedAnt62,prefire,2020,LIVE,28.0460147092177,6
DryCreek,DryCreek21,prefire,2020,LIVE,26.1752257364361,8
DryCreek,DryCreek22,prefire,2020,DEAD,0.394081382466304,1
DryCreek,DryCreek22,prefire,2020,LIVE,12.873376865945,12
DryCreek,DryCreek23,prefire,2020,DEAD,0.602628156793228,1
DryCreek,DryCreek23,prefire,2020,LIVE,20.0459450898605,5
DryCreek,DryCreek24,prefire,2020,LIVE,4.20914510718777,2
DryCreek,DryCreek25,prefire,2020,LIVE,28.5254885069994,4
DryCreek,DryCreek26,prefire,2020,LIVE,13.4920801596476,8
DryCreek,DryCreek27,prefire,2020,LIVE,27.2260236837134,7
DryCreek,DryCreek28,prefire,2020,LIVE,15.5989814187959,7
DryCreek,DryCreek29,prefire,2020,LIVE,16.9762026237537,11
DryCreek,DryCreek30,prefire,2020,LIVE,12.6991343198999,7
DryCreek,DryCreek31,prefire,2020,LIVE,33.2920778146401,11
DryCreek,DryCreek32,prefire,2020,DEAD,13.1200056337197,18
DryCreek,DryCreek32,prefire,2020,LIVE,3.80310211069293,2
DryCreek,DryCreek33,prefire,2020,DEAD,8.78479626732497,5
DryCreek,DryCreek34,prefire,2020,LIVE,15.9354616999587,7
DryCreek,DryCreek35,prefire,2020,DEAD,1.29047986829671,2
DryCreek,DryCreek35,prefire,2020,LIVE,18.4908959962417,11
DryCreek,DryCreek36,prefire,2020,DEAD,0.555716324493499,1
DryCreek,DryCreek36,prefire,2020,LIVE,19.6856750983284,5
DryCreek,DryCreek37,prefire,2020,DEAD,11.8487523124629,5
DryCreek,DryCreek37,prefire,2020,LIVE,5.54434554690834,2
DryCreek,DryCreek38,prefire,2020,DEAD,13.2343831682552,8
DryCreek,DryCreek39,prefire,2020,DEAD,13.7120800026922,18
DryCreek,DryCreek39,prefire,2020,LIVE,3.10191433837495,2
DryCreek,DryCreek40,prefire,2020,DEAD,16.0796765107217,5
DryCreek,DryCreek41,prefire,2020,DEAD,6.26582997126391,17
DryCreek,DryCreek43,prefire,2020,LIVE,4.80216784444265,4
DryCreek,DryCreek46,prefire,2020,DEAD,0.439233922880023,2
DryCreek,DryCreek46,prefire,2020,LIVE,11.9044154437983,22
DryCreek,DryCreek48,prefire,2020,LIVE,18.7273322593509,3
DryCreek,DryCreek50,prefire,2020,LIVE,16.182021745394,8
DryCreek,DryCreek52,prefire,2020,LIVE,0.813193404400084,6
frenchmeadows,fm10-1,prefire,2019,DEAD,11.2995626467073,5
frenchmeadows,fm10-1,prefire,2019,LIVE,34.4076180960217,19
frenchmeadows,fm10-10,prefire,2019,DEAD,0.457274518693262,3
frenchmeadows,fm10-10,prefire,2019,LIVE,23.2295722531553,31
frenchmeadows,fm10-11,prefire,2019,DEAD,6.4749009988649,3
frenchmeadows,fm10-11,prefire,2019,LIVE,17.0266703462382,22
frenchmeadows,fm10-12,prefire,2019,DEAD,2.12399937716552,2
frenchmeadows,fm10-12,prefire,2019,LIVE,41.1425565728059,24
frenchmeadows,fm10-13,prefire,2019,LIVE,7.10953405227676,10
frenchmeadows,fm10-14,prefire,2019,DEAD,5.16074137594176,5
frenchmeadows,fm10-14,prefire,2019,LIVE,23.7889642410535,30
frenchmeadows,fm10-15,prefire,2019,DEAD,5.25706260670082,3
frenchmeadows,fm10-15,prefire,2019,LIVE,12.7067153756721,37
frenchmeadows,fm10-2,prefire,2019,DEAD,1.93283542768999,10
frenchmeadows,fm10-2,prefire,2019,LIVE,39.7437781517583,49
frenchmeadows,fm10-3,prefire,2019,LIVE,44.1648236834307,36
frenchmeadows,fm10-4,prefire,2019,DEAD,4.62980632699886,3
frenchmeadows,fm10-4,prefire,2019,LIVE,26.7159959338801,14
frenchmeadows,fm10-5,prefire,2019,DEAD,1.43140386075512,4
frenchmeadows,fm10-5,prefire,2019,LIVE,20.0985589128265,22
frenchmeadows,fm10-6,prefire,2019,DEAD,26.0520910123786,8
frenchmeadows,fm10-6,prefire,2019,LIVE,24.9246656932895,24
frenchmeadows,fm10-7,prefire,2019,DEAD,0.470492769783241,2
frenchmeadows,fm10-7,prefire,2019,LIVE,28.265560984823,21
frenchmeadows,fm10-8,prefire,2019,LIVE,29.1206239653138,24
frenchmeadows,fm10-9,prefire,2019,DEAD,6.0383766996486,3
frenchmeadows,fm10-9,prefire,2019,LIVE,9.86622670647018,16
frenchmeadows,fm19-1,prefire,2019,DEAD,5.82957074392776,2
frenchmeadows,fm19-1,prefire,2019,LIVE,13.2624611525967,16
frenchmeadows,fm19-10,prefire,2019,DEAD,29.8902670415535,7
frenchmeadows,fm19-10,prefire,2019,LIVE,37.2626189597878,25
frenchmeadows,fm19-11,prefire,2019,DEAD,4.65569894095066,4
frenchmeadows,fm19-11,prefire,2019,LIVE,7.50590887592,12
frenchmeadows,fm19-12,prefire,2019,DEAD,2.55475885386249,5
frenchmeadows,fm19-12,prefire,2019,LIVE,39.1663062981387,27
frenchmeadows,fm19-13,prefire,2019,DEAD,2.36719791846154,1
frenchmeadows,fm19-13,prefire,2019,LIVE,25.5607851912654,13
frenchmeadows,fm19-14,prefire,2019,DEAD,0.196066797510539,1
frenchmeadows,fm19-14,prefire,2019,LIVE,0.790526813404434,3
frenchmeadows,fm19-15,prefire,2019,DEAD,18.8210381142258,16
frenchmeadows,fm19-15,prefire,2019,LIVE,28.2527040168882,32
frenchmeadows,fm19-16,prefire,2019,DEAD,11.0169449715903,2
frenchmeadows,fm19-16,prefire,2019,LIVE,61.3006722283627,33
frenchmeadows,fm19-17,prefire,2019,LIVE,27.7431769583841,25
frenchmeadows,fm19-18,prefire,2019,DEAD,5.61256523138104,9
frenchmeadows,fm19-18,prefire,2019,LIVE,32.7737621506876,23
frenchmeadows,fm19-19,prefire,2019,DEAD,0.994290512916267,4
frenchmeadows,fm19-19,prefire,2019,LIVE,19.9976745187381,14
frenchmeadows,fm19-2 ,prefire,2019,DEAD,9.09315144025644,1
frenchmeadows,fm19-2 ,prefire,2019,LIVE,1.53438526793979,1
frenchmeadows,fm19-2,prefire,2019,LIVE,22.3276288562913,23
frenchmeadows,fm19-20,prefire,2019,DEAD,9.85343257038844,9
frenchmeadows,fm19-20,prefire,2019,LIVE,23.7414947760577,20
frenchmeadows,fm19-21,prefire,2019,DEAD,0.844994176036047,2
frenchmeadows,fm19-21,prefire,2019,LIVE,18.0262465887941,13
frenchmeadows,fm19-3,prefire,2019,DEAD,6.06310888781399,3
frenchmeadows,fm19-3,prefire,2019,LIVE,19.7167375956908,16
frenchmeadows,fm19-4,prefire,2019,DEAD,1.4365089488172,7
frenchmeadows,fm19-4,prefire,2019,LIVE,49.6787900293788,37
frenchmeadows,fm19-5,prefire,2019,DEAD,0.216871994858937,2
frenchmeadows,fm19-5,prefire,2019,LIVE,47.0706025019558,37
frenchmeadows,fm19-6,prefire,2019,DEAD,3.97990309125533,3
frenchmeadows,fm19-6,prefire,2019,LIVE,6.53016161364155,5
frenchmeadows,fm19-7,prefire,2019,DEAD,7.97948040650376,4
frenchmeadows,fm19-7,prefire,2019,LIVE,8.98292080802361,8
frenchmeadows,fm19-8,prefire,2019,DEAD,3.77717611731918,3
frenchmeadows,fm19-8,prefire,2019,LIVE,30.9495649604542,30
frenchmeadows,fm19-9,prefire,2019,LIVE,9.00491195659874,12
frenchmeadows,FM37,prefire,2020,DEAD,2.55538717239321,3
frenchmeadows,FM37,prefire,2020,LIVE,7.69234669194729,5
frenchmeadows,FM38,prefire,2020,DEAD,0.232352192659501,1
frenchmeadows,FM38,prefire,2020,LIVE,18.1387705836641,10
frenchmeadows,FM39,prefire,2020,DEAD,4.80289826473461,1
frenchmeadows,FM39,prefire,2020,LIVE,8.85550959096646,8
frenchmeadows,FM40,prefire,2020,DEAD,0.606987116600084,1
frenchmeadows,FM40,prefire,2020,LIVE,12.6200231263963,14
frenchmeadows,FM41,prefire,2020,DEAD,3.17531765072608,9
frenchmeadows,FM41,prefire,2020,LIVE,50.0325883400445,25
frenchmeadows,FM42,prefire,2020,DEAD,11.9990775209372,2
frenchmeadows,FM42,prefire,2020,LIVE,18.5778003030216,17
frenchmeadows,FM43,prefire,2020,DEAD,3.13638546376647,6
frenchmeadows,FM43,prefire,2020,LIVE,57.5943233174187,13
frenchmeadows,FM44,prefire,2020,DEAD,16.6191272392513,14
frenchmeadows,FM44,prefire,2020,LIVE,26.7803494958935,14
frenchmeadows,FM45,prefire,2020,DEAD,9.4745093724757,6
frenchmeadows,FM45,prefire,2020,LIVE,13.7869029222237,12
frenchmeadows,FM46,prefire,2020,DEAD,4.56167892681035,3
frenchmeadows,FM46,prefire,2020,LIVE,19.197675803483,27
frenchmeadows,FM47,prefire,2020,DEAD,17.2635778482454,12
frenchmeadows,FM47,prefire,2020,LIVE,25.8846775033643,25
frenchmeadows,FM48,prefire,2020,DEAD,6.34834193881504,3
frenchmeadows,FM48,prefire,2020,LIVE,20.1610608986696,10
frenchmeadows,FM49,prefire,2020,DEAD,1.70234266518234,2
frenchmeadows,FM49,prefire,2020,LIVE,10.4822930258391,14
frenchmeadows,FM50,prefire,2020,DEAD,7.13087339891609,9
frenchmeadows,FM50,prefire,2020,LIVE,12.6924898514375,16
frenchmeadows,FM51,prefire,2020,DEAD,3.67572623655313,4
frenchmeadows,FM51,prefire,2020,LIVE,16.3542281467006,16
frenchmeadows,FM52,prefire,2020,DEAD,0.947959875257452,2
frenchmeadows,FM52,prefire,2020,LIVE,1.46294545099716,4
frenchmeadows,FM53,prefire,2020,LIVE,25.5631786921683,23
frenchmeadows,FM54,prefire,2020,DEAD,5.61478790818346,2
frenchmeadows,FM54,prefire,2020,LIVE,12.0569849275245,16
frenchmeadows,FM55,prefire,2020,DEAD,2.53950642152931,4
frenchmeadows,FM55,prefire,2020,LIVE,22.7781960746691,16
frenchmeadows,FM56,prefire,2020,DEAD,1.57632552986521,1
frenchmeadows,FM56,prefire,2020,LIVE,17.6749379903064,26
frenchmeadows,FM57,prefire,2020,DEAD,18.8815314442661,5
frenchmeadows,FM57,prefire,2020,LIVE,30.5116505064887,20
frenchmeadows,FM62,prefire,2020,DEAD,0.606555147610215,2
frenchmeadows,FM62,prefire,2020,LIVE,16.4923011438258,20
frenchmeadows,FM63,prefire,2020,DEAD,3.53666363774198,5
frenchmeadows,FM63,prefire,2020,LIVE,31.7991929856543,39
frenchmeadows,FM64,prefire,2020,DEAD,3.1045611301856,7
frenchmeadows,FM64,prefire,2020,LIVE,16.6178548942265,25
frenchmeadows,FM69,prefire,2020,LIVE,1.79142252487487,6
Independence,Indy01,prefire,2020,DEAD,1.20550175051252,9
Independence,Indy01,prefire,2020,LIVE,28.5241081697272,86
Independence,Indy03,prefire,2020,LIVE,9.78965038553893,5
Independence,Indy05,prefire,2020,LIVE,6.42879027269184,11
Independence,Indy06,prefire,2020,LIVE,13.9140510308961,23
Independence,Indy07,prefire,2020,DEAD,0.243284935093994,1
Independence,Indy07,prefire,2020,LIVE,11.5035462577048,20
Independence,Indy08,prefire,2020,LIVE,15.9862376912223,57
Independence,Indy09,prefire,2020,DEAD,2.20618344098343,1
Independence,Indy09,prefire,2020,LIVE,33.0299590315879,38
Independence,Indy10,prefire,2020,LIVE,11.2336834487615,18
Independence,Indy11,prefire,2020,LIVE,9.98148388694876,5
Independence,Indy12,prefire,2020,LIVE,3.8399451385379,13
Independence,Indy13,prefire,2020,DEAD,1.35265198691126,1
Independence,Indy13,prefire,2020,LIVE,19.4523254500014,8
Independence,Indy14,prefire,2020,LIVE,11.0359830230711,19
Independence,Indy16,prefire,2020,DEAD,0.55949408965944,2
Independence,Indy16,prefire,2020,LIVE,7.52364316644952,10
Independence,Indy17,prefire,2020,DEAD,2.51484491919863,2
Independence,Indy17,prefire,2020,LIVE,11.7886222290732,12
Independence,Indy18,prefire,2020,DEAD,1.92117815544977,4
Independence,Indy18,prefire,2020,LIVE,4.94116172091451,15
Independence,Indy19,prefire,2020,LIVE,14.2053237937737,11
Independence,Indy20,prefire,2020,LIVE,0.488030710771907,3
Independence,Indy21,prefire,2020,LIVE,9.19967499315804,8
Independence,Indy22,prefire,2020,DEAD,0.88084760219514,2
Independence,Indy22,prefire,2020,LIVE,22.4782800050034,17
Independence,Indy23,prefire,2020,DEAD,0.448627284914256,1
Independence,Indy23,prefire,2020,LIVE,6.60186453896892,14
Independence,Indy24,prefire,2020,DEAD,1.12764326707952,3
Independence,Indy24,prefire,2020,LIVE,10.8426886810773,19
Independence,Indy25,prefire,2020,LIVE,14.3815848130988,11
Independence,Indy26,prefire,2020,DEAD,3.74052158503342,3
Independence,Indy26,prefire,2020,LIVE,16.5129021376517,31
Independence,Indy27,prefire,2020,LIVE,13.2849019416204,22
Independence,Indy28,prefire,2020,DEAD,3.11550172660173,5
Independence,Indy28,prefire,2020,LIVE,14.5691045150961,15
Independence,Indy29,prefire,2020,LIVE,6.67600219860282,6
Independence,Indy30,prefire,2020,LIVE,2.55482953969719,9
Independence,Indy31,prefire,2020,DEAD,7.12989950519347,6
Independence,Indy31,prefire,2020,LIVE,14.2901467954206,13
Independence,Indy32,prefire,2020,DEAD,0.574677799653321,1
Independence,Indy32,prefire,2020,LIVE,13.4374419729154,28
Independence,Indy33,prefire,2020,DEAD,2.36943826672263,2
Independence,Indy33,prefire,2020,LIVE,11.2112780026552,11
Independence,Indy34,prefire,2020,LIVE,7.95713779225051,7
Independence,Indy35,prefire,2020,LIVE,3.34348906896815,11
Independence,Indy36,prefire,2020,DEAD,5.4503412407313,6
Independence,Indy36,prefire,2020,LIVE,23.8084421155057,33
Independence,Indy37,prefire,2020,DEAD,0.0801184666481737,1
Independence,Indy37,prefire,2020,LIVE,26.9445841058416,27
Independence,Indy38,prefire,2020,LIVE,9.72698346608145,14
Independence,Indy39,prefire,2020,LIVE,5.58671581432822,27
Independence,Indy40,prefire,2020,LIVE,14.0628368589701,9
LoneBobcatWoods,lbw1,prefire,2020,LIVE,28.2042449502065,17
LoneBobcatWoods,lbw2,prefire,2020,DEAD,0.559902496704407,1
LoneBobcatWoods,lbw2,prefire,2020,LIVE,20.3622956160953,18
LoneBobcatWoods,lbw5,prefire,2020,LIVE,10.3727162375773,8
LoneBobcatWoods,lbw6,prefire,2020,LIVE,12.7634898454087,26
LoneBobcatWoods,lbw7,prefire,2020,LIVE,17.6280811358781,19
LoneBobcatWoods,lpw3,prefire,2020,DEAD,0.539128715282544,1
LoneBobcatWoods,lpw3,prefire,2020,LIVE,43.624281251454,25
LoneBobcatWoods,lpw4,prefire,2020,LIVE,14.6038583838265,9
Modoc,Modoc01,prefire,2020,DEAD,1.39846426178223,2
Modoc,Modoc01,prefire,2020,LIVE,14.6754788423467,7
Modoc,Modoc02,prefire,2020,DEAD,0.235368121606947,2
Modoc,Modoc02,prefire,2020,LIVE,24.5781087536903,40
Modoc,Modoc03,prefire,2020,DEAD,3.44196032719951,1
Modoc,Modoc03,prefire,2020,LIVE,12.4518674161175,10
Modoc,Modoc04,prefire,2020,DEAD,4.28657751211713,3
Modoc,Modoc04,prefire,2020,LIVE,12.4703321269389,9
Modoc,Modoc05,prefire,2020,DEAD,6.18999781509248,6
Modoc,Modoc05,prefire,2020,LIVE,21.1576761901495,31
Modoc,Modoc06,prefire,2020,LIVE,21.259267442585,7
Modoc,Modoc07,prefire,2020,LIVE,11.6557721297345,10
Modoc,Modoc08,prefire,2020,LIVE,7.95808616053281,7
Modoc,Modoc09,prefire,2020,DEAD,1.16415642769587,1
Modoc,Modoc09,prefire,2020,LIVE,13.7618094509032,8
Modoc,Modoc10,prefire,2020,DEAD,9.10549004540341,9
Modoc,Modoc10,prefire,2020,LIVE,2.29264007081022,2
Modoc,Modoc11,prefire,2020,DEAD,0.0636172512351933,1
Modoc,Modoc11,prefire,2020,LIVE,15.0942295811253,6
Modoc,Modoc12,prefire,2020,DEAD,0.136847775990371,1
Modoc,Modoc12,prefire,2020,LIVE,9.63191101840219,7
Modoc,Modoc13,prefire,2020,DEAD,0.0477836242611008,1
Modoc,Modoc13,prefire,2020,LIVE,14.9068414333203,11
Modoc,Modoc14,prefire,2020,DEAD,0.147411381288067,1
Modoc,Modoc14,prefire,2020,LIVE,14.0805004636649,8
Modoc,Modoc15,prefire,2020,LIVE,8.03446613192321,4
Modoc,Modoc16,prefire,2020,LIVE,6.40471781898371,3
Modoc,Modoc17,prefire,2020,LIVE,21.0189827284752,5
Modoc,Modoc18,prefire,2020,DEAD,2.66005718562918,2
Modoc,Modoc18,prefire,2020,LIVE,21.2206494148908,7
Modoc,Modoc19,prefire,2020,LIVE,13.634268643149,13
Modoc,Modoc20,prefire,2020,DEAD,0.320473866592695,1
Modoc,Modoc20,prefire,2020,LIVE,8.82855865298948,7
Modoc,Modoc21,prefire,2020,DEAD,0.749906020393518,1
Modoc,Modoc21,prefire,2020,LIVE,7.92047344248771,6
Modoc,Modoc22,prefire,2020,LIVE,2.54381040346473,3
Modoc,Modoc23,prefire,2020,LIVE,21.5997532543811,5
