site,plotid,pre_post_fire,postTime,fuelType,mass_tonAcre
downieville,RedAnt35,prefire,NA,mass_10hr,0.486748602439024
downieville,RedAnt35,prefire,NA,mass_100hr,0.276698414634146
downieville,RedAnt35,prefire,NA,total_fine,0.763447017073171
downieville,RedAnt35,prefire,NA,total_cwd,0
downieville,RedAnt35,prefire,NA,total_fuel,0.763447017073171
downieville,RedAnt35,prefire,NA,litter_depth_cm,2.8625
downieville,RedAnt35,prefire,NA,duff_depth_cm,0.4625
downieville,RedAnt35,prefire,NA,fuel_depth_cm,3.0625
downieville,RedAnt36,prefire,NA,mass_1hr,0.108995114634146
downieville,RedAnt36,prefire,NA,mass_10hr,1.39071029268293
downieville,RedAnt36,prefire,NA,mass_100hr,1.38349207317073
downieville,RedAnt36,prefire,NA,total_fine,2.8831974804878
downieville,RedAnt36,prefire,NA,total_cwd,1.24615583854954
downieville,RedAnt36,prefire,NA,total_fuel,4.12935331903734
downieville,RedAnt36,prefire,NA,litter_depth_cm,6.55
downieville,RedAnt36,prefire,NA,duff_depth_cm,2.8625
downieville,RedAnt36,prefire,NA,fuel_depth_cm,55.9375
downieville,RedAnt37,prefire,NA,mass_1hr,0.30518632097561
downieville,RedAnt37,prefire,NA,mass_10hr,1.39071029268293
downieville,RedAnt37,prefire,NA,mass_100hr,1.93688890243902
downieville,RedAnt37,prefire,NA,total_fine,3.63278551609756
downieville,RedAnt37,prefire,NA,total_cwd,10.7178285843406
downieville,RedAnt37,prefire,NA,total_fuel,14.3506141004382
downieville,RedAnt37,prefire,NA,litter_depth_cm,5.625
downieville,RedAnt37,prefire,NA,duff_depth_cm,6.425
downieville,RedAnt37,prefire,NA,fuel_depth_cm,17.55
downieville,RedAnt38,prefire,NA,mass_1hr,0.0835629212195122
downieville,RedAnt38,prefire,NA,mass_10hr,1.25163926341463
downieville,RedAnt38,prefire,NA,mass_100hr,0.553396829268293
downieville,RedAnt38,prefire,NA,total_fine,1.88859901390244
downieville,RedAnt38,prefire,NA,total_cwd,0
downieville,RedAnt38,prefire,NA,total_fuel,1.88859901390244
downieville,RedAnt38,prefire,NA,litter_depth_cm,2.125
downieville,RedAnt38,prefire,NA,duff_depth_cm,1.09375
downieville,RedAnt38,prefire,NA,fuel_depth_cm,7.16875
downieville,RedAnt39,prefire,NA,mass_1hr,0.421447776585366
downieville,RedAnt39,prefire,NA,mass_10hr,0.903961690243902
downieville,RedAnt39,prefire,NA,mass_100hr,3.5970793902439
downieville,RedAnt39,prefire,NA,total_fine,4.92248885707317
downieville,RedAnt39,prefire,NA,total_cwd,3.58870672181902
downieville,RedAnt39,prefire,NA,total_fuel,8.51119557889219
downieville,RedAnt39,prefire,NA,litter_depth_cm,4.84375
downieville,RedAnt39,prefire,NA,duff_depth_cm,4.9375
downieville,RedAnt39,prefire,NA,fuel_depth_cm,30.15
downieville,RedAnt40,prefire,NA,mass_1hr,0.475945333902439
downieville,RedAnt40,prefire,NA,mass_10hr,2.99002712926829
downieville,RedAnt40,prefire,NA,mass_100hr,4.70387304878049
downieville,RedAnt40,prefire,NA,total_fine,8.16984551195122
downieville,RedAnt40,prefire,NA,total_cwd,1.9341458207425
downieville,RedAnt40,prefire,NA,total_fuel,10.1039913326937
downieville,RedAnt40,prefire,NA,litter_depth_cm,4.325
downieville,RedAnt40,prefire,NA,duff_depth_cm,4.5875
downieville,RedAnt40,prefire,NA,fuel_depth_cm,8.925
downieville,RedAnt41,prefire,NA,mass_1hr,0.399648753658537
downieville,RedAnt41,prefire,NA,mass_10hr,2.43374301219512
downieville,RedAnt41,prefire,NA,mass_100hr,1.66019048780488
downieville,RedAnt41,prefire,NA,total_fine,4.49358225365854
downieville,RedAnt41,prefire,NA,total_cwd,2.72695162556659
downieville,RedAnt41,prefire,NA,total_fuel,7.22053387922512
downieville,RedAnt41,prefire,NA,litter_depth_cm,3.0875
downieville,RedAnt41,prefire,NA,duff_depth_cm,1.525
downieville,RedAnt41,prefire,NA,fuel_depth_cm,4.5
downieville,RedAnt42,prefire,NA,mass_1hr,0.185291694878049
downieville,RedAnt42,prefire,NA,mass_10hr,2.01652992439024
downieville,RedAnt42,prefire,NA,mass_100hr,5.53396829268293
downieville,RedAnt42,prefire,NA,total_fine,7.73578991195122
downieville,RedAnt42,prefire,NA,total_cwd,0.806301769911505
downieville,RedAnt42,prefire,NA,total_fuel,8.54209168186272
downieville,RedAnt42,prefire,NA,litter_depth_cm,5.8125
downieville,RedAnt42,prefire,NA,duff_depth_cm,4.9875
downieville,RedAnt42,prefire,NA,fuel_depth_cm,11.175
downieville,RedAnt44,prefire,NA,mass_1hr,0.359683878292683
