site,year,plot_id,species_id,status,lifeform,layercode,percent,
springsfire,2019,springs39,leppun ,live,SH,SL,tr,
springsfire,2019,springs39,luplep,live,FB,,tr,
springsfire,2019,springs39,pico,live,TR,TSE,tr,
springsfire,2019,springs39,pico,live,TR,TOV,3,
springsfire,2019,springs39,pico,dead,TR,TOV,4,
springsfire,2019,springs39,pije,live,TR,TSE,tr,
springsfire,2019,springs39,pije,live,TR,TOV,10,
springsfire,2019,springs39,putr,live,SH,SL,2,
springsfire,2019,springs39,putr,live,SH,SM,tr,
springsfire,2019,springs39,putr,dead,SH,SL,1,
springsfire,2019,springs39,putr,dead,SH,SM,tr,
springsfire,2019,springs40,artr,live,SH,SL,1,
springsfire,2019,springs40,artr,live,SH,SM,tr,
springsfire,2019,springs40,artr,dead,SH,SL,tr,
springsfire,2019,springs40,elci,live,GR,,tr,
springsfire,2019,springs40,elel,live,GR,,tr,
springsfire,2019,springs40,eridis,live,SH,SL,tr,
springsfire,2019,springs40,gaydif,live,FB,,tr,
springsfire,2019,springs40,gaydif,dead,FB,,tr,
springsfire,2019,springs40,pico,live,TR,TOV,12,
springsfire,2019,springs40,pico,live,TR,TSE,tr,
springsfire,2019,springs40,pije,live,TR,TOV,5,
springsfire,2019,springs40,pije,live,TR,TSA,tr,
springsfire,2019,springs40,pije,live,TR,TSE,tr,
springsfire,2019,springs40,putr,live,SH,SL,38,
springsfire,2019,springs40,putr,live,SH,SM,35,
springsfire,2019,springs40,putr,dead,SH,SL,1,
springsfire,2019,springs40,putr,live,SH,SM,0.5,
